watch out for low flying objects
Basic
0.8 0.8
575.9999 518.4
Began 415.7671 202 609 -0.2743056 0.4263116
Stationary 415.7876 202 609 -0.2743056 0.4263116
Stationary 415.802 202 609 -0.2743056 0.4263116
Stationary 415.817 202 609 -0.2743056 0.4263116
Stationary 415.8361 202 609 -0.2743056 0.4263116
Stationary 415.8475 202 609 -0.2743056 0.4263116
Stationary 415.8621 202 609 -0.2743056 0.4263116
Stationary 415.8778 202 609 -0.2743056 0.4263116
Stationary 415.8934 202 609 -0.2743056 0.4263116
Stationary 415.9116 202 609 -0.2743056 0.4263116
Stationary 415.9261 202 609 -0.2743056 0.4263116
Stationary 415.9403 202 609 -0.2743056 0.4263116
Stationary 415.9572 202 609 -0.2743056 0.4263116
Stationary 415.9721 202 609 -0.2743056 0.4263116
Stationary 415.9883 202 609 -0.2743056 0.4263116
Stationary 416.0044 202 609 -0.2743056 0.4263116
Stationary 416.0196 202 609 -0.2743056 0.4263116
Stationary 416.0353 202 609 -0.2743056 0.4263116
Stationary 416.0488 202 609 -0.2743056 0.4263116
Stationary 416.0623 202 609 -0.2743056 0.4263116
Stationary 416.0779 202 609 -0.2743056 0.4263116
Stationary 416.0934 202 609 -0.2743056 0.4263116
Stationary 416.1086 202 609 -0.2743056 0.4263116
Stationary 416.1244 202 609 -0.2743056 0.4263116
Stationary 416.1399 202 609 -0.2743056 0.4263116
Stationary 416.1558 202 609 -0.2743056 0.4263116
Stationary 416.1713 202 609 -0.2743056 0.4263116
Stationary 416.1862 202 609 -0.2743056 0.4263116
Stationary 416.202 202 609 -0.2743056 0.4263116
Stationary 416.2166 202 609 -0.2743056 0.4263116
Stationary 416.2316 202 609 -0.2743056 0.4263116
Stationary 416.2476 202 609 -0.2743056 0.4263116
Stationary 416.2639 202 609 -0.2743056 0.4263116
Stationary 416.2786 202 609 -0.2743056 0.4263116
Stationary 416.2943 202 609 -0.2743056 0.4263116
Stationary 416.3137 202 609 -0.2743056 0.4263116
Stationary 416.3247 202 609 -0.2743056 0.4263116
Stationary 416.3402 202 609 -0.2743056 0.4263116
Stationary 416.3555 202 609 -0.2743056 0.4263116
Stationary 416.372 202 609 -0.2743056 0.4263116
Moved 416.3881 192.2644 597.2184 -0.2912076 0.4035847
Moved 416.405 193.8792 596.8792 -0.2884042 0.4029305
Moved 416.419 191.7121 594.7122 -0.2921664 0.3987502
Moved 416.4332 189.3954 591.0931 -0.2961885 0.3917691
Moved 416.4491 188.8741 589.7482 -0.2970935 0.3891746
Moved 416.4646 185.4086 585.4086 -0.30311 0.3808036
Moved 416.48 184.9882 582.9645 -0.30384 0.3760889
Moved 416.4973 181.8257 576.4772 -0.3093303 0.3635747
Stationary 416.5103 181.8257 576.4772 -0.3093303 0.3635747
Moved 416.5258 177.4766 571.4766 -0.3168809 0.3539286
Moved 416.5424 176.5 567.5 -0.3185764 0.3462576
Moved 416.5571 172.682 562.6819 -0.3252048 0.3369636
Moved 416.5723 169.5822 557.1643 -0.3305865 0.32632
Moved 416.588 165.6868 552.0302 -0.3373494 0.3164161
Moved 416.6046 162.8048 547.7073 -0.3423527 0.3080772
Moved 416.6196 160.9327 543.3991 -0.3456029 0.2997667
Moved 416.6344 159.0275 539.0825 -0.3489106 0.2914398
Moved 416.6516 156.1907 534.7861 -0.3538355 0.283152
Moved 416.6666 153.9155 530.2887 -0.3577856 0.2744766
Moved 416.6814 151.0407 523.1017 -0.3627766 0.2606128
Moved 416.6961 149.5963 517.3851 -0.3652842 0.2495853
Moved 416.7117 148.1514 511.6058 -0.3677926 0.238437
Moved 416.727 145.4298 503.2896 -0.3725176 0.2223949
Moved 416.7426 145.2716 497.6296 -0.3727924 0.2114768
Moved 416.759 143.8271 490.1355 -0.3753001 0.1970206
Moved 416.7738 144 484.9803 -0.375 0.1870761
Moved 416.7889 142.2896 477.4481 -0.3779694 0.1725464
Moved 416.8041 142 469.1359 -0.3784722 0.1565122
Moved 416.8206 141 462.1177 -0.3802083 0.1429739
Moved 416.8345 139.9891 454.9454 -0.3819634 0.1291384
Moved 416.8529 140 449.15 -0.3819444 0.117959
Moved 416.865 139.1024 443.4095 -0.3835028 0.1068856
Moved 416.8816 139 439.0968 -0.3836805 0.09856629
Moved 416.897 137.5971 430.5826 -0.3861161 0.08214241
Moved 416.9134 137.1605 423.8025 -0.3868741 0.06906338
Moved 416.9275 137 417.8994 -0.3871527 0.05767624
Moved 416.9427 135.2888 411.8665 -0.3901235 0.04603862
Moved 416.9577 135 407.5776 -0.390625 0.03776544
Moved 416.9722 134 402.838 -0.3923611 0.02862271
Moved 416.9879 133.2316 399.6948 -0.3936951 0.02255943
Moved 417.0048 133 395.6038 -0.3940972 0.01466769
Moved 417.0202 132 392.2919 -0.3958333 0.008279188
Moved 417.0345 130.9934 389.9934 -0.3975809 0.00384525
Moved 417.0504 131 387.1062 -0.3975694 -0.001724149
Moved 417.0655 130.1184 385.1183 -0.3991 -0.005558832
Moved 417.0812 130 383.6747 -0.3993056 -0.008343531
Moved 417.0978 130 382.5 -0.3993056 -0.01060963
Moved 417.1133 130 381.5 -0.3993056 -0.01253864
Moved 417.1277 130 380.8589 -0.3993056 -0.01377535
Moved 417.1432 128.5 379.5 -0.4019097 -0.0163966
Stationary 417.1581 128.5 379.5 -0.4019097 -0.0163966
Moved 417.1773 129 379 -0.4010416 -0.01736111
Stationary 417.1887 129 379 -0.4010416 -0.01736111
Stationary 417.2033 129 379 -0.4010416 -0.01736111
Stationary 417.2189 129 379 -0.4010416 -0.01736111
Stationary 417.2342 129 379 -0.4010416 -0.01736111
Stationary 417.2511 129 379 -0.4010416 -0.01736111
Stationary 417.2664 129 379 -0.4010416 -0.01736111
Moved 417.2805 137.7167 387.7167 -0.3859084 -0.00054642
Moved 417.2979 141.6025 393.4037 -0.3791623 0.01042384
Moved 417.3107 145.7103 397.7103 -0.3720306 0.01873134
Moved 417.3282 148.7747 400.7747 -0.3667106 0.02464253
Moved 417.3466 153.308 405.3079 -0.3588403 0.03338714
Moved 417.3589 156.4219 407.2109 -0.3534341 0.03705807
Moved 417.3746 158.3031 411.3031 -0.3501682 0.0449519
Moved 417.3903 161.1753 414.1753 -0.3451817 0.05049243
Moved 417.4067 164 417 -0.3402778 0.05594129
Moved 417.4214 167.8889 421.8519 -0.3335262 0.06530067
Moved 417.4363 170.0514 424.0514 -0.3297718 0.06954354
Moved 417.4545 172.4683 426.9365 -0.3255759 0.07510897
Moved 417.4668 174.8191 428.9095 -0.3214946 0.07891493
Moved 417.482 177.6999 433.0498 -0.3164933 0.08690159
Moved 417.4983 179.7879 435.5759 -0.3128681 0.09177437
Moved 417.5125 182.4479 438.4479 -0.3082502 0.09731451
Moved 417.528 184.3296 441.3296 -0.3049833 0.1028733
Moved 417.5445 185.8359 443.6718 -0.3023683 0.1073915
Moved 417.5593 187.2129 446.4257 -0.2999776 0.1127038
Moved 417.575 188.6501 448.6501 -0.2974825 0.1169947
Moved 417.5901 190.0862 451.1724 -0.2949892 0.1218602
Moved 417.6076 191.5 452.5 -0.2925347 0.1244212
Moved 417.6214 192.9641 454.9282 -0.2899929 0.1291052
