come and see our new car
Basic
0.6 0.6
432 129.6
Began 606.6801 323 333 -0.08564815 -0.4243827
Stationary 606.6993 323 333 -0.08564815 -0.4243827
Stationary 606.7137 323 333 -0.08564815 -0.4243827
Stationary 606.7277 323 333 -0.08564815 -0.4243827
Stationary 606.7432 323 333 -0.08564815 -0.4243827
Stationary 606.759 323 333 -0.08564815 -0.4243827
Stationary 606.7738 323 333 -0.08564815 -0.4243827
Stationary 606.7928 323 333 -0.08564815 -0.4243827
Stationary 606.8075 323 333 -0.08564815 -0.4243827
Stationary 606.8232 323 333 -0.08564815 -0.4243827
Stationary 606.8384 323 333 -0.08564815 -0.4243827
Stationary 606.8536 323 333 -0.08564815 -0.4243827
Stationary 606.8694 323 333 -0.08564815 -0.4243827
Stationary 606.8856 323 333 -0.08564815 -0.4243827
Stationary 606.9001 323 333 -0.08564815 -0.4243827
Stationary 606.913 323 333 -0.08564815 -0.4243827
Stationary 606.928 323 333 -0.08564815 -0.4243827
Stationary 606.9435 323 333 -0.08564815 -0.4243827
Stationary 606.9593 323 333 -0.08564815 -0.4243827
Stationary 606.9746 323 333 -0.08564815 -0.4243827
Stationary 606.9902 323 333 -0.08564815 -0.4243827
Moved 607.0055 312.7124 333 -0.1094621 -0.4243827
Stationary 607.0218 312.7124 333 -0.1094621 -0.4243827
Stationary 607.0375 312.7124 333 -0.1094621 -0.4243827
Stationary 607.0543 312.7736 333 -0.1093203 -0.4243827
Stationary 607.069 312.7736 333 -0.1093203 -0.4243827
Moved 607.0837 311.751 333 -0.1116874 -0.4243827
Moved 607.0992 310.7591 333 -0.1139835 -0.4243827
Moved 607.115 309.5 333 -0.1168982 -0.4243827
Moved 607.1301 308.9886 333 -0.1180819 -0.4243827
Moved 607.1447 307.5331 333 -0.1214511 -0.4243827
Moved 607.1599 306.093 333 -0.1247846 -0.4243827
Moved 607.1754 304.6567 333 -0.1281095 -0.4243827
Moved 607.1912 302.2104 333 -0.1337722 -0.4243827
Moved 607.2067 299.5463 342.815 -0.1399392 -0.3486494
Moved 607.2221 297.6609 341.6696 -0.1443036 -0.357488
Moved 607.2393 296.2144 342.7856 -0.1476517 -0.3488767
Moved 607.2534 293.7029 344.1486 -0.1534654 -0.3383599
Moved 607.2692 291.425 345.5751 -0.1587386 -0.3273529
Moved 607.2856 288.978 347.011 -0.1644027 -0.316273
Moved 607.2995 287.5532 348.4468 -0.167701 -0.3051939
Moved 607.3149 285.1122 349.8878 -0.1733515 -0.2940755
Moved 607.3308 283.6757 350 -0.1766767 -0.2932099
Moved 607.3464 282.5 351.5 -0.1793981 -0.2816356
Moved 607.3622 281.1465 352 -0.1825312 -0.2777778
Moved 607.3769 281 353.2947 -0.1828704 -0.2677873
Moved 607.3925 279.5 353 -0.1863426 -0.2700617
Moved 607.4078 278.9194 354.0806 -0.1876866 -0.2617236
Stationary 607.4235 278.9194 354.0806 -0.1876866 -0.2617236
Moved 607.437 277.9907 354 -0.1898364 -0.2623455
Stationary 607.4525 277.9907 354 -0.1898364 -0.2623455
Moved 607.4683 278 355 -0.1898148 -0.2546294
Stationary 607.4841 278 355 -0.1898148 -0.2546294
Stationary 607.4989 278 355 -0.1898148 -0.2546294
Moved 607.5135 283.9825 356 -0.1759664 -0.2469136
Moved 607.5298 290.4648 356 -0.1609612 -0.2469136
Moved 607.5458 301.636 357 -0.135102 -0.2391975
Moved 607.5613 311.7807 357 -0.1116188 -0.2391975
Moved 607.5771 321.6472 357 -0.08877968 -0.2391975
Moved 607.5938 336.3976 358.822 -0.05463515 -0.2251392
Moved 607.6089 349.3917 360.2657 -0.02455622 -0.2139989
Moved 607.6237 359.6212 362.7026 -0.0008769333 -0.1951955
Moved 607.6387 370.0173 364.1453 0.02318809 -0.1840639
Moved 607.6548 379.6841 366.5855 0.04556497 -0.1652353
Moved 607.6705 391.2054 369.0513 0.07223466 -0.1462089
Moved 607.6857 399.7762 370.097 0.09207448 -0.1381398
Moved 607.7005 415.9802 374.1372 0.1295839 -0.106966
Moved 607.7159 427.0573 378.0215 0.1552252 -0.07699472
Moved 607.7329 438.4799 382.3049 0.1816663 -0.04394367
Moved 607.7471 450.8624 388.368 0.2103296 0.002839477
Moved 607.7691 472.0517 402.0258 0.2593789 0.108224
Stationary 607.7802 472.0517 402.0258 0.2593789 0.108224
Moved 607.793 481.9249 407.4027 0.2822336 0.1497125
Moved 607.8088 494.5001 416.9446 0.3113429 0.2233378
Moved 607.8243 504.6565 424.2424 0.3348531 0.2796479
Moved 607.8395 511.5887 430.5887 0.3508998 0.3286165
Moved 607.8546 517.7811 436.7811 0.3652339 0.3763974
Moved 607.8702 522.0804 441.0804 0.3751861 0.409571
Moved 607.8853 525.9293 444.4646 0.3840955 0.4356838
Moved 607.9007 528.3643 446.3643 0.3897321 0.4503415
Moved 607.916 530.02 448.02 0.3935649 0.4631175
Moved 607.9323 532.9202 449.4601 0.4002783 0.4742295
Moved 607.9477 532.8998 450.8998 0.400231 0.4853378
Moved 607.9624 534.3405 451 0.4035659 0.4861111
Moved 607.9772 535.7806 452.7806 0.4068996 0.4998508
Moved 607.9945 536.5 453.5 0.4085648 0.5054011
Moved 608.0099 536 454.3286 0.4074074 0.5117949
Moved 608.0247 537.5 454 0.4108796 0.5092594
Moved 608.0396 537 455.0999 0.4097222 0.5177459
Stationary 608.0544 537 455.0999 0.4097222 0.5177459
Moved 608.0696 538.0684 456 0.4121953 0.5246913
Stationary 608.0845 538.0684 456 0.4121953 0.5246913
Stationary 608.0997 538.0684 456 0.4121953 0.5246913
Stationary 608.1165 538 456 0.4120371 0.5246913
Stationary 608.132 538 456 0.4120371 0.5246913
Stationary 608.1481 538 456 0.4120371 0.5246913
Stationary 608.162 538 456 0.4120371 0.5246913
Stationary 608.178 538 456 0.4120371 0.5246913
Stationary 608.1936 538 456 0.4120371 0.5246913
Moved 608.2089 528.799 446.799 0.3907385 0.4536961
Moved 608.2241 524.4887 442.4887 0.3807609 0.4204376
Moved 608.2396 520.2076 438.2076 0.3708509 0.3874043
Moved 608.2556 512.4504 430.0306 0.3528945 0.3243104
