the dow jones index has risen
Basic
0.8 0.8
575.9999 172.8
Began 787.4647 353 461 -0.01215279 0.4224536
Stationary 787.4826 353 461 -0.01215279 0.4224536
Stationary 787.4952 353 461 -0.01215279 0.4224536
Stationary 787.5108 353 461 -0.01215279 0.4224536
Stationary 787.5261 353 461 -0.01215279 0.4224536
Stationary 787.5415 353 461 -0.01215279 0.4224536
Stationary 787.5563 353 461 -0.01215279 0.4224536
Stationary 787.5724 353 461 -0.01215279 0.4224536
Stationary 787.5883 353 461 -0.01215279 0.4224536
Stationary 787.6035 353 461 -0.01215279 0.4224536
Moved 787.6194 369.5755 450.5684 0.01662418 0.3620854
Moved 787.6355 376.3476 446.2393 0.02838127 0.3370331
Moved 787.6508 383.1356 440.8915 0.04016601 0.306085
Moved 787.6672 390.3362 436.5983 0.05266711 0.28124
Moved 787.6813 398.5242 429.3806 0.06688229 0.2394711
Moved 787.696 402.9915 425.0085 0.07463805 0.2141694
Moved 787.7119 413.0618 416.3755 0.09212121 0.1642103
Moved 787.7278 419.4002 408.5998 0.1031253 0.1192118
Moved 787.7437 425.2974 401.3783 0.1133636 0.0774207
Moved 787.7573 429.5345 398.4655 0.1207196 0.06056423
Moved 787.7736 432.412 394.3821 0.1257152 0.03693351
Moved 787.7878 433.6468 393.3532 0.127859 0.03097923
Moved 787.8041 434.8311 391.3377 0.1299152 0.01931544
Moved 787.8274 436 388.3367 0.1319444 0.00194841
Stationary 787.8386 436 388.3367 0.1319444 0.00194841
Moved 787.8508 436 386.8977 0.1319444 -0.006379021
Moved 787.8657 436 385.4647 0.1319444 -0.01467201
Moved 787.8828 436 384.5 0.1319444 -0.02025445
Moved 787.8959 423.9417 383.7942 0.1110099 -0.02433936
Moved 787.9141 418.5 384 0.1015625 -0.02314797
Moved 787.9273 405.3714 384 0.07876977 -0.02314797
Moved 787.9432 395.208 384 0.06112494 -0.02314797
Moved 787.9573 381.5812 391.5769 0.03746733 0.02069977
Moved 787.9744 367.1787 396.8464 0.01246311 0.05119447
Moved 787.9899 350.7777 402.1667 -0.01601093 0.08198314
Moved 788.0049 332.888 408.8123 -0.04706949 0.1204418
Moved 788.0199 317 411 -0.07465277 0.1331019
Moved 788.0355 302.1969 415.0315 -0.1003525 0.1564323
Moved 788.0512 287.9923 418.2239 -0.1250133 0.1749071
Moved 788.0681 275.0651 421.0967 -0.1474565 0.1915318
Moved 788.085 264.1093 422.9844 -0.1664769 0.202456
Moved 788.0969 251.1797 425.8489 -0.188924 0.2190332
Moved 788.1127 241.9243 426.7359 -0.2049925 0.2241662
Moved 788.1285 231.846 428.3077 -0.2224896 0.2332623
Moved 788.1441 227.3461 429.3308 -0.230302 0.239183
Moved 788.1592 221.4055 430.8648 -0.2406154 0.2480601
Moved 788.1743 217.0674 432.3109 -0.2481469 0.2564286
Ended 788.1903 215 434 -0.2517361 0.2662038
Began 788.4633 239 343 -0.2100694 -0.2604167
Stationary 788.4824 239 343 -0.2100694 -0.2604167
Stationary 788.4962 239 343 -0.2100694 -0.2604167
Stationary 788.512 239 343 -0.2100694 -0.2604167
Stationary 788.5305 239 343 -0.2100694 -0.2604167
Moved 788.5435 248.2072 350.1611 -0.1940847 -0.2189749
Moved 788.5594 256.0953 355.3401 -0.1803901 -0.1890038
Moved 788.5747 265.0503 360.7814 -0.1648433 -0.1575149
Moved 788.5913 280.2616 367.5256 -0.1384348 -0.1184859
Moved 788.6069 295.9876 376.2659 -0.1111327 -0.06790532
Moved 788.6227 311.8435 382.9431 -0.08360508 -0.02926473
Moved 788.639 330.5367 390.1295 -0.05115159 0.01232359
Moved 788.653 350.8253 398.1844 -0.01592837 0.05893769
Moved 788.6688 373.8551 405.5172 0.02405397 0.1013728
Moved 788.6833 388.5 411.5 0.04947916 0.1359955
Moved 788.699 412.2761 418.4613 0.09075709 0.1762807
Moved 788.7151 431.1378 422.9549 0.1235031 0.2022854
Moved 788.7291 451.73 428.1825 0.1592534 0.2325376
Moved 788.7443 467.8071 431.3286 0.1871651 0.2507439
Moved 788.7604 481.4606 433.6068 0.210869 0.2639281
Moved 788.7758 492.3148 435.045 0.2297131 0.2722511
Moved 788.7914 502.3976 436.4854 0.247218 0.2805866
Moved 788.8061 508.9464 437.5893 0.2585875 0.2869752
Moved 788.8236 516.1475 439.0295 0.2710894 0.2953095
Moved 788.8383 519.9389 440 0.2776717 0.3009259
Moved 788.8531 522.8202 440 0.2826739 0.3009259
Moved 788.869 524.35 441.35 0.2853298 0.3087383
Moved 788.884 525.7863 441 0.2878234 0.3067129
Moved 788.8994 527.2246 441 0.2903205 0.3067129
Stationary 788.915 527 441 0.2899306 0.3067129
Stationary 788.9302 527 441 0.2899306 0.3067129
Moved 788.9453 528.3734 441 0.2923149 0.3067129
Stationary 788.9594 528.3734 441 0.2923149 0.3067129
Stationary 788.9763 528.3734 441 0.2923149 0.3067129
Moved 788.9919 528 442.1002 0.2916667 0.3130796
Stationary 789.0072 528 442.1002 0.2916667 0.3130796
Stationary 789.0222 528 442 0.2916667 0.3125
Moved 789.0379 507.3427 442 0.2558032 0.3125
Moved 789.0524 480.1335 442 0.2085651 0.3125
Moved 789.0677 440.441 442 0.1396545 0.3125
Moved 789.0841 409.3748 442 0.08572011 0.3125
Moved 789.1 387.0529 442 0.04696689 0.3125
Moved 789.1144 365.4084 442 0.009389593 0.3125
Moved 789.1306 348.3215 442 -0.02027523 0.3125
Moved 789.1458 325.0839 442 -0.06061825 0.3125
Moved 789.1611 306.9422 442 -0.09211428 0.3125
Moved 789.1764 286.2977 442 -0.1279553 0.3125
Moved 789.1923 267.3747 442 -0.1608078 0.3125
Moved 789.2155 230.8945 442 -0.2241415 0.3125
Stationary 789.2265 230.8945 442 -0.2241415 0.3125
Moved 789.2383 217.9836 442 -0.2465562 0.3125
Moved 789.2545 205.991 442 -0.2673768 0.3125
Moved 789.269 195.859 435 -0.284967 0.2719908
Moved 789.2841 185.8109 434.1158 -0.3024116 0.266874
Moved 789.3001 175.73 434 -0.3199132 0.2662038
Moved 789.3176 169.942 433 -0.3299618 0.2604166
Moved 789.3314 165.4066 433 -0.3378358 0.2604166
Moved 789.3458 161.5 433 -0.344618 0.2604166
Moved 789.3616 161.2454 433 -0.3450601 0.2604166
Moved 789.3774 159.8058 433 -0.3475593 0.2604166
Ended 789.3927 160 433 -0.3472222 0.2604166
Began 789.699 409 352 0.08506946 -0.2083333
Stationary 789.7191 409 352 0.08506946 -0.2083333
Stationary 789.7331 409 352 0.08506946 -0.2083333
Stationary 789.7469 409 352 0.08506946 -0.2083333
Stationary 789.7624 409 352 0.08506946 -0.2083333
Moved 789.7773 429.2081 362.8218 0.120153 -0.1457068
Moved 789.7939 446.0293 373.0195 0.1493564 -0.08669253
Moved 789.8112 466.1375 383.0688 0.1842666 -0.02853712
Moved 789.8264 483.7519 393.1343 0.214847 0.02971269
Moved 789.8397 500.5297 401.7648 0.2439752 0.07965759
Moved 789.855 512.2381 407.6191 0.2643023 0.1135365
Moved 789.8724 523.6556 411.4958 0.2841242 0.1359714
Moved 789.886 533.9113 414.5461 0.3019293 0.1536232
