coming up with killer sound bites
Basic
0.4 0.4
288 86.39999
Began 604.8045 294 327 -0.2291667 -0.7060185
Stationary 604.8335 294 327 -0.2291667 -0.7060185
Stationary 604.8475 294 327 -0.2291667 -0.7060185
Stationary 604.8636 294 327 -0.2291667 -0.7060185
Stationary 604.8796 294 327 -0.2291667 -0.7060185
Moved 604.8948 303.2053 336.2053 -0.1972037 -0.5994754
Moved 604.9111 314.5453 346.3245 -0.1578288 -0.4823547
Moved 604.9269 325.1187 354.6949 -0.1211158 -0.3854759
Moved 604.9417 343.4206 365.2804 -0.0575675 -0.2629584
Moved 604.9569 358.6104 376.1712 -0.00482507 -0.1369074
Moved 604.9725 371.3507 384.5671 0.03941223 -0.03973184
Moved 604.9871 385.3322 392.1661 0.08795916 0.04821936
Moved 605.0039 395.3044 397.8882 0.1225848 0.1144476
Moved 605.0214 406.3804 404.6459 0.161043 0.1926613
Moved 605.0346 413.125 408.0625 0.1844618 0.232205
Moved 605.0485 421.3009 411.3806 0.2128504 0.2706081
Moved 605.0656 428.5252 414.8101 0.2379347 0.3103018
Moved 605.0798 434.345 416.3362 0.2581425 0.3279658
Moved 605.0962 438.3305 417.7769 0.2719811 0.3446397
Moved 605.1111 440.2122 418 0.2785144 0.3472222
Moved 605.1254 442.6401 418 0.2869448 0.3472222
Moved 605.1416 443.7955 418 0.2909566 0.3472222
Moved 605.1571 445.1615 418 0.2956997 0.3472222
Moved 605.1714 445.6048 418 0.2972388 0.3472222
Moved 605.1869 446.5 418 0.3003472 0.3472222
Moved 605.2033 446 408.0807 0.2986111 0.2324154
Moved 605.2281 446 396.2006 0.2986111 0.09491409
Moved 605.24 446 392 0.2986111 0.04629647
Stationary 605.2498 446 392 0.2986111 0.04629647
Moved 605.2656 446 380.5421 0.2986111 -0.08631812
Moved 605.2816 446 370.4734 0.2986111 -0.2028539
Moved 605.2957 438.1884 361.9419 0.2714874 -0.3015981
Moved 605.312 436.7502 356.0009 0.2664938 -0.3703605
Moved 605.3271 436.3114 352.9343 0.2649702 -0.4058523
Moved 605.3417 436 349.7708 0.2638888 -0.4424671
Moved 605.3575 436 348.5 0.2638888 -0.4571759
Moved 605.3718 436 347.3409 0.2638888 -0.4705913
Stationary 605.3871 436 347 0.2638888 -0.4745367
Stationary 605.4034 436 347 0.2638888 -0.4745367
