parking lot is full of trucks
Basic
0.4 0.4
288 259.2
Began 352.9244 540 539 0.6249999 0.5825616
Stationary 352.9449 540 539 0.6249999 0.5825616
Stationary 352.9561 540 539 0.6249999 0.5825616
Stationary 352.9706 540 539 0.6249999 0.5825616
Stationary 352.9858 540 539 0.6249999 0.5825616
Stationary 353.0022 540 539 0.6249999 0.5825616
Stationary 353.0177 540 539 0.6249999 0.5825616
Stationary 353.033 540 539 0.6249999 0.5825616
Stationary 353.0479 540 539 0.6249999 0.5825616
Stationary 353.0632 540 539 0.6249999 0.5825616
Stationary 353.0791 540 539 0.6249999 0.5825616
Stationary 353.0979 540 539 0.6249999 0.5825616
Stationary 353.113 540 539 0.6249999 0.5825616
Stationary 353.1297 540 539 0.6249999 0.5825616
Stationary 353.1416 540 539 0.6249999 0.5825616
Stationary 353.1564 540 539 0.6249999 0.5825616
Stationary 353.1712 540 539 0.6249999 0.5825616
Stationary 353.1873 540 539 0.6249999 0.5825616
Stationary 353.2061 540 539 0.6249999 0.5825616
Stationary 353.2201 540 539 0.6249999 0.5825616
Stationary 353.2347 540 539 0.6249999 0.5825616
Stationary 353.2479 540 539 0.6249999 0.5825616
Stationary 353.2643 540 539 0.6249999 0.5825616
Moved 353.28 523.7161 539 0.5684586 0.5825616
Moved 353.2969 519.1981 530.5991 0.5527712 0.5501505
Moved 353.3119 513.4526 528.8632 0.5328214 0.5434534
Moved 353.3281 510.2585 527.4195 0.5217307 0.5378838
Moved 353.3423 506.9591 527 0.5102747 0.5362653
Moved 353.3573 504.0817 525.5409 0.5002838 0.530636
Moved 353.3736 502.6294 524.3147 0.495241 0.5259053
Moved 353.3893 500.9592 524 0.4894416 0.5246913
Moved 353.4037 499.5375 524 0.4845051 0.5246913
Moved 353.42 498.0829 523 0.4794544 0.5208332
Moved 353.4345 496.651 523 0.4744827 0.5208332
Stationary 353.4499 496.651 523 0.4744827 0.5208332
Moved 353.4651 495.625 521.625 0.4709201 0.5155283
Moved 353.481 494.6659 522 0.4675899 0.5169752
Moved 353.497 493.5 520.5 0.4635416 0.5111881
Moved 353.5113 492.8866 521 0.4614116 0.5131171
Stationary 353.5269 492.8866 521 0.4614116 0.5131171
Moved 353.543 491.9656 521 0.458214 0.5131171
Moved 353.5578 492 519.5 0.4583333 0.5073301
