he is just like everyone else
Basic
0.6 0.6
432 129.6
Began 480.6449 406 357 0.1064815 -0.2391975
Stationary 480.6649 406 357 0.1064815 -0.2391975
Stationary 480.6793 406 357 0.1064815 -0.2391975
Stationary 480.6957 406 357 0.1064815 -0.2391975
Stationary 480.7095 406 357 0.1064815 -0.2391975
Stationary 480.7238 406 357 0.1064815 -0.2391975
Stationary 480.7416 406 357 0.1064815 -0.2391975
Stationary 480.7563 406 357 0.1064815 -0.2391975
Stationary 480.7717 406 357 0.1064815 -0.2391975
Stationary 480.7869 406 357 0.1064815 -0.2391975
Stationary 480.8038 406 357 0.1064815 -0.2391975
Stationary 480.8171 406 357 0.1064815 -0.2391975
Stationary 480.8324 406 357 0.1064815 -0.2391975
Moved 480.8484 396.4748 357 0.08443237 -0.2391975
Stationary 480.8644 395.7554 357 0.08276711 -0.2391975
Moved 480.8799 394.955 357 0.0809143 -0.2391975
Stationary 480.8942 394.955 357 0.0809143 -0.2391975
Stationary 480.9094 394.955 357 0.0809143 -0.2391975
Moved 480.925 393.7654 357 0.07816056 -0.2391975
Stationary 480.9413 393.7654 357 0.07816056 -0.2391975
Moved 480.956 392.8053 357 0.07593811 -0.2391975
Stationary 480.9716 392.8053 357 0.07593811 -0.2391975
Moved 480.9868 391.9617 357 0.07398535 -0.2391975
Stationary 481.0018 391.9617 357 0.07398535 -0.2391975
Stationary 481.017 391.9617 357 0.07398535 -0.2391975
Moved 481.0325 390.4937 357 0.0705874 -0.2391975
Moved 481.0486 389.5 357 0.06828706 -0.2391975
Moved 481.0651 388.8043 357 0.06667664 -0.2391975
Stationary 481.0791 388.8043 357 0.06667664 -0.2391975
Stationary 481.0946 388.8043 357 0.06667664 -0.2391975
Moved 481.1093 388 366.3566 0.06481478 -0.1670016
Moved 481.1259 387.2239 365.7761 0.0630184 -0.171481
Moved 481.1431 387 367.2005 0.06250004 -0.16049
Moved 481.1579 387 370.3019 0.06250004 -0.1365593
Moved 481.1724 387 372.0825 0.06250004 -0.1228205
Moved 481.1872 387 376.5 0.06250004 -0.08873434
Moved 481.2035 387 378.1818 0.06250004 -0.07575801
Moved 481.2258 387 385.5 0.06250004 -0.01929012
Stationary 481.2357 387 385.5 0.06250004 -0.01929012
Moved 481.2485 393.7043 387.9155 0.0780193 -0.0006516774
Moved 481.2646 395.3965 390.7929 0.08193623 0.02155045
Moved 481.2821 396.8381 392.6763 0.08527348 0.03608245
Moved 481.2997 398.2769 395.5537 0.08860379 0.05828481
Moved 481.3188 400.8011 397.8011 0.09444693 0.0756259
Stationary 481.3294 400.8011 397.8011 0.09444693 0.0756259
Moved 481.3423 402.2398 399.2398 0.09777734 0.08672703
Moved 481.3578 402.6814 400.6814 0.09879957 0.09785029
Stationary 481.3733 403 401 0.09953707 0.1003085
Moved 481.3888 404.5 402.5 0.1030092 0.1118827
Moved 481.404 404 403.0002 0.1018518 0.1157429
Moved 481.419 405.4392 403 0.1051833 0.1157407
Stationary 481.4334 405.4392 403 0.1051833 0.1157407
Moved 481.4496 405 404.3248 0.1041667 0.1259633
Stationary 481.4655 405 404.3248 0.1041667 0.1259633
Moved 481.4812 405 405.249 0.1041667 0.1330938
Stationary 481.4967 405 405 0.1041667 0.131173
Stationary 481.5129 405 405 0.1041667 0.131173
Moved 481.5274 405 406.2176 0.1041667 0.1405678
Stationary 481.5423 405 406.2176 0.1041667 0.1405678
Stationary 481.5583 405 406.2176 0.1041667 0.1405678
Moved 481.5742 405 407.0455 0.1041667 0.1469559
Stationary 481.5897 405 407 0.1041667 0.1466051
Moved 481.6047 405 408.0373 0.1041667 0.1546089
Stationary 481.6198 405 408.0373 0.1041667 0.1546089
Stationary 481.6341 405 408.0373 0.1041667 0.1546089
Moved 481.6499 395.9788 409 0.08328418 0.1620373
Moved 481.6671 392.5842 410 0.0754264 0.1697531
Moved 481.6827 389.1757 410.9122 0.06753623 0.1767914
Moved 481.6973 386.298 411 0.06087502 0.1774691
Moved 481.7127 381.6241 412.7919 0.05005578 0.1912959
Moved 481.7279 377.3062 413 0.04006068 0.1929012
Moved 481.7433 373.6599 414.67 0.03162026 0.2057873
Moved 481.758 370.4892 415 0.02428045 0.2083334
Moved 481.7737 366.3213 416.2263 0.01463264 0.2177953
Moved 481.7909 362.0156 416.6615 0.004665653 0.2211536
Moved 481.805 356.5865 419.2067 -0.007901639 0.2407928
Moved 481.8211 352.9133 419.5433 -0.01640439 0.2433901
Moved 481.8363 349.0243 420.9919 -0.02540668 0.2545671
Moved 481.8506 344.7681 422.4106 -0.03525913 0.2655143
Moved 481.867 341.0938 423.6354 -0.04376432 0.2749643
Moved 481.882 337.1445 424.9518 -0.05290622 0.2851224
Moved 481.8976 332.8275 426.3908 -0.06289919 0.2962254
Moved 481.9124 328.5097 426.8301 -0.07289414 0.2996148
Moved 481.9282 325.4777 428.2611 -0.07991269 0.3106567
Moved 481.9434 320.8703 429.7099 -0.0905781 0.3218357
Moved 481.9588 316.5542 431.1486 -0.100569 0.3329368
Moved 481.9743 314 432.5 -0.1064815 0.3433642
Moved 481.9901 309.8214 432.7262 -0.1161543 0.3451097
Moved 482.0055 306.6686 434.1657 -0.1234523 0.3562171
Moved 482.0195 302.7933 435.6033 -0.1324229 0.3673097
Moved 482.0353 298.8704 437.0432 -0.1415037 0.37842
Moved 482.0515 296.0276 437 -0.1480843 0.3780865
Moved 482.0672 293.1586 438.9207 -0.1547255 0.3929068
Moved 482.0821 290.2733 440.3633 -0.1614044 0.4040383
Moved 482.0977 286.9302 440 -0.1691431 0.4012346
Moved 482.1123 283.2796 441.9068 -0.1775934 0.4159477
Moved 482.1287 280.3248 442 -0.1844334 0.4166667
Moved 482.1438 275.4421 443 -0.1957358 0.4243827
Moved 482.1591 271.3387 444.2205 -0.2052346 0.4338
Moved 482.1757 267.6808 444 -0.2137017 0.432099
Moved 482.1923 263.708 444 -0.2228981 0.432099
Moved 482.2127 258.7739 444 -0.2343197 0.432099
Stationary 482.225 258.7739 444 -0.2343197 0.432099
Moved 482.2364 255.9025 444 -0.2409664 0.432099
