he is just like everyone else
Basic
0.8 0.8
575.9999 172.8
Began 375.2981 422 352 0.1076389 -0.2083333
Stationary 375.3185 422 352 0.1076389 -0.2083333
Stationary 375.3296 422 352 0.1076389 -0.2083333
Stationary 375.3449 422 352 0.1076389 -0.2083333
Stationary 375.3618 422 352 0.1076389 -0.2083333
Stationary 375.379 422 352 0.1076389 -0.2083333
Stationary 375.3928 422 352 0.1076389 -0.2083333
Stationary 375.4084 422 352 0.1076389 -0.2083333
Stationary 375.4244 422 352 0.1076389 -0.2083333
Stationary 375.4389 422 352 0.1076389 -0.2083333
Stationary 375.4541 422 352 0.1076389 -0.2083333
Stationary 375.4715 422 352 0.1076389 -0.2083333
Stationary 375.4844 422 352 0.1076389 -0.2083333
Stationary 375.501 422 352 0.1076389 -0.2083333
Stationary 375.5156 422 352 0.1076389 -0.2083333
Stationary 375.5307 422 352 0.1076389 -0.2083333
Moved 375.5472 408.3123 352 0.0838755 -0.2083333
Moved 375.5636 403.3488 352 0.07525831 -0.2083333
Moved 375.5783 397.5799 352 0.06524294 -0.2083333
Moved 375.5934 392.8282 357.5507 0.05699328 -0.1762109
Moved 375.6096 385.8288 360.2343 0.04484161 -0.1606812
Moved 375.6245 381.301 360.6747 0.0369808 -0.1581321
Moved 375.64 374.8707 362.7098 0.02581723 -0.1463555
Moved 375.6557 367.8059 365.4777 0.01355186 -0.1303374
Moved 375.6701 358.2326 368.3621 -0.00306841 -0.113645
Moved 375.6851 348.1545 372.3624 -0.02056502 -0.09049557
Moved 375.7018 339.6087 376.1304 -0.03540154 -0.06868963
Moved 375.7173 330.949 380.0255 -0.0504358 -0.04614865
Moved 375.7311 323.7862 384.3282 -0.0628712 -0.02124866
Moved 375.7473 318.0169 386.9916 -0.07288735 -0.005835692
Moved 375.7629 309.0685 392.951 -0.0884227 0.02865191
Moved 375.7794 300.429 397.2855 -0.1034219 0.05373584
Moved 375.7936 291.8114 400.7296 -0.118383 0.07366648
Moved 375.8089 284.4321 404.9407 -0.1311942 0.09803666
Moved 375.8246 277.0142 407.4929 -0.1440725 0.112806
Moved 375.8404 270.0906 410.3638 -0.1560926 0.1294201
Moved 375.8553 265 413 -0.1649306 0.1446759
Moved 375.871 260.2325 414.3838 -0.1732076 0.1526839
Moved 375.8869 254.4696 417.2652 -0.1832125 0.1693589
Moved 375.9019 248.7113 419.5721 -0.1932095 0.1827092
Moved 375.917 243.9649 422.0234 -0.2014498 0.1968946
Moved 375.9315 238.2162 424.8919 -0.2114302 0.2134947
Moved 375.9476 233.4477 426.7761 -0.2197088 0.2243989
Moved 375.9644 229.0196 428.3268 -0.2273965 0.2333727
Moved 375.9788 225.9942 429.3353 -0.2326489 0.2392086
Moved 376.0051 218.0004 433.3332 -0.246527 0.262345
Moved 376.019 215.4737 434.7632 -0.2509137 0.2706203
Moved 376.0309 213.7944 436.2056 -0.2538292 0.2789678
Stationary 376.0409 213.7944 436.2056 -0.2538292 0.2789678
Moved 376.0545 211.3566 437.6434 -0.2580615 0.2872884
Moved 376.0705 209.9183 439.0817 -0.2605585 0.2956119
Moved 376.0859 208.8768 440.1232 -0.2623667 0.301639
Moved 376.1012 207.3909 440.6091 -0.2649464 0.3044506
Moved 376.1166 205.9567 442.0433 -0.2674364 0.3127508
Moved 376.1318 206 443.4904 -0.2673611 0.3211249
Moved 376.1475 205 443.9233 -0.2690972 0.32363
Ended 376.1652 205 444 -0.2690972 0.3240742
Began 376.9918 487 479 0.2204861 0.5266204
Stationary 377.0147 487 479 0.2204861 0.5266204
Stationary 377.0259 487 479 0.2204861 0.5266204
Stationary 377.0439 487 479 0.2204861 0.5266204
Stationary 377.056 487 479 0.2204861 0.5266204
Stationary 377.0711 487 479 0.2204861 0.5266204
Stationary 377.0864 487 479 0.2204861 0.5266204
Stationary 377.102 487 479 0.2204861 0.5266204
Stationary 377.1187 487 479 0.2204861 0.5266204
Moved 377.1337 474.9928 470.6619 0.1996403 0.4783672
Moved 377.15 470.6738 467.7825 0.192142 0.4617044
Moved 377.1682 467.3613 464.9075 0.1863911 0.4450667
Moved 377.1799 462.0661 461.0496 0.177198 0.4227406
Moved 377.1967 457.7091 458.1394 0.1696339 0.4058994
Moved 377.2128 451.4713 454.1035 0.1588044 0.3825435
Moved 377.227 445.311 449.2488 0.1481093 0.3544489
Moved 377.2416 439.4935 444.8701 0.1380095 0.3291095
Moved 377.2579 434.5455 441.5455 0.1294192 0.3098697
Moved 377.273 430.2293 438.4862 0.1219259 0.2921656
Moved 377.2882 425.9104 435.6069 0.1144278 0.2755031
Moved 377.304 421.5869 431.587 0.1069218 0.2522396
Moved 377.3199 417.5 429 0.09982638 0.2372686
Moved 377.3354 413.919 425.6127 0.0936094 0.217666
Moved 377.3504 409.6055 422.737 0.08612058 0.2010244
Moved 377.3684 406.2841 419.8561 0.08035436 0.1843522
Moved 377.3814 402.982 416.9821 0.07462158 0.1677202
Moved 377.3978 400.5481 414.5481 0.07039599 0.1536349
Moved 377.4127 397.3156 412.2104 0.06478413 0.1401069
Moved 377.4272 394.3324 410.6662 0.05960486 0.1311702
Moved 377.4434 392.3748 408.3748 0.05620613 0.1179094
Moved 377.4615 389.2773 407.1387 0.05082875 0.1107562
Moved 377.4742 387.6966 405.6966 0.04808433 0.1024109
Moved 377.4885 384.5162 403.5162 0.04256278 0.08979259
Moved 377.5034 381.6477 401.8239 0.03758289 0.07999915
Moved 377.5197 378.149 400.383 0.03150865 0.07166094
Moved 377.5353 375.9393 398.9393 0.02767242 0.06330632
Moved 377.5507 372.561 396.7073 0.02180733 0.05038977
Moved 377.5679 368.4721 395.368 0.01470856 0.04263913
Moved 377.581 362.7255 392.8627 0.004731714 0.0281409
Moved 377.5975 355.9464 390.4866 -0.00703752 0.01438989
Moved 377.6143 349.2392 388.0956 -0.018682 0.000553396
Moved 377.6274 339.264 383.8274 -0.03600005 -0.02414686
Moved 377.6431 332.8379 382.3351 -0.04715643 -0.03278273
Moved 377.6595 326.2797 381.0466 -0.05854219 -0.0402394
Moved 377.6747 317.7407 378.2469 -0.07336683 -0.05644162
Moved 377.6895 309.9233 377.1847 -0.08693866 -0.06258859
Moved 377.7051 302.6938 375.7388 -0.09948984 -0.07095619
Moved 377.7259 289.4526 373.8632 -0.1224782 -0.08181042
Stationary 377.7362 289.4526 373.8632 -0.1224782 -0.08181042
Moved 377.7496 283.2707 373 -0.1332106 -0.08680555
Moved 377.7662 279.0235 372.2559 -0.1405842 -0.09111193
Moved 377.7823 274.7427 372 -0.1480161 -0.09259242
Moved 377.7985 269.4129 371 -0.1572693 -0.09837963
Moved 377.8132 265.0924 370.0308 -0.1647701 -0.1039883
Moved 377.8274 260.7763 370 -0.1722633 -0.1041667
Moved 377.843 255.5922 369 -0.1812636 -0.1099537
Moved 377.8591 251.1267 369 -0.1890161 -0.1099537
Moved 377.874 246 367.5 -0.1979166 -0.1186341
Moved 377.8899 242.6167 367.1542 -0.2037904 -0.1206356
Moved 377.9051 239.422 367 -0.2093368 -0.1215276
Moved 377.921 234.5542 366.2771 -0.2177878 -0.1257114
