he is still on our team
Basic
0.6 0.6
432 129.6
Began 357.8372 342 372 -0.04166668 -0.1234566
Stationary 357.8582 342 372 -0.04166668 -0.1234566
Stationary 357.8725 342 372 -0.04166668 -0.1234566
Stationary 357.8865 342 372 -0.04166668 -0.1234566
Stationary 357.9024 342 372 -0.04166668 -0.1234566
Stationary 357.9178 342 372 -0.04166668 -0.1234566
Stationary 357.9331 342 372 -0.04166668 -0.1234566
Stationary 357.9497 342 372 -0.04166668 -0.1234566
Stationary 357.9624 342 372 -0.04166668 -0.1234566
Stationary 357.9785 342 372 -0.04166668 -0.1234566
Stationary 357.9933 342 372 -0.04166668 -0.1234566
Stationary 358.0125 342 372 -0.04166668 -0.1234566
Stationary 358.0272 342 372 -0.04166668 -0.1234566
Stationary 358.0405 342 372 -0.04166668 -0.1234566
Stationary 358.0572 342 372 -0.04166668 -0.1234566
Stationary 358.0725 342 372 -0.04166668 -0.1234566
Stationary 358.0875 342 372 -0.04166668 -0.1234566
Stationary 358.1025 342 372 -0.04166668 -0.1234566
Stationary 358.1179 342 372 -0.04166668 -0.1234566
Stationary 358.1329 342 372 -0.04166668 -0.1234566
Stationary 358.1483 342 372 -0.04166668 -0.1234566
Stationary 358.1642 342 372 -0.04166668 -0.1234566
Stationary 358.1794 342 372 -0.04166668 -0.1234566
Stationary 358.1937 342 372 -0.04166668 -0.1234566
Stationary 358.21 342 372 -0.04166668 -0.1234566
Stationary 358.2244 342 372 -0.04166668 -0.1234566
Stationary 358.2402 342 372 -0.04166668 -0.1234566
Moved 358.2593 348.216 372 -0.02727777 -0.1234566
Moved 358.2722 355.181 372 -0.01115511 -0.1234566
Moved 358.2878 357.268 372 -0.006324003 -0.1234566
Moved 358.304 361.8583 379.6194 0.004301667 -0.06466477
Moved 358.3187 367.2414 381.0604 0.01676251 -0.05354658
Moved 358.3346 369.9981 382.499 0.02314379 -0.04244581
Moved 358.3488 374.8301 383.9434 0.034329 -0.03130101
Moved 358.364 377.7645 384 0.04112154 -0.03086396
Moved 358.3792 381.4715 385.8239 0.04970262 -0.01679114
Moved 358.3958 383.8582 386 0.05522738 -0.0154321
Moved 358.4119 385.3539 387.3539 0.05868952 -0.004985244
Moved 358.4265 387.792 387.792 0.06433328 -0.001605116
Moved 358.4412 389.2313 388 0.06766497 1.177376E-07
Moved 358.459 391.6729 388 0.07331689 1.177376E-07
Moved 358.4724 393.1116 388 0.0766472 1.177376E-07
Moved 358.488 394.5 388 0.07986108 1.177376E-07
Moved 358.504 395.7636 388.7636 0.08278609 0.005892177
Moved 358.5198 397.1347 389 0.08596003 0.007716286
Moved 358.5349 398.5748 389 0.08929361 0.007716286
Stationary 358.55 399 389 0.09027779 0.007716286
Moved 358.5655 400.4604 389 0.09365847 0.007716286
Moved 358.5804 401.9006 389 0.09699206 0.007716286
Moved 358.5956 402.5 389 0.09837966 0.007716286
Moved 358.6112 403.3734 389 0.1004014 0.007716286
Moved 358.6261 404.5 389 0.1030092 0.007716286
Moved 358.6414 405.1629 389 0.1045437 0.007716286
Stationary 358.6577 405.1629 389 0.1045437 0.007716286
Moved 358.6725 406.0696 389 0.1066426 0.007716286
Stationary 358.6878 406.0696 389 0.1066426 0.007716286
Moved 358.7061 407.374 389 0.1096619 0.007716286
Moved 358.7243 408.2638 389 0.1117217 0.007716286
Stationary 358.7357 408.2638 389 0.1117217 0.007716286
Moved 358.7514 409.0463 389 0.113533 0.007716286
Stationary 358.766 409.0463 389 0.113533 0.007716286
Moved 358.7807 409.9238 389 0.1155645 0.007716286
Moved 358.7964 410 390.3663 0.1157407 0.01825851
Moved 358.8116 411.5 390 0.119213 0.0154321
Moved 358.8257 412.1244 391.1244 0.1206583 0.02410795
Stationary 358.8421 412.1244 391.1244 0.1206583 0.02410795
Moved 358.8591 413 392.8011 0.1226852 0.03704554
Moved 358.873 414.2363 394.2363 0.1255469 0.04811947
Moved 358.8888 415.6853 395 0.1289012 0.05401247
Moved 358.9041 417.1227 397.2454 0.1322284 0.07133767
Moved 358.9192 418.5646 398.5646 0.1355662 0.08151738
Moved 358.9349 420.0033 400.0033 0.1388966 0.09261791
Moved 358.9509 421.0747 401.0747 0.1413767 0.1008852
Moved 358.9662 423.0726 403.5363 0.1460015 0.119879
Moved 358.981 424.9861 404.9861 0.1504309 0.1310659
Moved 358.9962 426.413 406.413 0.1537337 0.1420755
Moved 359.0111 428.8617 407.8617 0.1594021 0.153254
Moved 359.0265 431.5993 409.2996 0.1657391 0.1643489
Moved 359.0479 432.7469 409.7469 0.1683957 0.1678005
Moved 359.0612 433.9107 410.9107 0.1710896 0.1767804
Moved 359.0728 435.3113 412.3113 0.1743318 0.1875872
Moved 359.0883 436.764 413 0.1776946 0.1929012
Moved 359.1039 438.2029 413 0.1810251 0.1929012
Moved 359.1189 438.6444 414 0.1820473 0.2006174
Moved 359.135 439.5 414 0.1840278 0.2006174
Moved 359.1511 440.2628 415.2628 0.1857935 0.2103609
Stationary 359.1696 440.2628 415.2628 0.1857935 0.2103609
Stationary 359.1823 440.2628 415.2628 0.1857935 0.2103609
Moved 359.1958 441.1157 416.1157 0.1877678 0.2169417
Stationary 359.2137 441.1157 416.1157 0.1877678 0.2169417
Stationary 359.2265 441.1157 416.1157 0.1877678 0.2169417
Moved 359.2425 441 417.1866 0.1875 0.2252051
Stationary 359.2577 441 417.1866 0.1875 0.2252051
Stationary 359.2723 441 417.1866 0.1875 0.2252051
Stationary 359.2883 441 417 0.1875 0.2237654
Stationary 359.3042 441 417 0.1875 0.2237654
Stationary 359.3185 441 417 0.1875 0.2237654
Stationary 359.3349 441 417 0.1875 0.2237654
Stationary 359.3512 441 417 0.1875 0.2237654
Moved 359.3663 432.056 417 0.1667962 0.2237654
Moved 359.3821 427.7675 417 0.1568691 0.2237654
Moved 359.3977 424.8029 417 0.1500066 0.2237654
Moved 359.4126 419.1231 417 0.136859 0.2237654
Moved 359.4282 411.9201 417 0.1201853 0.2237654
Moved 359.4439 407.6019 417 0.1101896 0.2237654
Moved 359.4595 401.8471 417 0.09686827 0.2237654
