healthy food is good for you
Basic
0.6 0.6
432 129.6
Began 285.6511 439 415 0.1828703 0.2083334
Stationary 285.672 439 415 0.1828703 0.2083334
Stationary 285.6846 439 415 0.1828703 0.2083334
Stationary 285.7008 439 415 0.1828703 0.2083334
Stationary 285.7177 439 415 0.1828703 0.2083334
Stationary 285.7303 439 415 0.1828703 0.2083334
Stationary 285.7462 439 415 0.1828703 0.2083334
Stationary 285.762 439 415 0.1828703 0.2083334
Stationary 285.7773 439 415 0.1828703 0.2083334
Moved 285.7929 423.2917 415 0.1465085 0.2083334
Moved 285.8096 415.7016 415 0.1289389 0.2083334
Moved 285.8256 408.5015 415 0.112272 0.2083334
Moved 285.8397 400.3392 423.4643 0.09337784 0.2736441
Moved 285.8556 392.0081 426.3306 0.07409275 0.2957611
Moved 285.8718 387 427.5 0.06250004 0.304784
Moved 285.8861 381.2896 430.3552 0.04928132 0.3268152
Moved 285.9008 374.4132 433.2347 0.033364 0.349033
Moved 285.9173 368.7872 435.1064 0.02034078 0.3634753
Moved 285.933 363.0322 437.9839 0.007019043 0.3856781
Moved 285.9473 355.8468 440.8613 -0.00961393 0.4078804
Moved 285.9629 348.6402 445.6159 -0.02629593 0.4445674
Moved 285.9803 344.0782 448.6145 -0.03685599 0.4677045
Moved 285.9945 339.7141 450.6429 -0.04695823 0.4833561
Moved 286.0117 334.4087 453.7275 -0.05923907 0.5071568
Moved 286.0267 330.0813 455.3063 -0.06925633 0.5193387
Moved 286.0405 324.035 458.4825 -0.08325239 0.5438468
Moved 286.0565 318.2802 460.1799 -0.09657373 0.5569441
Moved 286.0713 311.5207 463.2396 -0.1122206 0.5805528
Moved 286.0864 304.7127 465.0574 -0.1279799 0.5945792
Moved 286.102 301.6832 466.1056 -0.1349927 0.6026665
Moved 286.1206 296.2414 466.5862 -0.1475893 0.606375
Moved 286.1334 292.9535 467 -0.1552002 0.6095679
Moved 286.1472 288.6013 467 -0.1652749 0.6095679
Moved 286.165 286.2137 467 -0.1708015 0.6095679
Moved 286.1791 283.3379 468.3311 -0.1774585 0.6198385
Moved 286.1937 280.4535 468 -0.1841354 0.617284
Moved 286.2101 277.2332 468 -0.19159 0.617284
Moved 286.2255 274.319 468 -0.1983356 0.617284
Moved 286.241 269.6651 468 -0.2091085 0.617284
Moved 286.2561 265.349 458.2639 -0.2190996 0.5421601
Moved 286.2726 260.0408 454.3878 -0.231387 0.5122511
Moved 286.2864 253.477 448.5816 -0.2465809 0.4674508
Moved 286.3016 248.3878 441.313 -0.2583616 0.4113655
Moved 286.3177 244.8251 436.1002 -0.2666084 0.3711438
Moved 286.3327 240.7934 429.6558 -0.2759411 0.3214179
Moved 286.3474 235.9677 421.4193 -0.2871118 0.2578651
Moved 286.3635 232.1514 415.2019 -0.2959457 0.2098914
Moved 286.3796 229.2241 409.4482 -0.3027219 0.1654958
Moved 286.3955 225.5285 404.5284 -0.3112767 0.1275343
Moved 286.4109 222.489 401.489 -0.3183126 0.1040815
Moved 286.4262 218.5 397.5 -0.3275463 0.07330247
Moved 286.4412 212.2156 394.4862 -0.3420936 0.05004777
Moved 286.4561 206.1957 391.5978 -0.3560284 0.02776111
Moved 286.4723 199.8602 389.3721 -0.3706939 0.01058696
Moved 286.4866 193.6972 387.9243 -0.3849602 -0.0005839784
Moved 286.5032 189.4515 386.4838 -0.3947882 -0.01169864
Moved 286.5179 186.0955 386 -0.4025567 -0.0154321
Moved 286.533 181.8275 384.6092 -0.4124362 -0.02616376
Moved 286.5494 180.238 385 -0.4161158 -0.02314815
Moved 286.5646 178.1184 385 -0.4210223 -0.02314815
Moved 286.5804 176.6205 383.6205 -0.4244896 -0.0337921
Moved 286.5953 175.5 384 -0.4270833 -0.03086396
Moved 286.6115 174.8764 384 -0.4285269 -0.03086396
Stationary 286.6255 175 384 -0.4282407 -0.03086396
Stationary 286.6416 175 384 -0.4282407 -0.03086396
Stationary 286.6562 175 384 -0.4282407 -0.03086396
Moved 286.6708 195.5697 393.9584 -0.3806258 0.04597558
Moved 286.6874 211.0972 397.1829 -0.3446823 0.07085542
Moved 286.7041 230.4626 398.5289 -0.2998551 0.08124199
Moved 286.721 249.5956 399.9663 -0.2555658 0.09233287
Moved 286.7334 271.0161 400 -0.2059812 0.09259272
Moved 286.7481 287.1881 400 -0.1685461 0.09259272
Moved 286.7647 300.7168 400 -0.1372297 0.09259272
Moved 286.7834 322.3618 400 -0.08712535 0.09259272
Moved 286.7957 335.1861 390.3023 -0.0574395 0.01776483
Moved 286.8105 345.9718 388.7183 -0.03247261 0.00554285
Moved 286.8267 360.3537 385.5292 0.0008187692 -0.0190643
Moved 286.8506 383.3112 379.7682 0.05396108 -0.06351636
Stationary 286.8612 383.3112 379.7682 0.05396108 -0.06351636
Moved 286.8729 389.9463 378.2108 0.06932021 -0.07553431
Moved 286.8878 401.2978 376.8558 0.09559671 -0.08598941
Moved 286.904 411.93 375.407 0.1202084 -0.09716835
Moved 286.9218 425.3116 375 0.1511842 -0.1003086
Moved 286.935 435.2851 373.5307 0.1742711 -0.1116458
Moved 286.9499 447.0968 374 0.201613 -0.1080245
Moved 286.9652 457.3564 374 0.2253621 -0.1080245
Moved 286.9804 464 374 0.2407408 -0.1080245
Moved 286.9962 470.0654 374 0.254781 -0.1080245
Moved 287.0133 477.5054 374 0.2720032 -0.1080245
Moved 287.0272 485.6671 374 0.2908962 -0.1080245
Moved 287.0419 492.8575 374 0.3075405 -0.1080245
Moved 287.0576 499.4407 374 0.3227795 -0.1080245
Moved 287.0736 504.1378 374 0.3336524 -0.1080245
Moved 287.0888 509.9391 374 0.3470813 -0.1080245
Moved 287.1039 512.7879 381.5959 0.3536757 -0.04941399
Moved 287.1203 517.0952 383.0317 0.3636462 -0.03833535
Moved 287.1341 519.4576 384 0.3691148 -0.03086396
Moved 287.1497 520.9057 384 0.372467 -0.03086396
Moved 287.174 523.6601 385.3301 0.3788428 -0.02060101
Stationary 287.184 523.6601 385.3301 0.3788428 -0.02060101
Stationary 287.1966 524.3761 385 0.3805003 -0.02314815
