my bare face in the wind
Basic
0.4 0.4
288 259.2
Began 236.095 510 370 0.5208333 -0.06944455
Stationary 236.1135 510 370 0.5208333 -0.06944455
Stationary 236.1277 510 370 0.5208333 -0.06944455
Stationary 236.1438 510 370 0.5208333 -0.06944455
Stationary 236.1595 510 370 0.5208333 -0.06944455
Stationary 236.174 510 370 0.5208333 -0.06944455
Stationary 236.1904 510 370 0.5208333 -0.06944455
Stationary 236.2051 510 370 0.5208333 -0.06944455
Stationary 236.2212 510 370 0.5208333 -0.06944455
Stationary 236.2382 510 370 0.5208333 -0.06944455
Stationary 236.2557 510 370 0.5208333 -0.06944455
Stationary 236.2661 510 370 0.5208333 -0.06944455
Stationary 236.2818 510 370 0.5208333 -0.06944455
Stationary 236.2978 510 370 0.5208333 -0.06944455
Stationary 236.3141 510 370 0.5208333 -0.06944455
Stationary 236.3283 510 370 0.5208333 -0.06944455
Stationary 236.3436 510 370 0.5208333 -0.06944455
Stationary 236.3597 510 370 0.5208333 -0.06944455
Moved 236.3744 499.7329 370 0.4851837 -0.06944455
Stationary 236.3914 499.8483 370 0.4855844 -0.06944455
Moved 236.4069 498.2531 370 0.4800453 -0.06944455
Moved 236.4218 496.8171 370 0.4750594 -0.06944455
Moved 236.4392 494.536 370 0.4671389 -0.06944455
Moved 236.4516 491.7571 370 0.4574901 -0.06944455
Moved 236.4675 488.6229 370 0.4466072 -0.06944455
Moved 236.4832 485.1042 370 0.4343897 -0.06944455
Moved 236.4996 481.8565 370 0.4231128 -0.06944455
Moved 236.5151 479 370 0.4131944 -0.06944455
Moved 236.5303 475.0858 370 0.3996032 -0.06944455
Moved 236.545 471.968 362.9254 0.388778 -0.09673836
Moved 236.5607 468.6048 361.535 0.3771001 -0.1021028
Moved 236.5757 464.29 359.1934 0.362118 -0.1111368
Moved 236.5909 459.9727 357.6576 0.3471273 -0.1170619
Moved 236.6083 457.4391 355.2195 0.3383301 -0.1264679
Moved 236.6227 453.33 352.5533 0.3240624 -0.1367543
Moved 236.6368 450.6675 348.6675 0.3148178 -0.1517457
Moved 236.6526 448.3304 344.6609 0.306703 -0.1672035
Moved 236.6682 446.7731 341.5461 0.3012954 -0.1792202
Moved 236.6844 443.6619 337.9929 0.2904928 -0.1929289
Moved 236.6999 441.8912 332.5648 0.2843444 -0.2138705
