the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 485.1028 251 543 -0.1892361 0.2989968
Stationary 485.1227 251 543 -0.1892361 0.2989968
Stationary 485.1358 251 543 -0.1892361 0.2989968
Stationary 485.1517 251 543 -0.1892361 0.2989968
Stationary 485.1682 251 543 -0.1892361 0.2989968
Stationary 485.1833 251 543 -0.1892361 0.2989968
Moved 485.1979 260.148 543 -0.1733541 0.2989968
Moved 485.2157 265.9582 543 -0.163267 0.2989968
Moved 485.23 269.5111 543 -0.1570988 0.2989968
Moved 485.2455 276.3395 543 -0.1452439 0.2989968
Moved 485.2635 283.5406 543 -0.1327419 0.2989968
Moved 485.2754 290.728 543 -0.1202639 0.2989968
Moved 485.2907 299.3376 543 -0.1053167 0.2989968
Moved 485.3063 305.3507 543 -0.09487729 0.2989968
Moved 485.3244 312.3827 543 -0.08266892 0.2989968
Moved 485.338 314.8317 543 -0.0784172 0.2989968
Moved 485.3536 319.6394 543 -0.07007048 0.2989968
Moved 485.3687 323.7443 543 -0.06294391 0.2989968
Moved 485.3847 327.4037 543 -0.05659081 0.2989968
Moved 485.3991 330.2647 543 -0.0516238 0.2989968
Moved 485.4145 333.1678 543 -0.04658375 0.2989968
Moved 485.4296 336.0273 543 -0.04161924 0.2989968
Moved 485.4452 337.0632 543 -0.03982082 0.2989968
Moved 485.4623 339.5282 543 -0.03554139 0.2989968
Moved 485.4767 341.9337 543 -0.03136508 0.2989968
Moved 485.4914 343.407 543 -0.02880726 0.2989968
Moved 485.508 344.8443 543 -0.02631199 0.2989968
Moved 485.5224 346.2881 543 -0.02380531 0.2989968
Moved 485.5377 347.5 543 -0.02170138 0.2989968
Stationary 485.5527 347.5 543 -0.02170138 0.2989968
Moved 485.5684 348.3213 543 -0.0202756 0.2989968
Moved 485.5833 349 543 -0.01909722 0.2989968
Stationary 485.5996 349 543 -0.01909722 0.2989968
Moved 485.6147 350 543 -0.01736112 0.2989968
Moved 485.6302 351.0439 543 -0.01554888 0.2989968
Moved 485.6455 352.4839 543 -0.01304887 0.2989968
Moved 485.6654 355.3685 531.5787 -0.00804074 0.2769649
Moved 485.6788 361.0982 521.8429 0.001906604 0.2581845
Moved 485.6943 365.3917 513.2167 0.009360536 0.2415444
Moved 485.7081 371.5995 503.7009 0.02013795 0.2231885
Moved 485.7223 377.3144 491.0427 0.03005966 0.1987705
Moved 485.7379 384.1107 479.7786 0.04185885 0.1770421
Moved 485.7532 389.8814 467.0168 0.05187742 0.1524244
Moved 485.7694 395 457 0.06076388 0.1331018
Moved 485.7854 400.1948 447.4091 0.06978265 0.1146009
Moved 485.7992 404.6746 436.201 0.0775601 0.09298024
Moved 485.8173 412.0343 422.9313 0.0903374 0.06738291
Moved 485.8313 416.3481 412.0717 0.09782664 0.04643446
Moved 485.8463 420.6488 404.7025 0.105293 0.03221921
Moved 485.863 423.9821 398.0359 0.11108 0.01935932
Moved 485.8768 426.8623 392.2754 0.1160804 0.008247222
Moved 485.8934 429.0115 386.977 0.1198117 -0.001973399
Moved 485.9078 431.8893 381.2213 0.1248079 -0.01307623
Moved 485.9238 434.7933 376.8101 0.1298494 -0.02158547
Moved 485.9391 436.8248 371.7006 0.1333764 -0.03144176
Moved 485.9555 438.265 369.735 0.1358767 -0.03523338
Moved 485.9693 439.7052 366.2948 0.138377 -0.04186966
Moved 485.985 440 364.8514 0.1388889 -0.04465385
Moved 486.0003 441.159 363.8409 0.140901 -0.04660312
Moved 486.0157 441 362.3419 0.140625 -0.04949499
Moved 486.0304 442.0983 360.9017 0.1425317 -0.05227295
Stationary 486.0458 442.0983 360.9017 0.1425317 -0.05227295
Stationary 486.0612 442.0983 360.9017 0.1425317 -0.05227295
Moved 486.0783 442 360 0.1423611 -0.0540124
Stationary 486.0924 442 360 0.1423611 -0.0540124
Stationary 486.1101 442 360 0.1423611 -0.0540124
Moved 486.1239 429.2692 360 0.1202591 -0.0540124
Moved 486.1392 422.874 370.4173 0.1091563 -0.03391731
Moved 486.155 412.9612 376.165 0.09194648 -0.02282984
Moved 486.1768 393.9654 390.8622 0.05896762 0.005521185
Stationary 486.1884 393.9654 390.8622 0.05896762 0.005521185
Moved 486.2003 384.2972 397.0857 0.04218258 0.01752635
Moved 486.2175 377.3171 402.1219 0.03006443 0.02724138
Moved 486.2331 366.8604 408.7122 0.01191042 0.03995409
Moved 486.2459 357.9213 414.3307 -0.0036088 0.05079213
Moved 486.2633 348.8633 420.0912 -0.01933463 0.0619042
Moved 486.2781 341.7058 425.8353 -0.03176071 0.07298478
Moved 486.2942 335.3864 431.6136 -0.04273202 0.08413123
Moved 486.3108 328.2642 438.7358 -0.05509689 0.09787002
Moved 486.3255 324 441.5 -0.06250001 0.1032021
Moved 486.3399 315.4711 449.5289 -0.07730707 0.1186899
Moved 486.3551 308.1711 455.4631 -0.08998077 0.1301372
Moved 486.3705 301.8055 461.3959 -0.1010322 0.1415815
Moved 486.3859 294.8002 465.7198 -0.1131941 0.1499224
Moved 486.4016 288.9498 472.0502 -0.123351 0.1621337
Moved 486.4169 283.4983 476.3763 -0.1328155 0.1704788
Moved 486.4328 278 480.5 -0.1423611 0.1784336
Moved 486.4474 273.3028 485.6971 -0.1505159 0.1884589
Moved 486.4632 267.5383 490.3463 -0.1605238 0.1974272
Moved 486.4788 261.7828 496.7715 -0.170516 0.2098214
Moved 486.494 257.0127 501.9873 -0.1787974 0.2198828
Moved 486.5092 252.7043 506.2957 -0.1862772 0.2281937
Moved 486.5249 247.399 511.468 -0.1954878 0.2381712
Moved 486.5405 243.063 515.937 -0.2030156 0.2467919
Moved 486.5556 241.4288 518.8568 -0.2058528 0.2524243
Moved 486.5709 236.5228 526.303 -0.2143702 0.2667881
Moved 486.5862 234.7336 530.7991 -0.2174764 0.2754612
Moved 486.6021 231.3031 537.0908 -0.2234321 0.2875978
Moved 486.6183 227.594 543.6767 -0.2298716 0.3003021
Moved 486.6335 226.4249 547.7253 -0.2319012 0.308112
Moved 486.6479 224.0285 552.943 -0.2360616 0.318177
Moved 486.6653 222.9236 555.1528 -0.2379798 0.3224397
Moved 486.6788 221.5 559.5 -0.2404514 0.3308255
Moved 486.6952 220.0185 562.9446 -0.2430235 0.3374701
Moved 486.7098 218.5742 564.4258 -0.2455308 0.3403274
Moved 486.7255 218.1426 567.7148 -0.2462802 0.3466719
Moved 486.7409 218 570.6074 -0.2465278 0.3522519
Moved 486.7561 216.5 571.5 -0.2491319 0.3539737
Stationary 486.771 216.5 571.5 -0.2491319 0.3539737
Ended 486.7865 217 573.2529 -0.2482639 0.357355
Began 487.1684 294 398 -0.1145833 0.01929006
Stationary 487.1877 294 398 -0.1145833 0.01929006
Stationary 487.2028 294 398 -0.1145833 0.01929006
Stationary 487.2192 294 398 -0.1145833 0.01929006
Stationary 487.2329 294 398 -0.1145833 0.01929006
Moved 487.2564 294 382.5 -0.1145833 -0.01060963
Stationary 487.2668 294 382.5 -0.1145833 -0.01060963
Moved 487.2806 294 378.0896 -0.1145833 -0.01911728
Moved 487.295 294 367.2305 -0.1145833 -0.04006462
