did you have a good time
Basic
0.6 0.6
432 129.6
Began 704.7858 272 409 -0.2037037 0.1620373
Stationary 704.8065 272 409 -0.2037037 0.1620373
Stationary 704.8214 272 409 -0.2037037 0.1620373
Stationary 704.8345 272 409 -0.2037037 0.1620373
Stationary 704.85 272 409 -0.2037037 0.1620373
Stationary 704.8656 272 409 -0.2037037 0.1620373
Stationary 704.8809 272 409 -0.2037037 0.1620373
Stationary 704.8965 272 409 -0.2037037 0.1620373
Stationary 704.9166 272 409 -0.2037037 0.1620373
Stationary 704.9288 272 409 -0.2037037 0.1620373
Stationary 704.9426 272 409 -0.2037037 0.1620373
Stationary 704.9584 272 409 -0.2037037 0.1620373
Stationary 704.9747 272 409 -0.2037037 0.1620373
Stationary 704.9895 272 409 -0.2037037 0.1620373
Stationary 705.0054 272 409 -0.2037037 0.1620373
Moved 705.0204 281.7139 409 -0.1812179 0.1620373
Moved 705.0364 281 409 -0.1828704 0.1620373
Moved 705.0516 282.9655 409 -0.1783206 0.1620373
Stationary 705.0677 283 409 -0.1782407 0.1620373
Moved 705.0816 284.5 409 -0.1747685 0.1620373
Stationary 705.0983 284.5 409 -0.1747685 0.1620373
Moved 705.1154 285.3545 409 -0.1727905 0.1620373
Stationary 705.1312 285.3545 409 -0.1727905 0.1620373
Moved 705.1456 286.0818 409 -0.1711069 0.1620373
Stationary 705.1607 286.0818 409 -0.1711069 0.1620373
Stationary 705.1749 286 409 -0.1712963 0.1620373
Stationary 705.1896 286 409 -0.1712963 0.1620373
Stationary 705.2067 286 409 -0.1712963 0.1620373
Stationary 705.2208 286 409 -0.1712963 0.1620373
Stationary 705.236 286 409 -0.1712963 0.1620373
Stationary 705.2521 286 409 -0.1712963 0.1620373
Stationary 705.2669 286 409 -0.1712963 0.1620373
Moved 705.2827 286 402.9311 -0.1712963 0.1152093
Moved 705.298 286 400.6866 -0.1712963 0.09789032
Stationary 705.3136 286 400.6866 -0.1712963 0.09789032
Moved 705.3288 286 398.8044 -0.1712963 0.08336738
Moved 705.3435 286 397.7358 -0.1712963 0.07512211
Moved 705.361 286 396.2117 -0.1712963 0.06336224
Moved 705.3759 286 395.5 -0.1712963 0.05787037
Moved 705.3907 279 394.3286 -0.1875 0.04883131
Moved 705.4074 277.8855 392.8855 -0.1900799 0.03769698
Moved 705.4235 278 391.5 -0.1898148 0.02700641
Moved 705.4376 278 390.0508 -0.1898148 0.01582405
Moved 705.4526 276.9545 390 -0.1922349 0.0154321
Moved 705.4703 277 388.5009 -0.1921296 0.003865089
Moved 705.4839 277 387.5 -0.1921296 -0.003857907
Moved 705.4991 277 386.8148 -0.1921296 -0.009144912
Moved 705.514 277 385.5 -0.1921296 -0.01929012
Moved 705.5278 277 384.8744 -0.1921296 -0.02411737
Stationary 705.543 277 384.8744 -0.1921296 -0.02411737
Stationary 705.5583 277 384.8744 -0.1921296 -0.02411737
Moved 705.5737 277 383.7778 -0.1921296 -0.03257822
Stationary 705.5895 277 383.7778 -0.1921296 -0.03257822
Stationary 705.6063 277 384 -0.1921296 -0.03086396
Stationary 705.621 277 384 -0.1921296 -0.03086396
Stationary 705.6362 277 384 -0.1921296 -0.03086396
Stationary 705.6588 277 384 -0.1921296 -0.03086396
Stationary 705.6677 277 384 -0.1921296 -0.03086396
Moved 705.6826 287.8799 384 -0.1669448 -0.03086396
Moved 705.6987 293.5974 393.7954 -0.1537097 0.04471767
Moved 705.714 297.5144 394.6763 -0.1446426 0.05151467
Moved 705.7306 304.4027 397.5611 -0.1286974 0.07377401
Moved 705.7454 313.3279 403.1639 -0.1080374 0.1170058
Moved 705.7599 321.9602 407.4801 -0.08805507 0.1503093
Moved 705.7758 331.5 411.5 -0.06597221 0.1813273
Moved 705.7916 345.0176 414.7747 -0.03468141 0.2065947
Moved 705.8079 358.0781 420.5391 -0.004448791 0.251073
Moved 705.8221 370.5754 424.1439 0.02448022 0.278888
Moved 705.837 382.0268 428.0101 0.050988 0.3087197
Moved 705.8521 392.0663 430.8761 0.07422765 0.330834
Moved 705.8678 402.2872 433.7624 0.09788712 0.353105
Moved 705.8828 412.2639 436.6468 0.1209811 0.3753613
Moved 705.8997 416.7633 438.7053 0.1313966 0.3912449
Moved 705.9162 425.4659 440.7864 0.1515414 0.4073022
Moved 705.9302 432.7316 442.3463 0.1683601 0.4193389
Moved 705.9456 437.3519 443.7839 0.1790553 0.4304318
Moved 705.9617 442.8911 444 0.1918776 0.432099
Moved 705.9766 446.3286 445 0.1998348 0.4398148
Moved 705.9913 450.3092 445 0.209049 0.4398148
Moved 706.0075 452.3127 445 0.2136869 0.4398148
Moved 706.0228 456.2945 445 0.2229039 0.4398148
Moved 706.0389 460.2671 445 0.2320998 0.4398148
Moved 706.0574 463.0578 445 0.2385597 0.4398148
Moved 706.0693 465.9272 445 0.2452018 0.4398148
Moved 706.0853 468.8204 445 0.2518992 0.4398148
Moved 706.0995 469.8414 445 0.2542626 0.4398148
Moved 706.1155 471.8755 445 0.2589711 0.4398148
Moved 706.1309 474.7154 445 0.2655449 0.4398148
Moved 706.1462 475.7976 445 0.2680501 0.4398148
Moved 706.162 477.2369 445 0.2713818 0.4398148
Moved 706.1774 479.6776 445 0.2770316 0.4398148
Moved 706.1929 481.1173 445 0.2803642 0.4398148
Moved 706.2078 482 445 0.2824074 0.4398148
Moved 706.2229 482.7531 445 0.2841506 0.4398148
Moved 706.2384 483.5 445 0.2858797 0.4398148
Stationary 706.2529 483.5 445 0.2858797 0.4398148
Stationary 706.2685 483.5 445 0.2858797 0.4398148
Moved 706.2839 483 445 0.2847222 0.4398148
Stationary 706.2996 483 445 0.2847222 0.4398148
Stationary 706.3159 483 445 0.2847222 0.4398148
Moved 706.3305 483 435.386 0.2847222 0.3656325
Moved 706.3461 483 436.3124 0.2847222 0.3727813
Moved 706.3619 472.7392 434.7174 0.2609703 0.3604738
Moved 706.3778 469.1097 432.2774 0.2525688 0.3416468
Moved 706.3925 463.3485 429.6743 0.2392326 0.3215607
Moved 706.4084 456.5797 427.3949 0.2235641 0.3039731
