did you have a good time
Basic
0.4 0.4
288 86.39999
Began 430.9084 216 346 -0.5 -0.4861111
Stationary 430.928 216 346 -0.5 -0.4861111
Stationary 430.9428 216 346 -0.5 -0.4861111
Stationary 430.9563 216 346 -0.5 -0.4861111
Stationary 430.9717 216 346 -0.5 -0.4861111
Stationary 430.9877 216 346 -0.5 -0.4861111
Stationary 431.0035 216 346 -0.5 -0.4861111
Stationary 431.0187 216 346 -0.5 -0.4861111
Stationary 431.0336 216 346 -0.5 -0.4861111
Stationary 431.0495 216 346 -0.5 -0.4861111
Stationary 431.0647 216 346 -0.5 -0.4861111
Stationary 431.0803 216 346 -0.5 -0.4861111
Moved 431.0979 228.0528 346 -0.4581501 -0.4861111
Moved 431.1108 231.2461 346 -0.4470621 -0.4861111
Moved 431.1273 235.5 346 -0.4322917 -0.4861111
Moved 431.144 239.1066 350.9153 -0.4197689 -0.4292213
Moved 431.1588 243.4301 353 -0.4047567 -0.4050926
Moved 431.1726 249.345 354.5862 -0.3842189 -0.3867329
Moved 431.1892 256.1164 356.0233 -0.360707 -0.3701012
Moved 431.2044 263.3307 357.4661 -0.3356572 -0.3534013
Moved 431.2199 267.7272 358.9091 -0.3203916 -0.3367004
Moved 431.2363 273.3921 360.348 -0.3007218 -0.320046
Moved 431.2521 277.3721 360 -0.2869024 -0.3240741
Moved 431.2664 285.5906 362.8976 -0.2583659 -0.2905365
Moved 431.2814 291.3317 365.6658 -0.2384316 -0.2584973
Moved 431.2968 297.1449 367.5724 -0.218247 -0.23643
Moved 431.3119 304.0587 369.2117 -0.1942406 -0.2174568
Moved 431.3294 310.623 372.3115 -0.171448 -0.1815796
Moved 431.3446 318.5858 376.2929 -0.1437995 -0.1354984
Moved 431.3592 322.5024 378.2512 -0.1301998 -0.1128331
Moved 431.3737 327.8444 380.6148 -0.1116515 -0.08547677
Moved 431.3894 334.2583 383.1033 -0.08938104 -0.05667439
Moved 431.4053 338.4845 385.9897 -0.0747066 -0.02326736
Moved 431.4203 341.8803 387.8804 -0.06291546 -0.001384594
Moved 431.4359 346.1147 390.7432 -0.0482127 0.03174994
Moved 431.4506 350.6192 392.8096 -0.03257222 0.0556665
Moved 431.4663 353.833 394.8887 -0.02141319 0.07973035
Moved 431.4813 358.1072 397.7382 -0.006572082 0.1127103
