did you have a good time
Basic
0.6 0.6
432 388.8
Began 136 297 361 -0.1458333 -0.06944452
Stationary 136.0196 297 361 -0.1458333 -0.06944452
Stationary 136.0333 297 361 -0.1458333 -0.06944452
Stationary 136.0481 297 361 -0.1458333 -0.06944452
Moved 136.0639 302.8037 368.4619 -0.1323989 -0.05025236
Moved 136.0794 309.059 375.059 -0.1179189 -0.03328449
Moved 136.0949 318.5453 384.2543 -0.09596006 -0.009634151
Moved 136.1097 325.711 391.711 -0.07937277 0.009544671
Moved 136.1284 333.3936 399.3936 -0.06158883 0.02930449
Moved 136.1412 345.8497 410.1569 -0.03275523 0.05698796
Moved 136.1576 353.6576 418.7891 -0.01468142 0.07919009
Moved 136.1745 365.0352 428.4587 0.01165549 0.1040605
Moved 136.1869 375.1233 437.1057 0.0350076 0.1263004
Moved 136.2027 385.6806 445.2206 0.0594459 0.1471722
Moved 136.2175 396.274 453.4814 0.08396764 0.1684193
Moved 136.2345 404.8851 459.9138 0.1039006 0.1849634
Moved 136.25 420.6119 471.3541 0.1403053 0.214388
Moved 136.2646 429.8155 478.9635 0.1616099 0.2339596
Moved 136.2815 438.7464 485.1642 0.1822832 0.249908
Moved 136.2959 448.3914 493.6595 0.2046098 0.271758
Moved 136.3106 457.0486 502.0486 0.2246494 0.2933347
Moved 136.3294 461.505 506.505 0.2349653 0.3047967
Moved 136.3418 465.3833 509.5889 0.2439429 0.3127284
Moved 136.3569 469.5598 513.5598 0.2536105 0.3229417
Moved 136.3723 474.8496 516.6165 0.2658556 0.3308037
Moved 136.3885 479.1724 520.1724 0.2758619 0.3399493
Moved 136.4029 482 523 0.2824074 0.3472221
Moved 136.4184 483.9435 524.9435 0.2869064 0.352221
Moved 136.4345 486.7568 526.3784 0.2934185 0.3559113
Moved 136.4493 487.5 526 0.2951388 0.3549381
Moved 136.4642 489.9041 527.9042 0.300704 0.3598357
Moved 136.4825 491.3501 528 0.3040512 0.3600822
Moved 136.4962 491.7758 529 0.3050365 0.3626543
Moved 136.5099 492 530.2148 0.3055556 0.3657788
Stationary 136.5255 492 530.2148 0.3055556 0.3657788
Stationary 136.5416 492 530.2148 0.3055556 0.3657788
Stationary 136.5579 492 530.2148 0.3055556 0.3657788
Moved 136.573 485.8927 530 0.2914183 0.3652262
Moved 136.5882 471.7947 521.0358 0.258784 0.3421701
Moved 136.6035 457.4077 515.7631 0.2254809 0.3286088
Moved 136.6188 439.9937 508.9976 0.1851707 0.3112078
Moved 136.6355 421.3429 500.389 0.1419974 0.2890663
Moved 136.65 404.4337 494.4779 0.1028558 0.2738629
Moved 136.6651 389.766 488.7064 0.06890267 0.2590184
Moved 136.6807 378.2805 485.2838 0.04231592 0.2502155
Moved 136.6956 363.306 479.5224 0.00765274 0.235397
Moved 136.7117 351.5048 475.0643 -0.01966481 0.2239308
Moved 136.7281 338.973 468.7399 -0.04867365 0.2076642
Moved 136.7424 329.8316 463.2211 -0.06983424 0.1934697
Moved 136.7577 322.2085 459.1042 -0.08748034 0.1828812
Moved 136.773 315.7008 454.7756 -0.1025444 0.1717479
Moved 136.7895 310.4554 452.7822 -0.1146866 0.1666207
Moved 136.804 303.6572 448.8286 -0.1304232 0.1564521
Moved 136.8208 295.8427 444.9213 -0.1485123 0.1464026
Moved 136.8361 290.1406 442.0703 -0.1617115 0.1390696
Moved 136.8498 285.2728 439.1819 -0.1729796 0.1316406
Moved 136.865 280.9442 437.6481 -0.1829997 0.1276956
Moved 136.8838 277.6224 435.2075 -0.1906888 0.1214182
Moved 136.8958 276.0666 434.0666 -0.1942903 0.1184839
Moved 136.9114 273.3134 432.6567 -0.2006635 0.1148576
Moved 136.9274 272.2058 432.2058 -0.2032272 0.113698
Moved 136.943 269.5317 430.7659 -0.2094174 0.1099945
Moved 136.9579 268.3243 430.3243 -0.2122123 0.1088587
Moved 136.9734 266.8856 430 -0.2155427 0.1080246
Moved 136.9895 265.4366 428.4366 -0.2188967 0.1040037
Moved 137.0047 264.5 427.5 -0.2210648 0.1015946
Moved 137.0193 262.922 426.961 -0.2247176 0.1002082
Moved 137.0359 262.4652 426 -0.225775 0.09773654
Moved 137.05 261.0251 425.0251 -0.2291084 0.0952292
Moved 137.0657 260.5 424.5 -0.2303241 0.09387855
Moved 137.0891 258.853 424 -0.2341365 0.09259254
Stationary 137.0991 258.853 424 -0.2341365 0.09259254
Moved 137.111 259 422.5 -0.2337963 0.08873452
Moved 137.1272 259 423 -0.2337963 0.09002049
Ended 137.1427 259 423 -0.2337963 0.09002049
Began 137.5403 308 532 -0.1203704 0.3703703
Stationary 137.5594 308 532 -0.1203704 0.3703703
Stationary 137.5763 308 532 -0.1203704 0.3703703
Stationary 137.5932 308 532 -0.1203704 0.3703703
Stationary 137.605 308 532 -0.1203704 0.3703703
Stationary 137.6199 308 532 -0.1203704 0.3703703
Moved 137.6358 320.4236 532 -0.09161214 0.3703703
Moved 137.6525 332.2053 541.8046 -0.06433969 0.3955879
Moved 137.6678 338.6376 541.7536 -0.0494499 0.3954567
Moved 137.6826 353.4815 543.9424 -0.01508911 0.4010863
Moved 137.6976 366.4545 546.7677 0.014941 0.408353
Moved 137.7139 381.2008 547.8201 0.04907598 0.4110597
Moved 137.7285 394.3812 549.2646 0.07958611 0.4147751
Moved 137.7444 411.0324 549 0.1181305 0.4140946
Moved 137.7596 426.5469 549 0.1540437 0.4140946
Moved 137.7752 433.1278 549 0.1692773 0.4140946
Moved 137.7912 445.6469 549 0.1982567 0.4140946
Moved 137.8059 455.6277 549 0.2213605 0.4140946
Moved 137.8212 462.5 538.5 0.2372685 0.3870883
Moved 137.8367 468.9216 541.0261 0.2521333 0.3935856
Moved 137.8509 477.5406 541 0.2720849 0.3935184
Moved 137.8657 481.4171 540 0.281058 0.3909464
Moved 137.8829 484.9248 540 0.2891777 0.3909464
Moved 137.8979 487.8003 540 0.295834 0.3909464
Moved 137.9136 492.5329 540 0.3067892 0.3909464
Moved 137.9307 495.5558 538.7221 0.3137865 0.3876596
Moved 137.9445 501.8694 539 0.3284013 0.3883744
