parking lot is full of trucks
Basic
0.4 0.4
288 86.39999
Began 560.7564 600 423 0.8333331 0.4050926
Stationary 560.7779 600 423 0.8333331 0.4050926
Stationary 560.794 600 423 0.8333331 0.4050926
Stationary 560.8062 600 423 0.8333331 0.4050926
Stationary 560.8206 600 423 0.8333331 0.4050926
Stationary 560.8362 600 423 0.8333331 0.4050926
Stationary 560.8519 600 423 0.8333331 0.4050926
Stationary 560.8674 600 423 0.8333331 0.4050926
Stationary 560.8855 600 423 0.8333331 0.4050926
Stationary 560.9022 600 423 0.8333331 0.4050926
Stationary 560.9166 600 423 0.8333331 0.4050926
Stationary 560.9304 600 423 0.8333331 0.4050926
Stationary 560.9456 600 423 0.8333331 0.4050926
Stationary 560.9606 600 423 0.8333331 0.4050926
Stationary 560.9757 600 423 0.8333331 0.4050926
Stationary 560.9917 600 423 0.8333331 0.4050926
Moved 561.0071 589.2802 423 0.7961118 0.4050926
Moved 561.0229 590.3682 423 0.7998896 0.4050926
Moved 561.0392 588.9301 423 0.7948959 0.4050926
Moved 561.054 587.5038 423 0.7899436 0.4050926
Moved 561.069 586.0602 423 0.7849311 0.4050926
Moved 561.0858 584.6212 423 0.7799348 0.4050926
Stationary 561.099 585 423 0.7812499 0.4050926
Moved 561.1149 583.045 423 0.7744619 0.4050926
Moved 561.1312 581.6057 423 0.7694642 0.4050926
Moved 561.1452 580.1689 423 0.7644754 0.4050926
Moved 561.1611 580 431.9137 0.7638889 0.5082602
Moved 561.1768 577.5806 430.7097 0.7554882 0.4943256
Moved 561.1937 576 431.5 0.75 0.5034726
Moved 561.2076 575.8926 432.1074 0.749627 0.5105028
Moved 561.2236 574.307 432.693 0.7441215 0.51728
Moved 561.2388 571.7357 434.1321 0.7351931 0.5339372
Moved 561.2537 570.4271 434.5729 0.7306495 0.5390388
Moved 561.2692 567.9791 436.0104 0.7221497 0.5556763
Moved 561.2853 565.1172 437.4413 0.7122126 0.5722376
Moved 561.3007 563.2275 437.8862 0.7056512 0.5773869
Moved 561.3156 561.066 438.967 0.6981459 0.5898956
Moved 561.3304 556.8066 439 0.6833563 0.590278
Moved 561.3465 554.3187 440.8406 0.6747175 0.6115816
Moved 561.3615 550.158 441 0.6602708 0.6134258
Moved 561.3774 547.5561 442 0.6512364 0.625
