my bare face in the wind
Basic
0.6 0.6
432 388.8
Began 497.4739 555 179 0.4513889 -0.5375513
Stationary 497.4925 555 179 0.4513889 -0.5375513
Stationary 497.5072 555 179 0.4513889 -0.5375513
Stationary 497.5263 555 179 0.4513889 -0.5375513
Moved 497.5379 555 188.6299 0.4513889 -0.5127833
Moved 497.5547 542.4406 197.5764 0.4223162 -0.4897726
Moved 497.5691 531.423 214.3127 0.3968124 -0.4467265
Moved 497.5846 519.9431 231.5854 0.3702385 -0.4023009
Moved 497.6005 513.3105 238.0737 0.3548853 -0.3856129
Moved 497.615 493.5857 267.1215 0.3092261 -0.3109017
Moved 497.6306 480.4341 286.1507 0.2787827 -0.2619582
Moved 497.6462 464.8423 306.4207 0.2426906 -0.2098233
Moved 497.6609 450.45 329.08 0.2093749 -0.1515432
Moved 497.6767 438.6642 345.4478 0.1820931 -0.1094451
Moved 497.7019 425.1508 369.6984 0.1508121 -0.04707219
Moved 497.7141 416.6831 382.3071 0.1312108 -0.01464239
Stationary 497.7253 416.6831 382.3071 0.1312108 -0.01464239
Moved 497.7379 410.5954 391.6069 0.1171191 0.009276818
Moved 497.7544 403.8351 399.7061 0.1014702 0.03010824
Moved 497.7679 397.0926 407.8889 0.08586248 0.05115454
Moved 497.7846 389.0385 416.3846 0.06721865 0.07300577
Moved 497.8008 380.6783 425.3217 0.0478665 0.09599183
Moved 497.8148 374.9834 432.02 0.03468375 0.11322
Moved 497.8304 369.2279 439.2151 0.02136092 0.1317262
Moved 497.8471 365.3546 443.5272 0.01239479 0.1428168
Moved 497.8614 361.0384 447.9615 0.002403756 0.154222
Moved 497.8762 358.4771 451.5229 -0.003525118 0.1633819
Moved 497.8932 356.7992 454.4017 -0.007409354 0.1707861
Moved 497.908 355.3642 457.2715 -0.01073097 0.1781675
Moved 497.9229 354.1916 458.8083 -0.01344532 0.1821202
Moved 497.939 354 461.3475 -0.01388888 0.188651
Moved 497.9538 354 463.6239 -0.01388888 0.1945058
Moved 497.9699 354 466.1279 -0.01388888 0.2009463
Moved 497.9856 354 469 -0.01388888 0.2083333
Moved 498.0009 354 470.9473 -0.01388888 0.2133418
Ended 498.016 354 475.1819 -0.01388888 0.2242333
Began 499.7697 413 235 0.1226852 -0.3935186
Stationary 499.7888 413 235 0.1226852 -0.3935186
Stationary 499.8034 413 235 0.1226852 -0.3935186
Stationary 499.8176 413 235 0.1226852 -0.3935186
Stationary 499.834 413 235 0.1226852 -0.3935186
Stationary 499.8486 413 235 0.1226852 -0.3935186
Stationary 499.8646 413 235 0.1226852 -0.3935186
Stationary 499.8804 413 235 0.1226852 -0.3935186
Stationary 499.8984 413 235 0.1226852 -0.3935186
Stationary 499.9107 413 235 0.1226852 -0.3935186
Stationary 499.9249 413 235 0.1226852 -0.3935186
Stationary 499.943 413 235 0.1226852 -0.3935186
Stationary 499.9586 413 235 0.1226852 -0.3935186
Moved 499.973 403.9095 225.9094 0.1016423 -0.4168997
Moved 499.9884 399.5 224.5 0.09143522 -0.4205247
Moved 500.0042 397.2471 224 0.0862202 -0.4218107
Moved 500.0195 390.8697 221.9479 0.07145773 -0.4270889
Moved 500.0364 383.7375 222 0.05494803 -0.4269547
Moved 500.051 370.9874 219.2195 0.0254339 -0.4341063
Moved 500.0661 356.681 219 -0.00768289 -0.4346708
Moved 500.081 339.7103 219 -0.04696697 -0.4346708
Moved 500.0993 320.0022 219 -0.09258758 -0.4346708
Moved 500.1129 306.5324 229.1339 -0.1237675 -0.4086063
Moved 500.1282 279.3196 240.3402 -0.1867602 -0.3797835
Moved 500.143 257.6362 251.7941 -0.2369533 -0.350324
Moved 500.1589 239.8578 263.7496 -0.278107 -0.3195741
Moved 500.1743 223.779 274.888 -0.3153263 -0.290926
Moved 500.1919 210.4992 284.4006 -0.3460667 -0.2664593
Moved 500.2043 199.1157 292.9174 -0.3724173 -0.2445541
Moved 500.2204 189.38 300.4822 -0.3949537 -0.2250971
Moved 500.2346 175 313.5 -0.4282407 -0.1916154
Moved 500.2507 166.194 320.8337 -0.4486249 -0.1727529
Moved 500.2664 157.463 328.1142 -0.4688356 -0.1540273
Moved 500.2821 152.5791 335.2761 -0.480141 -0.1356068
Moved 500.2997 148.1073 339.8927 -0.4904924 -0.1237328
Moved 500.3109 144.546 346.181 -0.4987362 -0.1075591
Moved 500.3279 143.1458 350.417 -0.5019774 -0.09666419
Moved 500.3435 141.7672 357.1639 -0.5051685 -0.07931093
Moved 500.3581 142 361.0613 -0.5046296 -0.06928683
Moved 500.3736 142 365.3583 -0.5046296 -0.05823496
Moved 500.3894 145.9433 371.2533 -0.4955016 -0.04307288
Moved 500.4049 153.002 378.0024 -0.4791621 -0.02571396
Moved 500.4289 178.3383 398.0032 -0.4205132 0.02572821
Stationary 500.4409 178.3383 398.0032 -0.4205132 0.02572821
Moved 500.4518 202.7836 411.881 -0.3639269 0.06142224
Moved 500.4666 223.104 420.616 -0.316889 0.08388868
Moved 500.4827 244.9568 427.2338 -0.2663038 0.1009098
Moved 500.4978 260.1852 431.9556 -0.2310527 0.1130544
Moved 500.5121 276.0495 436.2686 -0.1943299 0.1241474
Moved 500.5276 294.6721 445.3361 -0.1512218 0.1474693
Moved 500.5432 305.5 453 -0.1261574 0.167181
Moved 500.5591 315.1021 457.6443 -0.1039304 0.1791261
Moved 500.5741 323.9688 464.8073 -0.08340562 0.1975496
Moved 500.5893 331.0222 472.0222 -0.06707823 0.2161064
Moved 500.6049 336.1297 477.1298 -0.05525524 0.2292431
Moved 500.6212 341.9278 485.8917 -0.04183387 0.2517788
Moved 500.6363 344.8471 493.5412 -0.03507619 0.2714536
Moved 500.6526 349.0986 502.1971 -0.02523477 0.2937169
Moved 500.6661 349.3825 508.2948 -0.02457758 0.3094001
Moved 500.6819 350.9405 516.6428 -0.02097115 0.3308712
Moved 500.6979 351 523.9167 -0.02083332 0.3495799
Moved 500.7132 351 531.0906 -0.02083332 0.3680313
Moved 500.7278 351 539.5417 -0.02083332 0.3897676
Moved 500.746 339.1982 547.2028 -0.04815236 0.409472
