come and see our new car
Basic
0.8 0.8
575.9999 518.4
Began 316.6873 308 260 -0.09027779 -0.2469136
Stationary 316.7085 308 260 -0.09027779 -0.2469136
Stationary 316.722 308 260 -0.09027779 -0.2469136
Stationary 316.7366 308 260 -0.09027779 -0.2469136
Stationary 316.7514 308 260 -0.09027779 -0.2469136
Moved 316.7678 308 271.1068 -0.09027779 -0.2254886
Moved 316.786 317.8501 280.7001 -0.07317696 -0.2069827
Moved 316.7994 324.1507 291.2261 -0.06223831 -0.1866781
Moved 316.8146 350.5628 332.8911 -0.01638409 -0.1063059
Moved 316.8304 378.129 374.6644 0.03147393 -0.02572454
Moved 316.8454 421.1481 446.0566 0.1061598 0.1119919
Moved 316.8611 462.5444 516.1268 0.1780285 0.2471581
Moved 316.876 481.1916 550.0613 0.210402 0.3126181
Moved 316.8914 492.6739 563.8832 0.2303366 0.3392808
Moved 316.9073 501.5 572.5 0.2456597 0.3559027
Moved 316.9225 509.3087 577.8725 0.2592165 0.3662663
Moved 316.9376 517.915 584.7625 0.2741579 0.3795572
Moved 316.9531 523.3856 588.7892 0.2836554 0.3873247
Moved 316.9698 529.1111 592.0555 0.2935957 0.3936256
Moved 316.9861 531.9534 594.9534 0.2985302 0.3992155
Moved 316.9987 534.823 595.9115 0.3035121 0.4010637
Moved 317.0146 535 597.3514 0.3038195 0.4038413
Moved 317.0303 536.3101 597 0.306094 0.4031635
Moved 317.0453 537 597 0.3072917 0.4031635
Moved 317.0606 537 574.874 0.3072917 0.3604822
Moved 317.0765 522.6774 524.8471 0.2824259 0.2639797
Moved 317.0923 502.5822 461.6305 0.2475384 0.142034
Moved 317.1071 494.7452 405.0416 0.2339327 0.03287344
Moved 317.125 494 353.3195 0.2326389 -0.06689913
Moved 317.1385 494 328.8105 0.2326389 -0.1141773
Moved 317.1549 500.1387 292.3364 0.2432964 -0.1845363
Moved 317.1708 508.2446 272.2661 0.2573691 -0.2232523
Moved 317.1844 512.4773 249.121 0.2647175 -0.2678993
Moved 317.2007 514.8713 237.7079 0.2688737 -0.2899153
Moved 317.2159 516.3718 226.026 0.2714787 -0.3124499
Moved 317.2299 517 218.796 0.2725694 -0.3263966
Moved 317.246 517 217.0865 0.2725694 -0.3296942
Moved 317.261 517 216.5 0.2725694 -0.3308256
Moved 317.2772 473.6872 249.3129 0.1973735 -0.2675292
Moved 317.292 428.031 299.8137 0.1181094 -0.1701126
Moved 317.3074 384.1114 363.9774 0.04185997 -0.04633985
Moved 317.3244 366.1016 393.5272 0.01059309 0.01066205
Moved 317.3378 353.3765 414.2195 -0.01149915 0.05057779
Moved 317.354 342.4013 431.5314 -0.0305533 0.08397263
Moved 317.3707 331.2511 445.9361 -0.04991128 0.1117594
Moved 317.3857 317 466 -0.07465277 0.1504629
Moved 317.4001 307.2525 473.7791 -0.09157545 0.1654688
Moved 317.4177 290.0994 492.309 -0.1213552 0.2012132
Moved 317.4305 279.4059 501.5941 -0.1399202 0.2191242
Moved 317.446 270.3018 509.4152 -0.1557261 0.2342113
Moved 317.4614 263 514 -0.1684028 0.2430555
Moved 317.4774 250.6065 521.929 -0.1899193 0.2583506
Moved 317.4931 242.7094 525.5162 -0.2036296 0.2652705
Moved 317.5085 233.8062 528.3979 -0.2190865 0.2708293
Moved 317.5238 227.4432 530.1392 -0.2301334 0.2741883
Moved 317.54 222.6941 531.5765 -0.2383783 0.2769607
Moved 317.5539 218.9726 533.0137 -0.2448393 0.2797332
Moved 317.5712 216.1004 533 -0.2498257 0.2797067
Moved 317.5847 214.2339 533 -0.253066 0.2797067
Moved 317.6073 213.036 534 -0.2551458 0.2816358
Moved 317.6187 212.5 534 -0.2560764 0.2816358
Moved 317.632 211.6271 535.3729 -0.2575918 0.284284
Moved 317.6472 212 535 -0.2569444 0.2835647
Moved 317.6622 211 535 -0.2586805 0.2835647
Moved 317.6776 211 536.1303 -0.2586805 0.2857451
Ended 317.6937 211 536.1303 -0.2586805 0.2857451
Began 317.9363 151 361 -0.3628472 -0.05208339
Stationary 317.9555 151 361 -0.3628472 -0.05208339
Stationary 317.9703 151 361 -0.3628472 -0.05208339
Stationary 317.985 151 361 -0.3628472 -0.05208339
Stationary 318.0001 151 361 -0.3628472 -0.05208339
Stationary 318.0161 151 361 -0.3628472 -0.05208339
Stationary 318.0323 151 361 -0.3628472 -0.05208339
Stationary 318.0471 151 361 -0.3628472 -0.05208339
Stationary 318.0623 151 361 -0.3628472 -0.05208339
Moved 318.0807 151 350.8395 -0.3628472 -0.07168316
Stationary 318.0943 151 350.8395 -0.3628472 -0.07168316
Moved 318.1083 151 348.9651 -0.3628472 -0.0752987
Stationary 318.1255 151 348.9651 -0.3628472 -0.0752987
Stationary 318.1389 151 348.9651 -0.3628472 -0.0752987
Moved 318.1554 151 347.7513 -0.3628472 -0.07764032
Stationary 318.1753 151 348 -0.3628472 -0.07716054
Moved 318.1862 192.8645 341.4271 -0.2901657 -0.08983976
Moved 318.2022 248.2725 325.9744 -0.1939713 -0.1196481
Moved 318.2179 310.1613 303.3391 -0.0865256 -0.1633119
Moved 318.2329 376.1543 276.3928 0.0280457 -0.2152918
Moved 318.248 425.9195 251.2019 0.1144435 -0.2638852
Moved 318.2643 449.4691 239.2654 0.1553283 -0.286911
Moved 318.2809 463.0144 228.4504 0.1788445 -0.3077731
Moved 318.295 471.2285 221.7715 0.193105 -0.3206569
Moved 318.3108 476.2635 216.7365 0.2018464 -0.3303695
Moved 318.3264 479 214 0.2065972 -0.3356481
Moved 318.3415 480.9626 213.0374 0.2100045 -0.3375051
Moved 318.3574 482.4027 210.1945 0.2125048 -0.3429891
Moved 318.3725 483 209.1475 0.2135417 -0.3450088
Moved 318.3874 483 208.0787 0.2135417 -0.3470704
Moved 318.403 483 207.5 0.2135417 -0.3481867
Moved 318.4186 459.6595 220.0762 0.17302 -0.3239271
Moved 318.4342 416.4554 256.522 0.09801283 -0.2536227
Moved 318.4494 357.7995 317.5662 -0.003820322 -0.1358677
Moved 318.465 323.6226 343.8953 -0.06315529 -0.08507846
Moved 318.481 299.5 358 -0.1050347 -0.05787043
Moved 318.4953 281.7133 363.8574 -0.1359144 -0.04657139
Moved 318.5102 267.4267 370.2867 -0.1607176 -0.03416926
Moved 318.5273 257.5559 372.984 -0.1778544 -0.02896603
Moved 318.5421 247.5432 376.8642 -0.1952375 -0.02148116
Moved 318.5568 237.4852 381.0778 -0.2126992 -0.01335309
Moved 318.5749 228.3487 383.6147 -0.2285614 -0.008459385
Moved 318.5877 220.7725 387.7365 -0.2417144 -0.0005083025
Moved 318.6027 216 388.5 -0.25 0.0009644178
Moved 318.6181 212.4663 389.7668 -0.2561349 0.003408208
Moved 318.634 209.5819 391.209 -0.2611426 0.006190229
Moved 318.6484 206.7128 392.6436 -0.2661235 0.008957415
Moved 318.6641 204.9228 394.0772 -0.2692313 0.01172301
Moved 318.6803 203.4838 394.5162 -0.2717294 0.01256975
Moved 318.6955 202.0451 395.955 -0.2742273 0.01534521
Moved 318.7101 200.6064 396 -0.2767251 0.01543204
Moved 318.7331 199.676 397.324 -0.2783403 0.01798612
