reading week is just about here
Basic
0.6 0.6
432 388.8
Began 390.031 345 491 -0.03472224 0.2649176
Stationary 390.0494 345 491 -0.03472224 0.2649176
Stationary 390.0651 345 491 -0.03472224 0.2649176
Stationary 390.0794 345 491 -0.03472224 0.2649176
Stationary 390.0943 345 491 -0.03472224 0.2649176
Stationary 390.1111 345 491 -0.03472224 0.2649176
Moved 390.1258 333.3833 491 -0.06161282 0.2649176
Moved 390.1413 330.5 491 -0.06828706 0.2649176
Moved 390.1564 323.7557 491 -0.0838989 0.2649176
Moved 390.1724 316.4308 491 -0.1008546 0.2649176
Moved 390.1883 308.4842 491 -0.1192495 0.2649176
Moved 390.2031 301.0771 491 -0.1363957 0.2649176
Moved 390.2195 294.4838 491 -0.1516578 0.2649176
Moved 390.2336 287.6559 491 -0.1674633 0.2649176
Moved 390.2496 282 491 -0.1805555 0.2649176
Moved 390.2659 278.0976 491 -0.1895888 0.2649176
Moved 390.2801 272.9385 491 -0.2015312 0.2649176
Moved 390.2969 269.0789 491 -0.2104654 0.2649176
Moved 390.3121 266.1984 491 -0.2171333 0.2649176
Moved 390.3273 263.321 491 -0.2237939 0.2649176
Moved 390.343 262.2239 491 -0.2263335 0.2649176
Moved 390.3584 259.5437 491 -0.2325378 0.2649176
Moved 390.3728 258.7491 491 -0.234377 0.2649176
Moved 390.3884 256.2246 491 -0.2402208 0.2649176
Moved 390.4035 254.7858 491 -0.2435514 0.2649176
Moved 390.4209 253.3442 491 -0.2468884 0.2649176
Moved 390.4343 250.8171 491 -0.2527381 0.2649176
Moved 390.4507 248.3817 487.224 -0.2583756 0.2552057
Moved 390.4657 245.0498 480.0996 -0.2660884 0.2368816
Moved 390.4809 240.813 474.7662 -0.2758958 0.2231641
Moved 390.4969 233.5 458.5 -0.2928241 0.181327
Moved 390.5117 230.1685 448.4492 -0.300536 0.1554763
Moved 390.5276 225.8533 435.5599 -0.3105248 0.1223248
Moved 390.5428 225.1733 424.3862 -0.3120989 0.09358586
Moved 390.559 225 414.1922 -0.3125 0.06736669
Moved 390.5729 224 405.502 -0.3148148 0.04501523
Moved 390.5893 224 401.373 -0.3148148 0.03439566
Moved 390.6042 224 398.439 -0.3148148 0.02684911
Moved 390.6198 229.0323 396.2811 -0.303166 0.02129916
Moved 390.6357 233.3136 394.8432 -0.2932556 0.01760083
Moved 390.651 238.3837 392.4041 -0.2815193 0.01132737
Moved 390.6656 244.1389 392 -0.2681971 0.01028803
Moved 390.6813 254.3438 392 -0.2445745 0.01028803
Moved 390.7046 281.2808 392 -0.1822203 0.01028803
Stationary 390.716 281.2808 392 -0.1822203 0.01028803
Moved 390.7281 298.4938 402.2047 -0.1423754 0.03653467
Moved 390.7434 314.0046 404.7014 -0.1064708 0.04295608
Moved 390.7585 324.377 407.6791 -0.08246075 0.05061499
Moved 390.7733 335.231 409.7789 -0.05733559 0.05601557
Moved 390.7895 346.8486 413.6932 -0.03044307 0.06608335
Moved 390.8052 358.5 416 -0.003472219 0.07201634
Moved 390.8221 376.4909 421.6503 0.0381735 0.08654908
Moved 390.8353 392.7501 428.7955 0.07581036 0.1049265
Moved 390.8509 410.2199 438.6099 0.1162497 0.1301695
Moved 390.8672 424.3636 447.2424 0.1489898 0.1523722
Moved 390.882 431.4378 452.9503 0.1653653 0.167053
Moved 390.8979 437.8033 456.8032 0.1801001 0.1769629
Moved 390.9133 442.121 459.7474 0.190095 0.1845354
Moved 390.9282 443.713 461.713 0.1937802 0.189591
Moved 390.9437 444.915 463.915 0.1965625 0.1952546
Moved 390.9597 446.3654 465.3654 0.19992 0.198985
Moved 390.9747 446.7925 466.7925 0.2009086 0.2026555
Moved 390.9897 447 468.2348 0.2013889 0.2063651
Moved 391.0053 447 469.5 0.2013889 0.2096193
Moved 391.0212 447 470.0587 0.2013889 0.2110563
Moved 391.0361 447 471.1379 0.2013889 0.2138319
Stationary 391.0508 447 471.1379 0.2013889 0.2138319
Stationary 391.0672 447 471 0.2013889 0.2134772
Stationary 391.083 447 471 0.2013889 0.2134772
Moved 391.0977 434.1579 463.3158 0.1716618 0.1937134
Moved 391.1143 425.6039 449.0066 0.151861 0.1569098
Moved 391.1291 410.4937 415.4356 0.1168837 0.07056472
Moved 391.1441 399.1485 390.3268 0.09062161 0.005984443
Moved 391.1603 391.9032 365.8707 0.07384995 -0.05691685
Moved 391.175 389.2855 354.4274 0.06779044 -0.08634928
Moved 391.1906 386.3973 339.9866 0.0611049 -0.1234914
Moved 391.2052 386 327.3544 0.06018519 -0.1559815
Moved 391.2211 384.8263 316.7839 0.05746821 -0.1831691
Moved 391.2356 384.3852 307.926 0.05644719 -0.2059519
Moved 391.252 384 302.8428 0.0555556 -0.2190257
Moved 391.2682 384 298.5087 0.0555556 -0.2301732
Moved 391.2824 384 293.19 0.0555556 -0.2438529
Moved 391.2986 384 289.9135 0.0555556 -0.2522801
Moved 391.3146 384 285.5666 0.0555556 -0.2634604
Moved 391.3289 384 284.0765 0.0555556 -0.2672932
Moved 391.3446 384 281.2753 0.0555556 -0.2744978
Moved 391.3611 384 280.5 0.0555556 -0.2764919
Moved 391.375 384 279.1249 0.0555556 -0.2800287
Moved 391.3906 384 277.6899 0.0555556 -0.2837195
Stationary 391.4059 384 277.6899 0.0555556 -0.2837195
Stationary 391.421 384 278 0.0555556 -0.2829219
Stationary 391.4367 384 278 0.0555556 -0.2829219
Moved 391.4518 382.9751 285.1742 0.05318314 -0.2644697
Moved 391.4677 378.5 292.5 0.04282405 -0.2456276
Moved 391.483 376.1182 303.6455 0.03731052 -0.2169611
Moved 391.499 371.7927 319.8293 0.02729783 -0.1753362
Moved 391.5153 368.9848 333.0761 0.02079805 -0.1412652
Moved 391.5294 366.1179 344.5873 0.01416187 -0.1116583
Moved 391.5445 364.6088 353.3474 0.01066844 -0.0891271
Moved 391.5616 362.1709 363.8037 0.005025267 -0.06223333
Moved 391.5775 360.7317 372.6098 0.001693765 -0.03958392
Moved 391.5899 359.7386 379.8299 -0.0006051362 -0.02101364
Moved 391.6072 360 387.1814 0 -0.002105501
