he is just like everyone else
Basic
0.4 0.4
288 86.39999
Began 194.3132 430 392 0.2430555 0.04629647
Stationary 194.334 430 392 0.2430555 0.04629647
Stationary 194.3489 430 392 0.2430555 0.04629647
Stationary 194.3627 430 392 0.2430555 0.04629647
Stationary 194.3819 430 392 0.2430555 0.04629647
Stationary 194.3925 430 392 0.2430555 0.04629647
Stationary 194.41 430 392 0.2430555 0.04629647
Moved 194.4252 419.4492 392 0.2064209 0.04629647
Moved 194.4417 419.1505 399.8495 0.2053836 0.1371467
Moved 194.4568 417.7191 400 0.2004133 0.1388891
Moved 194.4714 415.2787 402.7213 0.1919399 0.1703859
Moved 194.4877 412.6799 404.16 0.1829164 0.1870376
Moved 194.5024 411.4001 404.6 0.1784724 0.1921295
Moved 194.5177 409.4337 405.7832 0.1716447 0.2058241
Moved 194.5336 407.8485 407.1514 0.1661408 0.22166
Moved 194.5493 406.4098 408.5903 0.161145 0.2383133
Moved 194.5648 404.971 409 0.1561494 0.2430559
Moved 194.5814 403.5294 410 0.1511438 0.2546296
Moved 194.5957 402.0933 410.9067 0.1461573 0.2651245
Moved 194.611 400.6547 411 0.1411623 0.2662037
Moved 194.6265 399.5 412.5 0.1371528 0.2835648
Stationary 194.6418 399.5 412.5 0.1371528 0.2835648
Moved 194.6563 397.3653 413.3174 0.1297405 0.2930253
Moved 194.6732 396.2531 414 0.1258789 0.3009261
Moved 194.6879 394.8143 414 0.120883 0.3009261
Moved 194.7033 392.3738 415.6262 0.112409 0.3197479
Moved 194.7186 389.868 416 0.1037083 0.3240739
Moved 194.7341 387 417.5 0.09375005 0.3414352
Moved 194.7497 385.0645 418.6451 0.08702964 0.3546892
Moved 194.7649 382.9202 419 0.07958397 0.3587967
Moved 194.7796 378.5 420.5 0.06423607 0.3761572
Moved 194.7949 375.1349 421.955 0.05255193 0.3929981
Moved 194.8114 372.2283 423.3858 0.04245952 0.4095579
Moved 194.827 366.5113 424 0.02260864 0.4166668
Moved 194.8418 360.941 425.2648 0.003267377 0.4313054
Moved 194.8573 356.531 426.3672 -0.0120452 0.4440655
Moved 194.8731 350.7615 427.8096 -0.0320781 0.4607598
Moved 194.8892 346.255 429.2484 -0.04772559 0.4774115
Moved 194.9039 340.9386 430.6871 -0.0661853 0.4940641
Moved 194.9199 337.7355 431 -0.07730737 0.497685
