watch out for low flying objects
Basic
0.8 0.8
575.9999 172.8
Began 435.9641 270 398 -0.15625 0.05787037
Stationary 435.9806 270 398 -0.15625 0.05787037
Stationary 435.9948 270 398 -0.15625 0.05787037
Stationary 436.0089 270 398 -0.15625 0.05787037
Stationary 436.0258 270 398 -0.15625 0.05787037
Stationary 436.0412 270 398 -0.15625 0.05787037
Stationary 436.0592 270 398 -0.15625 0.05787037
Stationary 436.0732 270 398 -0.15625 0.05787037
Stationary 436.0876 270 398 -0.15625 0.05787037
Stationary 436.1034 270 398 -0.15625 0.05787037
Stationary 436.1184 270 398 -0.15625 0.05787037
Stationary 436.1341 270 398 -0.15625 0.05787037
Stationary 436.1493 270 398 -0.15625 0.05787037
Stationary 436.1641 270 398 -0.15625 0.05787037
Stationary 436.18 270 398 -0.15625 0.05787037
Stationary 436.1956 270 398 -0.15625 0.05787037
Stationary 436.2102 270 398 -0.15625 0.05787037
Stationary 436.2259 270 398 -0.15625 0.05787037
Stationary 436.2419 270 398 -0.15625 0.05787037
Stationary 436.2577 270 398 -0.15625 0.05787037
Stationary 436.2733 270 398 -0.15625 0.05787037
Stationary 436.2896 270 398 -0.15625 0.05787037
Stationary 436.3051 270 398 -0.15625 0.05787037
Stationary 436.32 270 398 -0.15625 0.05787037
Stationary 436.3347 270 398 -0.15625 0.05787037
Stationary 436.3521 270 398 -0.15625 0.05787037
Stationary 436.3655 270 398 -0.15625 0.05787037
Stationary 436.3797 270 398 -0.15625 0.05787037
Stationary 436.3959 270 398 -0.15625 0.05787037
Stationary 436.4113 270 398 -0.15625 0.05787037
Stationary 436.4253 270 398 -0.15625 0.05787037
Moved 436.4434 259.3633 398 -0.1747164 0.05787037
Moved 436.4596 255.5 398 -0.1814236 0.05787037
Moved 436.4748 251.1675 406.9442 -0.1889453 0.1096307
Moved 436.4902 246.8592 409.7606 -0.1964251 0.1259293
Moved 436.5051 242.5356 411.6429 -0.2039312 0.1368227
Moved 436.5204 239.4839 413.2581 -0.2092294 0.1461693
Moved 436.5354 237.3901 414.3049 -0.2128644 0.1522275
Moved 436.5511 234.3333 415.8334 -0.2181714 0.1610727
Moved 436.566 230.2088 418.5275 -0.2253319 0.1766635
Moved 436.5816 226.5756 420.4244 -0.2316396 0.1876414
Moved 436.5991 224.8418 422.1581 -0.2346496 0.1976743
Moved 436.6127 221.4164 423.5836 -0.2405965 0.2059236
Moved 436.6271 218.9347 424 -0.244905 0.2083334
Moved 436.6439 216.8146 425.0927 -0.2485858 0.2146568
Moved 436.6595 214.856 426.572 -0.251986 0.2232174
Moved 436.6733 211.9781 428.011 -0.2569825 0.2315451
Moved 436.6915 209.1142 429.4429 -0.2619544 0.2398314
Moved 436.7051 205.3422 430.8859 -0.2685032 0.2481824
Moved 436.7203 201.0228 432.3257 -0.2760021 0.2565147
Moved 436.7356 197.4739 433.7631 -0.2821634 0.2648324
Moved 436.7514 195.2439 434.8781 -0.2860349 0.271285
Moved 436.7663 192.4611 436.2694 -0.2908661 0.279337
Moved 436.7821 191.2917 436.7083 -0.2928964 0.2818767
Moved 436.7982 189.8524 437 -0.2953952 0.2835649
Moved 436.8115 188.415 437.585 -0.2978907 0.2869504
Moved 436.8277 186.9778 438 -0.3003858 0.2893519
Moved 436.8436 185.5374 438 -0.3028863 0.2893519
Moved 436.8596 184.3208 438.6793 -0.3049987 0.2932829
Moved 436.8742 182.9876 439 -0.3073131 0.295139
Moved 436.8895 180.1114 440.4443 -0.3123065 0.3034969
Moved 436.9053 175.3305 440.8898 -0.3206068 0.3060753
Moved 436.921 169.695 442.3262 -0.3303906 0.314388
Moved 436.9362 164.7025 444.7658 -0.3390581 0.3285059
Moved 436.9513 160.3861 446.2047 -0.3465518 0.3368325
Moved 436.9673 158 447.5 -0.3506944 0.3443288
Moved 436.9829 155.5422 447.7289 -0.3549614 0.3456533
Moved 436.9977 153.8342 448 -0.3579267 0.3472222
Moved 437.0135 152.3953 448.6047 -0.3604248 0.3507214
Moved 437.0281 150.9592 449 -0.362918 0.3530093
Stationary 437.0439 150.9592 449 -0.362918 0.3530093
Moved 437.0587 149.0814 449.9186 -0.366178 0.3583252
Moved 437.0814 147.6376 450 -0.3686847 0.3587963
Stationary 437.0929 147.6376 450 -0.3686847 0.3587963
Stationary 437.1049 147.6376 450 -0.3686847 0.3587963
Moved 437.1212 146.7742 451.2258 -0.3701836 0.3658899
Moved 437.136 145.6271 451 -0.3721751 0.3645833
Stationary 437.1521 145.6271 451 -0.3721751 0.3645833
Moved 437.167 144.7717 451 -0.3736602 0.3645833
Stationary 437.1832 144.7717 451 -0.3736602 0.3645833
Moved 437.1973 143.9319 451 -0.3751182 0.3645833
Stationary 437.2123 143.9319 451 -0.3751182 0.3645833
Moved 437.2282 142.6271 451 -0.3773835 0.3645833
Moved 437.2474 141.7275 451 -0.3789454 0.3645833
Stationary 437.2598 141.7275 451 -0.3789454 0.3645833
Moved 437.274 139.583 451 -0.3826683 0.3645833
Moved 437.2905 139 441.271 -0.3836805 0.3082812
Moved 437.3064 138.0452 439.0903 -0.3853383 0.2956617
Moved 437.3215 136.6215 437.6215 -0.3878098 0.2871617
Moved 437.3363 135.1837 432.5511 -0.3903061 0.2578188
Moved 437.3518 132.4882 428.2322 -0.3949858 0.2328255
Moved 437.368 130.6117 422.2235 -0.3982435 0.1980527
Moved 437.3831 126.5996 415.3326 -0.405209 0.158175
Moved 437.4001 123.8593 410.289 -0.4099664 0.1289874
Moved 437.4135 121.4814 406.7221 -0.4140947 0.1083455
Moved 437.4301 119.8793 403.7587 -0.4168761 0.09119599
Moved 437.4457 117.4376 400.8752 -0.4211153 0.07450916
Moved 437.4601 115.999 397.998 -0.4236129 0.05785871
Moved 437.4754 114.5589 396.5588 -0.4261131 0.0495304
Moved 437.4911 113.1136 394.2272 -0.4286222 0.03603723
Moved 437.506 113 392.6729 -0.4288194 0.02704196
Moved 437.5223 111.5 391.5 -0.4314236 0.02025481
Stationary 437.5365 111.5 391.5 -0.4314236 0.02025481
Moved 437.5524 110.6826 390.6826 -0.4328426 0.01552441
Moved 437.5682 110.274 390 -0.4335521 0.01157407
Moved 437.5832 110 388.8271 -0.4340277 0.004786739
Stationary 437.5983 110 388.8271 -0.4340277 0.004786739
Moved 437.6142 110 387.9874 -0.4340277 -7.311503E-05
Stationary 437.6306 110 387.9874 -0.4340277 -7.311503E-05
Moved 437.6457 108.7259 388 -0.4362397 8.830317E-08
Moved 437.6615 109 386.9661 -0.4357639 -0.005983423
Stationary 437.6759 109 386.9661 -0.4357639 -0.005983423
Stationary 437.6936 109 387 -0.4357639 -0.005786949
Stationary 437.7076 109 387 -0.4357639 -0.005786949
Moved 437.7219 125.1263 387 -0.4077668 -0.005786949
Moved 437.7372 134.887 387 -0.3908212 -0.005786949
Moved 437.753 144.4619 387 -0.3741981 -0.005786949
Moved 437.7693 159.2653 387 -0.3484978 -0.005786949
Moved 437.7848 169.7066 395.7066 -0.3303705 0.0445984
Moved 437.7996 179.0969 396.6828 -0.3140679 0.05024786
Moved 437.8225 194.3563 399.5594 -0.2875759 0.06689478
