parking lot is full of trucks
Basic
0.6 0.6
432 388.8
Began 488.8094 579 465 0.5069445 0.1980452
Stationary 488.8243 579 465 0.5069445 0.1980452
Stationary 488.8399 579 465 0.5069445 0.1980452
Stationary 488.8545 579 465 0.5069445 0.1980452
Stationary 488.8697 579 465 0.5069445 0.1980452
Stationary 488.8869 579 465 0.5069445 0.1980452
Stationary 488.9016 579 465 0.5069445 0.1980452
Stationary 488.9228 579 465 0.5069445 0.1980452
Moved 488.9338 587.0357 476.0714 0.5255456 0.226521
Moved 488.9491 589.967 480.4505 0.532331 0.2377842
Moved 488.9644 591.8533 481.8533 0.5366974 0.2413921
Moved 488.9805 592 483.3652 0.5370371 0.2452807
Moved 488.9951 593.8039 484.8039 0.5412127 0.2489811
Moved 489.0107 594 486.2392 0.5416667 0.2526728
Moved 489.0256 595 486.6785 0.5439815 0.2538027
Moved 489.0416 595.8416 487.8416 0.5459295 0.2567941
Moved 489.0569 596 489.2284 0.5462963 0.260361
Stationary 489.0709 596 489.2284 0.5462963 0.260361
Moved 489.0881 597 491.1059 0.548611 0.2651899
Stationary 489.1026 597 491.1059 0.548611 0.2651899
Moved 489.1179 598.3734 492.3734 0.5517903 0.2684501
Moved 489.133 598 493.4177 0.550926 0.2711359
Moved 489.1491 598 494.6341 0.550926 0.2742645
Moved 489.1649 598 496.887 0.550926 0.2800591
Moved 489.1857 598 502.6498 0.550926 0.294881
Stationary 489.1956 598 502.6498 0.550926 0.294881
Moved 489.2099 598 505.5109 0.550926 0.30224
Moved 489.2262 598 507.6917 0.550926 0.3078488
Moved 489.2412 598 510.2574 0.550926 0.3144481
Moved 489.2566 598 511.5 0.550926 0.317644
Moved 489.2712 598 513.4067 0.550926 0.3225482
Moved 489.2879 588.8821 516.2795 0.5298197 0.3299369
Moved 489.303 588.4212 518.5788 0.5287527 0.3358507
Moved 489.3185 586.9824 520.0176 0.5254221 0.3395514
Moved 489.3336 584.0873 522.9127 0.5187207 0.3469976
Moved 489.3495 581.215 523.8925 0.5120717 0.3495177
Moved 489.3648 578.3379 526.6621 0.5054118 0.3566411
Moved 489.3804 576.3455 527.3273 0.5007997 0.3583519
Moved 489.3956 574.1347 528 0.4956822 0.3600822
Moved 489.4108 571.3875 530.6125 0.4893229 0.3668016
Moved 489.4262 568.5163 530.7419 0.4826767 0.3671344
Moved 489.4417 566.8272 532.1728 0.4787667 0.3708147
Moved 489.4584 564.3817 532 0.4731058 0.3703703
Moved 489.4724 562.9427 533.0573 0.4697747 0.3730897
Moved 489.4889 560.8254 533 0.4648735 0.3729423
Moved 489.5049 556.3086 533 0.4544181 0.3729423
Moved 489.5204 554.8642 533 0.4510746 0.3729423
Moved 489.5362 550.5435 533 0.4410728 0.3729423
Moved 489.5507 547.3343 533 0.4336441 0.3729423
Moved 489.5661 544.7764 533 0.4277232 0.3729423
Moved 489.5834 540.5 533 0.4178241 0.3729423
Moved 489.5959 538.0084 523.6723 0.4120566 0.3489513
Moved 489.612 533.6816 519.6816 0.4020407 0.3386871
Moved 489.6283 528.7713 515.3285 0.3906743 0.3274909
Moved 489.6443 523.9886 510.9886 0.3796032 0.3163286
Moved 489.6581 518.2559 506.692 0.3663331 0.3052776
Stationary 489.6724 518.2559 506.692 0.3663331 0.3052776
Moved 489.689 505.1407 498.2433 0.3359737 0.2835476
Moved 489.7046 496.882 493.0754 0.3168565 0.2702557
Moved 489.72 487.4713 487.6979 0.2950723 0.2564245
Moved 489.739 479 483.5 0.275463 0.2456274
Moved 489.7507 464.584 477.292 0.2420926 0.2296604
Moved 489.7666 450.1023 471.4409 0.2085702 0.2146114
Moved 489.7824 431.1367 461.0683 0.1646682 0.1879328
Moved 489.7974 415.0769 453.6713 0.1274928 0.1689077
Moved 489.8121 407.5 449 0.1099537 0.156893
Moved 489.8314 398.2079 445.4529 0.08844426 0.1477699
Moved 489.845 389.2645 441.1322 0.06774177 0.1366568
Moved 489.8582 377.8945 435.812 0.04142245 0.1229731
Moved 489.8734 366.6433 431.4912 0.015378 0.11186
Moved 489.8904 357.8078 429.4011 -0.005074541 0.1064843
Moved 489.9055 347.7107 426.9174 -0.02844756 0.100096
Moved 489.9206 340.6134 424.0453 -0.04487644 0.09270915
Moved 489.9382 331.9098 422.8314 -0.06502355 0.0895867
Moved 489.9513 322.881 420.9802 -0.08592366 0.0848254
Moved 489.9678 315.6784 419.5357 -0.1025962 0.08111031
Moved 489.9839 309.4841 418.0968 -0.116935 0.07740942
Moved 489.9971 304.9813 416.6605 -0.127358 0.07371514
Moved 490.0126 298.0824 415.2165 -0.1433277 0.07000118
Moved 490.0279 292.1053 412.5527 -0.1571635 0.06314984
Moved 490.0446 286.9293 411.7858 -0.1691452 0.06117742
Moved 490.0585 281.0789 410.2697 -0.1826877 0.05727795
Moved 490.0739 275.3276 407.6638 -0.196001 0.05057546
Moved 490.0964 269.5668 406.3917 -0.209336 0.04730373
Moved 490.1076 264.8546 403.9031 -0.2202439 0.04090297
Moved 490.1205 259.0455 402.0228 -0.233691 0.03606674
Moved 490.1364 254.2055 400.0685 -0.2448946 0.03104025
Moved 490.1511 250.9135 397.9423 -0.2525151 0.0255717
Moved 490.1688 245.0685 396.5172 -0.2660451 0.02190613
Moved 490.1842 240.2527 394.1685 -0.2771927 0.01586537
Moved 490.1977 235.943 392.6476 -0.287169 0.01195374
Moved 490.2131 231.6263 391.2087 -0.2971614 0.008252854
Moved 490.2304 228.5453 389.7726 -0.3042932 0.004559191
Moved 490.2439 224.6714 389.3357 -0.3132607 0.003435425
Moved 490.2594 222.3636 389 -0.3186027 0.002572016
Moved 490.2742 219.6365 387.8182 -0.3249156 -0.0004675751
Moved 490.2912 217.1196 387.3732 -0.3307416 -0.001612063
Moved 490.306 212.7991 384.8661 -0.3407428 -0.008060509
Moved 490.321 210 383.5 -0.3472222 -0.01157415
Moved 490.3375 205.1581 383 -0.3584304 -0.01286016
Moved 490.3524 200.8377 380.2252 -0.3684312 -0.01999718
Moved 490.3676 197.093 380 -0.3770996 -0.02057613
Moved 490.3851 194.0738 379.0369 -0.3840883 -0.02305317
