coming up with killer sound bites
Basic
0.4 0.4
288 259.2
Began 197.5323 340 251 -0.06944447 -0.5285496
Stationary 197.564 340 251 -0.06944447 -0.5285496
Stationary 197.5755 340 251 -0.06944447 -0.5285496
Stationary 197.5883 340 251 -0.06944447 -0.5285496
Stationary 197.599 340 251 -0.06944447 -0.5285496
Stationary 197.6106 340 251 -0.06944447 -0.5285496
Stationary 197.6246 340 251 -0.06944447 -0.5285496
Stationary 197.6408 340 251 -0.06944447 -0.5285496
Stationary 197.6556 340 251 -0.06944447 -0.5285496
Stationary 197.671 340 251 -0.06944447 -0.5285496
Stationary 197.6861 340 251 -0.06944447 -0.5285496
Stationary 197.7033 340 251 -0.06944447 -0.5285496
Stationary 197.7178 340 251 -0.06944447 -0.5285496
Stationary 197.7331 340 251 -0.06944447 -0.5285496
Stationary 197.7498 340 251 -0.06944447 -0.5285496
Stationary 197.7652 340 251 -0.06944447 -0.5285496
Stationary 197.7807 340 251 -0.06944447 -0.5285496
Stationary 197.7947 340 251 -0.06944447 -0.5285496
Stationary 197.8105 340 251 -0.06944447 -0.5285496
Stationary 197.8263 340 251 -0.06944447 -0.5285496
Stationary 197.8436 340 251 -0.06944447 -0.5285496
Stationary 197.8596 340 251 -0.06944447 -0.5285496
Stationary 197.8744 340 251 -0.06944447 -0.5285496
Stationary 197.8903 340 251 -0.06944447 -0.5285496
Stationary 197.9059 340 251 -0.06944447 -0.5285496
Stationary 197.9216 340 251 -0.06944447 -0.5285496
Stationary 197.9362 340 251 -0.06944447 -0.5285496
Stationary 197.948 340 251 -0.06944447 -0.5285496
Stationary 197.9628 340 251 -0.06944447 -0.5285496
Stationary 197.9782 340 251 -0.06944447 -0.5285496
Stationary 197.999 340 251 -0.06944447 -0.5285496
Stationary 198.0094 340 251 -0.06944447 -0.5285496
Stationary 198.0259 340 251 -0.06944447 -0.5285496
Stationary 198.0466 340 251 -0.06944447 -0.5285496
Stationary 198.0605 340 251 -0.06944447 -0.5285496
Stationary 198.0744 340 251 -0.06944447 -0.5285496
Stationary 198.089 340 251 -0.06944447 -0.5285496
Stationary 198.1025 340 251 -0.06944447 -0.5285496
Stationary 198.1177 340 251 -0.06944447 -0.5285496
Stationary 198.133 340 251 -0.06944447 -0.5285496
Moved 198.1494 333 261.2039 -0.09374998 -0.4891825
