the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 288.3812 358 541 -0.003472231 0.2951388
Stationary 288.3981 358 541 -0.003472231 0.2951388
Stationary 288.4131 358 541 -0.003472231 0.2951388
Stationary 288.4301 358 541 -0.003472231 0.2951388
Stationary 288.4447 358 541 -0.003472231 0.2951388
Stationary 288.4592 358 541 -0.003472231 0.2951388
Stationary 288.4747 358 541 -0.003472231 0.2951388
Stationary 288.491 358 541 -0.003472231 0.2951388
Stationary 288.5065 358 541 -0.003472231 0.2951388
Stationary 288.5223 358 541 -0.003472231 0.2951388
Stationary 288.5369 358 541 -0.003472231 0.2951388
Stationary 288.5523 358 541 -0.003472231 0.2951388
Stationary 288.5687 358 541 -0.003472231 0.2951388
Stationary 288.5838 358 541 -0.003472231 0.2951388
Stationary 288.5991 358 541 -0.003472231 0.2951388
Stationary 288.6133 358 541 -0.003472231 0.2951388
Moved 288.6289 358 535.8564 -0.003472231 0.2852167
Moved 288.6452 358 532 -0.003472231 0.2777777
Moved 288.6601 358 530.5509 -0.003472231 0.2749824
Moved 288.677 358 530.116 -0.003472231 0.2741435
Stationary 288.6914 358 530 -0.003472231 0.2739197
Stationary 288.7057 358 530 -0.003472231 0.2739197
Moved 288.7235 351 529 -0.01562499 0.2719907
Moved 288.7371 351 527.7183 -0.01562499 0.2695182
Moved 288.7527 351 518.9655 -0.01562499 0.252634
Moved 288.77 351 501.9136 -0.01562499 0.2197407
Moved 288.7834 373.1718 470.0469 0.02286777 0.1582695
Moved 288.7999 397.6013 434.1456 0.06527997 0.08901533
Moved 288.8146 433.9738 389.1526 0.1284266 0.002223356
Moved 288.8313 452.2834 369.601 0.1602142 -0.03549193
Moved 288.8451 467.5446 351.3464 0.1867095 -0.07070523
Moved 288.8623 476.9431 338.5664 0.2030262 -0.09535806
Moved 288.877 482.7408 328.6047 0.2130917 -0.1145742
Moved 288.8915 483 325.2905 0.2135417 -0.1209676
Moved 288.9072 477.4482 318.6207 0.2039032 -0.1338336
Moved 288.9221 460.0387 314.3167 0.1736783 -0.1421361
Moved 288.9379 428.5 315 0.1189236 -0.1408179
Moved 288.9529 369.8482 351.801 0.01709759 -0.06982826
Moved 288.9692 317.9921 385.7407 -0.07293045 -0.00435832
Moved 288.9852 293.3836 405.035 -0.1156535 0.03286073
Moved 288.9991 271.7931 423.0345 -0.153137 0.06758203
Moved 289.0161 243 449 -0.203125 0.1176697
Moved 289.0303 227.5083 466.4493 -0.2300203 0.1513297
Moved 289.0456 215.7315 481.0856 -0.2504661 0.1795633
Moved 289.0606 209.5816 490.4548 -0.261143 0.1976366
Moved 289.076 203.4071 502.2875 -0.2718626 0.2204619
Moved 289.0921 198.9901 509.6832 -0.2795311 0.2347282
Moved 289.1073 196.4549 516.0901 -0.2839324 0.2470874
Moved 289.1222 193.5773 523.0568 -0.2889283 0.2605261
Moved 289.1376 191.6943 530.2642 -0.2921973 0.2744293
Moved 289.153 189.9086 536.3655 -0.2952975 0.2861988
Moved 289.1688 190 538.3154 -0.2951389 0.2899601
Moved 289.1832 189 542.933 -0.296875 0.2988676
Moved 289.1987 187.92 546.16 -0.29875 0.3050926
Moved 289.2146 188 549 -0.2986111 0.3105709
Moved 289.2301 188 549.9552 -0.2986111 0.3124135
Moved 289.2456 188 551.3976 -0.2986111 0.3151959
Stationary 289.2609 188 551 -0.2986111 0.3144289
Stationary 289.2762 188 551 -0.2986111 0.3144289
Ended 289.292 188 552.3166 -0.2986111 0.3169686
Began 289.616 273 401 -0.1510417 0.02507707
Stationary 289.6314 273 401 -0.1510417 0.02507707
Stationary 289.6463 273 401 -0.1510417 0.02507707
Stationary 289.6616 273 401 -0.1510417 0.02507707
Stationary 289.6772 273 401 -0.1510417 0.02507707
Stationary 289.693 273 401 -0.1510417 0.02507707
Stationary 289.708 273 401 -0.1510417 0.02507707
Stationary 289.7234 273 401 -0.1510417 0.02507707
Stationary 289.7389 273 401 -0.1510417 0.02507707
Stationary 289.7533 273 401 -0.1510417 0.02507707
Stationary 289.77 273 401 -0.1510417 0.02507707
Stationary 289.7896 273 401 -0.1510417 0.02507707
Stationary 289.8002 273 401 -0.1510417 0.02507707
Stationary 289.8159 273 401 -0.1510417 0.02507707
Stationary 289.8315 273 401 -0.1510417 0.02507707
Moved 289.8472 293.5427 420.5427 -0.1153773 0.06277519
Moved 289.8637 363.2551 476.0889 0.00565119 0.1699246
Moved 289.8795 441.3421 522.1073 0.1412189 0.2586946
Moved 289.8937 502.8925 543.7247 0.2480773 0.3003947
Moved 289.9089 538.184 558.9229 0.3093471 0.3297122
Moved 289.9246 552.2571 566.1607 0.3337797 0.3436741
Moved 289.9397 568.1761 573.3528 0.3614169 0.3575477
Moved 289.9557 576.2532 576.97 0.3754396 0.3645253
Moved 289.9706 582.8542 580.8906 0.3868996 0.3720883
Moved 289.9866 588.6249 585.2186 0.3969182 0.3804371
Moved 290.0022 590.8414 585.8414 0.4007663 0.3816383
Moved 290.017 592.2834 587.2834 0.4032697 0.3844201
Moved 290.0366 593 588 0.4045139 0.3858024
Moved 290.0483 594.1634 589.1634 0.4065336 0.3880466
Moved 290.0632 594 590.5 0.40625 0.3906249
Moved 290.0794 594 592.4215 0.40625 0.3943315
Moved 290.094 584.8373 594.1453 0.3903424 0.3976568
Moved 290.1093 563.2062 601.345 0.3527885 0.4115451
Moved 290.1265 533.4666 605.0464 0.3011572 0.4186851
Moved 290.1404 500.2773 605.9324 0.2435369 0.4203942
Moved 290.1556 467.2696 607 0.186232 0.4224536
Moved 290.1715 434.103 607 0.128651 0.4224536
Moved 290.1859 399.5901 604.0333 0.06873279 0.4167308
Moved 290.2022 355.8268 597.41 -0.007245056 0.4039544
Moved 290.219 326.0245 593.1037 -0.05898523 0.3956475
Moved 290.2331 300.8928 587.7786 -0.1026167 0.3853752
Moved 290.248 282.8806 584.6468 -0.1338878 0.379334
Moved 290.2639 265.0077 580.1556 -0.1649172 0.3706705
Moved 290.2813 249.3935 575.8181 -0.1920251 0.3623033
Moved 290.2956 239.6375 572.5458 -0.2089627 0.3559912
Moved 290.3102 228.569 567.101 -0.2281788 0.345488
Moved 290.3261 219.5698 562.7849 -0.2438025 0.3371622
Moved 290.3422 211 560 -0.2586805 0.3317901
Moved 290.3566 204.2825 557.113 -0.2703429 0.3262209
Moved 290.3717 198.4866 554.2433 -0.2804052 0.3206853
Moved 290.3871 192.7437 552.3718 -0.2903756 0.3170752
Moved 290.4033 189.1787 551.0596 -0.2965647 0.3145438
Moved 290.4185 184.9217 549.6406 -0.3039554 0.3118066
Moved 290.4338 182.407 548.2035 -0.3083212 0.3090345
Moved 290.449 180.7624 546.7624 -0.3111764 0.3062545
Moved 290.4643 178.3272 546 -0.3154042 0.3047838
Moved 290.4803 176.8884 544.8884 -0.3179021 0.3026395
Moved 290.4943 175.4525 545 -0.320395 0.3028549
Moved 290.51 174.2788 544.2788 -0.3224326 0.3014636
Moved 290.5274 172.9425 544 -0.3247526 0.3009259
Stationary 290.5424 172.9425 544 -0.3247526 0.3009259
Moved 290.5568 172 543 -0.3263889 0.2989968
