the dow jones index has risen
Basic
0.6 0.6
432 388.8
Began 190.1842 302 523 -0.1342593 0.3472221
Stationary 190.2014 302 523 -0.1342593 0.3472221
Stationary 190.2162 302 523 -0.1342593 0.3472221
Stationary 190.2322 302 523 -0.1342593 0.3472221
Moved 190.2469 316.2645 515.3191 -0.1012395 0.3274667
Moved 190.2644 323.221 511.3895 -0.0851365 0.3173596
Moved 190.2789 330.8957 506.0834 -0.06737108 0.3037125
Moved 190.2938 339.4406 501.7797 -0.04759123 0.2926432
Moved 190.3128 345.1501 498.9249 -0.03437464 0.2853007
Moved 190.3246 359.3959 490.3776 -0.001398375 0.2633168
Moved 190.3402 369.5773 484.5273 0.02216965 0.2482697
Moved 190.3558 379.6628 477.1462 0.0455158 0.2292854
Moved 190.3713 387.2278 471.0178 0.06302725 0.213523
Moved 190.3863 393.7546 463.2454 0.07813562 0.1935324
Moved 190.4032 398.3845 456.3592 0.08885294 0.1758208
Moved 190.4191 401.5426 451.0957 0.09616335 0.1622831
Moved 190.4337 405.3594 442.6016 0.1049985 0.140436
Moved 190.4485 407.1161 435.4195 0.1090651 0.1219637
Moved 190.4643 408.5544 429.228 0.1123944 0.106039
Moved 190.4797 409.9984 424.0049 0.1157369 0.09260519
Moved 190.4951 410 421.1243 0.1157407 0.08519608
Moved 190.5105 410 416.3589 0.1157407 0.0729394
Moved 190.5253 410 414.0493 0.1157407 0.06699919
Moved 190.5411 410 409.7693 0.1157407 0.05599089
Moved 190.5577 410 407.3029 0.1157407 0.04964722
Moved 190.5726 410 404.431 0.1157407 0.04226088
Moved 190.5866 410 403.2759 0.1157407 0.03928973
Moved 190.603 398.3884 401.8389 0.08886198 0.03559375
Moved 190.625 382.3866 402 0.05182088 0.03600815
Stationary 190.6357 382.3866 402 0.05182088 0.03600815
Moved 190.6492 369.1895 411.4484 0.0212719 0.06030973
Moved 190.6662 357.4395 417.0892 -0.005926987 0.07481771
Moved 190.6802 344.3739 424.3478 -0.03617147 0.0934872
Moved 190.6957 332.4374 433.0417 -0.0638022 0.1158479
Moved 190.7254 307.1938 453.0449 -0.1222365 0.1672966
Moved 190.7413 300.5 459 -0.1377315 0.1826131
Moved 190.7565 289.5099 467.6357 -0.1631714 0.2048243
Moved 190.772 280.7975 474.8354 -0.1833392 0.2233421
Moved 190.7874 273.9499 479.4301 -0.1991901 0.2351597
Moved 190.8039 268.0179 483.7366 -0.2129215 0.246236
Moved 190.82 263.9405 488.373 -0.22236 0.2581609
Moved 190.8327 260.7486 491.2514 -0.2297486 0.2655643
Moved 190.8486 258 494 -0.2361111 0.2726337
Moved 190.8644 256.3648 495.6351 -0.2398962 0.2768393
Moved 190.8798 253.8465 498.1535 -0.2457258 0.2833165
Moved 190.8956 252.4825 499.5176 -0.2488832 0.286825
Moved 190.9123 251.0415 500.9585 -0.2522187 0.290531
Moved 190.9257 249.602 502.398 -0.2555509 0.2942334
Moved 190.9421 250 503.5 -0.2546296 0.2970678
Moved 190.9584 250 504.1396 -0.2546296 0.2987129
Moved 190.972 250 505.3008 -0.2546296 0.3016995
Ended 190.9866 250 505.3008 -0.2546296 0.3016995
Began 191.1247 261 303 -0.2291666 -0.2186215
Stationary 191.1421 261 303 -0.2291666 -0.2186215
Stationary 191.1587 261 303 -0.2291666 -0.2186215
Stationary 191.1742 261 303 -0.2291666 -0.2186215
Stationary 191.1877 261 303 -0.2291666 -0.2186215
Stationary 191.2044 261 303 -0.2291666 -0.2186215
Moved 191.22 290.8155 327.7612 -0.1601492 -0.1549353
Moved 191.2351 316.8926 350.9046 -0.09978557 -0.09541005
Moved 191.2509 352.7901 380.3251 -0.0166896 -0.01974012
Moved 191.2666 386.4129 408.3441 0.06114095 0.05232532
Moved 191.2816 401.9044 421.0127 0.097001 0.08490907
Moved 191.2963 421.8618 438.9653 0.1431987 0.1310834
Moved 191.3126 437.5682 451.9194 0.179556 0.1644018
Moved 191.328 449.1223 461.357 0.2063016 0.1886753
Moved 191.3434 459.4001 469.0001 0.2300929 0.2083334
Moved 191.3591 464.3403 474.3403 0.2415285 0.2220685
Moved 191.3727 473.6874 480.9061 0.2631652 0.238956
Moved 191.3885 481.1356 486.9085 0.2804065 0.2543942
Moved 191.4044 486.9792 490.3195 0.2939334 0.2631672
Moved 191.4201 491.2886 493.1924 0.3039088 0.2705564
Moved 191.4351 493.5404 495.5404 0.3091214 0.2765956
Moved 191.4503 494.9813 496.9813 0.3124567 0.2803015
Moved 191.4661 496.0633 498.0634 0.3149614 0.2830847
Moved 191.481 496 498.5229 0.3148148 0.2842666
Moved 191.4969 496 499.9666 0.3148148 0.2879797
Stationary 191.5127 496 500 0.3148148 0.2880658
Stationary 191.5283 496 500 0.3148148 0.2880658
Moved 191.5431 479.3185 500 0.2762004 0.2880658
Moved 191.5588 454.0963 500 0.2178156 0.2880658
Moved 191.574 430.5298 494.0743 0.1632636 0.2728247
Moved 191.5891 392.4218 488.0602 0.07505039 0.2573565
Moved 191.605 373.9596 485.6613 0.03231396 0.2511862
Moved 191.6206 352.3042 482.7739 -0.01781434 0.2437598
Moved 191.6357 333.3916 480.8986 -0.06159351 0.2389367
Moved 191.6511 314.1546 479.011 -0.1061236 0.2340818
Moved 191.6664 296.7098 477.5591 -0.146505 0.2303475
Moved 191.686 284.4255 476.3425 -0.174941 0.2272184
Moved 191.6984 272.1285 476 -0.2034061 0.2263374
Moved 191.7124 262.0512 476 -0.2267332 0.2263374
Moved 191.7281 252.8133 476 -0.2481174 0.2263374
Moved 191.7432 242.895 476 -0.2710764 0.2263374
Moved 191.7592 237.2802 476 -0.2840737 0.2263374
Moved 191.7739 232.4392 476 -0.2952795 0.2263374
Moved 191.7898 227 476 -0.3078704 0.2263374
Moved 191.8053 223.5772 476 -0.3157936 0.2263374
Moved 191.8208 220.7029 476 -0.322447 0.2263374
Moved 191.8358 219.4086 476 -0.325443 0.2263374
Moved 191.8516 219 483.2576 -0.3263889 0.2450041
Moved 191.8667 218 484.9578 -0.3287037 0.249377
Ended 191.8823 218 489 -0.3287037 0.2597736
