just in time for the party
Basic
0.8 0.8
575.9999 518.4
Began 254.9334 430 383 0.1215278 -0.009645119
Stationary 254.9505 430 383 0.1215278 -0.009645119
Stationary 254.965 430 383 0.1215278 -0.009645119
Stationary 254.9807 430 383 0.1215278 -0.009645119
Stationary 254.9959 430 383 0.1215278 -0.009645119
Stationary 255.0111 430 383 0.1215278 -0.009645119
Moved 255.0267 421.2892 400.7108 0.1064049 0.02451929
Moved 255.043 419 410.5 0.1024306 0.04340272
Moved 255.0588 416.7248 425.6515 0.0984805 0.07263009
Moved 255.073 413.8202 439.809 0.09343787 0.09994005
Moved 255.0883 411 449.5 0.08854166 0.1186342
Moved 255.1042 409.0424 459.7035 0.08514298 0.1383169
Moved 255.1222 406.199 472.6047 0.08020654 0.1632034
Moved 255.1343 402.319 486.7239 0.07347047 0.1904396
Moved 255.1568 396.4584 510.708 0.06329581 0.2367052
Moved 255.1725 388.7522 526.1195 0.04991702 0.2664342
Stationary 255.1844 388.7522 526.1195 0.04991702 0.2664342
Moved 255.1979 382.9807 538.0386 0.03989704 0.2894263
Moved 255.2129 376.8915 551.217 0.02932556 0.3148474
Moved 255.2281 371.481 560.9083 0.01993231 0.3335421
Moved 255.2431 367.2818 566.2909 0.01264207 0.3439253
Moved 255.2583 362.9379 572.0829 0.005100444 0.3550981
Moved 255.2748 358.5071 575.3696 -0.002591833 0.3614383
Moved 255.2906 352.6255 577.5936 -0.01280293 0.3657283
Moved 255.3061 346.8613 579.0347 -0.02281025 0.3685081
Moved 255.3212 341.0554 580.4861 -0.03288988 0.3713081
Moved 255.3353 335.3066 581 -0.04287042 0.3722993
Moved 255.351 332.2519 581 -0.04817384 0.3722993
Moved 255.3662 321.3128 573.6879 -0.06716523 0.3581942
Moved 255.3817 308.787 559.8525 -0.08891146 0.3315055
Moved 255.3971 268.1868 503.2615 -0.159398 0.2223408
Moved 255.4125 245.7712 467.3878 -0.1983138 0.1531399
Moved 255.4287 236.8882 450.7764 -0.2137357 0.1210965
Moved 255.4437 229.0355 429.4518 -0.2273689 0.07996096
Moved 255.4644 224.6976 414.9921 -0.2348999 0.05206797
Moved 255.4747 222.4597 405.2179 -0.2387852 0.03321347
Moved 255.4888 221.2821 398.4103 -0.2408298 0.02008147
Moved 255.5051 219.9453 389.6172 -0.2431505 0.003119633
Moved 255.5229 220 382.5684 -0.2430556 -0.01047758
Moved 255.5352 220 378.1368 -0.2430556 -0.01902621
Moved 255.5509 220 375.2505 -0.2430556 -0.0245939
Moved 255.5673 220 374.5 -0.2430556 -0.02604166
Moved 255.5827 220 373.873 -0.2430556 -0.02725124
Stationary 255.5974 220 374 -0.2430556 -0.02700617
Moved 255.6133 235.4853 380.4854 -0.2161713 -0.01449591
Moved 255.6298 247.0728 390.8137 -0.1960541 0.005427672
Moved 255.644 263.2941 404.5947 -0.1678922 0.0320114
Moved 255.6598 279.6857 420.6857 -0.1394345 0.06305114
Moved 255.675 294.4538 439.2139 -0.1137955 0.09879211
Moved 255.6904 310.2232 459.2841 -0.08641809 0.1375078
Moved 255.706 321.7072 473.634 -0.06648059 0.1651889
Moved 255.7206 332.4663 489.2577 -0.04780158 0.1953273
Moved 255.7363 341.9691 503.9536 -0.03130369 0.2236759
Moved 255.7521 350.601 515.468 -0.0163177 0.2458873
Moved 255.7698 353.6255 523.2511 -0.01106676 0.260901
Moved 255.7837 357.9417 531.8834 -0.003573484 0.2775527
Moved 255.7969 359.7562 537.0247 -0.000423342 0.2874704
Moved 255.8127 361.1977 541.593 0.002079308 0.2962826
Moved 255.8289 361 546.0367 0.001736134 0.3048546
Moved 255.845 361 548.5655 0.001736134 0.3097327
Moved 255.8589 361 551.4454 0.001736134 0.3152881
Moved 255.8745 361 552.6662 0.001736134 0.317643
Moved 255.8911 361 554.1091 0.001736134 0.3204263
Ended 255.9051 361 554 0.001736134 0.320216
Began 256.286 437 547 0.1336806 0.3067129
Stationary 256.306 437 547 0.1336806 0.3067129
Stationary 256.324 437 547 0.1336806 0.3067129
Stationary 256.3391 437 547 0.1336806 0.3067129
Stationary 256.3513 437 547 0.1336806 0.3067129
Moved 256.3671 444.4639 534.2048 0.1466387 0.2820309
Moved 256.3832 449.5229 523.4467 0.1554216 0.2612782
Moved 256.3987 453.7973 514.4053 0.1628426 0.2438374
Moved 256.4158 458.0606 503.8384 0.1702441 0.2234536
Moved 256.4309 463.8535 482.0494 0.1803012 0.1814225
Moved 256.4451 466.8295 463.2784 0.1854679 0.1452129
Moved 256.4623 469.6846 445.8922 0.1904247 0.1116748
Moved 256.4763 470.7913 423.1301 0.192346 0.06776635
Moved 256.4917 471 401.53 0.1927083 0.02609953
Moved 256.5071 471 387 0.1927083 -0.001929042
Moved 256.5224 471 368.6533 0.1927083 -0.03731998
Moved 256.5376 471 353.6308 0.1927083 -0.06629866
Moved 256.5535 459.6453 332.594 0.1729953 -0.1068789
Moved 256.5692 453.551 309.2039 0.1624148 -0.1519988
Moved 256.5844 447.8088 287.8786 0.1524459 -0.1931354
Moved 256.5989 439.9799 264.943 0.1388539 -0.2373785
Moved 256.615 435.7104 252.1312 0.1314417 -0.2620926
Moved 256.6313 431.8791 242.6976 0.1247901 -0.28029
Moved 256.6534 421.7642 216.7045 0.1072295 -0.3304312
Moved 256.6668 419.297 210.594 0.1029462 -0.3422184
Stationary 256.6775 419.297 210.594 0.1029462 -0.3422184
Moved 256.6916 416.4179 204.8358 0.09794778 -0.353326
Moved 256.7075 415.2652 201.5305 0.09594656 -0.3597019
Moved 256.7234 415 199.8224 0.09548611 -0.3629969
Moved 256.7377 415 197.5179 0.09548611 -0.3674423
Moved 256.7531 414 197.2417 0.09374998 -0.3679751
Moved 256.7692 414 196.5 0.09374998 -0.3694058
Moved 256.7835 414 196 0.09374998 -0.3703704
Stationary 256.7985 414 196 0.09374998 -0.3703704
Ended 256.8151 414 196 0.09374998 -0.3703704
Began 257.1031 306 477 -0.09374998 0.1716821
Stationary 257.1245 306 477 -0.09374998 0.1716821
Stationary 257.1383 306 477 -0.09374998 0.1716821
Moved 257.1537 326.9202 477 -0.05743023 0.1716821
Moved 257.17 349.476 488.5177 -0.01827091 0.1938998
Moved 257.1851 386.3116 498.3279 0.04567987 0.2128237
Moved 257.2011 416.3333 509.3333 0.09780078 0.2340534
Moved 257.2164 428.3483 513.9032 0.1186602 0.2428688
Moved 257.2317 463.0414 523.4319 0.1788914 0.2612498
Moved 257.2462 486.9065 529.4766 0.2203238 0.2729101
Moved 257.2631 508.4074 535.121 0.2576517 0.2837981
Moved 257.278 527.0744 537.0062 0.2900597 0.2874348
Moved 257.2934 540.005 539.89 0.3125087 0.2929976
Moved 257.3083 549.3193 540 0.3286794 0.2932098
Moved 257.3235 555.0128 540 0.3385638 0.2932098
Moved 257.3394 560.7683 540 0.3485561 0.2932098
Moved 257.3546 565.651 540 0.357033 0.2932098
Moved 257.3694 570.0132 540 0.3646062 0.2932098
Moved 257.3842 572.5496 540 0.3690097 0.2932098
Moved 257.4008 574.2177 540 0.3719056 0.2932098
Moved 257.4173 575.6538 534.7698 0.3743989 0.2831206
