parking lot is full of trucks
Basic
0.8 0.8
575.9999 518.4
Began 408.1133 569 528 0.3628472 0.2700616
Stationary 408.1303 569 528 0.3628472 0.2700616
Stationary 408.1439 569 528 0.3628472 0.2700616
Stationary 408.1591 569 528 0.3628472 0.2700616
Stationary 408.174 569 528 0.3628472 0.2700616
Stationary 408.191 569 528 0.3628472 0.2700616
Stationary 408.2059 569 528 0.3628472 0.2700616
Stationary 408.2205 569 528 0.3628472 0.2700616
Stationary 408.2366 569 528 0.3628472 0.2700616
Stationary 408.2523 569 528 0.3628472 0.2700616
Stationary 408.269 569 528 0.3628472 0.2700616
Stationary 408.2819 569 528 0.3628472 0.2700616
Stationary 408.2976 569 528 0.3628472 0.2700616
Stationary 408.313 569 528 0.3628472 0.2700616
Stationary 408.328 569 528 0.3628472 0.2700616
Stationary 408.3438 569 528 0.3628472 0.2700616
Moved 408.3596 580.5418 528 0.3828851 0.2700616
Moved 408.3765 581.7189 528 0.3849286 0.2700616
Moved 408.3925 583.1601 528 0.3874307 0.2700616
Moved 408.4062 584.5988 528 0.3899283 0.2700616
Moved 408.421 586.0287 528 0.3924111 0.2700616
Moved 408.4369 588.9354 528 0.3974572 0.2700616
Moved 408.4528 589.7034 528 0.3987907 0.2700616
Moved 408.4679 591.0429 528 0.4011161 0.2700616
Moved 408.483 592.482 528 0.4036146 0.2700616
Moved 408.4985 593.9183 528 0.4061082 0.2700616
Moved 408.5141 595.3566 528 0.4086052 0.2700616
Moved 408.5301 596.7977 528 0.4111071 0.2700616
Moved 408.5458 599.4739 528 0.4157533 0.2700616
Moved 408.5607 600.5 528 0.4175347 0.2700616
Moved 408.576 602.5604 533.4612 0.4211117 0.2805964
Moved 408.594 605.4479 536.224 0.4261248 0.2859258
Moved 408.6137 611.2004 539.1002 0.4361118 0.2914741
Stationary 408.6237 611.2004 539.1002 0.4361118 0.2914741
Moved 408.6377 614 540.5 0.4409722 0.2941743
Moved 408.6528 615.9668 541.9834 0.4443868 0.2970358
Moved 408.6685 617.4182 543.4182 0.4469065 0.2998034
Moved 408.6835 619.7175 545.7175 0.4508984 0.3042389
Moved 408.6995 620 545.921 0.4513888 0.3046314
Moved 408.7151 621.3595 546 0.4537491 0.3047838
Moved 408.731 621 547 0.453125 0.3067129
Stationary 408.7458 621 547 0.453125 0.3067129
Moved 408.7608 621 547.6776 0.453125 0.30802
Stationary 408.7766 621 548 0.453125 0.3086419
Moved 408.8017 564.6234 537.5882 0.355249 0.2885574
Moved 408.8134 530.1159 530.3992 0.2953401 0.2746897
Stationary 408.8239 530.1159 530.3992 0.2953401 0.2746897
Moved 408.8364 499.3713 521.1565 0.2419641 0.2568604
Moved 408.853 468.0494 507.0259 0.1875858 0.2296023
Moved 408.8694 445.0823 498.4058 0.1477123 0.2129741
Moved 408.8849 424.6653 490.6405 0.1122661 0.1979947
Moved 408.8989 412.3657 486.1329 0.09091257 0.1892996
Moved 408.9175 393.8303 476.2163 0.05873315 0.1701703
Moved 408.9307 380.9323 469.2296 0.03634073 0.1566929
Moved 408.9458 370.0596 462.8912 0.01746461 0.1444659
Moved 408.9612 360.011 457.1491 1.899898E-05 0.1333894
Moved 408.9777 351.0714 451.3809 -0.01550101 0.1222625
Moved 408.9934 342.0489 446.2294 -0.03116507 0.1123251
Moved 409.0078 335.2581 442.629 -0.04295472 0.10538
Moved 409.0228 327.0057 438.5029 -0.05728177 0.09742062
Moved 409.0405 318.3798 435.1899 -0.07225725 0.09102982
Moved 409.0545 310.8134 430.8881 -0.08539332 0.08273153
Moved 409.0694 302.1418 428.0473 -0.1004482 0.07725167
Moved 409.0846 297.3492 425.1746 -0.1087688 0.07171012
Moved 409.1008 291.5654 422.2827 -0.1188101 0.06613172
Moved 409.1159 285.5 420 -0.1293403 0.06172833
Moved 409.1309 277.7124 417.2036 -0.1428605 0.05633398
Moved 409.1466 268.9568 412.9784 -0.1580611 0.04818359
Moved 409.1621 261.1197 411.2239 -0.1716673 0.0447992
Moved 409.1771 255.1434 408.5717 -0.1820427 0.03968303
Moved 409.1933 249.0499 407.35 -0.1926218 0.03732628
Moved 409.208 243.6572 404.8286 -0.2019841 0.03246248
Moved 409.2234 238 403.5 -0.2118055 0.02989963
Moved 409.2381 234.2122 402.4041 -0.2183815 0.02778565
Moved 409.2546 224.7462 399.9365 -0.2348156 0.02302564
Moved 409.2694 217.6679 398.5336 -0.2471043 0.02031932
Moved 409.2847 210.4534 398 -0.2596294 0.01929006
Moved 409.3007 204.623 396.6558 -0.2697517 0.01669704
Moved 409.316 198.6718 397 -0.2800836 0.01736111
Moved 409.3321 194.3678 397 -0.2875559 0.01736111
Moved 409.3476 191.2635 397 -0.2929454 0.01736111
Moved 409.3621 188.4777 397 -0.2977818 0.01736111
Moved 409.3776 185.6137 397 -0.302754 0.01736111
Moved 409.3951 182.7376 396.3688 -0.3077472 0.01614353
Moved 409.4082 179.8683 396 -0.3127287 0.01543204
Moved 409.4236 177 396 -0.3177083 0.01543204
Moved 409.4414 175.0595 395 -0.3210772 0.01350306
Moved 409.4545 173.9828 395 -0.3229465 0.01350306
Moved 409.4695 172.5337 395 -0.3254622 0.01350306
Moved 409.4869 171.5 395 -0.3272569 0.01350306
Moved 409.5019 170.8319 395 -0.3284169 0.01350306
Moved 409.516 169.5 395 -0.3307292 0.01350306
Stationary 409.5307 169.5 395 -0.3307292 0.01350306
Stationary 409.5462 169.5 395 -0.3307292 0.01350306
Stationary 409.5612 169.5 395 -0.3307292 0.01350306
Stationary 409.577 169.5 395 -0.3307292 0.01350306
Moved 409.5934 170 400.2919 -0.3298611 0.02371111
Moved 409.6086 177.7015 407.4009 -0.3164904 0.03742453
Moved 409.6246 181.6176 414.6959 -0.3096918 0.0514967
Moved 409.6398 185.9249 423.8247 -0.3022138 0.06910621
Moved 409.6553 190.2529 432.5057 -0.2946999 0.08585202
Moved 409.6711 193.5 439 -0.2890625 0.09837959
Moved 409.686 197.8819 444.8032 -0.281455 0.1095739
Moved 409.7027 200.7909 449.1863 -0.2764047 0.1180291
Moved 409.7167 204.661 453.4915 -0.2696857 0.1263339
Moved 409.7314 208.8377 459.1169 -0.2624345 0.1371854
Moved 409.7475 212.1347 463.8463 -0.2567106 0.1463083
Moved 409.7698 223 477.5 -0.2378472 0.1726465
Stationary 409.7801 223 477.5 -0.2378472 0.1726465
Moved 409.7932 226.6116 482.2646 -0.231577 0.1818375
Moved 409.8089 232.3791 490.5687 -0.221564 0.1978563
Moved 409.8249 237.5998 497.6663 -0.2125003 0.2115476
Moved 409.8411 243.9632 506.7039 -0.2014529 0.2289812
Moved 409.8562 248.5385 512.718 -0.1935096 0.2405824
Moved 409.8713 251.2422 516.2422 -0.1888157 0.2473807
Moved 409.8868 252.6809 517.6808 -0.1863179 0.2501559
Moved 409.9027 256.3476 522.5214 -0.179952 0.2594934
Moved 409.9181 257.6126 525.2252 -0.1777559 0.2647089
Moved 409.9328 259.0513 528.1026 -0.1752581 0.2702596
Moved 409.9482 260.4873 530.9745 -0.1727651 0.2757996
Moved 409.9631 261.2026 532.4052 -0.1715232 0.2785593
