just in time for the party
Basic
0.8 0.8
575.9999 172.8
Began 147.1158 462 429 0.1770833 0.2372686
Stationary 147.1355 462 429 0.1770833 0.2372686
Stationary 147.1489 462 429 0.1770833 0.2372686
Stationary 147.1633 462 429 0.1770833 0.2372686
Stationary 147.1808 462 429 0.1770833 0.2372686
Stationary 147.196 462 429 0.1770833 0.2372686
Stationary 147.2109 462 429 0.1770833 0.2372686
Stationary 147.2256 462 429 0.1770833 0.2372686
Moved 147.2478 446.2003 439.7993 0.1496533 0.2997645
Stationary 147.2599 446.2003 439.7993 0.1496533 0.2997645
Moved 147.2731 441.0614 443.9385 0.1407316 0.3237183
Moved 147.2872 436.7328 449.3563 0.1332167 0.3550709
Moved 147.3022 431.9449 453.5827 0.1249043 0.3795294
Moved 147.3183 427.0902 457.9323 0.1164761 0.404701
Moved 147.335 424.1991 460.8009 0.1114567 0.4213015
Moved 147.3485 420.9124 464.0876 0.1057507 0.4403217
Moved 147.3637 418.1357 465.8643 0.10093 0.4506039
Moved 147.3797 415.2503 467.3748 0.09592071 0.4593449
Moved 147.3961 413.3751 469.8124 0.0926651 0.4734516
Moved 147.411 410.4904 472.5096 0.08765704 0.48906
Moved 147.4273 409.3052 473.6948 0.08559934 0.4959188
Moved 147.4419 406.7938 475.1031 0.08123919 0.5040687
Moved 147.4581 405.8132 476.1868 0.07953674 0.5103405
Moved 147.4748 403.3148 477 0.0751993 0.5150464
Moved 147.4882 400.7729 478.1135 0.07078632 0.5214903
Moved 147.505 399.4375 479 0.06846793 0.5266204
Moved 147.5194 397.9966 480.0034 0.06596632 0.5324268
Moved 147.5343 396.5539 480 0.06346158 0.5324074
Moved 147.5495 395.1213 480 0.0609745 0.5324074
Moved 147.5652 394.0124 480.9875 0.05904935 0.5381224
Moved 147.581 392.5779 481 0.05655885 0.5381944
Moved 147.5958 390.2576 481 0.05253054 0.5381944
Moved 147.6111 387.3704 481 0.04751801 0.5381944
Moved 147.6272 383.4803 481 0.04076451 0.5381944
Moved 147.6418 378.2408 481 0.0316681 0.5381944
Moved 147.657 370.2084 472.7361 0.01772292 0.4903712
Moved 147.6731 362.5139 469.6488 0.004364401 0.4725047
Moved 147.6876 349.6351 463.3175 -0.01799468 0.4358651
Moved 147.7056 336.3142 457.6571 -0.04112109 0.4031082
Moved 147.72 325.8372 451.9069 -0.0593105 0.3698318
Moved 147.7355 314.3032 447.6137 -0.07933474 0.3449867
Moved 147.7503 301.6566 440.3752 -0.1012905 0.3030975
Moved 147.7652 291.583 435.9642 -0.1187795 0.2775705
Moved 147.7838 285 432.5 -0.1302083 0.2575231
Moved 147.7963 277.5954 430.1984 -0.1430636 0.244204
Moved 147.8118 270.2832 427.3133 -0.1557584 0.2275076
Moved 147.8277 263.0741 423.6444 -0.1682742 0.2062756
Moved 147.8429 254.6845 420.5615 -0.1828394 0.1884343
Moved 147.8586 247.6642 417.6657 -0.1950274 0.1716766
Moved 147.8736 240.4702 414.7881 -0.207517 0.1550237
Moved 147.8885 235 413.5 -0.2170139 0.1475694
Moved 147.9045 231.4422 411.3605 -0.2231906 0.1351885
Moved 147.9201 227.8456 409.9228 -0.2294347 0.1268681
Moved 147.9352 223.5 408.5 -0.2369791 0.1186343
Moved 147.9502 221.0784 408.0392 -0.2411834 0.1159675
Moved 147.965 216.8138 408 -0.2485871 0.1157407
Moved 147.9817 214.322 407 -0.2529132 0.1099538
Moved 147.9963 212.7231 405.7231 -0.2556891 0.1025642
Moved 148.0109 210.3588 404.6794 -0.2597937 0.09652429
Moved 148.0284 209.1395 405 -0.2619106 0.09837972
Moved 148.0429 207.7003 405 -0.2644092 0.09837972
Moved 148.0585 207.2609 404 -0.265172 0.09259277
Moved 148.0733 205.8228 404 -0.2676687 0.09259277
Moved 148.0888 205.3784 404 -0.2684402 0.09259277
Moved 148.1046 204.5 404 -0.2699653 0.09259277
Moved 148.12 203.9277 404 -0.2709589 0.09259277
Stationary 148.1347 203.9277 404 -0.2709589 0.09259277
Stationary 148.1499 204 404 -0.2708333 0.09259277
Moved 148.1663 207.856 404 -0.2641389 0.09259277
Moved 148.1817 218.4636 404 -0.2457229 0.09259277
Moved 148.1969 229.9608 413.5907 -0.2257625 0.1480943
Moved 148.211 241.2098 413.6022 -0.2062329 0.1481608
Moved 148.2284 249.3461 414.9066 -0.1921073 0.1557096
Moved 148.2434 264.4625 418.9443 -0.1658638 0.179076
Moved 148.258 275.4909 421.4982 -0.1467172 0.1938552
Moved 148.275 288.8564 424.4125 -0.1235131 0.2107207
Moved 148.2893 299.6643 426.2587 -0.1047495 0.2214048
Moved 148.3053 310.5264 427 -0.0858917 0.2256945
Moved 148.3208 319.0972 429.0324 -0.07101185 0.2374561
Moved 148.336 325.6042 430 -0.05971498 0.2430556
Moved 148.3496 332.3598 431.072 -0.04798639 0.2492591
Moved 148.3663 339.5 432.5 -0.03559027 0.2575231
Moved 148.3892 354.9454 436.3891 -0.008775293 0.2800294
Moved 148.4027 362.3182 437.8295 0.004024729 0.2883652
Stationary 148.4136 362.3182 437.8295 0.004024729 0.2883652
Moved 148.428 366.7942 439.2647 0.01179539 0.2966709
Moved 148.4432 372 440.5 0.02083331 0.3038194
Moved 148.4588 375.5964 441.7982 0.02707712 0.3113322
Moved 148.4744 379.7111 442 0.03422059 0.3125
Moved 148.4895 381.6786 442.6786 0.03763646 0.3164272
Moved 148.505 384.2411 443 0.0420852 0.318287
Moved 148.5195 385.5605 443 0.04437588 0.318287
Moved 148.536 386.9921 443.9921 0.04686124 0.3240282
Moved 148.5513 388.4389 444 0.04937305 0.3240742
Moved 148.5664 389.4434 444 0.05111694 0.3240742
Moved 148.5817 390.0088 444 0.05209863 0.3240742
Stationary 148.5969 390.0088 444 0.05209863 0.3240742
Moved 148.6122 391 445 0.05381941 0.3298611
Stationary 148.6294 391 445 0.05381941 0.3298611
Moved 148.6426 392 445 0.05555555 0.3298611
Stationary 148.6581 392 445 0.05555555 0.3298611
Moved 148.6731 393.2413 445 0.05771055 0.3298611
Moved 148.6892 393 446 0.05729168 0.3356481
Stationary 148.7052 393 446 0.05729168 0.3356481
Moved 148.7204 394 446 0.05902775 0.3356481
Stationary 148.7357 394 446 0.05902775 0.3356481
Stationary 148.7507 394 446 0.05902775 0.3356481
Stationary 148.7661 394 446 0.05902775 0.3356481
Moved 148.7825 395.0275 446 0.06081156 0.3356481
Stationary 148.797 395.0275 446 0.06081156 0.3356481
Stationary 148.8128 395 446 0.06076388 0.3356481
Moved 148.8283 395 447.18 0.06076388 0.3424767
Ended 148.8443 396 447 0.06250001 0.3414353
Began 149.5103 475 449 0.1996528 0.3530093
Stationary 149.5224 475 449 0.1996528 0.3530093
Stationary 149.5368 475 449 0.1996528 0.3530093
Stationary 149.5514 475 449 0.1996528 0.3530093
Stationary 149.5664 475 449 0.1996528 0.3530093
Stationary 149.5815 475 449 0.1996528 0.3530093
Stationary 149.5985 475 449 0.1996528 0.3530093
Moved 149.6136 460.6025 433.8696 0.1746571 0.2654488
Moved 149.6298 452.7986 424.9126 0.1611086 0.2136147
Moved 149.645 439.1178 409.8295 0.1373573 0.1263283
