coming up with killer sound bites
Basic
0.4 0.4
288 86.39999
Began 554.8168 363 379 0.01041666 -0.1041663
Stationary 554.8369 363 379 0.01041666 -0.1041663
Stationary 554.8527 363 379 0.01041666 -0.1041663
Stationary 554.8674 363 379 0.01041666 -0.1041663
Stationary 554.8838 363 379 0.01041666 -0.1041663
Stationary 554.8971 363 379 0.01041666 -0.1041663
Stationary 554.9128 363 379 0.01041666 -0.1041663
Stationary 554.9366 363 379 0.01041666 -0.1041663
Stationary 554.9459 363 379 0.01041666 -0.1041663
Stationary 554.9595 363 379 0.01041666 -0.1041663
Stationary 554.9742 363 379 0.01041666 -0.1041663
Stationary 554.9906 363 379 0.01041666 -0.1041663
Moved 555.0056 353.5384 379 -0.02243616 -0.1041663
Moved 555.0211 351.3062 379 -0.03018699 -0.1041663
Moved 555.0375 349.3422 379 -0.03700614 -0.1041663
Moved 555.0533 346.5817 379 -0.04659123 -0.1041663
Moved 555.0678 343.6944 379 -0.05661681 -0.1041663
Moved 555.084 341.9066 379 -0.06282412 -0.1041663
Moved 555.1014 339.4752 379 -0.07126659 -0.1041663
Moved 555.114 338.0463 379 -0.07622801 -0.1041663
Moved 555.1294 336.5953 379 -0.08126638 -0.1041663
Moved 555.1459 335.5 379 -0.08506946 -0.1041663
Stationary 555.1601 335.5 379 -0.08506946 -0.1041663
Moved 555.1758 333.6043 379 -0.09165167 -0.1041663
Moved 555.1916 332.5 379 -0.09548611 -0.1041663
Moved 555.2068 331.8647 379 -0.09769209 -0.1041663
Stationary 555.2213 331.8647 379 -0.09769209 -0.1041663
Moved 555.2388 330.6271 379 -0.1019892 -0.1041663
Moved 555.2532 329.7002 379 -0.1052076 -0.1041663
Moved 555.2683 328.5107 379 -0.1093378 -0.1041663
Moved 555.2841 327.9456 379 -0.1113001 -0.1041663
Stationary 555.3013 327.9456 379 -0.1113001 -0.1041663
Moved 555.3159 326.6266 379 -0.1158799 -0.1041663
Stationary 555.3301 326.6266 379 -0.1158799 -0.1041663
Moved 555.3464 325.7513 379 -0.1189191 -0.1041663
Moved 555.3641 324.8477 379 -0.1220564 -0.1041663
Stationary 555.376 324.8477 379 -0.1220564 -0.1041663
Moved 555.3907 323.676 379 -0.1261251 -0.1041663
Moved 555.4076 324 370.8843 -0.125 -0.1980979
