just in time for the party
Basic
0.4 0.4
288 86.39999
Began 423.9457 468 377 0.3749999 -0.1273148
Stationary 423.9653 468 377 0.3749999 -0.1273148
Stationary 423.9785 468 377 0.3749999 -0.1273148
Stationary 423.9946 468 377 0.3749999 -0.1273148
Stationary 424.01 468 377 0.3749999 -0.1273148
Stationary 424.026 468 377 0.3749999 -0.1273148
Stationary 424.0436 468 377 0.3749999 -0.1273148
Stationary 424.0596 468 377 0.3749999 -0.1273148
Stationary 424.0739 468 377 0.3749999 -0.1273148
Stationary 424.0902 468 377 0.3749999 -0.1273148
Stationary 424.1053 468 377 0.3749999 -0.1273148
Moved 424.1176 458.5467 377 0.3421761 -0.1273148
Stationary 424.1373 458.5467 377 0.3421761 -0.1273148
Moved 424.1493 456.7126 377 0.3358075 -0.1273148
Stationary 424.1652 456.7126 377 0.3358075 -0.1273148
Moved 424.182 455.1695 377 0.3304495 -0.1273148
Moved 424.1965 453.7317 377 0.3254573 -0.1273148
Moved 424.2121 451.2929 377 0.3169894 -0.1273148
Moved 424.2269 449.8574 377 0.312005 -0.1273148
Moved 424.2437 447.4167 381.6669 0.3035301 -0.07330012
Moved 424.2573 445.9825 386.0175 0.2985504 -0.02294611
Moved 424.2734 443.0956 388.9044 0.2885263 0.01046781
Moved 424.29 441.9168 389.5416 0.2844333 0.01784219
Moved 424.3047 440.0167 391.9667 0.2778355 0.04591059
Moved 424.3191 437.5779 394.8443 0.2693675 0.07921625
Moved 424.3349 435.2782 396.8609 0.2613824 0.1025567
Moved 424.3502 433.704 398.296 0.2559167 0.1191666
Moved 424.3654 432.2645 399.7355 0.2509184 0.1358281
Moved 424.3811 430.8257 401.1743 0.2459225 0.1524805
Moved 424.3972 428.5276 402.2362 0.2379429 0.1647711
Moved 424.4123 426.5062 404.4938 0.2309242 0.1909009
Moved 424.4281 424.8177 406.1823 0.2250615 0.2104436
Moved 424.4436 422.3773 407.6227 0.2165879 0.2271144
Moved 424.4584 419.8794 409.0603 0.2079144 0.2437535
Moved 424.4742 418.501 410.499 0.2031284 0.2604055
Moved 424.4922 416.065 411 0.1946701 0.2662037
Moved 424.5045 414.9719 412.0281 0.1908746 0.2781029
Moved 424.5203 413.5237 413.4763 0.1858464 0.2948641
Moved 424.537 411.0952 414.9047 0.1774141 0.3113971
