my bare face in the wind
Basic
0.6 0.6
432 388.8
Began 265.7992 459 201 0.2291666 -0.4809672
Stationary 265.8109 459 201 0.2291666 -0.4809672
Stationary 265.8245 459 201 0.2291666 -0.4809672
Stationary 265.8393 459 201 0.2291666 -0.4809672
Stationary 265.8554 459 201 0.2291666 -0.4809672
Stationary 265.8708 459 201 0.2291666 -0.4809672
Stationary 265.8867 459 201 0.2291666 -0.4809672
Stationary 265.9025 459 201 0.2291666 -0.4809672
Moved 265.9179 448.4737 221.0526 0.2048002 -0.4293914
Moved 265.9343 439.5708 236.7357 0.1841918 -0.3890542
Moved 265.95 429.5822 252.371 0.1610698 -0.3488402
Moved 265.9643 418.4054 276.1893 0.1351976 -0.2875791
Moved 265.9801 405.6093 296.2744 0.1055771 -0.2359198
Moved 265.9955 396.3129 311.7493 0.08405774 -0.1961182
Moved 266.0115 388.9415 327.3287 0.06699413 -0.1560476
Moved 266.0276 381 341.5 0.04861106 -0.1195988
Moved 266.0414 375.6123 349.4203 0.03613949 -0.0992275
Moved 266.0564 369.5403 358.6896 0.02208392 -0.07538681
Moved 266.0734 362.33 370.34 0.005393525 -0.04542174
Moved 266.0878 357.0188 378.9717 -0.006900877 -0.02322083
Moved 266.1041 352.7058 384.7256 -0.0168847 -0.008421925
Moved 266.1201 348.3647 391.5137 -0.02693355 0.009037378
Moved 266.1338 345.3776 398.556 -0.03384819 0.02715024
Moved 266.1498 341.9606 402.3858 -0.04175777 0.03700044
Moved 266.165 337.2835 409.6219 -0.05258441 0.05561196
Moved 266.1794 333.0082 416.653 -0.06248092 0.07369579
Moved 266.1953 328.6831 422.0892 -0.07249276 0.08767783
Moved 266.2118 324.504 428.8266 -0.08216659 0.1050066
Moved 266.2256 319.8898 437.3306 -0.0928477 0.1268789
Moved 266.2411 316.0141 443.9813 -0.1018193 0.1439846
Moved 266.2574 313.8514 449.3715 -0.1068254 0.1578485
Moved 266.2734 311 455 -0.113426 0.172325
Moved 266.2875 309.009 459.973 -0.1180347 0.1851158
Moved 266.3026 306.1618 464.2573 -0.1246254 0.1961349
Moved 266.3185 305.1372 468.5883 -0.1269971 0.2072744
Moved 266.3337 303.697 471.606 -0.130331 0.215036
Moved 266.3485 302.2901 475.4197 -0.1335877 0.2248449
Moved 266.3652 302 477.6799 -0.1342593 0.2306582
Moved 266.381 300.787 480.4259 -0.137067 0.2377209
Moved 266.3953 300 483.3154 -0.1388889 0.2451526
Moved 266.4124 300 485.0914 -0.1388889 0.2497205
Moved 266.4272 298.5 486.5 -0.1423611 0.2533436
Moved 266.4421 299 488.9441 -0.1412037 0.2596298
Moved 266.4567 297.5893 490.4108 -0.1444693 0.2634021
Moved 266.4803 298 492.9634 -0.1435185 0.2699676
Stationary 266.4911 298 492.9634 -0.1435185 0.2699676
Moved 266.5022 298 494.4022 -0.1435185 0.273668
Moved 266.5181 298 495.8409 -0.1435185 0.2773686
Moved 266.5348 298 497.2797 -0.1435185 0.281069
Moved 266.5487 297 498.7184 -0.1458333 0.2847696
Moved 266.5663 297 499.5 -0.1458333 0.2867798
Moved 266.5813 297 500.2961 -0.1458333 0.2888274
Moved 266.5959 297 501.5 -0.1458333 0.2919238
Stationary 266.6114 297 501.5 -0.1458333 0.2919238
Moved 266.625 297 502.1854 -0.1458333 0.2936865
Stationary 266.6415 297 502.1854 -0.1458333 0.2936865
Moved 266.6593 297 503.374 -0.1458333 0.2967436
Stationary 266.6722 297 503.374 -0.1458333 0.2967436
Moved 266.6884 297 504.2487 -0.1458333 0.2989936
Ended 266.7036 297 504 -0.1458333 0.2983539
Began 267.4397 334 280 -0.06018519 -0.2777778
Stationary 267.4626 334 280 -0.06018519 -0.2777778
Stationary 267.4747 334 280 -0.06018519 -0.2777778
Stationary 267.4899 334 280 -0.06018519 -0.2777778
Stationary 267.5048 334 280 -0.06018519 -0.2777778
Stationary 267.5206 334 280 -0.06018519 -0.2777778
Stationary 267.5361 334 280 -0.06018519 -0.2777778
Stationary 267.5522 334 280 -0.06018519 -0.2777778
Moved 267.567 316.1255 293.9103 -0.1015612 -0.2420002
Moved 267.5838 303.2114 303.9467 -0.1314551 -0.2161865
Moved 267.5988 292.0877 312.3202 -0.1572044 -0.1946498
Moved 267.6137 279.2592 326.0453 -0.1868999 -0.1593485
Moved 267.6287 267.0358 336.2187 -0.215195 -0.1331825
Moved 267.6442 255.5192 346.2957 -0.2418537 -0.1072643
Moved 267.6599 242 358.5 -0.2731481 -0.07587456
Moved 267.6753 234.5124 364.8388 -0.2904806 -0.05957105
Moved 267.6906 224.4411 373.4657 -0.3137937 -0.03738254
Moved 267.7072 214.5 383.5 -0.3368055 -0.01157415
Moved 267.7216 205.1496 390.8803 -0.3584499 0.007408165
Moved 267.7366 197.9486 396.6411 -0.3751191 0.02222501
Moved 267.7524 192.6288 401.3713 -0.3874334 0.0343911
Moved 267.7685 185.5898 405.8461 -0.4037274 0.0459005
Moved 267.783 183.0746 407.6169 -0.4095494 0.0504549
Moved 267.7982 176.4872 413.5128 -0.4247982 0.06561927
Moved 267.8148 170.8593 417.8555 -0.4378257 0.07678883
Moved 267.829 167.829 419.7236 -0.4448402 0.08159363
Moved 267.8445 164.6722 422.3278 -0.4521476 0.08829152
Moved 267.8604 160.7977 423.6011 -0.4611165 0.09156666
Moved 267.8832 157.9053 426.0947 -0.4678119 0.09798022
Stationary 267.8953 157.9053 426.0947 -0.4678119 0.09798022
Moved 267.9092 156.4316 428 -0.4712232 0.1028806
Moved 267.9227 154.9943 429.0057 -0.4745503 0.1054673
Moved 267.9387 153.5541 430.4459 -0.477884 0.1091714
Moved 267.9529 152.1136 431 -0.4812185 0.1105966
Moved 267.9687 152 432.3262 -0.4814814 0.1140077
Moved 267.9846 150.5 433.5 -0.4849537 0.1170266
Stationary 267.9988 150.5 433.5 -0.4849537 0.1170266
Moved 268.0203 150 434.3476 -0.4861112 0.1192067
Stationary 268.0311 150 434.3476 -0.4861112 0.1192067
Moved 268.0441 150 436.228 -0.4861112 0.124043
Moved 268.0598 150 438.6682 -0.4861112 0.1303192
