healthy food is good for you
Basic
0.8 0.8
575.9999 172.8
Began 303.6966 433 371 0.1267361 -0.09837963
Stationary 303.7133 433 371 0.1267361 -0.09837963
Stationary 303.7285 433 371 0.1267361 -0.09837963
Stationary 303.7446 433 371 0.1267361 -0.09837963
Stationary 303.7616 433 371 0.1267361 -0.09837963
Stationary 303.7746 433 371 0.1267361 -0.09837963
Moved 303.7891 420.8986 371 0.1057266 -0.09837963
Moved 303.8082 414.0741 371 0.09387865 -0.09837963
Moved 303.822 408.7859 371 0.08469767 -0.09837963
Moved 303.8373 401.8404 371 0.07263965 -0.09837963
Moved 303.8528 396.0473 376.5338 0.06258212 -0.06635524
Moved 303.8679 390.3782 379.1555 0.0527399 -0.05118353
Moved 303.8836 384.4391 380.5203 0.04242904 -0.04328551
Moved 303.899 380.3516 381.8828 0.03533266 -0.03540039
Moved 303.9148 376.2581 383.2473 0.02822593 -0.02750414
Moved 303.9286 374 384.5 0.02430558 -0.02025445
Moved 303.9459 370.6802 385 0.01854203 -0.01736111
Moved 303.9615 367.9485 386.0257 0.01379959 -0.01142528
Moved 303.9756 365.2263 387.3868 0.009073465 -0.003548287
Moved 303.9921 362.4945 388.7527 0.004330724 0.004356261
Moved 304.0075 359.7649 390.1176 -0.0004082173 0.01225454
Moved 304.0231 357.0324 392.9676 -0.005152076 0.02874781
Moved 304.0367 353.45 395.7 -0.01137156 0.04456026
Moved 304.0526 349.4041 398.697 -0.01839574 0.06190388
Moved 304.0683 342.8416 403.9268 -0.02978898 0.09216891
Moved 304.0833 335.9987 409.401 -0.04166882 0.1238486
Moved 304.0992 327.3086 414.8237 -0.05675587 0.1552297
Moved 304.1151 319.0355 418.9822 -0.07111888 0.1792954
Moved 304.131 309.1529 427.4622 -0.08827619 0.2283694
Moved 304.146 300.6515 434.2905 -0.1030356 0.2678847
Moved 304.1616 292.4391 441.134 -0.1172932 0.3074887
Moved 304.1767 289.5361 444.4639 -0.1223331 0.3267587
Moved 304.1922 280.7654 451.3876 -0.13756 0.3668266
Moved 304.2071 275.1381 455.6464 -0.1473297 0.3914724
Moved 304.2301 266.1971 460.8686 -0.1628523 0.4216934
Stationary 304.2407 266.1971 460.8686 -0.1628523 0.4216934
Moved 304.2527 262.0935 462.3022 -0.1699765 0.4299895
Moved 304.2684 258.0013 464.6662 -0.177081 0.4436702
Moved 304.2846 254.6691 465.777 -0.1828662 0.4500983
Moved 304.2994 250.819 467.0603 -0.1895503 0.457525
Moved 304.3159 248.1485 468.4257 -0.1941866 0.4654266
Moved 304.3307 243.6154 468.7949 -0.2020566 0.4675629
Moved 304.3463 241.8454 469 -0.2051295 0.4687502
Moved 304.3624 239 470.5 -0.2100694 0.4774305
Moved 304.3761 236.2243 470.8879 -0.2148884 0.4796752
Moved 304.3918 233.4945 471 -0.2196276 0.480324
Moved 304.4088 231.4693 471 -0.2231436 0.480324
Moved 304.4225 228.5951 471.7025 -0.2281335 0.4843893
Moved 304.4389 225.8622 472 -0.2328781 0.4861112
Moved 304.4542 223.1323 472 -0.2376175 0.4861112
Moved 304.4686 221.2035 472 -0.2409661 0.4861112
Moved 304.4843 218.6721 472 -0.2453609 0.4861112
Moved 304.4997 215.946 472 -0.2500937 0.4861112
Moved 304.515 212.9743 472 -0.2552528 0.4861112
Moved 304.531 210.1269 472 -0.2601963 0.4861112
Moved 304.5461 206.096 461.5893 -0.2671944 0.4258639
Moved 304.5629 199.3171 458.9878 -0.2789634 0.4108091
Moved 304.5771 192.8592 454.9155 -0.2901749 0.3872427
Moved 304.593 187.3815 450.7861 -0.2996849 0.3633457
Moved 304.6091 178.4313 446.7156 -0.3152235 0.3397895
Moved 304.6247 170.2456 440.3713 -0.3294347 0.3030748
Moved 304.64 163.2637 435.4741 -0.3415561 0.2747341
Moved 304.6543 156.5 431.5 -0.3532986 0.2517363
Moved 304.6689 149.4918 427.3688 -0.3654656 0.227829
Moved 304.6855 141.5889 423.2944 -0.3791859 0.2042503
Moved 304.7021 135.9879 420.1927 -0.3889098 0.1863007
Moved 304.7164 130.135 417.0675 -0.3990711 0.1682147
Moved 304.731 124.6758 414.3379 -0.408549 0.1524183
Moved 304.747 123 413.5 -0.4114583 0.1475694
Moved 304.7641 119.4905 413.2453 -0.4175511 0.1460956
Moved 304.7767 117.8828 411.8828 -0.4203424 0.1382104
Moved 304.7928 115.0271 412 -0.4253001 0.138889
Moved 304.8097 112.2908 410.1454 -0.4300507 0.1281562
Moved 304.8236 109.5594 410 -0.4347927 0.1273148
Moved 304.8403 107.8211 408.4105 -0.4378106 0.1181166
Moved 304.8549 106.0497 407.0497 -0.4408858 0.1102417
Moved 304.8703 105.0132 406.0132 -0.4426855 0.104243
Moved 304.8856 103.6526 406 -0.4450475 0.1041666
Moved 304.9011 103 405 -0.4461806 0.09837972
Moved 304.9158 101.9256 405 -0.4480458 0.09837972
Moved 304.9306 100.5608 403.5609 -0.4504153 0.09005132
Stationary 304.9469 100.5608 403.5609 -0.4504153 0.09005132
Moved 304.9639 99.94464 404 -0.451485 0.09259277
Stationary 304.9779 99.94464 404 -0.451485 0.09259277
Stationary 304.992 99.94464 404 -0.451485 0.09259277
Moved 305.0081 100 403.0258 -0.4513888 0.08695461
Moved 305.0246 124.1064 403 -0.4095376 0.08680555
Moved 305.0386 150.3775 403 -0.3639279 0.08680555
Moved 305.0579 185.7687 411.5053 -0.302485 0.1360261
Moved 305.0705 223.9963 411 -0.2361175 0.1331019
Moved 305.0854 258.9732 411 -0.1753938 0.1331019
Moved 305.1023 284.9396 411 -0.1303131 0.1331019
Moved 305.1241 341.3061 399.314 -0.03245477 0.06547433
Stationary 305.1349 341.3061 399.314 -0.03245477 0.06547433
Moved 305.1468 361.8511 393.359 0.003213733 0.03101278
Moved 305.1628 379.8578 389.1097 0.0344754 0.006422114
Moved 305.178 395.93 388 0.06237849 8.830317E-08
Moved 305.1932 410.2846 385.9431 0.08729972 -0.01190353
Moved 305.2155 428.0709 383.7042 0.1181786 -0.02486035
Stationary 305.2257 428.0709 383.7042 0.1181786 -0.02486035
Moved 305.2396 441.4073 383 0.1413321 -0.02893518
Moved 305.2567 450.9746 383 0.157942 -0.02893518
Moved 305.2728 459.4934 383 0.1727316 -0.02893518
Moved 305.2859 468.0394 383 0.1875684 -0.02893518
Moved 305.302 475.0925 383 0.1998133 -0.02893518
Moved 305.3163 483.9498 381.41 0.2151906 -0.03813638
Moved 305.332 490.3677 381 0.2263328 -0.04050926
Moved 305.348 498.0901 381 0.2397399 -0.04050926
Moved 305.3623 507.606 381 0.2562605 -0.04050926
Moved 305.3783 517.1507 381 0.2728311 -0.04050926
Moved 305.3934 530.0733 381 0.2952661 -0.04050926
Moved 305.4112 539.2736 381 0.3112388 -0.04050926
Moved 305.424 550.8147 381 0.3312755 -0.04050926
Moved 305.4395 562.7349 381 0.3519703 -0.04050926
Moved 305.456 569.1362 381 0.3630836 -0.04050926
Moved 305.4721 585.856 381 0.3921111 -0.04050926
Moved 305.4867 595.7161 381 0.4092292 -0.04050926
Moved 305.5019 603.9056 381 0.4234471 -0.04050926
