the dow jones index has risen
Basic
0.8 0.8
575.9999 172.8
Began 614.2093 436 436 0.1319444 0.2777777
Stationary 614.2262 436 436 0.1319444 0.2777777
Stationary 614.2399 436 436 0.1319444 0.2777777
Stationary 614.256 436 436 0.1319444 0.2777777
Stationary 614.2728 436 436 0.1319444 0.2777777
Stationary 614.287 436 436 0.1319444 0.2777777
Stationary 614.3025 436 436 0.1319444 0.2777777
Stationary 614.3205 436 436 0.1319444 0.2777777
Stationary 614.3397 436 436 0.1319444 0.2777777
Stationary 614.3512 436 436 0.1319444 0.2777777
Stationary 614.363 436 436 0.1319444 0.2777777
Stationary 614.3796 436 436 0.1319444 0.2777777
Stationary 614.3928 436 436 0.1319444 0.2777777
Stationary 614.408 436 436 0.1319444 0.2777777
Stationary 614.4237 436 436 0.1319444 0.2777777
Stationary 614.4403 436 436 0.1319444 0.2777777
Stationary 614.457 436 436 0.1319444 0.2777777
Stationary 614.4713 436 436 0.1319444 0.2777777
Stationary 614.4866 436 436 0.1319444 0.2777777
Stationary 614.502 436 436 0.1319444 0.2777777
Stationary 614.5172 436 436 0.1319444 0.2777777
Stationary 614.5326 436 436 0.1319444 0.2777777
Stationary 614.5483 436 436 0.1319444 0.2777777
Moved 614.564 424.511 436 0.1119982 0.2777777
Moved 614.5795 424.5707 436 0.1121019 0.2777777
Moved 614.5953 422.8484 436 0.1091119 0.2777777
Moved 614.6102 419.8158 436 0.1038468 0.2777777
Moved 614.6257 415.9466 436 0.09712948 0.2777777
Moved 614.6418 413.0498 436 0.09210027 0.2777777
Moved 614.6563 409.6454 431.2589 0.08618988 0.2503406
Moved 614.6725 405.0132 429 0.07814787 0.2372686
Moved 614.6868 400.7017 427.5672 0.07066257 0.2289769
Moved 614.7042 394.4919 427 0.05988188 0.2256945
Moved 614.7177 387.451 427 0.04765793 0.2256945
Moved 614.7331 381.2487 427 0.03689006 0.2256945
Moved 614.7481 375.2573 427 0.02648838 0.2256945
Moved 614.7642 371.5 427 0.01996524 0.2256945
Moved 614.7805 366.1685 427 0.01070909 0.2256945
Moved 614.7945 360.4497 427 0.0007808208 0.2256945
Moved 614.8112 355.6942 427 -0.007475391 0.2256945
Moved 614.826 349.9679 427 -0.01741681 0.2256945
Moved 614.8428 345.6305 427 -0.02494707 0.2256945
Moved 614.8569 341.3357 427 -0.03240336 0.2256945
Moved 614.8724 336.9915 427 -0.03994532 0.2256945
Moved 614.889 333.9903 427 -0.0451557 0.2256945
Moved 614.9033 331.226 427 -0.04995495 0.2256945
Moved 614.9184 328.3457 436.29 -0.05495537 0.2794563
Moved 614.9366 324.4739 435 -0.06167717 0.2719908
Moved 614.9511 321.5894 436.2053 -0.06668504 0.2789656
Moved 614.9656 318.7159 436.642 -0.07167372 0.2814933
Moved 614.9811 316.9178 437 -0.0747954 0.2835649
Moved 614.9966 314.7549 438.1226 -0.07855061 0.2900611
Moved 615.0122 312.3936 438.6063 -0.08264992 0.2928607
Moved 615.0281 309.9129 440.0436 -0.08695677 0.301178
Moved 615.0443 308.5175 440.4825 -0.08937936 0.3037181
Moved 615.0592 307.0762 441 -0.0918816 0.3067129
Moved 615.0739 305.6357 442.3643 -0.09438242 0.3146082
Moved 615.0906 304.5 443.5 -0.09635414 0.3211805
Stationary 615.104 304.5 443.5 -0.09635414 0.3211805
Moved 615.1185 302.623 444 -0.09961288 0.3240742
Moved 615.1347 302.1851 445 -0.1003731 0.3298611
Moved 615.1516 302 446.2474 -0.1006944 0.3370797
Moved 615.1655 302 447.6899 -0.1006944 0.3454276
Moved 615.181 300.8709 448 -0.1026547 0.3472222
Moved 615.1964 301 449.5665 -0.1024305 0.3562878
Stationary 615.2137 301 450 -0.1024305 0.3587963
Moved 615.228 301 451.1078 -0.1024305 0.3652075
Moved 615.242 301 452.5 -0.1024305 0.3732639
Stationary 615.2593 301 452.5 -0.1024305 0.3732639
Moved 615.2762 301 453.421 -0.1024305 0.3785934
Moved 615.2919 301 454 -0.1024305 0.3819445
Moved 615.3052 310.1005 454 -0.08663113 0.3819445
Moved 615.3203 309.5 454 -0.08767362 0.3819445
Moved 615.3361 312.6145 454 -0.08226644 0.3819445
Moved 615.3517 316.7422 454 -0.07510032 0.3819445
Moved 615.3671 318.6856 454 -0.07172637 0.3819445
Moved 615.3817 321.2497 454 -0.06727479 0.3819445
Moved 615.3983 324.1245 454 -0.06228388 0.3819445
Moved 615.4122 326.999 447.0034 -0.05729336 0.3414549
Moved 615.4285 328.4356 445.5644 -0.05479928 0.3331273
Moved 615.443 330.5525 444.4474 -0.05112409 0.3266635
Moved 615.4601 332.9906 443.0047 -0.04689131 0.3183142
Moved 615.4739 334.4313 441.5687 -0.04439015 0.3100042
Moved 615.4899 336.8633 439.2734 -0.04016786 0.2967209
Moved 615.506 338.3128 437.6873 -0.03765143 0.2875421
Moved 615.5208 340.7418 436.2582 -0.03343433 0.2792718
Moved 615.5365 342.1756 434.8243 -0.03094509 0.2709742
Moved 615.5514 343.1919 433.8081 -0.02918072 0.2650932
Moved 615.5685 344.6984 433 -0.02656526 0.2604166
Moved 615.5822 346.1377 431.8623 -0.02406657 0.2538328
Moved 615.5991 348.1468 429.8532 -0.0205785 0.2422062
Moved 615.614 350.0066 427.9934 -0.01734968 0.2314432
Moved 615.6284 351.4552 426.5448 -0.01483477 0.2230602
Moved 615.6433 352.8899 425.1101 -0.01234397 0.2147575
Moved 615.6599 354.0215 422.957 -0.01037933 0.2022973
Moved 615.6829 357.9029 421.0971 -0.003640763 0.1915342
Stationary 615.6942 357.9029 421.0971 -0.003640763 0.1915342
Moved 615.7055 359.3429 419.6571 -0.001140796 0.1832008
Moved 615.7216 361.7786 418.2214 0.003087818 0.1748926
Moved 615.7377 364.4351 416.7825 0.007699802 0.1665651
Moved 615.7527 366.3152 414.6848 0.0109639 0.1544262
Moved 615.7671 367.7952 414 0.01353331 0.150463
Moved 615.7834 370.3229 411.6771 0.01792177 0.13702
Moved 615.7981 372.5987 411 0.02187282 0.1331019
Moved 615.8152 376.101 407.899 0.02795316 0.1151563
Moved 615.8305 378.9565 406.0435 0.03291055 0.1044186
Moved 615.8445 381.8338 404.0831 0.03790594 0.09307332
Moved 615.86 384.7376 402.6312 0.04294716 0.08467145
Moved 615.8756 387 401.5 0.04687503 0.07812518
Moved 615.8919 389.7569 401 0.05166128 0.0752314
Moved 615.9066 393.9447 398.3702 0.0589317 0.06001313
Moved 615.9216 396.5119 397.244 0.06338879 0.05349557
Moved 615.9373 398.1893 395.8107 0.06630092 0.04520054
Moved 615.9526 400.2633 394.3683 0.06990165 0.03685404
Moved 615.9677 402.0708 392.9293 0.07303952 0.0285259
Moved 615.9831 405 391.5 0.07812499 0.02025481
Moved 615.9988 405.6235 390.3765 0.07920749 0.01375296
Moved 616.0141 407.0606 388.9394 0.08170247 0.005436385
Moved 616.03 410 389 0.08680552 0.005787214
Moved 616.0454 411.8502 387.0749 0.09001769 -0.005353645
Moved 616.061 414.7286 384.2714 0.09501487 -0.02157732
Moved 616.0765 416.7993 383.2007 0.09860984 -0.02777329
Moved 616.0916 419.4707 381.7646 0.1032478 -0.03608421
