watch out for low flying objects
Basic
0.6 0.6
432 172.8
Began 332.1476 250 363 -0.2546296 0.7118056
Stationary 332.1763 250 363 -0.2546296 0.7118056
Stationary 332.1986 250 363 -0.2546296 0.7118056
Stationary 332.2209 250 363 -0.2546296 0.7118056
Stationary 332.2432 250 363 -0.2546296 0.7118056
Moved 332.2667 235.4888 363 -0.2882204 0.7118056
Moved 332.2897 231.6187 363 -0.297179 0.7118056
Moved 332.3123 224.8296 363 -0.3128944 0.7118056
Moved 332.3364 221.9474 363 -0.3195663 0.7118056
Moved 332.3594 217.9307 354.4653 -0.3288642 0.6624151
Moved 332.3831 216.0271 353.027 -0.3332707 0.6540919
Moved 332.4051 212.1537 351.1537 -0.3422368 0.6432505
Moved 332.4272 210.7203 351 -0.3455548 0.6423609
Moved 332.4488 209.5 350 -0.3483796 0.6365741
Moved 332.4697 210 350 -0.3472222 0.6365741
Moved 332.4923 209 348.2722 -0.349537 0.6265752
Moved 332.512 208 346.3944 -0.3518518 0.6157086
Moved 332.5315 206.9801 344.9802 -0.3542126 0.6075242
Moved 332.5631 207 341.0932 -0.3541667 0.5850301
Moved 332.583 205.9908 338.9817 -0.3565027 0.5728109
Moved 332.6027 205.1207 333.2414 -0.3585169 0.5395914
Moved 332.6226 205 329.0517 -0.3587963 0.5153457
Moved 332.6424 205 323.5235 -0.3587963 0.4833534
Moved 332.6627 203.3831 306.9158 -0.362539 0.3872443
Moved 332.6824 203 301.9126 -0.3634259 0.3582907
Moved 332.7019 203 296.4945 -0.3634259 0.326936
Moved 332.7219 203 294 -0.3634259 0.3125
Moved 332.7454 203 286.5922 -0.3634259 0.2696309
Moved 332.7832 201.6945 281.3891 -0.3664478 0.2395203
Moved 332.806 202 279.1464 -0.3657407 0.2265418
Moved 332.8316 202 275.2815 -0.3657407 0.2041753
Moved 332.8538 200.8512 272.7023 -0.3684001 0.1892496
Moved 332.8786 196.9524 262.9047 -0.3774251 0.1325507
Moved 332.9001 194.0827 257.1654 -0.3840677 0.09933701
Moved 332.9236 189.0446 244.1115 -0.3957301 0.02379312
Moved 332.9466 184.7729 238.3639 -0.4056182 -0.00946822
Moved 332.971 180.7249 229.1746 -0.4149888 -0.06264722
Moved 332.9948 178.2887 225.5774 -0.420628 -0.08346417
Moved 333.0311 175.7864 220.7864 -0.4264205 -0.1111899
Moved 333.0536 174.5 218.5 -0.4293981 -0.1244213
Stationary 333.0753 174.5 218.5 -0.4293981 -0.1244213
Moved 333.0987 180.055 218 -0.4165394 -0.1273148
Moved 333.12 194.047 229.6234 -0.3841504 -0.06004969
Moved 333.1418 223.8576 251.5059 -0.3151446 0.06658484
Moved 333.1635 240.5473 259.1526 -0.2765108 0.1108369
Moved 333.185 271.1403 277.1802 -0.2056938 0.2151632
Moved 333.2067 285.7316 284.8658 -0.1719175 0.2596403
Moved 333.2375 314.4814 298.8552 -0.1053672 0.340597
Moved 333.275 343 310 -0.03935183 0.4050926
Moved 333.2964 359.2947 316.4316 -0.001632571 0.4423124
Moved 333.3173 363.6112 317.8704 0.008359353 0.450639
Moved 333.3421 370 320.5 0.02314816 0.4658565
Moved 333.3648 370.8478 320 0.02511064 0.462963
Moved 333.3883 371.5 320 0.02662033 0.462963
Moved 333.4106 372 320 0.02777775 0.462963
Stationary 333.4326 372 320 0.02777775 0.462963
Stationary 333.454 372 320 0.02777775 0.462963
Moved 333.4764 372 312.2919 0.02777775 0.4183563
Moved 333.512 340.3923 266.8564 -0.04538819 0.1554189
Moved 333.5373 327.3634 246.8987 -0.07554769 0.03992293
Moved 333.5589 299.2543 207.4608 -0.140615 -0.1883055
Moved 333.5843 290.022 196.5824 -0.1619861 -0.2512591
Moved 333.6076 272.2353 175.0824 -0.203159 -0.3756804
Moved 333.6322 263.9245 164.9246 -0.2223969 -0.4344642
Moved 333.6541 261.0865 162.0865 -0.2289664 -0.450888
Moved 333.6767 259.2127 159.1063 -0.2333039 -0.4681346
Moved 333.6989 257.5714 155.5714 -0.2371033 -0.4885912
Moved 333.7211 257 156 -0.2384259 -0.4861111
Moved 333.7563 257 155 -0.2384259 -0.4918982
Stationary 333.7782 257 155 -0.2384259 -0.4918982
Moved 333.8 281.1293 176.2422 -0.1825711 -0.3689688
Moved 333.8224 292.543 183.8801 -0.1561504 -0.3247678
Moved 333.8444 308.9387 193.9642 -0.1181976 -0.2664107
Moved 333.8664 346.8168 211.9812 -0.03051669 -0.1621458
Moved 333.8898 367.1061 220.7598 0.01644929 -0.1113438
Moved 333.9131 396.125 237.9063 0.08362273 -0.01211643
Moved 333.9375 408.3078 244.1539 0.1118236 0.02403895
Moved 333.9603 423.6164 252.3082 0.1472602 0.07122818
Moved 333.9972 432.0406 256.0203 0.1667608 0.09271022
Moved 334.0204 435.3985 257 0.1745335 0.09837963
Moved 334.0428 436 258 0.1759259 0.1041667
Ended 334.0649 437.405 258 0.1791783 0.1041667
Began 334.5038 556 368 0.4537037 0.7407408
Stationary 334.5324 556 368 0.4537037 0.7407408
Stationary 334.558 556 368 0.4537037 0.7407408
Stationary 334.5803 556 368 0.4537037 0.7407408
Stationary 334.6088 556 368 0.4537037 0.7407408
Stationary 334.6329 556 368 0.4537037 0.7407408
Stationary 334.6555 556 368 0.4537037 0.7407408
Moved 334.6828 545.0645 368 0.4283901 0.7407408
Moved 334.7083 543.6033 368 0.4250075 0.7407408
Moved 334.7322 540.0522 368 0.4167876 0.7407408
Moved 334.7558 536.1983 368 0.4078664 0.7407408
Moved 334.78 534.7665 368 0.404552 0.7407408
Moved 334.8032 530.7751 358.8876 0.3953127 0.6880068
Moved 334.8257 529.5 357.5 0.3923611 0.6799769
Moved 334.849 522.9007 352.9007 0.3770849 0.6533605
Moved 334.8738 520.0121 348.5182 0.3703984 0.6279994
Moved 334.8976 508.4895 338.4895 0.3437258 0.5699624
Moved 334.927 498.0803 329.0803 0.3196302 0.515511
Moved 334.9642 490.6695 320.6695 0.3024756 0.4668373
Moved 334.9879 484.7021 310.0531 0.2886622 0.4053999
Moved 335.0097 481.8437 304.6874 0.2820456 0.3743485
