the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 469.4194 354 598 -0.01041666 0.4050925
Stationary 469.4406 354 598 -0.01041666 0.4050925
Stationary 469.4543 354 598 -0.01041666 0.4050925
Stationary 469.4696 354 598 -0.01041666 0.4050925
Stationary 469.4842 354 598 -0.01041666 0.4050925
Stationary 469.5008 354 598 -0.01041666 0.4050925
Stationary 469.5166 354 598 -0.01041666 0.4050925
Stationary 469.532 354 598 -0.01041666 0.4050925
Stationary 469.5469 354 598 -0.01041666 0.4050925
Stationary 469.5631 354 598 -0.01041666 0.4050925
Stationary 469.5784 354 598 -0.01041666 0.4050925
Stationary 469.5953 354 598 -0.01041666 0.4050925
Stationary 469.6107 354 598 -0.01041666 0.4050925
Stationary 469.6256 354 598 -0.01041666 0.4050925
Stationary 469.6414 354 598 -0.01041666 0.4050925
Stationary 469.6561 354 598 -0.01041666 0.4050925
Stationary 469.6711 354 598 -0.01041666 0.4050925
Stationary 469.6853 354 598 -0.01041666 0.4050925
Stationary 469.702 354 598 -0.01041666 0.4050925
Stationary 469.7162 354 598 -0.01041666 0.4050925
Stationary 469.7312 354 598 -0.01041666 0.4050925
Stationary 469.7474 354 598 -0.01041666 0.4050925
Stationary 469.7628 354 598 -0.01041666 0.4050925
Stationary 469.7783 354 598 -0.01041666 0.4050925
Stationary 469.7945 354 598 -0.01041666 0.4050925
Stationary 469.809 354 598 -0.01041666 0.4050925
Stationary 469.823 354 598 -0.01041666 0.4050925
Moved 469.8402 343.6511 598 -0.02838358 0.4050925
Stationary 469.8576 343.9812 598 -0.02781041 0.4050925
Stationary 469.873 343.9812 598 -0.02781041 0.4050925
Moved 469.8861 342.4387 598 -0.03048833 0.4050925
Moved 469.9026 340.9994 598 -0.03298722 0.4050925
Moved 469.918 338.1029 587.8602 -0.0380158 0.3855328
Moved 469.933 335.2279 587.3419 -0.04300709 0.3845328
Moved 469.9488 332.3416 585.6708 -0.04801813 0.3813093
Moved 469.9625 328.7133 580.7133 -0.05431719 0.3717463
Moved 469.9785 326.1497 577.2245 -0.05876794 0.3650163
Moved 469.9938 323.3149 572.9724 -0.06368943 0.3568138
Moved 470.0093 319.66 569.66 -0.07003471 0.3504244
Moved 470.025 315.3531 564.1375 -0.07751192 0.3397713
Moved 470.0404 312.0378 559.0378 -0.08326764 0.3299341
Moved 470.0556 307.7218 553.6291 -0.09076077 0.3195004
Moved 470.0705 304.9375 548.875 -0.0955946 0.3103298
Moved 470.0865 302.5406 545.5406 -0.09975594 0.3038976
Moved 470.1035 298.7645 540.686 -0.1063117 0.294533
Moved 470.1179 294.4539 536.4539 -0.1137953 0.2863694
Moved 470.133 290.1349 531.1799 -0.1212935 0.2761958
Moved 470.149 287.2026 526.8039 -0.1263844 0.2677543
Moved 470.1649 281.6527 520.8159 -0.1360196 0.2562033
Moved 470.1799 278.4461 516.1691 -0.1415867 0.2472397
Moved 470.1956 276 514 -0.1458333 0.2430555
Moved 470.2108 272.4406 509.4406 -0.1520128 0.2342604
Moved 470.2258 268.3401 504.1201 -0.1591318 0.223997
Moved 470.2415 266.6806 502.0209 -0.1620128 0.2199477
Moved 470.2569 263.8074 498.8074 -0.167001 0.2137487
Moved 470.2716 261.9276 496.9276 -0.1702646 0.2101225
Moved 470.2875 260.024 495.024 -0.1735694 0.2064506
Moved 470.3028 258.5885 492.1769 -0.1760617 0.2009585
Moved 470.319 257.4676 491.4676 -0.1780077 0.1995902
Moved 470.334 256.0349 490.035 -0.1804949 0.1968267
Moved 470.3489 254.5836 488.5836 -0.1830145 0.1940269
Moved 470.3645 253.5 487.5 -0.1848958 0.1919367
Moved 470.3801 252.8602 486.8602 -0.1860066 0.1907024
Moved 470.3956 252.2803 486 -0.1870133 0.1890431
Moved 470.4105 252 484.8431 -0.1875 0.1868115
Stationary 470.4257 252 484.8431 -0.1875 0.1868115
Moved 470.4425 250.7112 485 -0.1897376 0.1871141
Moved 470.4582 251 483.9474 -0.1892361 0.1850836
Stationary 470.4716 251 484 -0.1892361 0.1851851
Moved 470.4881 250 484 -0.1909722 0.1851851
Stationary 470.5036 250 484 -0.1909722 0.1851851
Stationary 470.5181 250 484 -0.1909722 0.1851851
Stationary 470.5339 250 484 -0.1909722 0.1851851
Stationary 470.5491 250 484 -0.1909722 0.1851851
Stationary 470.564 250 484 -0.1909722 0.1851851
Stationary 470.5792 250 484 -0.1909722 0.1851851
Stationary 470.5968 250 484 -0.1909722 0.1851851
Stationary 470.6115 250 484 -0.1909722 0.1851851
Stationary 470.6257 250 484 -0.1909722 0.1851851
Stationary 470.642 250 484 -0.1909722 0.1851851
Stationary 470.659 250 484 -0.1909722 0.1851851
Stationary 470.6801 250 484 -0.1909722 0.1851851
Stationary 470.6917 250 484 -0.1909722 0.1851851
Stationary 470.7049 250 484 -0.1909722 0.1851851
Moved 470.7193 259.8668 484 -0.1738423 0.1851851
Moved 470.7339 264.0751 482.6417 -0.1665363 0.1825649
Moved 470.7525 269 483 -0.1579861 0.1832561
Moved 470.7657 278.1802 483 -0.1420483 0.1832561
Moved 470.7813 288.1275 483 -0.1247787 0.1832561
Moved 470.7967 296.2361 481.252 -0.1107012 0.1798842
Moved 470.8115 306.2436 479.8223 -0.09332705 0.1771263
Moved 470.8269 315.3769 477.3748 -0.07747061 0.172405
Moved 470.8437 326.5365 473.7988 -0.05809642 0.1655069
Moved 470.8591 335 471 -0.04340276 0.1601079
Moved 470.8735 342.6656 467.1672 -0.03009446 0.1527144
Moved 470.8888 352.3493 461.8004 -0.01328252 0.1423619
Moved 470.905 360.9632 457.5184 0.001672283 0.1341018
Moved 470.9209 370.5592 452.2204 0.018332 0.1238818
Moved 470.9357 376.4961 447.8779 0.02863899 0.1155052
Moved 470.9521 384.0752 443.5549 0.04179724 0.107166
Moved 470.9656 390.0167 440.4916 0.05211234 0.101257
Moved 470.9822 394.0067 438.4966 0.05903944 0.09740855
Moved 470.9999 399.2937 434.4709 0.06821819 0.0896429
Moved 471.0127 404.8116 431.5942 0.07779792 0.08409379
Moved 471.0284 408.2852 428.7148 0.08382849 0.07853928
Moved 471.0447 413.3171 424.7622 0.09256437 0.07091466
Moved 471.0579 416.0354 422.9646 0.09728364 0.06744708
Moved 471.0739 418.912 421.044 0.1022778 0.06374223
Moved 471.0897 421.1439 418.8561 0.1061525 0.05952178
Moved 471.1051 424.0641 416.9359 0.1112223 0.05581767
Moved 471.1201 426.9406 414.0593 0.1162164 0.05026873
Moved 471.1354 428.4059 411.1881 0.1187603 0.04473015
Moved 471.1523 430.8439 409.1561 0.1229929 0.04081028
Moved 471.1667 432.28 406.44 0.1254861 0.03557096
Moved 471.1815 433.7213 405.2787 0.1279883 0.03333082
Moved 471.1974 434 404.1317 0.1284722 0.03111821
Moved 471.2127 435.2637 401.4727 0.1306661 0.02598889
Moved 471.2282 435.7066 399.5868 0.1314351 0.02235103
Moved 471.2436 436 397.861 0.1319444 0.019022
Moved 471.2591 436 394.8499 0.1319444 0.01321354
Moved 471.2745 436 392.9773 0.1319444 0.009601204
Moved 471.2901 436 391.5502 0.1319444 0.006848293
