he is still on our team
Basic
0.4 0.4
288 259.2
Began 221.4765 414 361 0.1875 -0.1041668
Stationary 221.4976 414 361 0.1875 -0.1041668
Stationary 221.5137 414 361 0.1875 -0.1041668
Stationary 221.53 414 361 0.1875 -0.1041668
Stationary 221.5444 414 361 0.1875 -0.1041668
Stationary 221.557 414 361 0.1875 -0.1041668
Stationary 221.5716 414 361 0.1875 -0.1041668
Stationary 221.5864 414 361 0.1875 -0.1041668
Stationary 221.6026 414 361 0.1875 -0.1041668
Moved 221.6184 402.6125 370.317 0.1479602 -0.06822149
Moved 221.6352 397.276 374.1494 0.1294306 -0.05343625
Moved 221.6504 393.1339 377.8661 0.1150481 -0.03909688
Moved 221.6665 388.9656 382.0344 0.1005751 -0.02301557
Moved 221.6816 385.5443 386.1836 0.08869528 -0.007007857
Moved 221.6976 382.7979 389.2021 0.07915929 0.004637506
Moved 221.7126 380.6901 391.3099 0.07184044 0.0127697
Moved 221.7271 377.4164 394.7507 0.06047368 0.02604443
Moved 221.7421 375.0835 397.9164 0.05237341 0.03825782
Moved 221.7583 372.3557 400.6443 0.04290178 0.04878197
Moved 221.7732 369.5512 405.1732 0.03316402 0.06625434
Moved 221.7879 366.7794 408.2206 0.02353936 0.07801155
Moved 221.8035 365.5064 409.9871 0.01911953 0.08482667
Moved 221.8185 363.6604 412.3396 0.0127098 0.09390259
Moved 221.8338 361.1006 414.8994 0.003821701 0.1037783
Moved 221.849 359.6644 417.6712 -0.001165271 0.1144721
Moved 221.8655 357.2784 419.7217 -0.009450167 0.1223829
Moved 221.8797 354.7908 422.2092 -0.01808763 0.13198
Moved 221.895 352.0264 424.9736 -0.02768613 0.1426448
Moved 221.9132 349.2525 427.7475 -0.03731779 0.1533467
Moved 221.927 346.4867 431.7699 -0.04692107 0.1688653
Moved 221.9425 343.36 433.4267 -0.05777791 0.1752572
Moved 221.958 339.9752 437.3499 -0.06953061 0.1903929
Moved 221.9729 337.942 439.058 -0.07659025 0.1969829
Moved 221.9884 335.1116 441.8884 -0.08641802 0.2079024
Moved 222.004 331.5081 444.6613 -0.09893006 0.2186004
Moved 222.0196 328.5676 447.4324 -0.1091402 0.2292914
Moved 222.034 326.3962 449.6038 -0.1166797 0.2376688
Moved 222.0492 324.4878 451.5122 -0.1233063 0.2450316
