we run the risk of failure
Moved 1655.711 568.6301 516 0.362205 0.3400735
Moved 1655.78 576 516 0.375 0.3400735
Moved 1655.847 577 516 0.3767361 0.3400735
Moved 1655.915 578 516 0.3784722 0.3400735
Moved 1655.984 550.7066 516 0.3310879 0.3400735
Moved 1656.057 504.8598 483.5941 0.2514927 0.2656115
Moved 1656.129 460.5012 449.401 0.1744813 0.1870428
Moved 1656.203 427.1586 428.9478 0.1165948 0.1400454
Moved 1656.276 395.4775 411.791 0.06159298 0.1006227
Moved 1656.38 352.0448 389.4179 -0.01381107 0.04921402
Moved 1656.449 328.8826 382.4706 -0.05402323 0.03325056
Moved 1656.517 309.2232 376.6116 -0.08815412 0.01978776
Moved 1656.588 302.8743 376 -0.09917651 0.01838228
Ended 1656.659 297.5 372.5 -0.1085069 0.01034007
Began 1658.444 330 385 -0.05208332 0.0390625
Stationary 1658.528 330 385 -0.05208332 0.0390625
Stationary 1658.604 330 385 -0.05208332 0.0390625
Stationary 1658.674 330 385 -0.05208332 0.0390625
Stationary 1658.745 330 385 -0.05208332 0.0390625
Stationary 1658.82 330 385 -0.05208332 0.0390625
Stationary 1658.89 330 385 -0.05208332 0.0390625
Moved 1658.958 307.0384 385 -0.09194725 0.0390625
Moved 1659.029 272.1813 374.0725 -0.152463 0.01395338
Moved 1659.102 233.9174 367 -0.2188934 -0.002297724
Moved 1659.176 203.0553 365 -0.2724734 -0.006893383
Moved 1659.25 170.6647 365 -0.3287072 -0.006893383
Moved 1659.32 151.6857 365 -0.3616568 -0.006893383
Moved 1659.391 139.8286 365 -0.382242 -0.006893383
Moved 1659.459 133.6825 365 -0.3929123 -0.006893383
Moved 1659.559 147.0525 378.0225 -0.3697006 0.02302969
Moved 1659.631 194.4396 398.6099 -0.2874313 0.07033534
Moved 1659.703 238.1328 409.4665 -0.211575 0.09528147
Moved 1659.774 268.5166 414.3792 -0.1588253 0.1065698
Moved 1659.846 292.5719 418 -0.1170626 0.1148897
Moved 1659.921 322.416 423 -0.06524991 0.1263787
Moved 1659.994 346.0984 428.4394 -0.02413463 0.1388773
Moved 1660.069 395.4821 434.0536 0.06160088 0.1517776
Moved 1660.14 436.4515 440.5576 0.1327283 0.1667223
Moved 1660.23 479.0397 454.0159 0.2066661 0.1976468
Moved 1660.338 508.4138 475.4139 0.2576629 0.246815
Moved 1660.413 516.5222 488.0444 0.27174 0.2758374
Moved 1660.482 517 505.9014 0.2725694 0.316869
Moved 1660.554 504.8781 519.2438 0.2515244 0.3475273
Moved 1660.624 499.5 525.5 0.2421875 0.3619026
Moved 1660.693 499 526 0.2413195 0.3630515
Moved 1660.762 522.3875 493.7476 0.2819227 0.288942
Moved 1660.83 549.2172 439.5655 0.3285021 0.1644428
Moved 1660.902 569.0955 393.8091 0.3630129 0.05930397
Moved 1660.972 579.3005 366.399 0.38073 -0.003678659
Moved 1661.078 587.1591 340.8409 0.3943734 -0.06240593
Moved 1661.148 587 336.6266 0.3940972 -0.07208965
Moved 1661.219 579.0616 347.6083 0.3803153 -0.04685584
Moved 1661.288 531.8162 403.7145 0.298292 0.08206463
Moved 1661.357 494.1263 440.606 0.2328582 0.1668336
Moved 1661.43 461.5524 470.4476 0.1763062 0.2354035
Moved 1661.501 437.2148 487.7852 0.1340535 0.2752416
Moved 1661.573 426.9097 498.1807 0.1161626 0.2991284
Moved 1661.645 425 502.0889 0.1128472 0.3081088
Moved 1661.713 424 506.3583 0.1111111 0.3179188
Moved 1661.817 424 508 0.1111111 0.3216912
Moved 1661.887 424 509 0.1111111 0.323989
Moved 1661.955 419.6667 509 0.103588 0.323989
Moved 1662.025 387.3136 509 0.04741952 0.323989
Moved 1662.095 361.4121 509.7176 0.002451614 0.3256379
Moved 1662.165 330.0807 514.5839 -0.05194322 0.3368196
Moved 1662.237 294.2213 518.7557 -0.1141991 0.3464057
Moved 1662.309 263.1819 521 -0.168087 0.3515625
Moved 1662.381 220.529 525 -0.2421372 0.3607537
Moved 1662.452 190.7244 525 -0.2938812 0.3607537
Ended 1662.563 185.9239 525 -0.3022155 0.3607537
PhraseEnd 1663.756
