watch out for low flying objects
Basic
0.6 0.6
432 388.8
Began 181.1484 289 527 -0.1643519 0.3575102
Stationary 181.1667 289 527 -0.1643519 0.3575102
Stationary 181.1813 289 527 -0.1643519 0.3575102
Stationary 181.1961 289 527 -0.1643519 0.3575102
Moved 181.212 281.2826 527 -0.1822163 0.3575102
Moved 181.2286 272.1855 517.8831 -0.2032743 0.3340614
Moved 181.2433 252.8848 502.3668 -0.247952 0.2941532
Moved 181.2602 237.1473 489.5178 -0.2843812 0.2611054
Moved 181.2747 218.5262 470.5262 -0.3274856 0.2122588
Moved 181.29 197.375 445.9375 -0.3764468 0.1490162
Moved 181.3058 181.2545 425.7784 -0.4137627 0.09716665
Moved 181.3212 170.3959 407.9932 -0.4388983 0.0514229
Moved 181.336 163.7827 397.674 -0.4542068 0.02488168
Moved 181.3515 159.5142 389.0284 -0.4640874 0.002645131
Moved 181.366 159.0633 386.1898 -0.4651313 -0.004655932
Moved 181.3819 159 384.9481 -0.4652778 -0.007849564
Moved 181.3981 159 383.5 -0.4652778 -0.01157415
Stationary 181.4128 159 383.5 -0.4652778 -0.01157415
Moved 181.4285 179.3156 383 -0.418251 -0.01286016
Moved 181.4429 211.4223 397.1273 -0.3439299 0.0234755
Moved 181.4616 256.4701 416.1691 -0.2396525 0.07245142
Moved 181.4744 288.5388 433.9233 -0.1654194 0.1181153
Moved 181.4901 313.5095 448.0802 -0.107617 0.1545273
Moved 181.5061 347.0549 468.033 -0.02996549 0.205846
Moved 181.5212 366.3447 480.4189 0.01468668 0.237703
Moved 181.5366 384.0002 493.7501 0.0555559 0.271991
Moved 181.5537 399.5 503.5 0.09143522 0.2970678
Moved 181.5691 414.6245 515.7318 0.1264457 0.3285282
Moved 181.5827 426.0382 521.5191 0.1528662 0.3434132
Moved 181.5991 432 526 0.1666667 0.3549381
Moved 181.6152 434.6716 527.7811 0.1728509 0.3595191
Moved 181.6295 436.3243 528 0.1766766 0.3600822
Moved 181.6442 436 529.5 0.1759259 0.3639403
Stationary 181.6599 436 529.5 0.1759259 0.3639403
Stationary 181.6757 436 529.5 0.1759259 0.3639403
Moved 181.6897 424.8041 515.7686 0.1500096 0.3286227
Moved 181.7078 411.5 496.5 0.119213 0.2790637
Moved 181.7209 383.4831 451.3845 0.05435904 0.1630258
Moved 181.7367 357.9203 406.0432 -0.004814019 0.04640728
Moved 181.7532 343.3524 381.2451 -0.03853609 -0.01737367
Moved 181.7668 330.4151 358.7264 -0.0684835 -0.07529215
Moved 181.7837 323.0939 344.1877 -0.08543085 -0.1126859
Moved 181.7996 316.6969 333.3939 -0.1002386 -0.140448
Moved 181.8155 309.7049 318.1508 -0.1164238 -0.1796532
Moved 181.8295 305.9839 309.7137 -0.1250374 -0.2013538
Moved 181.8453 298.8642 292.1606 -0.141518 -0.2465007
Moved 181.8611 295.5573 282.672 -0.1491728 -0.2709053
Moved 181.8763 293.679 276.358 -0.1535209 -0.2871452
Moved 181.8914 293 271.7037 -0.1550926 -0.299116
Moved 181.9073 293 269.8081 -0.1550926 -0.3039915
Moved 181.9224 293 269 -0.1550926 -0.30607
Moved 181.938 293 267.8705 -0.1550926 -0.3089752
Moved 181.9546 297.8336 268 -0.1439038 -0.308642
Moved 181.9681 311.4338 279.4772 -0.1124217 -0.2791224
Moved 181.9846 331.6696 293.764 -0.06557961 -0.2423765
Moved 182.0002 347.0432 305.3376 -0.02999251 -0.212609
Moved 182.0161 361.4845 316.7876 0.003436307 -0.1831595
Moved 182.0298 376.3173 330.3173 0.03777147 -0.1483609
Moved 182.054 394.6254 349.9536 0.08015136 -0.09785601
Moved 182.0667 402.5797 360.1063 0.09856413 -0.07174315
Stationary 182.0789 402.5797 360.1063 0.09856413 -0.07174315
Moved 182.0913 411.2203 369.2203 0.1185656 -0.04830183
Moved 182.1076 416.9172 376.5562 0.1317527 -0.02943368
Moved 182.1229 421.223 382.2974 0.14172 -0.01466735
Moved 182.1373 425.5 389.5 0.1516204 0.003857946
Moved 182.1531 426.3882 391.0823 0.1536764 0.007927624
Moved 182.1679 428.019 394.0381 0.1574515 0.01553002
Moved 182.1844 429.4563 395.4563 0.1607785 0.01917772
Moved 182.2 430 397.8937 0.162037 0.02544662
Ended 182.2165 432.6619 400.6619 0.1681989 0.03256664
Began 182.4583 486 484 0.2916667 0.2469135
Stationary 182.4797 486 484 0.2916667 0.2469135
Stationary 182.4912 486 484 0.2916667 0.2469135
Stationary 182.5075 486 484 0.2916667 0.2469135
Stationary 182.5225 486 484 0.2916667 0.2469135
Stationary 182.5375 486 484 0.2916667 0.2469135
Stationary 182.5522 486 484 0.2916667 0.2469135
Moved 182.5686 473.7196 484 0.2632397 0.2469135
Moved 182.5845 466.9832 484 0.2476463 0.2469135
Moved 182.5997 458.83 484 0.2287731 0.2469135
Moved 182.616 451.6416 484 0.2121332 0.2469135
Moved 182.6322 441.5 484 0.1886574 0.2469135
Moved 182.6474 431.3336 484 0.165124 0.2469135
Moved 182.663 421.2363 484 0.1417507 0.2469135
Moved 182.6777 409.4449 484 0.1144558 0.2469135
Moved 182.6918 396.7928 490.4451 0.08516848 0.2634903
Moved 182.7082 385.093 492.3633 0.05808572 0.2684242
Moved 182.7242 375.4166 493 0.03568649 0.2700616
Moved 182.7397 367.8154 494.2369 0.0180912 0.2732431
Moved 182.7545 357.2769 495.6747 -0.006303588 0.2769411
Moved 182.7695 347.2411 496 -0.0295344 0.2777777
Moved 182.7851 340.5 497.5 -0.0451389 0.2816358
Moved 182.8011 335.5359 497 -0.05662972 0.2803498
Moved 182.8159 330.6055 497 -0.06804287 0.2803498
Moved 182.8314 326.2841 497.572 -0.07804602 0.2818208
Moved 182.8469 322.9762 498 -0.08570324 0.2829217
Moved 182.8643 319.5493 498 -0.09363577 0.2829217
Moved 182.8784 317.2212 498 -0.09902503 0.2829217
Moved 182.8932 314.3438 498 -0.1056857 0.2829217
Moved 182.9099 312.3497 498 -0.1103017 0.2829217
Moved 182.9244 310.2604 498 -0.1151379 0.2829217
Moved 182.9399 308.6919 498 -0.1187688 0.2829217
