my bare face in the wind
Basic
0.4 0.4
288 86.39999
Began 181.8371 463 349 0.3576389 -0.4513885
Stationary 181.8591 463 349 0.3576389 -0.4513885
Stationary 181.8757 463 349 0.3576389 -0.4513885
Stationary 181.8902 463 349 0.3576389 -0.4513885
Stationary 181.9025 463 349 0.3576389 -0.4513885
Stationary 181.9175 463 349 0.3576389 -0.4513885
Stationary 181.9332 463 349 0.3576389 -0.4513885
Moved 181.9488 450.6344 349 0.3147028 -0.4513885
Moved 181.9655 450.0658 356.9671 0.3127283 -0.3591771
Moved 181.9805 447.1852 359.8149 0.3027261 -0.3262167
Moved 181.9964 443.4702 361.8433 0.289827 -0.30274
Moved 182.0128 440.4286 364.5714 0.2792661 -0.2711649
Moved 182.0275 436.5498 367.4502 0.2657979 -0.237845
Moved 182.0432 432.5043 370.3304 0.2517511 -0.2045088
Moved 182.0573 430 373 0.2430555 -0.1736111
Moved 182.0734 426.8718 375.4188 0.2321936 -0.1456155
Moved 182.0893 423.7074 378.2927 0.2212061 -0.1123534
Moved 182.1046 420.2256 381.1829 0.2091168 -0.07890101
Moved 182.1205 417.9672 383.0328 0.201275 -0.05749137
Moved 182.1345 415.0624 385.9376 0.1911891 -0.02387047
Moved 182.1503 412.1738 387.8262 0.1811589 -0.002011016
Moved 182.1664 409.2935 389.3533 0.171158 0.01566286
Moved 182.1813 407.3824 391.6176 0.1645222 0.04187072
Moved 182.1957 402.3943 394.7371 0.1472023 0.07797629
Moved 182.2117 399.3816 397.6184 0.1367417 0.1113243
Moved 182.2277 395.5042 400.4958 0.1232783 0.1446279
Moved 182.2418 392.6267 402.1866 0.1132873 0.1641976
Moved 182.2577 389.7429 404.6286 0.1032738 0.1924607
Moved 182.2741 386.8664 406.0668 0.09328619 0.2091065
Moved 182.289 385.8624 408.2753 0.0897999 0.2346675
Moved 182.3028 383.3746 409.6254 0.08116185 0.2502945
Moved 182.3191 381.9435 411.0565 0.07619276 0.266858
Moved 182.3352 379.4971 412.5029 0.06769821 0.2835989
Moved 182.3503 378.0567 413 0.06269678 0.2893519
Moved 182.3659 376.6207 414.3793 0.05771085 0.3053158
Moved 182.3802 375.1695 415.8305 0.05267188 0.3221123
Moved 182.3959 374.0678 416 0.0488466 0.3240739
Moved 182.4127 372.6524 417.3476 0.04393205 0.3396714
