he is still on our team
Basic
0.4 0.4
288 86.39999
Began 624.3771 427 395 0.2326389 0.08101869
Stationary 624.3884 427 395 0.2326389 0.08101869
Stationary 624.4008 427 395 0.2326389 0.08101869
Stationary 624.4157 427 395 0.2326389 0.08101869
Stationary 624.4312 427 395 0.2326389 0.08101869
Stationary 624.4466 427 395 0.2326389 0.08101869
Stationary 624.4622 427 395 0.2326389 0.08101869
Stationary 624.4775 427 395 0.2326389 0.08101869
Stationary 624.4926 427 395 0.2326389 0.08101869
Stationary 624.5071 427 395 0.2326389 0.08101869
Stationary 624.5229 427 395 0.2326389 0.08101869
Stationary 624.538 427 395 0.2326389 0.08101869
Stationary 624.5541 427 395 0.2326389 0.08101869
Stationary 624.5714 427 395 0.2326389 0.08101869
Stationary 624.5917 427 395 0.2326389 0.08101869
Stationary 624.6025 427 395 0.2326389 0.08101869
Stationary 624.6163 427 395 0.2326389 0.08101869
Moved 624.631 417.5233 395 0.1997338 0.08101869
Moved 624.6465 414.3614 395 0.1887548 0.08101869
Moved 624.665 410.0414 395 0.1737547 0.08101869
Moved 624.6784 402.8747 395 0.1488706 0.08101869
Moved 624.6947 396.5336 395 0.1268527 0.08101869
Moved 624.709 389.4734 395 0.1023383 0.08101869
Moved 624.7246 384.4734 395 0.08497699 0.08101869
Moved 624.7408 374.7668 395 0.05127355 0.08101869
Moved 624.756 365.0017 395 0.01736715 0.08101869
Moved 624.7732 356.3793 395 -0.01257188 0.08101869
Moved 624.7868 346.8365 395 -0.04570678 0.08101869
Moved 624.8022 339.9831 402.6034 -0.06950326 0.1690206
Moved 624.8192 333.8271 404.0432 -0.09087829 0.1856853
Moved 624.8343 328.5813 405.0837 -0.1090926 0.1977286
Moved 624.8493 321.5 406.5 -0.1336806 0.2141206
Moved 624.8649 317.024 406.992 -0.1492222 0.2198149
Moved 624.8792 312.7079 408.4307 -0.1642086 0.2364665
Moved 624.8946 308.3991 408.8669 -0.1791698 0.2415159
Moved 624.9095 304.0841 409 -0.1941525 0.2430559
Moved 624.9242 301.5118 410 -0.203084 0.2546296
Moved 624.9402 299.2181 410.8909 -0.2110482 0.2649412
Moved 624.9558 297.7023 411 -0.2163114 0.2662037
Moved 624.9707 295.2645 412 -0.2247762 0.2777779
Moved 624.9859 292.6581 413.171 -0.2338259 0.2913307
