the dow jones index has risen
Basic
0.8 0.8
575.9999 172.8
Began 485.1773 357 435 -0.005208328 0.2719908
Stationary 485.1973 357 435 -0.005208328 0.2719908
Stationary 485.2135 357 435 -0.005208328 0.2719908
Stationary 485.2279 357 435 -0.005208328 0.2719908
Stationary 485.2418 357 435 -0.005208328 0.2719908
Stationary 485.26 357 435 -0.005208328 0.2719908
Moved 485.2732 369.0271 435 0.01567207 0.2719908
Moved 485.2898 372.4499 435 0.02161436 0.2719908
Moved 485.3071 376.5657 435 0.02875999 0.2719908
Moved 485.3208 379.8905 435 0.0345321 0.2719908
Moved 485.3359 383.15 435 0.04019089 0.2719908
Moved 485.3512 385.5148 435 0.04429653 0.2719908
Moved 485.3682 386.9576 435 0.04680141 0.2719908
Moved 485.3815 389.7932 435 0.05172423 0.2719908
Moved 485.397 390.634 435 0.05318395 0.2719908
Moved 485.4127 391.9576 435 0.05548201 0.2719908
Moved 485.4282 392.5 435 0.05642362 0.2719908
Moved 485.4424 393.8409 435 0.05875162 0.2719908
Moved 485.459 394.5 435 0.05989581 0.2719908
Moved 485.4738 395 435 0.06076388 0.2719908
Moved 485.4896 396.1647 435 0.06278597 0.2719908
Stationary 485.5042 396.1647 435 0.06278597 0.2719908
Stationary 485.5188 396.1647 435 0.06278597 0.2719908
Stationary 485.5339 396.1647 435 0.06278597 0.2719908
Stationary 485.5498 396.1647 435 0.06278597 0.2719908
Stationary 485.5671 396 435 0.06250001 0.2719908
Stationary 485.5821 396 435 0.06250001 0.2719908
Stationary 485.5972 396 435 0.06250001 0.2719908
Stationary 485.6129 396 435 0.06250001 0.2719908
Stationary 485.6279 396 435 0.06250001 0.2719908
Moved 485.6428 389.5766 435 0.05134828 0.2719908
Moved 485.6588 386.279 435 0.04562325 0.2719908
Moved 485.6745 384.399 435 0.04235946 0.2719908
Moved 485.69 381.5203 435 0.03736153 0.2719908
Moved 485.705 378.6333 435 0.03234952 0.2719908
Moved 485.7198 374.6308 435 0.02540074 0.2719908
Moved 485.7354 372.6574 435 0.02197474 0.2719908
Moved 485.7519 369.6484 435 0.01675077 0.2719908
Moved 485.768 366.759 435 0.01173429 0.2719908
Moved 485.781 364.4379 435 0.007704645 0.2719908
Moved 485.7982 361.9933 435 0.003460571 0.2719908
Moved 485.8147 359.1075 435 -0.00154946 0.2719908
Moved 485.8306 356.2218 435 -0.006559416 0.2719908
Moved 485.8441 354.0535 435 -0.01032378 0.2719908
Moved 485.8622 352.5978 435 -0.01285109 0.2719908
Moved 485.8752 349.1633 435 -0.01881372 0.2719908
Moved 485.8903 346.4301 435 -0.02355877 0.2719908
Moved 485.9057 344.273 435 -0.0273038 0.2719908
Moved 485.921 341.6618 435 -0.03183708 0.2719908
Moved 485.9362 340.3863 435 -0.03405154 0.2719908
Moved 485.952 339.2039 435 -0.03610436 0.2719908
Moved 485.9675 337.8281 435 -0.03849283 0.2719908
Moved 485.9818 336.3841 435 -0.04099984 0.2719908
Moved 485.998 334.9454 435 -0.04349757 0.2719908
Stationary 486.0153 334.9454 435 -0.04349757 0.2719908
Moved 486.0299 333.6255 435 -0.04578907 0.2719908
Moved 486.0443 332.8151 435 -0.04719607 0.2719908
Stationary 486.0619 333 435 -0.04687499 0.2719908
Moved 486.0744 332.0878 435 -0.04845869 0.2719908
Moved 486.0898 331.5 435 -0.04947916 0.2719908
Moved 486.1061 332 442 -0.04861112 0.3125
Moved 486.1214 330.7631 442 -0.05075853 0.3125
Moved 486.1381 331 443.5 -0.05034722 0.3211805
Stationary 486.1511 331 443.5 -0.05034722 0.3211805
Stationary 486.1672 331 443.5 -0.05034722 0.3211805
Moved 486.1821 331 444.1627 -0.05034722 0.3250158
Stationary 486.1976 331 444 -0.05034722 0.3240742
Stationary 486.218 331 444 -0.05034722 0.3240742
Moved 486.2307 331 445.3745 -0.05034722 0.3320285
Stationary 486.2441 331 445 -0.05034722 0.3298611
Moved 486.2606 337.4762 445 -0.03910378 0.3298611
Moved 486.2758 342.1074 445 -0.03106359 0.3298611
Moved 486.2903 346.4201 445 -0.02357617 0.3298611
Moved 486.3067 351.66 436.17 -0.0144792 0.2787618
Moved 486.322 357.3846 433.3077 -0.004540607 0.2621973
Moved 486.3378 361.3622 429.4252 0.002364963 0.239729
Moved 486.3553 365.6979 426.5347 0.009892135 0.2230019
Moved 486.3682 368.3456 423.6544 0.01448885 0.2063334
Moved 486.3832 372.3454 420.7697 0.02143301 0.1896396
Moved 486.3991 375.4073 418.7285 0.0267487 0.1778271
Moved 486.4161 378.2639 414.7361 0.03170818 0.1547228
Moved 486.4293 381.1435 411.8565 0.03670737 0.1380585
Moved 486.4449 384 409 0.0416667 0.121528
Moved 486.4606 384.9549 407.0901 0.04332453 0.1104754
Moved 486.4754 387.8032 405.5984 0.04826948 0.1018425
Moved 486.4903 388.8429 403.3141 0.05007453 0.08862354
Moved 486.5097 389.9681 402.0319 0.05202799 0.08120333
Moved 486.5228 391.3966 399.2068 0.05450792 0.06485453
Moved 486.5381 393.7004 397.2996 0.05850761 0.05381725
Moved 486.5526 395.2948 395.7053 0.06127565 0.04459063
Moved 486.5676 396.7301 394.2699 0.0637675 0.03628413
Moved 486.5837 398.1791 392.8209 0.0662832 0.02789851
Moved 486.599 399.6205 391.3795 0.06878555 0.0195573
Moved 486.6207 402.1487 388.8514 0.07317475 0.004927052
Stationary 486.63 402.1487 388.8514 0.07317475 0.004927052
Moved 486.6457 402.5919 387.408 0.07394433 -0.00342581
Moved 486.6606 404.029 385.9711 0.07643916 -0.01174141
Moved 486.6758 405.4761 384.5239 0.07895163 -0.02011652
Moved 486.691 406.915 384.085 0.08144974 -0.0226563
Moved 486.7064 408.3577 382.6423 0.08395425 -0.03100501
Moved 486.7306 410.5 380.5 0.08767358 -0.04340278
Stationary 486.7406 410.5 380.5 0.08767358 -0.04340278
Moved 486.7522 411.1917 379.8083 0.0888744 -0.04740538
Moved 486.7682 412.8262 379 0.09171217 -0.05208316
Moved 486.7833 414.2691 377.7309 0.09421713 -0.05942769
Moved 486.7986 415 377.2966 0.09548611 -0.06194062
Moved 486.8143 416.1462 377 0.09747609 -0.06365741
Moved 486.8296 416 375.5 0.09722225 -0.07233796
Moved 486.8445 417 375 0.09895831 -0.07523149
Moved 486.8617 417 373.8655 0.09895831 -0.08179665
Stationary 486.875 417 373.8655 0.09895831 -0.08179665
Moved 486.8904 417 372.6255 0.09895831 -0.08897252
Stationary 486.9086 417 372.6255 0.09895831 -0.08897252
Stationary 486.924 417 372.6255 0.09895831 -0.08897252
Stationary 486.9397 417 372.6255 0.09895831 -0.08897252
Moved 486.9534 408.4567 373 0.08412629 -0.08680555
Moved 486.9693 401.5368 373 0.07211253 -0.08680555
Moved 486.9845 395.7638 373 0.06208993 -0.08680555
Moved 487.0006 390.0035 378.9929 0.05208946 -0.05212413
Moved 487.0161 384.2325 382.1919 0.04207022 -0.03361172
Moved 487.0316 378.4721 384.632 0.0320696 -0.01949098
Moved 487.0463 372.701 387.1495 0.02205029 -0.004922019
Moved 487.062 368.4109 389.2946 0.01460224 0.007491642
