the dow jones index has risen
Basic
0.8 0.8
575.9999 172.8
Began 202.5636 356 484 -0.006944462 0.5555556
Stationary 202.5802 356 484 -0.006944462 0.5555556
Stationary 202.5939 356 484 -0.006944462 0.5555556
Stationary 202.6099 356 484 -0.006944462 0.5555556
Stationary 202.6259 356 484 -0.006944462 0.5555556
Stationary 202.6408 356 484 -0.006944462 0.5555556
Stationary 202.6575 356 484 -0.006944462 0.5555556
Moved 202.6735 356 470.4221 -0.006944462 0.47698
Moved 202.6888 356 466.9712 -0.006944462 0.4570093
Moved 202.7032 364.7987 461.805 0.008331165 0.4271123
Moved 202.7199 367.4726 457.2911 0.01297317 0.4009905
Moved 202.7334 368.6776 451.9671 0.01506537 0.3701799
Moved 202.7496 371.2347 446.5306 0.01950465 0.338719
Moved 202.7655 373.1121 442.3319 0.02276398 0.3144208
Moved 202.7806 374.9948 439.0103 0.0260327 0.2951986
Moved 202.7959 376.0939 435.7183 0.02794072 0.2761477
Moved 202.8121 378.1357 432.2965 0.03148548 0.2563457
Moved 202.8271 379 428.9875 0.0329861 0.2371965
Moved 202.8417 380.4532 426.0936 0.03550902 0.2204489
Moved 202.8581 382.8916 423.2168 0.03974237 0.2038009
Moved 202.8734 383 421.6613 0.03993057 0.1947992
Moved 202.8979 385.9085 415.183 0.04497997 0.1573093
Moved 202.9113 387.3168 413.6832 0.04742496 0.1486299
Stationary 202.9209 387.3168 413.6832 0.04742496 0.1486299
Moved 202.9339 388.7605 410.4791 0.04993133 0.1300872
Moved 202.9503 389 407.5724 0.05034722 0.1132666
Moved 202.9678 390.6501 404.6998 0.05321197 0.09664253
Moved 202.9808 393.1776 400.7335 0.05760007 0.07368936
Moved 202.9965 394.5 399.5 0.05989581 0.06655101
Moved 203.0141 395.7108 397.2892 0.06199792 0.05375712
Moved 203.0266 397.0432 395.9568 0.0643111 0.0460464
Moved 203.0423 398.4862 393.0276 0.06681628 0.02909519
Moved 203.0581 399.9264 392.0736 0.06931663 0.02357403
Moved 203.0742 401.3652 390.6348 0.07181458 0.01524749
Moved 203.0876 403 389.1938 0.0746528 0.006908664
Moved 203.1032 404.2455 387.7545 0.07681503 -0.001420533
Moved 203.1198 407 386.5 0.08159719 -0.008680467
Moved 203.1347 406.8033 385.1967 0.08125581 -0.01622315
Moved 203.1504 408.2427 383.7573 0.08375473 -0.02455287
Moved 203.1698 409.6843 383 0.08625738 -0.02893518
Moved 203.1818 411.123 381.877 0.08875519 -0.03543377
Moved 203.1962 411.5662 381 0.08952468 -0.04050926
Moved 203.2129 412 379.9938 0.09027779 -0.04633197
Stationary 203.2287 412 379.9938 0.09027779 -0.04633197
Moved 203.2433 412 378.7731 0.09027779 -0.05339622
Moved 203.2575 412 377.0306 0.09027779 -0.06347992
Moved 203.2732 412 376.5 0.09027779 -0.06655075
Moved 203.288 412 376 0.09027779 -0.06944462
Moved 203.3034 412 374.7012 0.09027779 -0.07696046
Moved 203.3196 394.3098 375 0.05956568 -0.07523149
Moved 203.3356 383.6964 375 0.04113957 -0.07523149
Moved 203.3509 372.632 375 0.02193056 -0.07523149
Moved 203.3662 359.9617 375 -6.649642E-05 -0.07523149
Moved 203.3807 349.6163 383.3837 -0.0180272 -0.02671471
Moved 203.3972 339.7976 384.6405 -0.03507365 -0.01944145
Moved 203.4126 330.438 387.1606 -0.05132299 -0.004857734
Moved 203.4272 322.8861 390.038 -0.06443389 0.01179377
Moved 203.4415 312.3599 393.8651 -0.08270852 0.03394127
Moved 203.4607 302.5318 399.2601 -0.09977113 0.06516245
Moved 203.4751 292.9286 403.5357 -0.1164433 0.08990561
Moved 203.4893 285.2122 407.8726 -0.1298398 0.1150036
Moved 203.505 276.6452 410.7849 -0.1447132 0.1318572
Moved 203.5204 270.0507 414.6498 -0.156162 0.1542232
Moved 203.5363 263.9496 417.5252 -0.1667542 0.1708636
Moved 203.5508 258.1866 419.4067 -0.1767594 0.1817516
Moved 203.5667 254.4875 420.8375 -0.1831815 0.190032
Moved 203.5814 250.3279 423.4481 -0.190403 0.2051395
Moved 203.5978 246.6846 424.6577 -0.1967282 0.2121395
Moved 203.6125 242.6882 426.1039 -0.2036664 0.2205089
Moved 203.6269 239.9159 427.5421 -0.2084793 0.2288312
Moved 203.6431 237.0444 428.9778 -0.2134645 0.2371399
Moved 203.6597 234.1427 430.4286 -0.2185022 0.2455363
Moved 203.6741 233.3459 430.6542 -0.2198857 0.2468414
Moved 203.6899 232.0167 431 -0.2221932 0.2488425
Moved 203.7042 230.5778 432.4222 -0.2246913 0.2570728
Moved 203.7209 229.1362 433.8638 -0.227194 0.2654153
Moved 203.7359 226.3875 434 -0.2319661 0.2662038
Moved 203.7511 225.2852 435.7148 -0.2338798 0.2761273
Moved 203.7724 222.5 437 -0.2387153 0.2835649
Stationary 203.7831 222.5 437 -0.2387153 0.2835649
Moved 203.797 222.3138 438.6863 -0.2390386 0.2933235
Moved 203.8129 220.8741 439 -0.2415379 0.295139
Moved 203.8285 220.4305 440.5695 -0.2423081 0.3042215
Moved 203.843 218.9967 442.0034 -0.2447974 0.3125195
Stationary 203.8589 218.9967 442.0034 -0.2447974 0.3125195
Moved 203.8732 218 443 -0.2465278 0.318287
Stationary 203.8896 218 443 -0.2465278 0.318287
Moved 203.905 218 444.2049 -0.2465278 0.3252598
Ended 203.9194 218 444 -0.2465278 0.3240742
Began 204.4711 247 383 -0.1961806 -0.02893518
Stationary 204.4906 247 383 -0.1961806 -0.02893518
Stationary 204.5064 247 383 -0.1961806 -0.02893518
Stationary 204.5205 247 383 -0.1961806 -0.02893518
Stationary 204.5358 247 383 -0.1961806 -0.02893518
Stationary 204.5501 247 383 -0.1961806 -0.02893518
Stationary 204.5655 247 383 -0.1961806 -0.02893518
Stationary 204.5814 247 383 -0.1961806 -0.02893518
Stationary 204.5971 247 383 -0.1961806 -0.02893518
Stationary 204.6124 247 383 -0.1961806 -0.02893518
Stationary 204.6276 247 383 -0.1961806 -0.02893518
Stationary 204.6433 247 383 -0.1961806 -0.02893518
Moved 204.6612 257.3252 383 -0.1782548 -0.02893518
Moved 204.6741 259.7612 383 -0.1740257 -0.02893518
Moved 204.6904 261.7586 383 -0.170558 -0.02893518
Moved 204.7063 264.548 383 -0.1657152 -0.02893518
Moved 204.7217 267.4369 383 -0.1606998 -0.02893518
Moved 204.7374 270.3144 383 -0.1557042 -0.02893518
Moved 204.7521 273.1976 383 -0.1506986 -0.02893518
Moved 204.7676 275.0405 383 -0.1474991 -0.02893518
Moved 204.7837 277.9582 383 -0.1424337 -0.02893518
Moved 204.7992 280.387 383 -0.138217 -0.02893518
Moved 204.8159 284.0954 383 -0.1317787 -0.02893518
Moved 204.8295 288.4203 383 -0.1242702 -0.02893518
Moved 204.8448 293.6488 383 -0.115193 -0.02893518
Moved 204.86 298.0645 395.1934 -0.107527 0.04162841
Moved 204.8753 305.9625 395.3775 -0.0938151 0.04269388
Moved 204.8946 311.9391 398.4695 -0.08343908 0.06058772
Moved 204.9062 320 401 -0.06944444 0.0752314
Moved 204.9215 325.5842 403.5281 -0.05974966 0.08986146
