parking lot is full of trucks
Basic
0.6 0.6
432 129.6
Began 417.4342 575 475 0.4976852 0.6712963
Stationary 417.4581 575 475 0.4976852 0.6712963
Stationary 417.4686 575 475 0.4976852 0.6712963
Stationary 417.4823 575 475 0.4976852 0.6712963
Stationary 417.4981 575 475 0.4976852 0.6712963
Stationary 417.5128 575 475 0.4976852 0.6712963
Stationary 417.5286 575 475 0.4976852 0.6712963
Moved 417.545 559.4383 475 0.4616627 0.6712963
Moved 417.5607 557.41 475 0.4569675 0.6712963
Moved 417.5765 552.9641 475 0.446676 0.6712963
Moved 417.5914 546.1134 475 0.4308181 0.6712963
Moved 417.607 542.0479 475 0.4214072 0.6712963
Moved 417.6222 535.5159 475 0.4062867 0.6712963
Moved 417.6392 530.1332 475 0.393827 0.6712963
Moved 417.6528 523.6768 475 0.3788814 0.6712963
Moved 417.6686 519.4236 475 0.3690362 0.6712963
Moved 417.6842 512.865 475 0.3538541 0.6712963
Moved 417.6988 508.6328 475 0.3440575 0.6712963
Moved 417.7146 503.1711 475 0.3314146 0.6712963
Moved 417.7301 499.0324 475 0.3218342 0.6712963
Moved 417.7459 492.5466 475 0.3068209 0.6712963
Moved 417.7609 485.7338 467.6273 0.2910505 0.6144085
Moved 417.7773 478.8869 465.1548 0.2752012 0.5953304
Moved 417.7935 473.5066 463.5028 0.2627468 0.5825834
Moved 417.8074 465.6962 461.1392 0.244667 0.5643458
Moved 417.8222 457.6457 458.5485 0.2260316 0.5443559
Moved 417.8387 448.843 456.4061 0.2056552 0.5278252
Moved 417.8552 437.3671 453.1224 0.1790905 0.5024875
Moved 417.869 427.7274 450.3507 0.1567763 0.4811014
Moved 417.8837 415.157 447.6163 0.1276783 0.4600021
Moved 417.8999 405.7946 443.7976 0.1060062 0.4305371
Moved 417.9154 391.8802 439.6946 0.0737967 0.3988781
Moved 417.9306 379.8656 437.0812 0.04598518 0.3787132
Moved 417.948 364.5711 431.5237 0.01058122 0.3358309
Moved 417.9633 352.2622 428.6138 -0.01791164 0.3133783
Moved 417.9782 340.5145 425.8786 -0.04510527 0.2922732
Moved 417.9921 330.5176 423.1479 -0.06824623 0.2712028
Moved 418.0079 320.9843 420.4241 -0.09031416 0.2501858
Moved 418.0237 314.4312 418.5518 -0.1054834 0.2357389
Moved 418.0391 308.3344 417.3336 -0.1195962 0.2263395
Moved 418.0562 301.8174 415.9635 -0.1346819 0.215768
Moved 418.0689 294.9918 414.5983 -0.1504821 0.2052339
Moved 418.0847 289.9208 414 -0.1622203 0.2006174
Moved 418.1003 285.6129 412.871 -0.1721924 0.1919057
Moved 418.1161 281.5144 411.5048 -0.1816796 0.1813644
Moved 418.1309 278.6843 411.3422 -0.1882308 0.1801094
Moved 418.1468 274.3385 411 -0.1982904 0.1774691
Moved 418.1617 268.864 408.432 -0.2109629 0.1576545
Moved 418.1776 264.6993 408 -0.2206034 0.154321
Moved 418.1923 259.9443 406.9861 -0.2316104 0.1464976
Moved 418.208 255.884 405.628 -0.2410093 0.1360183
Moved 418.2239 251.784 404.2614 -0.2504999 0.1254734
Moved 418.2392 246.6049 402.9012 -0.2624888 0.1149786
Moved 418.256 244.797 403 -0.2666736 0.1157407
Moved 418.2792 237.2732 401.1366 -0.2840898 0.1013626
Moved 418.292 233.3247 401 -0.2932299 0.1003085
Stationary 418.303 233.3247 401 -0.2932299 0.1003085
Moved 418.3163 230.2313 400 -0.3003904 0.09259272
Moved 418.3318 227.0924 399.0462 -0.3076564 0.08523329
Moved 418.3466 224.3688 399 -0.3139612 0.08487666
Moved 418.3619 222 397.5 -0.3194444 0.07330247
Moved 418.3775 219.4826 397.2413 -0.3252718 0.07130635
Moved 418.3928 215.6205 397 -0.3342117 0.06944469
Moved 418.4089 214.5205 395.5204 -0.3367582 0.05802814
Moved 418.4247 210.3024 395 -0.3465224 0.05401247
Moved 418.4406 207.5781 393.7891 -0.3528284 0.04466869
Moved 418.4539 204.8439 392.422 -0.3591576 0.03412047
Moved 418.4692 201.1808 391.0602 -0.3676371 0.02361321
Moved 418.4863 199.0171 391 -0.3726456 0.02314815
Moved 418.5039 197.6458 389.6458 -0.37582 0.01269917
Moved 418.516 194.5648 389 -0.3829519 0.007716286
Moved 418.5316 192.9177 387.9177 -0.3867645 -0.000634841
Moved 418.5483 190.1047 387.5524 -0.393276 -0.003453832
Moved 418.5637 188.1891 387 -0.3977103 -0.007715932
Moved 418.5782 186.8243 387 -0.4008696 -0.007715932
Moved 418.594 184 385.5 -0.4074074 -0.01929012
Moved 418.6098 182.8927 386 -0.4099706 -0.0154321
Moved 418.6251 181.0747 385.0747 -0.414179 -0.02257171
Moved 418.6393 178.4314 385 -0.4202978 -0.02314815
Stationary 418.6563 178.4314 385 -0.4202978 -0.02314815
Moved 418.6693 176.9862 385 -0.4236431 -0.02314815
Moved 418.6855 175.6244 385 -0.4267954 -0.02314815
Moved 418.7005 174.2585 385 -0.4299571 -0.02314815
Stationary 418.716 174 385 -0.4305556 -0.02314815
Stationary 418.7317 174 385 -0.4305556 -0.02314815
Moved 418.7476 172.5 385 -0.4340278 -0.02314815
Moved 418.7627 172.1067 385 -0.4349383 -0.02314815
Moved 418.778 171.5 385 -0.4363426 -0.02314815
Stationary 418.7929 171.5 385 -0.4363426 -0.02314815
Moved 418.8103 172 385 -0.4351852 -0.02314815
Stationary 418.8249 172 385 -0.4351852 -0.02314815
Stationary 418.8405 172 385 -0.4351852 -0.02314815
Moved 418.8576 181.2499 393.4999 -0.4137734 0.04243792
Moved 418.8713 185.3371 396.2247 -0.4043123 0.06346256
Moved 418.8878 189.4339 400.434 -0.3948288 0.09594106
Moved 418.9028 195.3845 403.5384 -0.3810543 0.1198952
Moved 418.9168 202.0089 407.6053 -0.3657201 0.1512761
Moved 418.9319 207.8555 409.5711 -0.3521862 0.1664438
Moved 418.9493 212.9047 411.4524 -0.3404983 0.18096
Moved 418.9639 220.0459 415.0229 -0.3239679 0.2085105
Moved 418.9789 225.4921 417.746 -0.311361 0.229522
Moved 418.9944 231.6886 420.7377 -0.2970172 0.252606
