come and see our new car
Basic
0.8 0.8
575.9999 518.4
Began 143.4801 269 249 -0.1579861 -0.2681327
Stationary 143.5101 269 249 -0.1579861 -0.2681327
Stationary 143.5221 269 249 -0.1579861 -0.2681327
Stationary 143.5318 269 249 -0.1579861 -0.2681327
Stationary 143.5441 269 249 -0.1579861 -0.2681327
Stationary 143.559 269 249 -0.1579861 -0.2681327
Stationary 143.5775 269 249 -0.1579861 -0.2681327
Stationary 143.5913 269 249 -0.1579861 -0.2681327
Stationary 143.6092 269 249 -0.1579861 -0.2681327
Stationary 143.6225 269 249 -0.1579861 -0.2681327
Stationary 143.6373 269 249 -0.1579861 -0.2681327
Stationary 143.653 269 249 -0.1579861 -0.2681327
Stationary 143.668 269 249 -0.1579861 -0.2681327
Stationary 143.6834 269 249 -0.1579861 -0.2681327
Stationary 143.699 269 249 -0.1579861 -0.2681327
Stationary 143.715 269 249 -0.1579861 -0.2681327
Stationary 143.7297 269 249 -0.1579861 -0.2681327
Stationary 143.7455 269 249 -0.1579861 -0.2681327
Stationary 143.7608 269 249 -0.1579861 -0.2681327
Stationary 143.7754 269 249 -0.1579861 -0.2681327
Stationary 143.791 269 249 -0.1579861 -0.2681327
Stationary 143.8064 269 249 -0.1579861 -0.2681327
Stationary 143.8312 269 249 -0.1579861 -0.2681327
Moved 143.8444 258.7737 241 -0.17574 -0.2835648
Stationary 143.8543 258.7737 241 -0.17574 -0.2835648
Moved 143.8685 257.3338 240 -0.17824 -0.2854939
Stationary 143.8857 257 240 -0.1788194 -0.2854939
Moved 143.9012 255.5 238.5 -0.1814236 -0.2883874
Moved 143.915 254.3395 238.3395 -0.1834384 -0.288697
Stationary 143.9314 254 238 -0.1840278 -0.2893519
Moved 143.9453 252.5 238 -0.1866319 -0.2893519
Moved 143.961 253 236.5 -0.1857639 -0.2922453
Moved 143.9761 251.7872 237 -0.1878694 -0.2912808
Stationary 143.9934 251.7872 237 -0.1878694 -0.2912808
Moved 144.0075 252 236 -0.1875 -0.2932099
Stationary 144.0228 252 236 -0.1875 -0.2932099
Stationary 144.0376 252 236 -0.1875 -0.2932099
Stationary 144.0537 252 236 -0.1875 -0.2932099
Moved 144.0698 262.851 243.1273 -0.1686615 -0.2794612
Moved 144.0843 272.0835 255.2383 -0.1526328 -0.256099
Moved 144.0999 279.9344 261.9344 -0.1390027 -0.2431821
Moved 144.1145 289.1634 269.1167 -0.1229803 -0.2293273
Moved 144.1314 295.7525 275.7525 -0.1115408 -0.2165269
Moved 144.1471 307.6679 287.6678 -0.09085439 -0.193542
Moved 144.1622 316.3118 297.3638 -0.07584758 -0.1748384
Moved 144.1777 324.9343 304.9343 -0.06087802 -0.1602349
Moved 144.1951 333.5284 314.4498 -0.04595768 -0.1418793
Moved 144.2075 343.5436 323.1802 -0.02857007 -0.1250382
Moved 144.2224 352.6762 334.4871 -0.01271497 -0.1032271
Moved 144.2386 359.5947 341.5947 -0.0007037073 -0.08951651
Moved 144.2544 369.4364 350.0883 0.01638256 -0.07313216
Moved 144.2702 379.765 358.9709 0.03431424 -0.05599757
Moved 144.2853 389.5656 367.3419 0.05132906 -0.03984975
Moved 144.3 398.9973 377.6635 0.06770364 -0.01993939
Moved 144.3169 408.5289 386.4534 0.08425161 -0.002983529
Moved 144.3306 418.5 396.5 0.1015625 0.0163966
Moved 144.3471 425.2188 403.2188 0.113227 0.02935715
Moved 144.3623 433.25 411.25 0.1271701 0.0448495
Moved 144.3778 440.3174 419.7809 0.1394399 0.06130568
Moved 144.395 448.6514 428.4771 0.1539087 0.07808075
Moved 144.4084 454.3922 434.3922 0.1638753 0.08949099
Moved 144.4283 460.1536 441.1536 0.1738778 0.1025338
Moved 144.4421 465.9485 448.1857 0.1839384 0.1160988
Moved 144.4558 469.5 453 0.1901042 0.1253857
Moved 144.4694 473.3719 458.1625 0.1968261 0.1353442
Moved 144.4849 477.6987 461.4658 0.204338 0.1417163
Moved 144.5007 482.0129 467.0129 0.211828 0.1524169
Moved 144.516 484.1129 469.1129 0.2154738 0.1564678
Moved 144.5325 487.6283 472.6283 0.2215769 0.163249
Moved 144.5471 490.9743 477.9485 0.2273859 0.1735118
Moved 144.5623 493.8518 480.8518 0.2323816 0.1791122
Moved 144.5776 496.5472 484.5472 0.2370612 0.1862407
Moved 144.5946 500.8676 489.8234 0.2445617 0.1964186
Moved 144.608 503.7972 494.1958 0.2496479 0.2048529
Moved 144.6245 505.6781 498.5172 0.2529134 0.2131889
Moved 144.6419 508.5852 502.8777 0.2579604 0.2216005
Moved 144.6554 509.7279 505.4559 0.2599443 0.2265737
Moved 144.6712 512.3335 508.3335 0.2644679 0.2321248
Moved 144.6859 513.225 510.45 0.2660156 0.2362074
Moved 144.7013 515.7352 514.4703 0.2703735 0.2439627
Moved 144.7167 517.1724 517.3447 0.2728687 0.2495074
Moved 144.7315 519.611 520.2219 0.2771024 0.2550577
Moved 144.7481 522.0883 523.0883 0.2814033 0.2605869
Moved 144.764 523.4857 525.9714 0.2838293 0.2661486
Moved 144.7788 524.9273 527.9273 0.2863321 0.2699215
Moved 144.7948 527.0491 529.0246 0.2900158 0.2720381
Moved 144.8083 528.4716 531.9432 0.2924854 0.2776682
Moved 144.8249 530.8314 533.8314 0.2965823 0.2813105
Moved 144.8403 532.3509 536.7018 0.2992203 0.2868475
Moved 144.8559 533.794 537.794 0.3017257 0.2889544
Moved 144.8713 535.2357 538 0.3042287 0.2893518
Moved 144.8873 538.3477 541.3477 0.3096314 0.2958094
Moved 144.9014 539.8152 544.4458 0.3121792 0.3017858
Moved 144.9176 542.3868 546.1934 0.3166438 0.305157
Moved 144.932 544.2601 547.63 0.319896 0.3079282
Moved 144.9478 546.0698 550.1396 0.3230379 0.3127692
Moved 144.9631 547.5129 550.5129 0.3255432 0.3134893
Moved 144.979 549.9116 551 0.3297076 0.3144289
Moved 144.9936 551.3946 552.3946 0.3322822 0.3171191
Moved 145.0093 552.5 553.5 0.3342014 0.3192515
Moved 145.0246 553.9531 554 0.3367242 0.320216
Moved 145.0399 556.7915 555.3958 0.3416519 0.3229083
Moved 145.0603 556.8315 555 0.3417213 0.322145
Moved 145.0722 558.2765 555 0.34423 0.322145
Moved 145.0874 559.5 555 0.3463542 0.322145
Moved 145.1027 560.0762 555 0.3473545 0.322145
Stationary 145.1174 560 555 0.3472222 0.322145
Moved 145.1322 561.6785 555 0.3501362 0.322145
Moved 145.1487 562.5 555 0.3515625 0.322145
Moved 145.1632 562.5757 555 0.351694 0.322145
Moved 145.1789 563 547.8899 0.3524306 0.3084295
Moved 145.1949 563 545.0827 0.3524306 0.3030144
Moved 145.2099 563 537.5229 0.3524306 0.2884314
Moved 145.2254 563 526.1982 0.3524306 0.266586
Moved 145.2406 552.0563 515.3204 0.3334311 0.2456026
Moved 145.2559 548.2513 503.67 0.3268251 0.2231289
Moved 145.2714 542.6422 489.6054 0.3170871 0.195998
Moved 145.2872 537.6199 476.6531 0.3083679 0.1710129
Moved 145.3021 533.2946 465.119 0.3008587 0.1487633
Moved 145.3179 530.6599 454.9797 0.2962846 0.1292046
