just in time for the party
Basic
0.4 0.4
288 86.39999
Began 143.1451 436 345 0.2638888 -0.4976852
Stationary 143.1623 436 345 0.2638888 -0.4976852
Stationary 143.1755 436 345 0.2638888 -0.4976852
Stationary 143.1907 436 345 0.2638888 -0.4976852
Stationary 143.2065 436 345 0.2638888 -0.4976852
Stationary 143.2225 436 345 0.2638888 -0.4976852
Stationary 143.2372 436 345 0.2638888 -0.4976852
Stationary 143.2521 436 345 0.2638888 -0.4976852
Stationary 143.2689 436 345 0.2638888 -0.4976852
Stationary 143.2841 436 345 0.2638888 -0.4976852
Moved 143.299 436 357.7538 0.2638888 -0.3500719
Moved 143.3156 436 358.6199 0.2638888 -0.3400474
Moved 143.3307 436 362.5895 0.2638888 -0.2941029
Moved 143.345 428.4176 365.7473 0.237561 -0.2575542
Moved 143.3606 427.0315 368.937 0.2327484 -0.2206371
Moved 143.3764 424.2912 371.7088 0.2232334 -0.1885555
Moved 143.3926 423.6747 373.6507 0.2210925 -0.1660799
Moved 143.4077 423.1868 375.6264 0.2193986 -0.1432129
Moved 143.4233 420.6015 378.3985 0.2104218 -0.1111281
Moved 143.4391 419.4164 381.1671 0.206307 -0.07908433
Moved 143.454 418.0289 383.9421 0.2014893 -0.04696563
Moved 143.4689 415.2856 386.7144 0.1919641 -0.01487997
Moved 143.484 412.5233 391.2151 0.1823725 0.03721166
Moved 143.4989 410.3237 394.5145 0.1747349 0.07539908
Moved 143.5155 407.6684 398.4974 0.1655151 0.1214981
Moved 143.5311 404.9065 402.6402 0.1559254 0.1694467
Moved 143.5464 402.1498 405.8502 0.1463534 0.2065999
Moved 143.5618 400.6823 408.6355 0.1412578 0.2388366
Moved 143.5772 397.6 412.4 0.1305555 0.2824077
Moved 143.592 395.9207 415.1586 0.1247246 0.3143355
Moved 143.607 394.5344 417.9313 0.119911 0.346427
Moved 143.6247 393.5689 418.4311 0.1165588 0.3522117
Moved 143.639 391.0589 419.9411 0.1078434 0.3696888
Moved 143.6536 389.6767 422.6465 0.1030442 0.4010019
Moved 143.6699 388.2945 423.7055 0.09824469 0.4132583
Moved 143.6857 386.9182 424 0.09346589 0.4166668
Moved 143.7006 384.0632 425.4684 0.08355274 0.4336617
Moved 143.7153 382.2818 426 0.07736728 0.4398148
Moved 143.7309 379.0424 426 0.06611957 0.4398148
