the dow jones index has risen
Basic
0.6 0.6
432 129.6
Began 419.4124 339 440 -0.04861111 0.4012346
Stationary 419.4303 339 440 -0.04861111 0.4012346
Stationary 419.445 339 440 -0.04861111 0.4012346
Stationary 419.4595 339 440 -0.04861111 0.4012346
Stationary 419.4749 339 440 -0.04861111 0.4012346
Stationary 419.491 339 440 -0.04861111 0.4012346
Stationary 419.5089 339 440 -0.04861111 0.4012346
Stationary 419.5238 339 440 -0.04861111 0.4012346
Stationary 419.5373 339 440 -0.04861111 0.4012346
Moved 419.5526 351.5436 426.0626 -0.01957491 0.2936931
Moved 419.5681 352.3072 425.6928 -0.01780748 0.2908397
Moved 419.5842 356.4563 421.5437 -0.008203089 0.2588248
Moved 419.5986 359.6199 418.92 -0.0008798639 0.2385807
Moved 419.6154 363.7372 415.2628 0.008651018 0.2103609
Moved 419.6308 370.5335 411.0799 0.02438307 0.1780857
Moved 419.6458 375 407.5 0.03472219 0.1504631
Moved 419.6633 380.2937 403.4708 0.0469762 0.1193738
Moved 419.6757 385.5959 399.553 0.0592498 0.08914382
Moved 419.6914 388.5984 396.9344 0.0662001 0.06893841
Moved 419.7068 391.8279 394.1721 0.07367581 0.04762391
Moved 419.7217 394.5973 391.4026 0.08008639 0.02625513
Moved 419.7369 395.6836 390.3164 0.08260091 0.01787351
Moved 419.7539 397.0656 388.9344 0.0858001 0.007210013
Moved 419.7687 397 387.9407 0.0856481 -0.000457175
Moved 419.7849 398.4604 386.5396 0.08902877 -0.0112689
Stationary 419.7993 398.4604 386.5396 0.08902877 -0.0112689
Moved 419.8157 398 384.7685 0.08796295 -0.02493446
Moved 419.8297 398 384 0.08796295 -0.03086396
Moved 419.8462 398 382.9985 0.08796295 -0.03859131
Stationary 419.8637 398 382.9985 0.08796295 -0.03859131
Stationary 419.8771 398 382.9985 0.08796295 -0.03859131
Stationary 419.8927 398 383 0.08796295 -0.03858025
Moved 419.9087 385.6795 383 0.05944341 -0.03858025
Moved 419.9238 376.596 387.4041 0.03841658 -0.004598241
Moved 419.9392 367.9096 393.0452 0.01830925 0.03892934
Moved 419.9539 355.4001 395.8 -0.01064787 0.06018498
Moved 419.9688 345.6638 399.3761 -0.03318573 0.08777866
Moved 419.9844 335.8202 401.1685 -0.05597179 0.1016091
Moved 420.0005 327.6198 404.5176 -0.07495423 0.1274506
Moved 420.0158 315.1291 408.8266 -0.1038679 0.1606991
Moved 420.0317 304.0978 411.9755 -0.1294032 0.1849963
Moved 420.0462 294.4442 413.3651 -0.1517496 0.1957184
Moved 420.0639 286.5408 416.4864 -0.1700445 0.2198025
Moved 420.0772 279.3695 418.1261 -0.1866447 0.2324545
Moved 420.0921 269.5 421 -0.2094908 0.2546295
Moved 420.1103 265.3493 421.6627 -0.2190989 0.259743
Moved 420.122 260.2707 422.9323 -0.2308549 0.2695396
Moved 420.1379 254.7997 424.3 -0.2435192 0.280093
Moved 420.1558 250.9309 426.3794 -0.2524748 0.2961373
Moved 420.1696 246.7774 427 -0.2620895 0.3009261
Moved 420.1853 244.1138 428.4431 -0.2682551 0.3120611
Moved 420.2006 242.1707 429 -0.272753 0.3163581
Moved 420.2156 240.7843 430.2157 -0.2759624 0.3257383
Moved 420.2309 239.7833 431.2167 -0.2782793 0.3334619
Moved 420.2462 240 431.6672 -0.2777777 0.3369381
Ended 420.2617 240 432 -0.2777777 0.3395063
Began 420.4279 259 349 -0.2337963 -0.3009257
Stationary 420.4472 259 349 -0.2337963 -0.3009257
Stationary 420.4633 259 349 -0.2337963 -0.3009257
Stationary 420.4786 259 349 -0.2337963 -0.3009257
Stationary 420.493 259 349 -0.2337963 -0.3009257
Stationary 420.5097 259 349 -0.2337963 -0.3009257
Stationary 420.5244 259 349 -0.2337963 -0.3009257
Moved 420.5392 278.5 361 -0.1886574 -0.2083334
Moved 420.5563 300.3703 369.2919 -0.1380316 -0.1443524
Moved 420.5721 321.4388 377.9755 -0.08926203 -0.07734912
Moved 420.5854 335.12 383.2255 -0.05759269 -0.03684032
Moved 420.6018 349.4781 387.8434 -0.0243563 -0.001207987
Moved 420.6199 362.8897 393.1559 0.006689032 0.03978317
Moved 420.633 375.9312 396.9771 0.03687769 0.06926737
Moved 420.6482 389.4174 400.0835 0.06809572 0.09323686
Moved 420.6641 398.9606 402.2134 0.0901866 0.1096716
Moved 420.6789 414.6157 405.0257 0.1264251 0.1313712
Moved 420.6949 427.0916 407.7982 0.1553048 0.1527636
Moved 420.7108 437.0034 409.2862 0.1782487 0.1642454
Moved 420.7326 455.3646 412.0608 0.2207514 0.1856541
Stationary 420.7431 455.3646 412.0608 0.2207514 0.1856541
Moved 420.7553 462.1433 413.4286 0.2364429 0.1962088
Moved 420.7714 467.5 414.5 0.2488426 0.2044754
Moved 420.7859 477.1403 415.8772 0.2711581 0.2151018
Moved 420.802 484.2694 417.2538 0.2876605 0.2257241
Moved 420.817 488.906 417 0.2983936 0.2237654
Moved 420.8327 493.0425 418.0142 0.3079686 0.2315906
Moved 420.8473 495.7955 418 0.3143415 0.2314815
Moved 420.863 496.7744 418 0.3166072 0.2314815
Moved 420.8802 498.1472 419.1472 0.3197851 0.2403336
Stationary 420.8953 498 419 0.3194444 0.2391978
Stationary 420.9091 498 419 0.3194444 0.2391978
Stationary 420.9267 498 419 0.3194444 0.2391978
Stationary 420.9413 498 419 0.3194444 0.2391978
Moved 420.9567 490.8718 419 0.3029439 0.2391978
Moved 420.971 480.3254 419 0.278531 0.2391978
Moved 420.9867 464.2248 419 0.2412611 0.2391978
Moved 421.0021 452 419 0.2129629 0.2391978
Moved 421.0173 422.0897 419 0.1437262 0.2391978
Moved 421.033 397.2528 419 0.08623341 0.2391978
Moved 421.0486 379.6896 419 0.04557769 0.2391978
Moved 421.0636 361.1213 419 0.002595683 0.2391978
Moved 421.0793 344.5843 419 -0.0356846 0.2391978
Moved 421.0954 328.8832 419 -0.07202952 0.2391978
Moved 421.1122 312.5423 419 -0.1098559 0.2391978
Moved 421.1256 304.3434 419 -0.1288346 0.2391978
Moved 421.1408 291.3892 419 -0.1588213 0.2391978
