parking lot is full of trucks
Basic
0.4 0.4
288 259.2
Began 283.4849 481 462 0.4201388 0.2854938
Stationary 283.5042 481 462 0.4201388 0.2854938
Stationary 283.5187 481 462 0.4201388 0.2854938
Stationary 283.5336 481 462 0.4201388 0.2854938
Stationary 283.5522 481 462 0.4201388 0.2854938
Stationary 283.565 481 462 0.4201388 0.2854938
Stationary 283.5805 481 462 0.4201388 0.2854938
Stationary 283.5969 481 462 0.4201388 0.2854938
Stationary 283.6128 481 462 0.4201388 0.2854938
Stationary 283.6277 481 462 0.4201388 0.2854938
Stationary 283.6436 481 462 0.4201388 0.2854938
Stationary 283.658 481 462 0.4201388 0.2854938
Stationary 283.6729 481 462 0.4201388 0.2854938
Moved 283.6899 481 471.905 0.4201388 0.3237074
Moved 283.7049 481 471 0.4201388 0.3202158
Moved 283.7189 481 472.5 0.4201388 0.326003
Moved 283.7347 481 473.0743 0.4201388 0.3282188
Stationary 283.7507 481 473 0.4201388 0.3279319
Moved 283.7658 481 474.0125 0.4201388 0.331838
Stationary 283.7811 481 474 0.4201388 0.3317901
Stationary 283.7964 481 474 0.4201388 0.3317901
Moved 283.8117 481 475.1133 0.4201388 0.3360853
Stationary 283.8272 481 475.1133 0.4201388 0.3360853
Stationary 283.8428 481 475.1133 0.4201388 0.3360853
Moved 283.8582 481 476.0764 0.4201388 0.3398006
Stationary 283.8745 481 476 0.4201388 0.339506
Moved 283.8916 481 477.102 0.4201388 0.3437575
Stationary 283.9044 481 477 0.4201388 0.3433641
Stationary 283.9204 481 477 0.4201388 0.3433641
Stationary 283.9352 481 477 0.4201388 0.3433641
Moved 283.9494 481 478 0.4201388 0.3472221
Stationary 283.9667 481 478 0.4201388 0.3472221
Moved 283.9816 481 479.238 0.4201388 0.3519982
Stationary 283.9978 481 479 0.4201388 0.3510802
Moved 284.0119 481 480.3545 0.4201388 0.3563057
Stationary 284.0273 481 480.3545 0.4201388 0.3563057
Moved 284.0428 481 481.374 0.4201388 0.360239
Stationary 284.0586 481 481.374 0.4201388 0.360239
Moved 284.0743 481 481.8146 0.4201388 0.3619388
Stationary 284.0899 481 482 0.4201388 0.3626542
Moved 284.1051 481 482.694 0.4201388 0.3653318
Stationary 284.1203 481 483 0.4201388 0.3665121
Stationary 284.1352 481 483 0.4201388 0.3665121
