reading week is just about here
Basic
0.6 0.6
432 129.6
Began 447.7662 289 413 -0.1643519 0.1929012
Stationary 447.7845 289 413 -0.1643519 0.1929012
Stationary 447.7989 289 413 -0.1643519 0.1929012
Stationary 447.8159 289 413 -0.1643519 0.1929012
Stationary 447.8452 289 413 -0.1643519 0.1929012
Stationary 447.8622 289 413 -0.1643519 0.1929012
Stationary 447.8768 289 413 -0.1643519 0.1929012
Stationary 447.8912 289 413 -0.1643519 0.1929012
Stationary 447.9086 289 413 -0.1643519 0.1929012
Stationary 447.9246 289 413 -0.1643519 0.1929012
Stationary 447.9375 289 413 -0.1643519 0.1929012
Moved 447.9541 278.8456 413 -0.1878574 0.1929012
Moved 447.9698 277.5847 413 -0.190776 0.1929012
Moved 447.9844 274.3863 413 -0.1981798 0.1929012
Moved 448.0009 272.1941 419.3207 -0.2032544 0.2416725
Moved 448.0169 269.4874 420 -0.20952 0.2469136
Moved 448.0309 267.7148 421.6426 -0.213623 0.2595878
Moved 448.0475 264.9439 422 -0.2200372 0.2623458
Moved 448.0626 262.1674 423.4163 -0.2264645 0.2732741
Moved 448.0777 260.4007 423.7997 -0.2305539 0.2762321
Moved 448.0932 257.6315 424 -0.236964 0.2777779
Moved 448.1102 256.5 425.5 -0.2395834 0.2893519
Moved 448.1235 253.8061 425 -0.2458193 0.2854938
Moved 448.1396 251.0425 425 -0.2522164 0.2854938
Moved 448.1551 246.9106 426.3632 -0.2617811 0.296012
Moved 448.1706 242.7572 426 -0.2713955 0.2932099
Moved 448.1855 238.6129 426 -0.2809887 0.2932099
Moved 448.2033 234.5 426 -0.2905093 0.2932099
Moved 448.2169 230.3123 426 -0.3002031 0.2932099
Moved 448.2325 228.0451 426 -0.3054511 0.2932099
Moved 448.248 225.2902 426 -0.3118284 0.2932099
Moved 448.2624 222.5184 426 -0.3182445 0.2932099
Moved 448.2785 220.8605 426 -0.3220821 0.2932099
Moved 448.2933 218.4835 426 -0.3275846 0.2932099
Moved 448.3104 217.1042 426 -0.3307774 0.2932099
Moved 448.3242 215.7303 426 -0.3339575 0.2932099
Moved 448.3394 214.5 426 -0.3368055 0.2932099
Moved 448.3549 212.6164 418.3082 -0.3411658 0.2338594
Moved 448.3705 208.7852 415.8568 -0.3500343 0.2149447
Moved 448.3866 206.1031 413.1031 -0.3562429 0.1936968
Moved 448.4013 200.5374 408.5374 -0.3691264 0.1584675
Moved 448.4163 197.5734 405.5734 -0.3759875 0.1355974
Moved 448.4318 194.8276 402.8276 -0.3823436 0.1144103
Moved 448.4478 193.0331 401.0331 -0.3864975 0.1005641
Moved 448.4626 191.9616 398.9233 -0.3889777 0.08428445
Moved 448.4783 192 396.1232 -0.3888888 0.06267937
Moved 448.4985 192 392.3523 -0.3888888 0.03358264
Moved 448.5114 192 388.3536 -0.3888888 0.002728921
Moved 448.5243 196.6858 385.2428 -0.378042 -0.02127471
Moved 448.5403 205.7695 380.1536 -0.3570149 -0.06054302
Moved 448.5571 215.3948 375.9736 -0.3347342 -0.09279605
Moved 448.5712 228 374 -0.3055556 -0.1080245
Moved 448.5855 243.2575 372.2285 -0.2702372 -0.1216936
Moved 448.6018 259.8103 372 -0.2319207 -0.1234566
Moved 448.6174 280.5 372 -0.1840278 -0.1234566
Moved 448.6323 306.5486 372 -0.1237301 -0.1234566
Moved 448.648 334.0066 381.1023 -0.06016985 -0.05322304
Moved 448.6636 357.1475 384.0295 -0.006603052 -0.03063673
Moved 448.6787 375.6659 388.1537 0.03626366 0.001185853
Moved 448.694 386.6963 391.1899 0.0617969 0.02461339
Moved 448.7099 405.5415 397.309 0.1054202 0.0718284
Moved 448.7255 420.4626 402.5388 0.1399597 0.1121819
Moved 448.7404 434.3416 405.4683 0.172087 0.1347864
Moved 448.7556 443.3568 407.6224 0.1929554 0.1514072
Moved 448.7711 451.0673 409.0135 0.2108039 0.1621411
Moved 448.7866 457.9893 410.3978 0.226827 0.1728229
Moved 448.8024 461.1872 411 0.2342297 0.1774691
Moved 448.8175 463.6951 411.8475 0.2400349 0.1840088
Moved 448.8329 465.2342 412 0.2435976 0.1851853
Moved 448.848 466.6197 412 0.2468048 0.1851853
Stationary 448.8646 467 412 0.2476852 0.1851853
Stationary 448.8792 467 412 0.2476852 0.1851853
Stationary 448.8938 467 412 0.2476852 0.1851853
Moved 448.9119 457.584 397.876 0.2258889 0.07620364
Moved 448.9255 442.8027 384.9597 0.1916729 -0.02345956
Moved 448.9417 416.3228 358.9134 0.1303769 -0.2244337
Moved 448.9569 403.1999 346.1999 0.0999997 -0.3225317
Moved 448.9729 390.8313 333.8313 0.07136881 -0.4179684
Moved 448.9878 381.3647 323.1836 0.04945546 -0.5001266
Moved 449.0036 374.4838 314.3806 0.03352721 -0.568051
Moved 449.0188 369.0793 307.5992 0.0210169 -0.6203767
Moved 449.0329 367.6728 305.0092 0.01776119 -0.640361
Moved 449.0496 365.1199 303.0599 0.01185159 -0.655402
Moved 449.0638 363.6689 301.6688 0.008492669 -0.6661357
Moved 449.0807 361.5948 301 0.003691713 -0.6712966
Moved 449.0962 359.9243 301 -0.000175337 -0.6712966
Moved 449.1108 357.0781 301 -0.006763736 -0.6712966
Moved 449.1259 354.1519 301 -0.01353721 -0.6712966
Moved 449.1419 351.5483 309.5808 -0.01956403 -0.6050864
Moved 449.1577 349.5744 310.4256 -0.02413342 -0.598568
Moved 449.173 348.3409 314.3181 -0.02698854 -0.5685331
Moved 449.1878 345.9073 319.1854 -0.03262202 -0.530977
Moved 449.2039 344.5692 326.1541 -0.03571947 -0.4772062
Moved 449.2178 342.1798 332.1011 -0.04125049 -0.4313182
Moved 449.2338 340.7948 337.8207 -0.04445647 -0.3871857
Moved 449.249 340.4076 344.3696 -0.04535278 -0.3366543
Moved 449.2642 340 349.6089 -0.04629632 -0.2962272
Moved 449.2803 340 354.0237 -0.04629632 -0.2621625
Moved 449.2957 340 359.5851 -0.04629632 -0.2192509
Moved 449.3128 340 366.1161 -0.04629632 -0.1688574
Moved 449.3267 340 371.6564 -0.04629632 -0.1261082
