the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 514.1765 329 556 -0.05381945 0.3240739
Stationary 514.1953 329 556 -0.05381945 0.3240739
Stationary 514.2094 329 556 -0.05381945 0.3240739
Stationary 514.2233 329 556 -0.05381945 0.3240739
Stationary 514.2393 329 556 -0.05381945 0.3240739
Moved 514.2558 329 544.0397 -0.05381945 0.3010025
Moved 514.2701 336.633 538.6383 -0.04056777 0.2905831
Moved 514.2868 339 530 -0.03645833 0.2739197
Moved 514.3011 341.8021 523.3958 -0.03159359 0.2611801
Moved 514.3157 345.1057 513.6302 -0.02585825 0.2423422
Moved 514.3318 347.9763 506.5591 -0.0208744 0.228702
Moved 514.347 350.8319 498.5043 -0.01591682 0.213164
Moved 514.3622 353.7191 492.5618 -0.01090437 0.201701
Moved 514.3779 356.3979 485.2043 -0.006253719 0.1875082
Moved 514.3951 358.2354 480.2938 -0.003063567 0.1780359
Moved 514.4089 360.5305 474.6738 0.0009209663 0.1671947
Moved 514.4236 365.373 466.0449 0.0093282 0.1505495
Moved 514.4388 368.4776 460.0448 0.01471802 0.1389752
Moved 514.4548 372.3535 453.2931 0.02144694 0.1259511
Moved 514.4702 376.3534 447.5289 0.02839126 0.1148319
Moved 514.489 380.6359 440.8188 0.03582619 0.101888
Moved 514.5005 384.9517 433.0966 0.04331894 0.08699187
Moved 514.5168 389.2181 426.6729 0.05072586 0.07460046
Moved 514.5401 396.9023 413.1465 0.06406649 0.04850796
Stationary 514.55 396.9023 413.1465 0.06406649 0.04850796
Moved 514.5615 401.1618 406.0636 0.07146149 0.03484487
Moved 514.5786 404.68 401.64 0.07756948 0.02631158
Moved 514.5936 408.8404 397.1596 0.08479238 0.01766896
Moved 514.6079 412.4351 393.5649 0.09103305 0.01073478
Moved 514.6243 415.6559 391.2294 0.09662472 0.006229583
Moved 514.6409 421.1605 387.1296 0.1061813 -0.001678996
Moved 514.6553 425.9098 383.5451 0.1144267 -0.008593546
Moved 514.6707 431.6707 380.6647 0.1244283 -0.01414999
Moved 514.6888 435.815 378.395 0.1316232 -0.01852818
Moved 514.7021 440.1176 376.9608 0.139093 -0.02129472
Moved 514.7172 444.4262 375.5246 0.1465733 -0.0240652
Moved 514.7339 446.3725 375.3138 0.1499522 -0.02447187
Moved 514.7491 449.0245 375 0.1545564 -0.02507722
Moved 514.7631 450.4526 375 0.1570357 -0.02507722
Moved 514.779 451.5 375 0.1588542 -0.02507722
Moved 514.7963 451 375 0.1579861 -0.02507722
Stationary 514.8088 451 375 0.1579861 -0.02507722
Stationary 514.8248 451 375 0.1579861 -0.02507722
Moved 514.8411 451 384.2502 0.1579861 -0.007233472
Moved 514.8564 437.9973 389.5734 0.1354119 0.003035009
Moved 514.8717 427.9164 397.9288 0.1179103 0.01915281
Moved 514.8873 415.5526 406.6316 0.09644546 0.03594051
Moved 514.9024 402.713 414.1595 0.07415444 0.05046188
Moved 514.9178 388.8028 423.3073 0.05000479 0.06810818
Moved 514.9344 375.0679 432.2881 0.02615958 0.08543222
Moved 514.9507 360.8233 442.2237 0.001429319 0.1045981
Moved 514.9642 352.0772 447.9485 -0.01375485 0.1156414
Moved 514.9787 338.9836 456.3853 -0.03648683 0.131916
Moved 514.9951 330.0285 462.3143 -0.05203389 0.1433532
Moved 515.0095 320.4598 467.2701 -0.06864611 0.1529129
Moved 515.0248 311.8349 472.7767 -0.08361994 0.1635353
Moved 515.0397 305.8023 475.9186 -0.09409323 0.169596
Moved 515.0562 298.657 480.2058 -0.1064983 0.1778661
Moved 515.0715 293.3874 483.3676 -0.1156468 0.1839651
Moved 515.0878 286.0064 489.7961 -0.1284612 0.1963659
Moved 515.1024 278.8319 495.1345 -0.1409168 0.2066637
Moved 515.1182 274.5657 499.4343 -0.1483235 0.2149581
Moved 515.1335 267.4556 503.7266 -0.1606674 0.223238
Moved 515.1487 261.5904 509.4096 -0.17085 0.2342005
Moved 515.1631 254.8313 515.1687 -0.1825846 0.2453099
Moved 515.1793 251.168 518.832 -0.1889444 0.2523764
Moved 515.1948 245.5471 525.8162 -0.1987031 0.265849
Moved 515.2089 239.8211 531.9737 -0.208644 0.2777269
Moved 515.2247 235.3006 537.9325 -0.2164919 0.2892216
Moved 515.2434 230.9717 542.0283 -0.2240074 0.2971224
Moved 515.2562 228.8833 545.2334 -0.2276331 0.303305
Moved 515.2708 226 548 -0.2326389 0.3086419
Moved 515.2888 225.2589 549.4822 -0.2339255 0.3115011
Moved 515.3025 225 551.1013 -0.234375 0.3146242
Moved 515.3173 225 552.5369 -0.234375 0.3173937
Moved 515.3344 225 554.9455 -0.234375 0.3220398
Ended 515.3492 225 556 -0.234375 0.3240739
Began 516.0443 294 311 -0.1145833 -0.148534
Stationary 516.0609 294 311 -0.1145833 -0.148534
Stationary 516.0742 294 311 -0.1145833 -0.148534
Stationary 516.0887 294 311 -0.1145833 -0.148534
Stationary 516.1039 294 311 -0.1145833 -0.148534
Stationary 516.1212 294 311 -0.1145833 -0.148534
Stationary 516.136 294 311 -0.1145833 -0.148534
Stationary 516.1509 294 311 -0.1145833 -0.148534
Stationary 516.1661 294 311 -0.1145833 -0.148534
Stationary 516.1821 294 311 -0.1145833 -0.148534
Moved 516.1974 294 324.3367 -0.1145833 -0.1228074
Moved 516.2131 294 329.8683 -0.1145833 -0.1121367
Moved 516.2288 302.3134 333.9702 -0.1001503 -0.1042242
Moved 516.244 305.1889 339.3779 -0.09515811 -0.09379274
Moved 516.2588 308 343.5 -0.09027779 -0.0858411
Moved 516.2824 314.2782 351.371 -0.07937807 -0.0706579
Stationary 516.2925 314.2782 351.371 -0.07937807 -0.0706579
Moved 516.306 317 354 -0.07465277 -0.06558641
Moved 516.3214 320.8734 357.9156 -0.06792821 -0.05803325
Moved 516.3401 325.1895 363.5859 -0.06043493 -0.04709508
Moved 516.3525 329.3411 367.5058 -0.05322728 -0.03953362
Moved 516.3685 333.822 373.0959 -0.04544798 -0.02875016
Moved 516.385 339 378 -0.03645833 -0.01929018
Moved 516.3986 343.2019 383.0024 -0.02916336 -0.009640469
Moved 516.413 347.7088 388.9451 -0.02133883 0.001823107
Moved 516.4285 353.7029 395.3787 -0.01093238 0.01423344
Moved 516.4448 359.4577 402.5722 -0.0009414181 0.0281099
Moved 516.4586 364.6901 408.2534 0.008142441 0.03906903
Moved 516.4747 370.9464 413.9572 0.01900427 0.05007157
Moved 516.4909 376.7113 422.567 0.02901271 0.06668016
Moved 516.5045 382.823 426.8229 0.03962323 0.07488986
Moved 516.5213 390.0167 433.0134 0.05211227 0.0868313
Moved 516.537 397.2102 438.7681 0.064601 0.09793228
Moved 516.5526 405.3919 449.2703 0.07880531 0.118191
Moved 516.5681 413.9004 456.5837 0.09357704 0.1322987
Moved 516.5834 419.7805 462.0244 0.1037855 0.142794
Moved 516.5983 426.9401 467.752 0.1162154 0.1538425
Moved 516.6139 433.3229 475.5434 0.1272967 0.1688722
Moved 516.6302 443.396 485.1287 0.1447847 0.1873623
Moved 516.6462 454.3719 496.3718 0.1638401 0.2090506
Moved 516.6595 462.6508 505.0423 0.1782132 0.225776
