watch out for low flying objects
Basic
0.6 0.6
432 388.8
Began 181.6008 190 538 -0.3935185 0.3858024
Stationary 181.6134 190 538 -0.3935185 0.3858024
Stationary 181.6293 190 538 -0.3935185 0.3858024
Stationary 181.6439 190 538 -0.3935185 0.3858024
Stationary 181.6612 190 538 -0.3935185 0.3858024
Stationary 181.677 190 538 -0.3935185 0.3858024
Stationary 181.6924 190 538 -0.3935185 0.3858024
Stationary 181.7056 190 538 -0.3935185 0.3858024
Stationary 181.7211 190 538 -0.3935185 0.3858024
Stationary 181.7373 190 538 -0.3935185 0.3858024
Moved 181.7517 201.1609 538 -0.3676831 0.3858024
Moved 181.7667 199.681 528.6381 -0.3711088 0.3617234
Moved 181.7833 200 525.7642 -0.3703704 0.3543318
Moved 181.8006 201.5 520 -0.3668981 0.3395061
Moved 181.8251 201 511.8846 -0.3680556 0.3186333
Moved 181.8381 201 504.5 -0.3680556 0.2996398
Stationary 181.8483 201 504.5 -0.3680556 0.2996398
Moved 181.8628 201 499.2365 -0.3680556 0.2861021
Moved 181.8755 201 493.4983 -0.3680556 0.2713433
Moved 181.8916 191.1842 483.7367 -0.3907774 0.2462363
Moved 181.9087 188.492 477.9839 -0.3970093 0.2314401
Moved 181.9215 185.62 471.55 -0.4036574 0.214892
Moved 181.9377 183.3493 466.6985 -0.4089137 0.2024138
Moved 181.9532 179.4207 458.8414 -0.4180076 0.1822053
Moved 181.9686 176.7325 451.465 -0.4242304 0.1632328
Moved 181.9852 174.9254 445.7017 -0.4284134 0.1484096
Moved 181.9992 170.9619 438.4048 -0.4375881 0.129642
Moved 182.0159 168.0844 432.1689 -0.444249 0.113603
Moved 182.0306 165.207 423.6212 -0.4509096 0.09161811
Moved 182.0464 162.7417 416.8544 -0.4566163 0.07421383
Moved 182.0616 160.1179 409.3538 -0.46269 0.05492233
Moved 182.0765 157.2489 402.1223 -0.4693313 0.03632263
Moved 182.0919 155.3466 395.8665 -0.4737347 0.02023273
Moved 182.1075 153.7345 389.9379 -0.4774665 0.004984302
Moved 182.1231 151.5916 384.1832 -0.4824268 -0.00981684
Moved 182.1387 149.8603 379.5809 -0.4864345 -0.02165414
Moved 182.154 148.5 374 -0.4895833 -0.03600823
Moved 182.1686 147.3385 370.0156 -0.4922719 -0.04625611
Moved 182.1844 147 366.8058 -0.4930556 -0.05451178
Moved 182.1995 145.4668 363.9335 -0.4966047 -0.0618995
Moved 182.2146 145 360.0923 -0.4976852 -0.07177918
Moved 182.2304 143.5921 357.1843 -0.5009441 -0.07925865
Moved 182.2462 143.1529 355.1529 -0.5019608 -0.08448338
Moved 182.2614 143 353.7147 -0.5023148 -0.08818245
Moved 182.2765 143 352.6786 -0.5023148 -0.09084716
Stationary 182.2924 143 352.6786 -0.5023148 -0.09084716
Moved 182.3082 143 351.9011 -0.5023148 -0.09284714
Stationary 182.3224 143 352 -0.5023148 -0.09259266
Stationary 182.338 143 352 -0.5023148 -0.09259266
Stationary 182.3531 143 352 -0.5023148 -0.09259266
Stationary 182.3688 143 352 -0.5023148 -0.09259266
Moved 182.3841 151.3708 352 -0.4829379 -0.09259266
Moved 182.3995 155.7793 352 -0.4727332 -0.09259266
Moved 182.4154 160.0867 352 -0.4627622 -0.09259266
Moved 182.4307 163.4032 355.2741 -0.4550852 -0.08417153
Moved 182.4464 166.8027 359.9014 -0.4472159 -0.07227022
Moved 182.4622 171.0301 361.3434 -0.4374302 -0.06856133
Moved 182.4769 176.1156 365.5578 -0.4256583 -0.05772178
Moved 182.4925 179.6643 368.6643 -0.4174438 -0.0497318
Moved 182.5081 185.1414 372.8561 -0.4047652 -0.03895049
Moved 182.5233 192.6208 380.3449 -0.3874519 -0.0196891
Moved 182.5383 199.8311 390.1636 -0.3707612 0.005564866
Moved 182.5534 207.0255 397.6306 -0.3541077 0.02476982
Moved 182.5697 215.2588 406.2587 -0.3350492 0.04696167
Moved 182.5858 226.2867 417.2867 -0.3095216 0.07532575
Moved 182.6008 236.5496 428.2433 -0.2857648 0.1035064
Moved 182.6171 249.2596 442.2855 -0.2563436 0.1396232
Moved 182.632 260.2988 452.8212 -0.2307897 0.166721
Moved 182.6473 270.4608 462.4608 -0.2072667 0.1915144
Moved 182.6624 283.0976 472.4092 -0.1780147 0.2171019
Moved 182.6775 293.5437 483.7518 -0.153834 0.246275
Moved 182.6932 303.6188 493.6188 -0.130512 0.2716533
Moved 182.7121 311 502.5 -0.113426 0.2944958
Moved 182.7256 319.5499 508.7916 -0.09363458 0.3106778
Moved 182.7433 327.0024 516.0024 -0.07638325 0.3292243
Moved 182.7569 332.9215 520.9215 -0.06268179 0.3418762
Moved 182.7697 338.2844 525.2133 -0.05026753 0.3529148
Moved 182.7849 342.0238 528.0238 -0.04161164 0.3601435
Moved 182.8008 345.8401 530.8934 -0.03277749 0.3675242
Moved 182.8179 348.7942 533.7942 -0.0259393 0.3749849
Moved 182.8332 350.8148 535.8148 -0.02126212 0.3801818
Moved 182.8477 352.972 537.944 -0.01626854 0.3856582
Moved 182.8698 356.852 540 -0.007287115 0.3909464
Stationary 182.8808 356.852 540 -0.007287115 0.3909464
Moved 182.8934 357 541.2949 -0.006944438 0.3942768
Moved 182.91 358.7356 541.7355 -0.002926936 0.3954102
Moved 182.9247 360.1743 542 0.0004034241 0.3960905
Moved 182.939 360 543.2123 0 0.3992086
Stationary 182.9554 360 543.2123 0 0.3992086
Moved 182.9712 361.3734 543 0.003179312 0.3986624
Moved 182.986 362.3069 543 0.005339981 0.3986624
Stationary 183.0012 362 543 0.004629592 0.3986624
Moved 183.0178 362 535.288 0.004629592 0.378827
Moved 183.0324 354.6344 504.9031 -0.01242047 0.3006767
Moved 183.0478 341.9959 469.9888 -0.04167611 0.2108764
Moved 183.0633 326.2574 418.4787 -0.07810792 0.07839163
Moved 183.0789 324.3799 409.2665 -0.08245384 0.05469766
Moved 183.0936 318.7556 387.0226 -0.09547302 -0.002513972
Moved 183.1111 316.4832 370.8992 -0.1007333 -0.04398353
Moved 183.1239 313.6001 356.0004 -0.1074073 -0.08230366
