healthy food is good for you
Basic
0.6 0.6
432 388.8
Began 76.09361 471 401 0.2569444 0.03343609
Stationary 76.12553 471 401 0.2569444 0.03343609
Stationary 76.13657 471 401 0.2569444 0.03343609
Stationary 76.14716 471 401 0.2569444 0.03343609
Stationary 76.15983 471 401 0.2569444 0.03343609
Stationary 76.17536 471 401 0.2569444 0.03343609
Moved 76.1897 460.5984 412.5573 0.2328666 0.06316169
Moved 76.20716 457.9756 413.3496 0.2267954 0.06519953
Moved 76.22144 453.0282 416.9789 0.2153429 0.07453408
Moved 76.23695 447.2736 419.8632 0.2020222 0.0819526
Moved 76.25336 441.5069 423.6198 0.1886733 0.09161466
Moved 76.26765 431.816 429.248 0.1662408 0.1060904
Moved 76.2837 425.4828 433.0115 0.1515805 0.1157702
Moved 76.29957 418.0385 438.7692 0.1343485 0.130579
Moved 76.31422 408.5 444 0.1122685 0.1440329
Moved 76.32932 400.3321 449.89 0.09336123 0.1591818
Moved 76.34406 392.9101 454.6539 0.07618089 0.1714349
Moved 76.3599 385.7356 459.9586 0.05957325 0.1850787
Moved 76.37522 378.4898 464.3062 0.0428004 0.1962606
Moved 76.39063 372.8561 468.6079 0.02975941 0.2073247
Moved 76.40665 366.1208 473.9034 0.01416852 0.2209449
Moved 76.421 358.8865 479.6909 -0.002577603 0.2358303
Moved 76.43693 347.7704 485.7009 -0.02830928 0.2512883
Moved 76.4546 335.2692 492.8804 -0.05724723 0.269754
Moved 76.48258 315.8997 503.5501 -0.102084 0.2971967
Moved 76.50056 304.6566 509.1717 -0.1281097 0.3116555
Moved 76.5149 297.6026 513.1987 -0.1444384 0.3220129
Moved 76.53022 289.0056 517.4972 -0.1643389 0.3330688
Moved 76.5445 285.2943 518.1764 -0.1729298 0.3348157
Moved 76.56046 278.2514 521.6871 -0.1892329 0.3438454
Moved 76.57618 272.4926 524.2537 -0.2025633 0.3504466
Moved 76.59147 267.2899 526.57 -0.2146066 0.3564042
Moved 76.60688 262.9699 528.01 -0.2246066 0.360108
Moved 76.62125 260.0941 529.4529 -0.2312635 0.3638192
Moved 76.63651 259.1097 530 -0.2335424 0.3652262
Moved 76.65287 257.9946 531.0054 -0.2361236 0.3678121
Moved 76.66911 256.5542 531 -0.2394579 0.3677982
Moved 76.68363 255.1154 531.8846 -0.2427886 0.3700736
Stationary 76.6991 255 532 -0.2430556 0.3703703
Moved 76.71476 253.2262 532 -0.2471616 0.3703703
Moved 76.73014 251.7884 532 -0.2504898 0.3703703
Moved 76.74497 245.7313 519.1163 -0.2645109 0.3372333
Moved 76.76099 239.9779 507.1514 -0.277829 0.3064592
Moved 76.77619 226.1039 473.3459 -0.3099447 0.2195109
Moved 76.79212 219.8927 453.2995 -0.3243225 0.1679513
Moved 76.80695 212.7085 430.009 -0.3409525 0.1080477
Moved 76.82227 209.5297 415.6288 -0.3483108 0.0710616
Moved 76.83729 206.1292 402.4521 -0.3561824 0.03717116
Moved 76.85365 203.2507 395.1267 -0.3628456 0.01833001
Moved 76.86799 202.3753 389.1257 -0.3648721 0.002895402
Moved 76.88444 201.0498 385.1495 -0.3679402 -0.007331518
Moved 76.90067 199.6111 380.8334 -0.3712705 -0.0184326
Moved 76.91434 199 378.3597 -0.3726852 -0.02479506
Moved 76.93137 199 376.7314 -0.3726852 -0.02898314
Moved 76.94578 198 375.2949 -0.375 -0.03267783
Moved 76.9614 198 373.8561 -0.375 -0.03637839
Moved 76.97639 198 372.5 -0.375 -0.03986633
Moved 76.99647 197 371.3148 -0.3773148 -0.04291464
Moved 77.00843 197 370.5 -0.3773148 -0.04501037
Moved 77.0211 197 369.7186 -0.3773148 -0.04701999
Moved 77.03727 197 368.9993 -0.3773148 -0.04887035
Stationary 77.05439 197 368.9993 -0.3773148 -0.04887035
Stationary 77.06998 197 368.9993 -0.3773148 -0.04887035
Moved 77.08262 197 367.9214 -0.3773148 -0.0516426
Stationary 77.10142 197 367.9214 -0.3773148 -0.0516426
Stationary 77.11704 197 368 -0.3773148 -0.05144041
Moved 77.13074 206.0169 368 -0.3564423 -0.05144041
Moved 77.1471 213.2089 368 -0.3397943 -0.05144041
Moved 77.16142 223.0098 368 -0.317107 -0.05144041
Moved 77.17695 238.9234 375.577 -0.28027 -0.03195225
Moved 77.19178 253.1674 378.0372 -0.2472977 -0.02562456
Moved 77.20716 270.6384 382.4096 -0.2068555 -0.01437866
Moved 77.22767 286.8552 383.5713 -0.1693167 -0.01139079
Moved 77.24021 304.189 384 -0.1291921 -0.01028807
Moved 77.25455 318.503 384 -0.09605779 -0.01028807
Moved 77.26945 334.0384 384 -0.06009624 -0.01028807
Moved 77.28437 348.3199 384 -0.02703736 -0.01028807
Moved 77.30039 363.3391 377.774 0.007729331 -0.02630155
Moved 77.31577 377.4349 374.2408 0.04035851 -0.03538893
Moved 77.33128 414.8545 371.439 0.1269781 -0.04259525
Moved 77.34653 443.651 372 0.1936366 -0.04115226
Moved 77.36225 465.1091 372 0.2433081 -0.04115226
Moved 77.3773 480.3636 372 0.2786195 -0.04115226
Moved 77.39292 494.3172 372 0.3109194 -0.04115226
Moved 77.40873 504.2945 372 0.3340151 -0.04115226
Moved 77.42365 512.154 372 0.3522083 -0.04115226
Moved 77.43952 520.2258 372 0.370893 -0.04115226
Moved 77.45411 527.3605 372 0.3874086 -0.04115226
Moved 77.46925 531.66 372 0.3973612 -0.04115226
Moved 77.48487 536.0615 372 0.4075498 -0.04115226
Moved 77.5008 539.5975 372 0.415735 -0.04115226
Moved 77.51606 542.4741 372 0.4223937 -0.04115226
Moved 77.53046 545 372 0.4282407 -0.04115226
Moved 77.54676 546.7852 372 0.4323732 -0.04115226
Moved 77.56239 548.2227 372 0.4357007 -0.04115226
Moved 77.57789 549.5 372 0.4386574 -0.04115226
Moved 77.59336 550.0574 372 0.4399476 -0.04115226
Moved 77.60807 551.5 372 0.443287 -0.04115226
Moved 77.62379 552.5 372 0.4456018 -0.04115226
Moved 77.63847 553.2195 372 0.4472673 -0.04115226
Moved 77.65537 554.3627 372 0.4499135 -0.04115226
