just in time for the party
Basic
0.4 0.4
288 259.2
Began 596.2516 408 329 0.1666667 -0.2276234
Stationary 596.2695 408 329 0.1666667 -0.2276234
Stationary 596.2839 408 329 0.1666667 -0.2276234
Moved 596.301 408 346.125 0.1666667 -0.1615549
Moved 596.3167 408 359.1784 0.1666667 -0.1111945
Moved 596.3312 408 367.4797 0.1666667 -0.07916779
Moved 596.3471 408 388.0183 0.1666667 7.058366E-05
Moved 596.362 408 391.3797 0.1666667 0.01303885
Moved 596.3835 396.99 412.0301 0.1284374 0.09270862
Moved 596.3959 395.6101 416.1696 0.1236463 0.108679
Moved 596.4086 391.8474 424.4579 0.1105811 0.1406554
Moved 596.4232 390.4638 428.6086 0.1057771 0.1566688
Moved 596.4382 384.9697 436.3737 0.08670047 0.1866267
Moved 596.4562 383.9354 438.097 0.08310883 0.1932753
Moved 596.4702 378.6768 444.3232 0.06485 0.2172963
Moved 596.4854 375.6536 447.3464 0.05435273 0.2289597
Moved 596.5007 371.5 450 0.03993049 0.2391974
Moved 596.5159 368.0649 451.4675 0.02800301 0.2448591
Moved 596.5314 357.461 453 -0.008816048 0.2507715
Moved 596.547 347.1474 453 -0.04462697 0.2507715
Moved 596.5637 335.3536 453 -0.08557788 0.2507715
Moved 596.5779 324.4801 441.48 -0.1233331 0.2063272
Moved 596.5931 315.5656 438.2176 -0.154286 0.1937406
Moved 596.6095 305.1875 433.0938 -0.1903213 0.1739727
Moved 596.6243 281.5022 413.8144 -0.2725619 0.09959243
Moved 596.6399 270.2061 405.8909 -0.3117844 0.06902359
Moved 596.6549 261.7034 398.7529 -0.3413075 0.04148477
Moved 596.6699 254.831 391.8311 -0.36517 0.01478018
Moved 596.6851 252.4602 390.5952 -0.3734019 0.01001217
Moved 596.7016 245.4169 384.4169 -0.3978578 -0.01382374
Moved 596.7177 243.6282 382.6282 -0.4040688 -0.02072475
Moved 596.7325 241.3822 380.3823 -0.4118673 -0.02938941
Moved 596.7477 240.6961 379.696 -0.4142498 -0.03203698
Moved 596.763 241 378.8188 -0.4131944 -0.03542123
Stationary 596.7781 241 379 -0.4131944 -0.03472222
Stationary 596.7956 241 379 -0.4131944 -0.03472222
Moved 596.8107 256.1328 386.1859 -0.36065 -0.00699885
Moved 596.8245 263.0505 395.8707 -0.33663 0.0303654
