he is still on our team
Basic
0.6 0.6
432 388.8
Began 209.0156 313 474 -0.1087963 0.2211934
Stationary 209.0348 313 474 -0.1087963 0.2211934
Stationary 209.0483 313 474 -0.1087963 0.2211934
Stationary 209.0617 313 474 -0.1087963 0.2211934
Stationary 209.0767 313 474 -0.1087963 0.2211934
Stationary 209.0925 313 474 -0.1087963 0.2211934
Moved 209.1086 313 461.8671 -0.1087963 0.1899874
Moved 209.1346 313 454.1102 -0.1087963 0.1700365
Moved 209.1481 313 447.374 -0.1087963 0.1527107
Stationary 209.1597 313 447.374 -0.1087963 0.1527107
Moved 209.1713 313 441.3536 -0.1087963 0.1372262
Moved 209.1855 313 433.3825 -0.1087963 0.1167244
Moved 209.2021 313 425.7927 -0.1087963 0.09720346
Moved 209.2171 313 415.6323 -0.1087963 0.07107051
Moved 209.2335 313 409.3683 -0.1087963 0.0549597
Moved 209.2473 320.1573 402.8651 -0.09222836 0.03823327
Moved 209.2645 321.4739 397.1042 -0.08918072 0.02341608
Moved 209.2791 323.902 391.3918 -0.0835601 0.008723686
Moved 209.2935 326.6812 385.6376 -0.07712687 -0.006076161
Moved 209.3099 328.5606 380.8787 -0.07277628 -0.01831612
Moved 209.3253 330.22 376.34 -0.06893526 -0.02998972
Moved 209.3393 332.6635 371.0096 -0.06327897 -0.04369971
Moved 209.3547 334.6062 368.3938 -0.058782 -0.05042755
Moved 209.3707 336.1687 365.6626 -0.05516504 -0.05745216
Moved 209.3873 337.6085 362.7831 -0.05183225 -0.06485841
Moved 209.4028 340.0903 359.9097 -0.04608721 -0.07224887
Moved 209.4174 341.4877 358.5123 -0.04285246 -0.07584301
Moved 209.4326 342.9173 357.0827 -0.03954336 -0.07951987
Moved 209.4479 345.7271 357 -0.03303925 -0.07973259
Moved 209.4637 348.207 355.3965 -0.02729863 -0.08385678
Moved 209.4792 351.7398 355 -0.01912082 -0.08487654
Moved 209.4946 356.0358 355 -0.009176384 -0.08487654
Moved 209.5106 361.9633 355 0.004544755 -0.08487654
Moved 209.5258 367.9155 355 0.01832297 -0.08487654
Moved 209.5408 372.6805 355 0.029353 -0.08487654
Moved 209.5566 378.4868 355 0.04279355 -0.08487654
Moved 209.5714 384 355 0.0555556 -0.08487654
Moved 209.5876 388.567 362.6418 0.06612738 -0.06522174
Moved 209.6031 394.3217 365.1608 0.07944831 -0.05874272
Moved 209.6183 398.5603 366.0402 0.08926005 -0.05648091
Moved 209.6329 402.847 367.949 0.09918281 -0.05157156
Moved 209.649 405.8081 368 0.1060373 -0.05144041
Moved 209.665 407.8369 369.8369 0.1107335 -0.04671599
Moved 209.6799 409.2789 370 0.1140715 -0.04629637
Moved 209.6953 411.64 371.32 0.119537 -0.04290129
Moved 209.7112 412.849 371.8491 0.1223358 -0.04154056
Moved 209.7264 414.2986 372 0.1256911 -0.04115226
Moved 209.7409 415.7186 372.7186 0.1289782 -0.03930417
Moved 209.7579 416.5 373.5 0.130787 -0.03729432
Moved 209.7733 417.6014 373.6014 0.1333365 -0.03703357
Moved 209.7893 418 374 0.1342593 -0.03600823
Moved 209.8054 419.1069 374 0.1368215 -0.03600823
Moved 209.8183 419.5808 375 0.1379186 -0.03343629
Stationary 209.8342 420 375 0.1388889 -0.03343629
Moved 209.8487 421.4659 376.4659 0.1422822 -0.02966586
Moved 209.8638 421.9034 377 0.1432948 -0.02829226
Moved 209.8808 422 378.3426 0.1435185 -0.02483909
Moved 209.8943 423 380.7828 0.1458333 -0.01856282
Moved 209.9106 423.8954 383.6861 0.1479059 -0.01109551
Moved 209.9258 424 386.5939 0.1481481 -0.003616466
Moved 209.9417 425 388.4717 0.150463 0.001213286
Moved 209.9574 425 392.5291 0.150463 0.01164876
Moved 209.9724 425 395.2299 0.150463 0.01859527
Moved 209.988 425 399.1672 0.150463 0.02872231
Moved 210.0031 425 402 0.150463 0.03600815
Moved 210.0189 418.644 405.1187 0.13575 0.04402938
Moved 210.0352 411.8115 409.1414 0.1199341 0.05437584
Moved 210.0496 406.0585 411.9708 0.1066169 0.06165308
Moved 210.0652 399.3936 414.8425 0.09118895 0.06903934
Moved 210.0806 390.7664 417.7445 0.07121861 0.07650331
Moved 210.0957 381.9873 421.6051 0.05089651 0.0864328
Moved 210.1116 371.0009 424.4998 0.02546519 0.09387785
Moved 210.1267 365.5 427 0.01273145 0.1003086
Moved 210.1414 355.3389 431.3306 -0.01078968 0.1114468
Moved 210.1585 345.5045 434.4273 -0.03355433 0.1194117
Moved 210.1741 336.4348 437.9565 -0.05454913 0.128489
Moved 210.1894 328.5457 441.1817 -0.07281075 0.1367842
Moved 210.2039 321.5 444 -0.08912037 0.1440329
Moved 210.2196 312.1617 446.9461 -0.1107368 0.1516103
Moved 210.2372 306.365 449.8175 -0.1241552 0.1589956
Moved 210.2544 299.7141 452.6429 -0.1395507 0.1662626
Moved 210.2669 293.0166 455.9917 -0.1550542 0.1748757
Moved 210.2826 287.2739 458.863 -0.1683476 0.1822608
Moved 210.2962 281.3987 461.7342 -0.1819474 0.1896455
Moved 210.3118 274.5233 464.5907 -0.1978628 0.1969924
Moved 210.3272 270.7959 466.7347 -0.2064909 0.2025068
Moved 210.3431 266.4868 470.5132 -0.2164658 0.2122253
Moved 210.3586 263.3746 471.2084 -0.2236699 0.2140133
Moved 210.3732 259.8362 475.1638 -0.2318606 0.2241867
Moved 210.3902 256.6797 477.1602 -0.2391673 0.2293213
Moved 210.4052 252.8002 481.1998 -0.2481476 0.2397112
Moved 210.4201 249.9209 484.079 -0.2548127 0.2471168
Moved 210.4354 248.5249 488.4252 -0.2580441 0.2582951
Moved 210.451 246.0836 491.7491 -0.2636953 0.2668443
Moved 210.4652 245.0086 493.9828 -0.2661838 0.2725893
Moved 210.482 243.568 498.2961 -0.2695186 0.2836834
Moved 210.4962 243 501.5956 -0.2708333 0.2921698
Moved 210.5118 241.7296 504.5408 -0.2737741 0.2997448
Moved 210.5273 242 507.4141 -0.2731481 0.307135
Moved 210.5427 242 510.2786 -0.2731481 0.3145024
Moved 210.5581 242 512.5646 -0.2731481 0.3203821
