reading week is just about here
Basic
0.8 0.8
575.9999 172.8
Began 413.9512 326 406 -0.05902778 0.1041666
Stationary 413.9701 326 406 -0.05902778 0.1041666
Stationary 413.9843 326 406 -0.05902778 0.1041666
Stationary 414.0023 326 406 -0.05902778 0.1041666
Stationary 414.0159 326 406 -0.05902778 0.1041666
Stationary 414.0299 326 406 -0.05902778 0.1041666
Stationary 414.0487 326 406 -0.05902778 0.1041666
Stationary 414.0645 326 406 -0.05902778 0.1041666
Stationary 414.0794 326 406 -0.05902778 0.1041666
Stationary 414.0945 326 406 -0.05902778 0.1041666
Stationary 414.1106 326 406 -0.05902778 0.1041666
Stationary 414.1268 326 406 -0.05902778 0.1041666
Stationary 414.1389 326 406 -0.05902778 0.1041666
Stationary 414.1545 326 406 -0.05902778 0.1041666
Stationary 414.1697 326 406 -0.05902778 0.1041666
Stationary 414.185 326 406 -0.05902778 0.1041666
Stationary 414.2017 326 406 -0.05902778 0.1041666
Moved 414.2152 317.1164 417.4218 -0.07445063 0.1702649
Stationary 414.2328 317.1164 417.4218 -0.07445063 0.1702649
Moved 414.2508 318 416 -0.07291666 0.162037
Moved 414.2637 318 417 -0.07291666 0.1678241
Moved 414.279 316.7137 417 -0.07514975 0.1678241
Moved 414.2958 317 418.2865 -0.07465277 0.1752692
Moved 414.3094 317 418.8187 -0.07465277 0.1783492
Moved 414.3251 315.7445 419 -0.07683243 0.1793983
Moved 414.3405 315.3072 420 -0.07759172 0.1851852
Moved 414.3555 315 421.1301 -0.07812499 0.1917254
Moved 414.37 313.4354 422 -0.08084133 0.1967593
Moved 414.3864 313 423.0019 -0.08159722 0.2025573
Moved 414.4015 311.9475 423 -0.0834244 0.2025463
Moved 414.4187 310.5 424.5 -0.08593749 0.2112269
Moved 414.432 309.0645 424.9355 -0.08842978 0.2137473
Moved 414.4495 307.6277 426.3723 -0.09092405 0.2220617
Moved 414.4636 305.3725 426.8137 -0.09483937 0.2246165
Moved 414.4787 303.7579 427 -0.09764247 0.2256945
Moved 414.4934 300.6428 428 -0.1030506 0.2314815
Moved 414.509 298.3044 428.8478 -0.1071104 0.2363876
Moved 414.5252 296.7735 429 -0.1097683 0.2372686
Moved 414.5484 290.6457 430 -0.1204068 0.2430556
Stationary 414.5591 290.6457 430 -0.1204068 0.2430556
Moved 414.5706 289.3847 431 -0.122596 0.2488425
Moved 414.5872 286.8863 432.0568 -0.1269335 0.2549584
Moved 414.6039 285.5029 432 -0.1293353 0.2546297
Moved 414.6177 283.3109 433 -0.1331408 0.2604166
Moved 414.6337 280.9745 433 -0.1371971 0.2604166
Moved 414.6507 279.547 433 -0.1396753 0.2604166
Moved 414.6648 276.2308 434 -0.1454326 0.2662038
Moved 414.6797 274.679 434 -0.1481267 0.2662038
Moved 414.6962 273.2408 435 -0.1506237 0.2719908
Moved 414.7113 270.6079 435 -0.1551945 0.2719908
Moved 414.7266 269.5 435 -0.1571181 0.2719908
Moved 414.7421 267.4469 436 -0.1606825 0.2777777
Moved 414.7573 264.5709 436 -0.1656755 0.2777777
Moved 414.7723 262.3494 437 -0.1695323 0.2835649
Moved 414.7878 258.7491 437 -0.1757828 0.2835649
Moved 414.8029 256 438.5 -0.1805555 0.2922454
Moved 414.8188 252.115 438 -0.1873003 0.2893519
Moved 414.8339 249.2045 439.3978 -0.1923534 0.2974409
Moved 414.8524 247.2473 439 -0.1957511 0.295139
Moved 414.8659 244.1249 439 -0.201172 0.295139
Moved 414.881 241.2527 439 -0.2061585 0.295139
Moved 414.895 238.3807 439 -0.2111446 0.295139
Moved 414.9118 236.7613 439 -0.2139561 0.295139
Moved 414.9279 234.3103 439 -0.2182113 0.295139
Moved 414.9428 231.7605 439 -0.222638 0.295139
Moved 414.957 230.8535 439 -0.2242127 0.295139
Moved 414.9724 228.3547 439 -0.2285509 0.295139
Moved 414.9878 224.7892 439 -0.2347409 0.295139
Moved 415.0029 220.4445 439 -0.2422839 0.295139
Moved 415.0195 215.1815 432.3177 -0.2514209 0.2564682
Moved 415.035 212.2108 429.2108 -0.2565785 0.2384881
Moved 415.0512 205.6704 427.3352 -0.2679334 0.2276343
Moved 415.0652 201.1756 425.0878 -0.2757368 0.2146284
Moved 415.0805 195.4726 422.2363 -0.2856379 0.1981265
Moved 415.0975 191.37 420.3699 -0.2927604 0.1873261
Moved 415.1115 187.2393 418.7464 -0.2999318 0.1779306
Moved 415.1266 183.6182 416.3091 -0.3062184 0.1638258
Moved 415.1426 179.5775 413.7183 -0.3132334 0.148833
Moved 415.1588 175.2656 411.8438 -0.3207194 0.1379848
Moved 415.1736 172.4968 409.4968 -0.3255263 0.124403
Moved 415.1888 168.6879 406.7919 -0.3321391 0.1087493
Moved 415.2047 164.5 404 -0.3394097 0.09259277
Moved 415.2193 160.0639 401.0426 -0.3471112 0.07547802
Moved 415.2355 154.3247 398.1624 -0.3570751 0.05881
Moved 415.2529 149.4304 394.2869 -0.3655722 0.03638268
Moved 415.2665 143.8149 391.4075 -0.3753213 0.01971925
Moved 415.2817 142 390.5 -0.3784722 0.01446759
Moved 415.2973 139.2564 389.1282 -0.3832355 0.006528961
Moved 415.3137 135.0642 387.688 -0.3905136 -0.001805094
Moved 415.3286 133.4999 386.2499 -0.3932294 -0.01012767
Moved 415.3441 131.8105 384.8105 -0.3961623 -0.01845784
Moved 415.3585 130.3703 384.3703 -0.3986627 -0.02100503
Moved 415.384 128.7468 382.7468 -0.4014813 -0.03040049
Moved 415.398 127.3878 383 -0.4038406 -0.02893518
Stationary 415.4091 127.3878 383 -0.4038406 -0.02893518
Moved 415.4261 127 381.9517 -0.4045138 -0.03500197
Moved 415.4358 125.5071 382 -0.4071057 -0.03472222
Stationary 415.4508 125.5071 382 -0.4071057 -0.03472222
Moved 415.4663 125 380.6349 -0.4079861 -0.04262218
Moved 415.4812 123.5 381 -0.4105903 -0.04050926
Stationary 415.4959 123.5 381 -0.4105903 -0.04050926
Stationary 415.5109 123.5 381 -0.4105903 -0.04050926
Stationary 415.5271 123.5 381 -0.4105903 -0.04050926
Moved 415.5434 124 381 -0.4097222 -0.04050926
Moved 415.5586 129.0715 381 -0.4009175 -0.04050926
Moved 415.5743 136.2479 381 -0.3884585 -0.04050926
Moved 415.5921 144.0598 381 -0.3748962 -0.04050926
Moved 415.6061 152.6764 381 -0.3599368 -0.04050926
Moved 415.6203 160.3237 381 -0.3466601 -0.04050926
Moved 415.6357 170.4502 381 -0.3290794 -0.04050926
Moved 415.6541 179.6155 381 -0.3131675 -0.04050926
Moved 415.668 186.8027 381 -0.3006897 -0.04050926
Moved 415.6817 193.2261 381 -0.2895381 -0.04050926
Moved 415.6977 197.778 381 -0.2816353 -0.04050926
Moved 415.7126 203.756 380 -0.271257 -0.04629612
Moved 415.7279 208.3418 379.1646 -0.2632954 -0.05113107
Moved 415.7438 212.6541 379 -0.2558089 -0.05208316
Moved 415.7596 216.9578 378.3474 -0.2483371 -0.05585988
Moved 415.7755 221.2785 378 -0.2408359 -0.05787037
Moved 415.7906 224.0656 378 -0.2359972 -0.05787037
Moved 415.8058 226.9404 378 -0.2310062 -0.05787037
