he is just like everyone else
Basic
0.8 0.8
575.9999 518.4
Began 245.9955 406 370 0.07986113 -0.03472228
Stationary 246.0121 406 370 0.07986113 -0.03472228
Stationary 246.0278 406 370 0.07986113 -0.03472228
Stationary 246.0425 406 370 0.07986113 -0.03472228
Stationary 246.0576 406 370 0.07986113 -0.03472228
Stationary 246.0726 406 370 0.07986113 -0.03472228
Stationary 246.0875 406 370 0.07986113 -0.03472228
Stationary 246.103 406 370 0.07986113 -0.03472228
Stationary 246.1183 406 370 0.07986113 -0.03472228
Stationary 246.1341 406 370 0.07986113 -0.03472228
Moved 246.1499 396.1535 370 0.06276645 -0.03472228
Moved 246.1688 388.9609 381.3379 0.05027942 -0.01285135
Moved 246.1827 381.7796 385.517 0.03781185 -0.004789858
Moved 246.1991 375.4153 391.5847 0.02676271 0.006914845
Moved 246.2123 368.063 398.3496 0.01399823 0.01996446
Moved 246.2276 362.0245 403.9755 0.003514811 0.03081678
Moved 246.2437 354.0139 409.6574 -0.01039255 0.04177735
Moved 246.2593 344.7442 417.6478 -0.02648577 0.05719096
Moved 246.2745 335.7064 426.2936 -0.04217647 0.07386884
Moved 246.2907 327.0482 433.4598 -0.0572079 0.0876924
Moved 246.3053 318.3904 443.6096 -0.07223886 0.1072716
Moved 246.3212 308.3837 452.2426 -0.08961166 0.1239246
Moved 246.3353 302 459 -0.1006944 0.1369598
Moved 246.3521 288.7398 469.4082 -0.1237157 0.1570374
Moved 246.3675 277.0471 478.2147 -0.1440155 0.1740251
Moved 246.3834 263.7134 490.477 -0.1671643 0.1976793
Moved 246.3987 252.0132 499.4901 -0.187477 0.2150656
Moved 246.4139 242.1564 506.4597 -0.2045896 0.2285102
Moved 246.4287 232.0106 512.5654 -0.2222037 0.2402881
Moved 246.4441 225.5 516.5 -0.2335069 0.2478781
Moved 246.4602 220.4152 519.9386 -0.2423348 0.2545111
Moved 246.4756 215.7328 522.0891 -0.2504638 0.2586593
Moved 246.4911 210.9392 525.0608 -0.2587861 0.2643919
Moved 246.5064 209.0281 526.9719 -0.262104 0.2680785
Moved 246.5275 207 530.8651 -0.265625 0.2755884
Stationary 246.5382 207 530.8651 -0.265625 0.2755884
Moved 246.551 207 532.298 -0.265625 0.2783525
Moved 246.5677 207 534.6301 -0.265625 0.2828512
Moved 246.5814 207 536.712 -0.265625 0.2868673
Ended 246.5975 207 538 -0.265625 0.2893518
Began 246.9664 461 528 0.1753472 0.2700616
Stationary 246.9836 461 528 0.1753472 0.2700616
Stationary 246.9969 461 528 0.1753472 0.2700616
Stationary 247.0128 461 528 0.1753472 0.2700616
Stationary 247.0298 461 528 0.1753472 0.2700616
Stationary 247.0444 461 528 0.1753472 0.2700616
Moved 247.0605 448.547 528 0.1537274 0.2700616
Moved 247.0756 444.2293 528 0.1462314 0.2700616
Moved 247.0912 438.7216 517.9547 0.1366695 0.250684
Moved 247.1068 427.7053 513.8527 0.1175439 0.2427713
Moved 247.1226 412.4799 506.8545 0.09111098 0.2292717
Moved 247.1371 386.1977 493.5989 0.04548214 0.2037014
Moved 247.1522 345.6509 469.9905 -0.02491168 0.1581607
Moved 247.1696 313.5874 451.9525 -0.08057743 0.123365
Moved 247.1846 294.0308 440.0189 -0.1145299 0.1003451
Moved 247.199 280.7325 431.155 -0.1376172 0.08324649
Moved 247.2139 263.6638 420.9679 -0.1672502 0.06359544
Moved 247.2313 249.7624 411.8416 -0.1913848 0.04599059
Moved 247.2463 238.3468 406.1734 -0.2112034 0.03505668
Moved 247.2611 225.8321 398.52 -0.2329304 0.02029319
Moved 247.2762 212.9609 391.3116 -0.2552763 0.006388028
Moved 247.292 205.3302 386.6651 -0.2685239 -0.002575068
Moved 247.3083 197.5554 382.3174 -0.2820219 -0.0109619
Moved 247.3221 190.3309 376.6647 -0.2945644 -0.02186592
Moved 247.337 184.9035 372.6776 -0.303987 -0.02955713
Moved 247.353 179.1431 369.5715 -0.3139877 -0.0355488
Moved 247.3689 177.3462 368.3462 -0.3171073 -0.03791256
Moved 247.3831 175.9117 368 -0.3195978 -0.0385803
Stationary 247.3987 175.9117 368 -0.3195978 -0.0385803
Stationary 247.4131 176 368 -0.3194444 -0.0385803
Ended 247.4299 176 368 -0.3194444 -0.0385803
Began 247.7045 464 326 0.1805556 -0.1195989
Stationary 247.7235 464 326 0.1805556 -0.1195989
Stationary 247.7373 464 326 0.1805556 -0.1195989
Stationary 247.7519 464 326 0.1805556 -0.1195989
Stationary 247.7692 464 326 0.1805556 -0.1195989
Moved 247.7834 454.5555 347.5186 0.1641588 -0.07808908
Moved 247.7995 447.712 367.8638 0.1522779 -0.03884292
Moved 247.8148 443 388 0.1440972 -2.943439E-08
Moved 247.8313 438.748 405.0081 0.1367152 0.03280884
Moved 247.8474 434.2355 421.803 0.1288811 0.0652063
Moved 247.8609 432.2984 437.3148 0.125518 0.09512874
Moved 247.8765 429.7462 450.142 0.1210872 0.1198726
Moved 247.8929 426.839 460.0635 0.11604 0.1390113
Moved 247.9081 423.9591 469.1228 0.11104 0.1564869
Moved 247.9247 419.6225 479.2142 0.1035113 0.1759532
Moved 247.9381 418.1891 483.0273 0.1010227 0.1833087
Moved 247.9542 413.0414 495.8897 0.09208567 0.2081205
Moved 247.9708 408.7128 501.7162 0.08457086 0.2193599
Moved 247.9849 403.5451 510.1823 0.07559917 0.2356911
Moved 248.0003 399.0589 517.5685 0.06781057 0.2499391
Moved 248.0159 390.2401 528.5118 0.05250021 0.271049
Moved 248.0306 385.4258 535.957 0.044142 0.2854107
Moved 248.046 379.6985 542.5619 0.03419868 0.2981517
Moved 248.061 375.6671 546.3329 0.02719983 0.3054261
Moved 248.0809 372.559 550.6616 0.02180375 0.313776
Moved 248.0938 369.0185 551.6605 0.01565717 0.3157031
Moved 248.1166 362.3792 554 0.004130601 0.320216
Moved 248.1298 357.0779 554 -0.005073026 0.320216
Stationary 248.1418 357.0779 554 -0.005073026 0.320216
Moved 248.1543 352.742 554 -0.01260076 0.320216
Moved 248.1697 334.9571 536.957 -0.04347734 0.2873398
Moved 248.1851 299.5484 501.5484 -0.1049507 0.2190361
Moved 248.1999 254.0943 444.8679 -0.183864 0.1096989
Moved 248.2164 244.1843 426.2206 -0.2010688 0.073728
Moved 248.2312 234.0136 408.5947 -0.2187264 0.0397273
Moved 248.2469 226.3045 391.8698 -0.2321103 0.007464885
Moved 248.2627 221.5711 379.5706 -0.2403279 -0.01626062
Moved 248.279 216.015 368.03 -0.249974 -0.03852243
Moved 248.2942 213.6219 360.5548 -0.2541286 -0.05294216
Moved 248.3098 211.8712 355.6138 -0.2571679 -0.06247343
Moved 248.3246 212 352.428 -0.2569444 -0.06861874
Stationary 248.3399 212 352 -0.2569444 -0.0694445
Moved 248.3549 212 350.5522 -0.2569444 -0.07223717
Stationary 248.3716 212 351 -0.2569444 -0.07137357
Stationary 248.3846 212 351 -0.2569444 -0.07137357
Moved 248.4009 212 362.6232 -0.2569444 -0.04895216
Moved 248.4174 230.208 377.7555 -0.2253333 -0.01976184
Moved 248.4324 240.3571 391.0305 -0.2077134 0.005845847
