watch out for low flying objects
Basic
0.8 0.8
575.9999 518.4
Began 644.2329 208 562 -0.2638888 0.3356481
Stationary 644.2558 208 562 -0.2638888 0.3356481
Stationary 644.2665 208 562 -0.2638888 0.3356481
Stationary 644.2827 208 562 -0.2638888 0.3356481
Stationary 644.299 208 562 -0.2638888 0.3356481
Stationary 644.315 208 562 -0.2638888 0.3356481
Stationary 644.3299 208 562 -0.2638888 0.3356481
Stationary 644.3453 208 562 -0.2638888 0.3356481
Stationary 644.3592 208 562 -0.2638888 0.3356481
Stationary 644.374 208 562 -0.2638888 0.3356481
Stationary 644.3903 208 562 -0.2638888 0.3356481
Stationary 644.4069 208 562 -0.2638888 0.3356481
Stationary 644.4227 208 562 -0.2638888 0.3356481
Stationary 644.4371 208 562 -0.2638888 0.3356481
Stationary 644.4536 208 562 -0.2638888 0.3356481
Stationary 644.4689 208 562 -0.2638888 0.3356481
Stationary 644.4838 208 562 -0.2638888 0.3356481
Stationary 644.4996 208 562 -0.2638888 0.3356481
Stationary 644.5148 208 562 -0.2638888 0.3356481
Stationary 644.53 208 562 -0.2638888 0.3356481
Stationary 644.5454 208 562 -0.2638888 0.3356481
Moved 644.5596 201 551.8705 -0.2760417 0.3161081
Moved 644.5768 199.5156 550.5156 -0.2786187 0.3134944
Moved 644.5945 198.5968 549.5967 -0.2802139 0.311722
Moved 644.6075 196.2276 547.1138 -0.2843271 0.3069324
Moved 644.622 192.2547 542.0062 -0.2912246 0.2970798
Moved 644.6384 187.5645 533.9556 -0.2993672 0.2815501
Moved 644.6534 180.1902 525.2219 -0.3121698 0.2647026
Moved 644.6694 172.016 513.024 -0.3263611 0.2411727
Moved 644.6838 166.2272 503.1476 -0.3364111 0.222121
Moved 644.6999 160.2811 493.9216 -0.3467343 0.204324
Moved 644.7153 153.6492 479.158 -0.358248 0.1758447
Moved 644.7305 148.2524 468.5049 -0.3676173 0.1552948
Moved 644.7472 145.3991 457.5963 -0.3725711 0.1342521
Moved 644.7618 141.5189 446.717 -0.3793075 0.1132658
Moved 644.7769 138.9339 437.2686 -0.3837953 0.09503961
Moved 644.7931 137.1006 427.7043 -0.3869781 0.07658999
Moved 644.8094 135.7381 418.1665 -0.3893436 0.05819152
Moved 644.8239 134.7574 412.5442 -0.3910462 0.04734595
Moved 644.8391 133.3194 402.2354 -0.3935428 0.02746025
Moved 644.8541 131.9522 394.7611 -0.3959163 0.01304223
Moved 644.8695 130.5861 386.5164 -0.398288 -0.002861906
Moved 644.8856 130.2246 379.6739 -0.3989155 -0.01606123
Moved 644.9005 130 374.4484 -0.3993056 -0.02614133
Moved 644.9151 130 370.5106 -0.3993056 -0.03373734
Moved 644.9305 130 367.0535 -0.3993056 -0.04040606
Moved 644.9475 130 364.2072 -0.3993056 -0.04589663
Moved 644.9612 130 361.4885 -0.3993056 -0.05114114
Moved 644.9774 130 359.3776 -0.3993056 -0.05521297
Moved 645.0063 130 357.5 -0.3993056 -0.05883493
Moved 645.0185 130 357 -0.3993056 -0.05979944
Stationary 645.0309 130 357 -0.3993056 -0.05979944
Stationary 645.0413 130 357 -0.3993056 -0.05979944
Stationary 645.0544 130 357 -0.3993056 -0.05979944
Stationary 645.0693 130 357 -0.3993056 -0.05979944
Moved 645.0846 141.589 363.0411 -0.3791857 -0.04814612
Moved 645.1 146.9287 375.0897 -0.3699153 -0.02490426
Moved 645.1155 151.3459 380.5189 -0.3622467 -0.01443127
Moved 645.1311 158.6873 393.4267 -0.3495013 0.01046813
Moved 645.1464 164.2278 403.1487 -0.3398822 0.02922196
Moved 645.1625 169 413 -0.3315972 0.04822525
Moved 645.1785 174.8006 424.0015 -0.3215267 0.06944723
Moved 645.1937 179.1832 431.2443 -0.313918 0.08341868
Moved 645.2091 183.2825 439.5651 -0.3068011 0.09946957
Moved 645.2239 188.9576 447.7492 -0.2969486 0.1152569
Moved 645.24 193.4622 453.6163 -0.2891281 0.1265745
Moved 645.257 199 459 -0.2795139 0.1369598
Moved 645.2701 203.6122 467.483 -0.2715065 0.1533236
Moved 645.2855 205.8197 470.7296 -0.2676741 0.1595863
Moved 645.3011 210.9217 477.1522 -0.2588165 0.1719756
Moved 645.3178 216.4116 482.0145 -0.2492854 0.1813551
Moved 645.3323 223.7935 487.8623 -0.2364697 0.1926356
Moved 645.348 230.5867 495.9041 -0.2246759 0.2081482
Moved 645.3632 237.7331 501.4163 -0.212269 0.2187814
Moved 645.3794 244.2248 506.1349 -0.2009986 0.2278835
Moved 645.3952 253.7997 512.9998 -0.1843756 0.241126
Moved 645.41 263.0989 519.0659 -0.1682311 0.2528278
Moved 645.4244 276.0259 528.4207 -0.1457884 0.2708732
Moved 645.441 289.7621 538.2335 -0.1219407 0.2898023
Moved 645.4594 300 546 -0.1041667 0.3047838
Moved 645.4727 313.1301 555.4563 -0.08137136 0.3230252
Moved 645.4872 324.0847 567.3453 -0.06235293 0.3459592
Moved 645.5031 331.0631 572.4505 -0.05023766 0.3558072
Moved 645.5188 335.9326 576.9326 -0.04178375 0.3644531
Moved 645.5427 347.4763 587.4763 -0.02174262 0.3847921
Moved 645.559 351.443 591.1644 -0.01485597 0.3919066
Moved 645.5712 354.1621 595.2432 -0.01013517 0.3997745
Stationary 645.5819 354.1621 595.2432 -0.01013517 0.3997745
Moved 645.5936 356.8646 596.4323 -0.005443357 0.4020684
Moved 645.6098 357.7902 597.7902 -0.00383649 0.4046878
Moved 645.6254 359.1559 598 -0.001465492 0.4050925
Stationary 645.6402 359 598 -0.001736097 0.4050925
Stationary 645.6556 359 598 -0.001736097 0.4050925
Stationary 645.6708 359 598 -0.001736097 0.4050925
Moved 645.6866 359 584.8285 -0.001736097 0.3796845
Moved 645.7025 359 575.8497 -0.001736097 0.3623644
Moved 645.7181 359 563.6221 -0.001736097 0.338777
Moved 645.7329 346.3572 549.9525 -0.02368547 0.3124082
Moved 645.7493 344 530 -0.02777777 0.2739197
Moved 645.7639 338.1812 511.9374 -0.03787979 0.2390768
Moved 645.7796 331.1691 489.341 -0.0500537 0.195488
Moved 645.7942 327.5 472.5 -0.05642362 0.1630015
Moved 645.8098 322.3109 452.2435 -0.06543248 0.1239265
Moved 645.826 319.4747 432.0604 -0.07035635 0.08499303
Moved 645.8424 316.3719 413.4625 -0.07574323 0.04911746
Moved 645.8575 315.013 395.1816 -0.07810249 0.01385347
Moved 645.8719 315 384.9465 -0.07812499 -0.005890322
Moved 645.8865 315 360.2114 -0.07812499 -0.05360456
Moved 645.9033 315 350.4161 -0.07812499 -0.0724999
Moved 645.9181 315 338.1198 -0.07812499 -0.09621955
Moved 645.9412 315 316.2232 -0.07812499 -0.1384583
Stationary 645.9527 315 316.2232 -0.07812499 -0.1384583
Moved 645.9647 315 304.252 -0.07812499 -0.1615511
Moved 645.9805 315 300 -0.07812499 -0.1697531
Moved 645.9985 322.6126 293.937 -0.06490867 -0.1814487
Moved 646.0107 323.9684 288.1265 -0.06255488 -0.1926573
Moved 646.0273 325.3414 281.2928 -0.0601711 -0.2058395
Moved 646.043 326.694 277.918 -0.05782291 -0.2123496
Moved 646.0577 327 274.8885 -0.05729165 -0.2181934
