did you have a good time
Basic
0.6 0.6
432 388.8
Began 222.2552 257 349 -0.2384259 -0.1003086
Stationary 222.273 257 349 -0.2384259 -0.1003086
Stationary 222.288 257 349 -0.2384259 -0.1003086
Stationary 222.3033 257 349 -0.2384259 -0.1003086
Stationary 222.3189 257 349 -0.2384259 -0.1003086
Moved 222.3337 272.9042 370.539 -0.2016106 -0.04490997
Moved 222.3501 288.6689 389.6138 -0.1651183 0.004150563
Moved 222.3675 307.4983 411.3441 -0.1215318 0.06004133
Moved 222.3823 329.9306 430.8896 -0.06960516 0.1103126
Moved 222.3973 356.1918 452.382 -0.008815329 0.1655914
Moved 222.4138 380.8477 471.2365 0.04825851 0.2140855
Moved 222.428 404.3713 487.1927 0.1027113 0.2551253
Moved 222.4439 423.6094 500.4988 0.1472439 0.2893486
Moved 222.4589 438.3708 508.5393 0.1814139 0.310029
Moved 222.4738 452.3926 516.8356 0.2138719 0.3313671
Moved 222.4887 460.2363 520.6182 0.2320285 0.341096
Moved 222.5045 471.9005 525.9503 0.2590289 0.3548102
Moved 222.5266 487.5 531.5 0.2951388 0.3690843
Stationary 222.5378 487.5 531.5 0.2951388 0.3690843
Moved 222.5501 490.9272 533.9636 0.3030723 0.3754207
Moved 222.5666 493.7964 535.3982 0.3097139 0.3791105
Moved 222.581 496 535 0.3148148 0.3780863
Stationary 222.5962 496 535 0.3148148 0.3780863
Moved 222.6125 496.3197 536.3197 0.3155548 0.3814806
Stationary 222.6282 496.3197 536.3197 0.3155548 0.3814806
Stationary 222.6426 496 536 0.3148148 0.3806583
Moved 222.6577 484.1245 536 0.2873253 0.3806583
Moved 222.6731 466.073 524.6235 0.2455393 0.3513979
Moved 222.6881 432.4279 505.3489 0.1676572 0.3018232
Moved 222.7046 402.9789 489.2386 0.09948821 0.2603872
Moved 222.7202 364.0025 462.9017 0.009264947 0.1926484
Moved 222.7353 343.4767 447.1075 -0.0382485 0.1520253
Moved 222.7506 326.1988 432.1822 -0.07824361 0.1136373
Moved 222.7667 313.2 419.2 -0.1083334 0.08024666
Moved 222.782 300.3173 405.4636 -0.1381544 0.04491669
Moved 222.7969 291.2534 394.9623 -0.1591356 0.01790722
Moved 222.8135 284.7315 386.7315 -0.1742326 -0.003262704
Moved 222.8277 279.4993 380.6241 -0.1863441 -0.0189709
Moved 222.8434 276.3646 376.0469 -0.1936004 -0.03074348
Moved 222.8581 275.2473 372.4947 -0.1961867 -0.03987991
Moved 222.8734 272.6172 368.4258 -0.2022749 -0.05034513
Moved 222.8893 272.367 367.367 -0.2028541 -0.0530684
Moved 222.9048 272 365.9283 -0.2037037 -0.05676866
Ended 222.92 272 364.5 -0.2037037 -0.06044246
Began 223.1156 337 486 -0.05324075 0.2520575
Stationary 223.1355 337 486 -0.05324075 0.2520575
Stationary 223.1507 337 486 -0.05324075 0.2520575
Stationary 223.1671 337 486 -0.05324075 0.2520575
Stationary 223.1822 337 486 -0.05324075 0.2520575
Moved 223.1975 357.254 496.66 -0.006356438 0.2794753
Moved 223.2155 374 503.5 0.03240744 0.2970678
Moved 223.2302 395.9477 510.4211 0.08321216 0.3148691
Moved 223.2446 420.1733 517.0456 0.13929 0.3319073
Moved 223.2603 444.5433 525.6624 0.1957021 0.3540697
Moved 223.2755 467.9256 530.5119 0.2498278 0.3665428
Moved 223.2907 489.9796 536.3279 0.3008787 0.3815017
Moved 223.3068 501.7803 539.5067 0.3281951 0.3896777
Moved 223.3224 516.4626 541.2463 0.3621821 0.3941518
Moved 223.3375 526 542.5 0.3842592 0.3973764
Moved 223.3539 533.7723 542 0.4022507 0.3960905
Moved 223.3709 541.1704 542 0.419376 0.3960905
Moved 223.383 547.7261 542 0.4345512 0.3960905
Moved 223.398 551.2145 542 0.4426263 0.3960905
Moved 223.413 555.1108 542 0.4516454 0.3960905
Moved 223.4286 556.9892 542 0.4559935 0.3960905
Moved 223.4441 558.4279 542 0.4593239 0.3960905
Moved 223.4591 559.3793 542 0.4615262 0.3960905
Stationary 223.474 559.3793 542 0.4615262 0.3960905
Stationary 223.4899 559 542 0.4606481 0.3960905
Stationary 223.5058 559 542 0.4606481 0.3960905
Moved 223.52 544.8566 532.9996 0.4279089 0.3729414
Moved 223.5357 524.7993 525.9762 0.3814799 0.3548769
Moved 223.5527 500.3843 514.769 0.3249636 0.326052
Moved 223.5679 478.528 509.882 0.2743703 0.3134823
Moved 223.5828 444.0094 501.8019 0.1944663 0.2927002
Moved 223.5976 422.478 497.4956 0.1446249 0.2816244
Moved 223.6176 402.5 495 0.09837966 0.2752057
Moved 223.6464 380.031 495 0.04636814 0.2752057
Moved 223.6637 374.2936 494 0.03308704 0.2726337
Moved 223.6761 370.9117 494 0.02525846 0.2726337
Moved 223.6907 368.0268 494 0.01858056 0.2726337
Moved 223.7083 367.0778 494 0.01638383 0.2726337
Stationary 223.7292 367 494 0.01620372 0.2726337
Stationary 223.7404 367 494 0.01620372 0.2726337
Moved 223.7536 375.6765 494 0.0362882 0.2726337
Moved 223.7694 384.5 494 0.05671293 0.2726337
Ended 223.7841 384.5 494 0.05671293 0.2726337
Began 223.9506 365 361 0.01157403 -0.06944452
Stationary 223.9692 365 361 0.01157403 -0.06944452
Stationary 223.9835 365 361 0.01157403 -0.06944452
Stationary 224.0002 365 361 0.01157403 -0.06944452
Stationary 224.0159 365 361 0.01157403 -0.06944452
Stationary 224.0312 365 361 0.01157403 -0.06944452
Stationary 224.045 365 361 0.01157403 -0.06944452
Moved 224.0605 351.5 361 -0.01967594 -0.06944452
Moved 224.0765 343.3418 353.2927 -0.03856068 -0.08926768
Moved 224.0925 331.818 353 -0.06523614 -0.09002065
Moved 224.1098 318.7476 353 -0.09549171 -0.09002065
Moved 224.1237 305.8255 353 -0.125404 -0.09002065
Moved 224.1379 291.3336 353 -0.1589499 -0.09002065
Moved 224.1559 276.1673 353 -0.1940571 -0.09002065
Moved 224.1712 254.8785 363.7315 -0.2433368 -0.06241904
Moved 224.1848 245.499 362.3183 -0.2650487 -0.06605376
Moved 224.2002 228.4002 365.72 -0.3046291 -0.0573046
