did you have a good time
Basic
0.4 0.4
288 86.39999
Began 172.9874 304 360 -0.1944444 -0.3240741
Stationary 173.0029 304 360 -0.1944444 -0.3240741
Stationary 173.0183 304 360 -0.1944444 -0.3240741
Stationary 173.0337 304 360 -0.1944444 -0.3240741
Stationary 173.0477 304 360 -0.1944444 -0.3240741
Stationary 173.0629 304 360 -0.1944444 -0.3240741
Stationary 173.0783 304 360 -0.1944444 -0.3240741
Stationary 173.0929 304 360 -0.1944444 -0.3240741
Stationary 173.1089 304 360 -0.1944444 -0.3240741
Stationary 173.124 304 360 -0.1944444 -0.3240741
Stationary 173.1398 304 360 -0.1944444 -0.3240741
Moved 173.1553 315.6118 360 -0.1541258 -0.3240741
Moved 173.1713 320.2388 360 -0.1380599 -0.3240741
Moved 173.187 323.3722 360 -0.1271799 -0.3240741
Moved 173.2021 328.5354 367 -0.109252 -0.2430552
Moved 173.2178 333.2965 367.8241 -0.09272054 -0.2335174
Moved 173.2328 337.6303 369.2101 -0.07767245 -0.2174759
Moved 173.2492 343.533 370.6332 -0.05717702 -0.2010042
Moved 173.2638 349.3225 372.0806 -0.03707476 -0.184252
Moved 173.28 355 373.5 -0.01736112 -0.1678241
Moved 173.2948 359.8102 374.9525 -0.0006592274 -0.1510126
Moved 173.3107 365.5828 376.3957 0.01938462 -0.1343091
Moved 173.3262 370 376 0.03472224 -0.1388892
Moved 173.342 373.704 377.9014 0.04758343 -0.116882
Moved 173.3561 378.0185 379.3395 0.06256416 -0.1002372
Moved 173.3738 382.3588 380 0.0776346 -0.09259224
Moved 173.3878 386.6661 381.222 0.09259059 -0.07844854
Moved 173.4035 390.3287 382.6644 0.1053078 -0.06175465
Moved 173.4194 394.2997 384.0999 0.1190962 -0.04513988
Moved 173.4337 398.5 384 0.1336806 -0.04629594
Moved 173.4492 400.8391 385.613 0.1418024 -0.02762706
Moved 173.465 404.1035 387.0518 0.1531371 -0.01097467
Moved 173.48 408.4588 387 0.1682599 -0.0115739
Moved 173.4957 411.7877 388.9293 0.1798184 0.0107555
Moved 173.5113 416.1157 391.7438 0.1948462 0.04333178
Moved 173.5257 420.4118 392.804 0.2097632 0.05560151
Moved 173.542 425.9567 395.4783 0.2290162 0.08655495
Moved 173.557 428.8175 397.545 0.2389498 0.1104752
