my bare face in the wind
Basic
0.8 0.8
575.9999 172.8
Began 232.8312 534 266 0.3020833 -0.7060185
Stationary 232.8489 534 266 0.3020833 -0.7060185
Stationary 232.8643 534 266 0.3020833 -0.7060185
Stationary 232.8782 534 266 0.3020833 -0.7060185
Stationary 232.8934 534 266 0.3020833 -0.7060185
Stationary 232.9102 534 266 0.3020833 -0.7060185
Stationary 232.9257 534 266 0.3020833 -0.7060185
Stationary 232.9411 534 266 0.3020833 -0.7060185
Stationary 232.9562 534 266 0.3020833 -0.7060185
Stationary 232.9743 534 266 0.3020833 -0.7060185
Stationary 232.9895 534 266 0.3020833 -0.7060185
Stationary 233.0055 534 266 0.3020833 -0.7060185
Stationary 233.0182 534 266 0.3020833 -0.7060185
Stationary 233.0307 534 266 0.3020833 -0.7060185
Stationary 233.0461 534 266 0.3020833 -0.7060185
Stationary 233.0617 534 266 0.3020833 -0.7060185
Stationary 233.0776 534 266 0.3020833 -0.7060185
Stationary 233.0936 534 266 0.3020833 -0.7060185
Moved 233.1092 544.3452 266 0.3200438 -0.7060185
Moved 233.126 545.7868 266 0.3225465 -0.7060185
Moved 233.1405 547.2291 266 0.3250504 -0.7060185
Moved 233.156 548.5 266 0.3272569 -0.7060185
Stationary 233.1711 548.5 266 0.3272569 -0.7060185
Moved 233.1862 550.1976 266 0.3302042 -0.7060185
Stationary 233.202 550.1976 266 0.3302042 -0.7060185
Moved 233.2175 551.374 266 0.3322465 -0.7060185
Stationary 233.2321 551.374 266 0.3322465 -0.7060185
Stationary 233.2478 551.374 266 0.3322465 -0.7060185
Moved 233.2654 552 266 0.3333333 -0.7060185
Stationary 233.2799 552 266 0.3333333 -0.7060185
Stationary 233.2945 552 266 0.3333333 -0.7060185
Moved 233.3113 552 274.4537 0.3333333 -0.6570968
Moved 233.3257 552 277.7104 0.3333333 -0.6382496
Moved 233.3417 552 279.2976 0.3333333 -0.6290648
Moved 233.3579 546.8311 282.4768 0.3243596 -0.6106666
Moved 233.3726 543.8295 284.1705 0.3191484 -0.6008653
Moved 233.3907 542.5 285.5 0.3168403 -0.5931713
Moved 233.4026 542 287.7226 0.3159722 -0.580309
Moved 233.4188 540.8372 289.1628 0.3139534 -0.5719743
Moved 233.4331 539.3967 290.6033 0.3114525 -0.563638
Moved 233.4492 539 292.0403 0.3107639 -0.5553224
Moved 233.465 537.5167 293.4833 0.3081886 -0.5469713
Moved 233.4802 536.0771 294.9229 0.3056894 -0.5386406
Moved 233.4959 534.6338 296.3662 0.3031836 -0.5302882
Moved 233.5123 533.6837 297.3163 0.3015341 -0.5247895
Moved 233.5264 531.1173 300.7654 0.2970786 -0.5048299
Moved 233.5478 528.3552 303.6448 0.2922833 -0.4881665
Moved 233.5606 525.472 306.2921 0.2872778 -0.4728469
Moved 233.5827 518.076 312.2827 0.2744376 -0.4381791
Moved 233.5962 514.8338 317.3324 0.2688087 -0.408956
Moved 233.613 512.7124 318.1438 0.2651257 -0.4042604
Stationary 233.6249 512.7124 318.1438 0.2651257 -0.4042604
Moved 233.6502 507.9312 325.1376 0.2568249 -0.3637868
Moved 233.6646 505.4881 328.0238 0.2525834 -0.3470845
Moved 233.6797 503.1319 330.8682 0.2484928 -0.330624
Moved 233.6943 501.6277 333.7446 0.2458814 -0.3139778
Moved 233.7109 500.1839 335.8161 0.2433748 -0.30199
Moved 233.7254 499.0714 337.8571 0.2414434 -0.2901785
Moved 233.7408 499 339.3433 0.2413194 -0.2815783
Moved 233.7562 497.2162 341.5677 0.2382225 -0.2687053
Moved 233.7712 497 343.2182 0.2378472 -0.2591539
Moved 233.7857 496 344.667 0.2361111 -0.2507697
Moved 233.802 494.8974 346.1027 0.2341969 -0.2424615
Moved 233.8183 494.4552 347.5449 0.2334291 -0.2341154
Moved 233.8378 494 348.7587 0.2326389 -0.2270907
Moved 233.8482 494 349.5 0.2326389 -0.2228007
Moved 233.867 492.4377 350.5623 0.2299266 -0.2166536
Moved 233.8795 490.9987 352.0013 0.2274282 -0.2083256
Moved 233.8953 488.1218 354.8782 0.2224336 -0.1916769
Moved 233.9122 485.2498 357.8751 0.2174475 -0.1743336
Moved 233.9259 479.7073 361.9695 0.2078252 -0.1506394
Moved 233.9416 476.5 365.5 0.202257 -0.1302083
Moved 233.957 471.5379 367.7311 0.1936422 -0.1172968
Moved 233.9719 465.7718 371.9212 0.1836316 -0.09304859
Moved 233.9882 459.2951 375.2229 0.1723874 -0.07394155
Moved 234.0049 453.2458 378.3771 0.161885 -0.05568769
Moved 234.019 448.5061 382.2469 0.1536564 -0.0332933
Moved 234.0338 443.8284 385.1144 0.1455354 -0.01669884
Moved 234.0499 438.0021 387.9989 0.1354204 -6.357829E-06
Moved 234.0684 434.709 391.1454 0.1297032 0.01820282
Moved 234.0802 429.9734 395.0266 0.1214816 0.04066291
Moved 234.0949 425.6348 397.9101 0.1139493 0.05735
Moved 234.1118 422.2145 399.8928 0.1080112 0.06882385
Moved 234.1259 418.0075 403.9925 0.1007076 0.09254923
Moved 234.1408 414.6789 406.3211 0.09492858 0.1060249
Moved 234.1579 410.3636 408.2121 0.08743688 0.1169682
Moved 234.1732 408.5145 410.4855 0.0842265 0.1301247
Moved 234.1875 405.4741 413.5259 0.07894814 0.1477193
Moved 234.2027 403.7992 415.2008 0.07604025 0.1574121
Moved 234.2186 399.725 417.275 0.06896704 0.1694154
Moved 234.234 396.8472 420.1528 0.06397091 0.1860694
Moved 234.2496 394 423 0.05902775 0.2025463
Moved 234.2652 391.0622 424.9377 0.05392745 0.2137601
Moved 234.2806 388.9165 427.0835 0.05020223 0.2261777
Moved 234.2952 386.0031 428.4985 0.04514426 0.2343661
Moved 234.3151 383.1353 431.8647 0.04016541 0.2538467
Moved 234.3272 381.657 434.686 0.0375989 0.270174
Moved 234.3426 379.1839 436.8162 0.03330536 0.2825011
Moved 234.359 377.7425 439.5151 0.03080286 0.2981197
Moved 234.3725 375.6069 442.3931 0.02709523 0.314775
Moved 234.3892 375 443.8738 0.02604164 0.3233439
Moved 234.4055 373.7262 445.2739 0.02383016 0.331446
Moved 234.4206 373 446.7128 0.02256945 0.3397734
Moved 234.4355 371.8477 448.1523 0.02056882 0.3481039
Moved 234.4509 371.4099 449.5901 0.01980886 0.3564241
Moved 234.4668 371 451.0338 0.01909725 0.3647791
Moved 234.4813 371 452.4672 0.01909725 0.3730738
Moved 234.502 370 452.6841 0.01736112 0.3743292
Moved 234.514 370 453.5 0.01736112 0.3790509
Stationary 234.5276 370 453.5 0.01736112 0.3790509
Moved 234.543 370 454 0.01736112 0.3819445
Moved 234.5587 370 455.3318 0.01736112 0.3896519
Stationary 234.5738 370 455.3318 0.01736112 0.3896519
Moved 234.5881 370 456.0715 0.01736112 0.3939321
Stationary 234.6034 370 456.0715 0.01736112 0.3939321
Stationary 234.619 370 456.0715 0.01736112 0.3939321
Moved 234.6339 370 457.0373 0.01736112 0.3995213
Stationary 234.6497 370 457.0373 0.01736112 0.3995213
Stationary 234.6666 370 457 0.01736112 0.3993056
Ended 234.6833 370 457 0.01736112 0.3993056
Began 235.0016 302 334 -0.1006944 -0.3124998
