watch out for low flying objects
Basic
0.6 0.6
432 129.6
Began 409.4829 276 437 -0.1944444 0.3780865
Stationary 409.502 276 437 -0.1944444 0.3780865
Stationary 409.5173 276 437 -0.1944444 0.3780865
Stationary 409.5295 276 437 -0.1944444 0.3780865
Stationary 409.5453 276 437 -0.1944444 0.3780865
Stationary 409.5647 276 437 -0.1944444 0.3780865
Stationary 409.5799 276 437 -0.1944444 0.3780865
Stationary 409.5956 276 437 -0.1944444 0.3780865
Moved 409.6075 261.1964 429.2618 -0.2287122 0.3183779
Moved 409.6236 249.0363 422.3535 -0.2568603 0.2650735
Moved 409.639 242.7742 419.8871 -0.2713561 0.2460423
Moved 409.6554 235.6024 415.7614 -0.2879575 0.2142084
Moved 409.67 230.1622 414.5405 -0.3005505 0.204788
Moved 409.6852 226.4903 412.1635 -0.3090501 0.1864465
Moved 409.7005 222.3512 409.5674 -0.3186316 0.1664156
Moved 409.7158 221.5 410 -0.3206019 0.1697531
Moved 409.7305 219.3756 408.3755 -0.3255195 0.1572189
Moved 409.7466 217.9941 408 -0.3287174 0.154321
Moved 409.7621 216.6143 406.6143 -0.3319114 0.1436285
Stationary 409.7772 216.6143 406.6143 -0.3319114 0.1436285
Moved 409.7927 215.6429 407 -0.3341601 0.1466051
Stationary 409.8082 216 407 -0.3333333 0.1466051
Moved 409.8239 216 405.5 -0.3333333 0.1350308
Stationary 409.8391 216 405.5 -0.3333333 0.1350308
Moved 409.8549 216 406 -0.3333333 0.1388888
Moved 409.8705 220.9625 406 -0.321846 0.1388888
Moved 409.8857 225.268 404.866 -0.3118797 0.1301392
Moved 409.9017 229.5 405 -0.3020833 0.131173
Moved 409.9169 234.4938 405 -0.2905236 0.131173
Moved 409.9318 241.3217 405 -0.2747183 0.131173
Moved 409.948 252 405 -0.25 0.131173
Moved 409.9632 261.6853 410.3483 -0.2275803 0.1724405
Moved 409.9783 272.37 416.1586 -0.2028473 0.2172729
Moved 409.9934 283.3839 421.692 -0.1773521 0.2599689
Moved 410.0097 296.0266 426.2106 -0.1480866 0.2948352
Moved 410.0293 311.0391 432.9269 -0.1133355 0.3466579
Moved 410.0409 321.5627 437.2813 -0.08897527 0.380257
Moved 410.0555 332.6201 441.8575 -0.06337935 0.4155674
Moved 410.0707 340.2402 445.1029 -0.04574035 0.440609
Moved 410.0858 351.4127 450.7064 -0.01987805 0.4838455
Moved 410.1011 361.8524 455.4262 0.004287958 0.520264
Moved 410.1173 367.7636 457.1909 0.0179714 0.5338807
Moved 410.1327 372.7241 459.5747 0.02945383 0.5522739
Moved 410.1476 375.9161 461.9161 0.03684282 0.5703406
Moved 410.1634 378.6877 462 0.04325857 0.5709878
Moved 410.179 379.5 462 0.0451389 0.5709878
Moved 410.1975 379 463.5 0.04398147 0.5825617
Moved 410.2105 379 463 0.04398147 0.5787038
Stationary 410.225 379 463 0.04398147 0.5787038
Stationary 410.2407 379 463 0.04398147 0.5787038
Moved 410.2556 362.8094 447.2448 0.006503264 0.4571356
Moved 410.2705 338.111 424.4117 -0.05066891 0.2809545
Moved 410.2871 314.7403 400.7403 -0.1047679 0.09830464
Moved 410.3038 302.0932 389.163 -0.1340434 0.008973605
Moved 410.3182 283.8485 367.9021 -0.1762767 -0.1550762
Moved 410.3323 276.2311 358.5389 -0.1939094 -0.2273232
Moved 410.3483 266.0257 345.4616 -0.2175331 -0.3282284
Moved 410.3641 259.7006 336.3808 -0.2321746 -0.3982963
Moved 410.3791 254.8895 328.8158 -0.2433114 -0.4566683
Moved 410.3947 250.7614 321.9357 -0.252867 -0.509755
Moved 410.4109 249.3973 318.1918 -0.2560248 -0.5386433
Moved 410.4261 248.1457 315.2915 -0.2589219 -0.5610221
Moved 410.441 248 313.7697 -0.2592593 -0.5727643
Moved 410.4585 248 312.5 -0.2592593 -0.5825617
Stationary 410.4702 248 312.5 -0.2592593 -0.5825617
Moved 410.4863 248 311.6423 -0.2592593 -0.5891793
Stationary 410.5013 248 312 -0.2592593 -0.5864195
Stationary 410.5176 248 312 -0.2592593 -0.5864195
Moved 410.5328 259.5538 312 -0.2325144 -0.5864195
Moved 410.5487 284.5 325.5 -0.1747685 -0.4822531
Moved 410.5662 300.8752 332.4376 -0.1368631 -0.4287226
Moved 410.5802 317.5051 340.7526 -0.09836779 -0.3645636
Moved 410.5981 324.0085 344.0043 -0.08331353 -0.339473
Moved 410.6128 331.2107 348.1264 -0.06664191 -0.3076664
Moved 410.6251 338.0724 352.2435 -0.05075827 -0.2758992
Moved 410.6396 342 355.5 -0.04166668 -0.2507716
Moved 410.6572 347.6672 357.7781 -0.02854814 -0.2331934
Moved 410.6707 353.0905 360.5452 -0.01599426 -0.2118422
Moved 410.6859 357.6285 363.3143 -0.005489538 -0.1904761
Moved 410.7025 362.0854 366.0569 0.004827281 -0.1693137
Moved 410.7179 366.2839 367.428 0.01454612 -0.1587347
Moved 410.7327 370.3763 369.7921 0.02401928 -0.1404929
Moved 410.7484 374.5027 372.3351 0.03357102 -0.1208708
Moved 410.7639 377.497 373.1656 0.04050235 -0.1144626
Moved 410.7787 380.809 375.206 0.048169 -0.09871919
Moved 410.7953 383.9699 376.9849 0.05548586 -0.08499287
Moved 410.8105 385.3761 378.3761 0.05874087 -0.07425851
Moved 410.8252 386.7507 379 0.06192297 -0.06944421
Moved 410.8411 388.1263 380.1263 0.06510724 -0.06075353
Moved 410.8582 389.5 380 0.06828706 -0.06172816
Moved 410.8721 390.5 381.5 0.0706019 -0.05015432
Ended 410.8871 391.5 382.5 0.07291664 -0.04243827
Began 411.1559 546 452 0.4305556 0.4938273
Stationary 411.1674 546 452 0.4305556 0.4938273
Stationary 411.18 546 452 0.4305556 0.4938273
Stationary 411.1957 546 452 0.4305556 0.4938273
Stationary 411.2108 546 452 0.4305556 0.4938273
Stationary 411.2263 546 452 0.4305556 0.4938273
Stationary 411.242 546 452 0.4305556 0.4938273
Stationary 411.259 546 452 0.4305556 0.4938273
Stationary 411.2726 546 452 0.4305556 0.4938273
Stationary 411.2878 546 452 0.4305556 0.4938273
