watch out for low flying objects
Basic
0.8 0.8
575.9999 172.8
Began 770.0019 246 455 -0.1979166 0.3877315
Stationary 770.0254 246 455 -0.1979166 0.3877315
Stationary 770.0388 246 455 -0.1979166 0.3877315
Stationary 770.0521 246 455 -0.1979166 0.3877315
Moved 770.068 238.8653 455 -0.2103032 0.3877315
Moved 770.0833 230.616 455 -0.2246249 0.3877315
Moved 770.0991 223.3782 445.9513 -0.2371907 0.3353664
Moved 770.1145 216.5524 442.7762 -0.249041 0.3169918
Moved 770.1295 210.6022 438.7017 -0.2593712 0.2934125
Moved 770.1449 200.2591 432.3555 -0.2773279 0.2566867
Moved 770.1608 193.0849 427.0679 -0.2897831 0.2260877
Moved 770.1761 185.905 421.324 -0.3022482 0.1928475
Moved 770.1917 183.2734 419.2734 -0.306817 0.1809802
Moved 770.2071 179.101 415.101 -0.3140608 0.1568341
Moved 770.223 177 414.5 -0.3177083 0.1533566
Moved 770.2419 175.1528 411.1528 -0.3209153 0.1339864
Moved 770.2538 173.7122 409.7122 -0.3234162 0.1256495
Moved 770.2689 174 409 -0.3229167 0.121528
Moved 770.2834 174 407.8319 -0.3229167 0.114768
Stationary 770.2987 174 407.8319 -0.3229167 0.114768
Moved 770.3145 174 406.6266 -0.3229167 0.1077928
Moved 770.3294 174 405.7593 -0.3229167 0.1027736
Moved 770.3463 184.7636 404.4473 -0.3042299 0.09518094
Moved 770.3635 193.9502 404 -0.2882808 0.09259277
Moved 770.3768 205.4321 404 -0.268347 0.09259277
Moved 770.3918 219.6791 404 -0.2436127 0.09259277
Moved 770.4079 240.615 404 -0.2072656 0.09259277
Moved 770.4231 259.1548 414.231 -0.1750785 0.1517995
Moved 770.4386 279.6005 419.743 -0.1395824 0.1836977
Moved 770.4536 295.3643 422.6729 -0.1122147 0.200653
Moved 770.4688 317.6302 430.7039 -0.07355868 0.2471292
Moved 770.4846 336.2649 436.6969 -0.04120677 0.2818108
Moved 770.5009 352.3848 443.077 -0.01322083 0.3187327
Moved 770.5157 367.5556 448.1667 0.01311742 0.3481869
Moved 770.5299 377.4698 453.9827 0.03032952 0.3818445
Moved 770.5455 382.7552 455.8776 0.03950551 0.39281
Moved 770.562 385.0336 457.0168 0.0434611 0.3994028
Moved 770.5764 386.4588 458.4588 0.04593543 0.4077476
Moved 770.5919 387 458.9003 0.04687503 0.4103029
Stationary 770.6077 387 459 0.04687503 0.4108797
Stationary 770.6232 387 459 0.04687503 0.4108797
Stationary 770.6393 387 459 0.04687503 0.4108797
Moved 770.6539 374.5819 459 0.02531588 0.4108797
Moved 770.6706 364.6113 449.9694 0.008005722 0.3586191
Moved 770.6852 342.3871 433.4497 -0.03057793 0.2630192
Moved 770.7006 321.9643 416.9005 -0.06603416 0.1672484
Moved 770.7174 306.2601 403.334 -0.09329848 0.08873878
Moved 770.731 292 392 -0.1180556 0.02314824
Moved 770.7463 277.3545 375.3939 -0.1434818 -0.07295202
Moved 770.7635 265.8055 359.6075 -0.1635322 -0.1643082
Moved 770.7789 257 346 -0.1788194 -0.2430556
Moved 770.7933 252.2374 332.5935 -0.1870878 -0.3206394
Moved 770.8093 249.241 320.9642 -0.1922899 -0.3879388
Moved 770.8247 248.1795 314.8974 -0.1941328 -0.4230475
Moved 770.8393 248 310.2208 -0.1944444 -0.4501113
Moved 770.8547 248 306.9045 -0.1944444 -0.4693026
Moved 770.8717 248 304.866 -0.1944444 -0.4810997
Moved 770.8859 260 302 -0.1736111 -0.4976852
Moved 770.9016 263.2219 302 -0.1680176 -0.4976852
Moved 770.9162 272.5817 302 -0.1517678 -0.4976852
Moved 770.9315 281 302 -0.1371528 -0.4976852
Moved 770.9473 295.6892 308.7825 -0.1116506 -0.4584348
Moved 770.9626 307.2632 311.8158 -0.09155702 -0.4408808
Moved 770.9779 323.4958 321.1644 -0.06337526 -0.3867803
Moved 770.9939 333.9236 328.374 -0.04527155 -0.3450581
Moved 771.0092 342.3208 333.4505 -0.03069311 -0.3156798
Moved 771.0247 351.1191 340.4715 -0.01541816 -0.2750492
Moved 771.0399 358.295 346.036 -0.002960041 -0.2428472
Moved 771.0548 365.5453 350.8363 0.009627341 -0.2150677
Moved 771.072 371.5816 355.4362 0.02010703 -0.1884478
Moved 771.0859 377.7338 359.7338 0.03078781 -0.1635774
Moved 771.1015 386.0835 364.0358 0.04528381 -0.1386819
Moved 771.1172 390.2699 367.2024 0.05255185 -0.1203565
Moved 771.1329 397.1383 371.0692 0.06447628 -0.09797944
Moved 771.1475 402.8879 374.916 0.0744582 -0.07571768
Moved 771.1647 407.2325 377.8217 0.08200078 -0.05890246
Moved 771.1782 411.6933 380.6933 0.08974537 -0.04228415
Moved 771.194 414.5708 382.2854 0.09474091 -0.0330706
Moved 771.2089 418.4483 383.7241 0.1014727 -0.02474449
Moved 771.2268 421.6854 385.7903 0.1070928 -0.01278762
Moved 771.2405 424.5902 387.2951 0.1121358 -0.004079253
Moved 771.2557 427.4752 388.7376 0.1171445 0.004268575
Moved 771.2715 430.3544 390.1772 0.122143 0.01259954
Moved 771.2867 434.2331 392.6166 0.1288769 0.02671639
Moved 771.3011 437.1149 394.0575 0.1338801 0.03505504
Ended 771.3163 437.1149 394.0575 0.1338801 0.03505504
Began 771.791 561 476 0.3489583 0.5092593
Stationary 771.8122 561 476 0.3489583 0.5092593
Stationary 771.825 561 476 0.3489583 0.5092593
Stationary 771.8417 561 476 0.3489583 0.5092593
Moved 771.8571 550.2565 476 0.3303064 0.5092593
Moved 771.8726 544.7687 476 0.3207789 0.5092593
Moved 771.8882 537.2664 476 0.3077541 0.5092593
Moved 771.9079 530.6736 476 0.2963084 0.5092593
Moved 771.92 517.1349 466.9944 0.2728037 0.4571438
Moved 771.9339 504.427 467.2697 0.2507414 0.4587366
Moved 771.95 491.4953 467 0.2282905 0.4571759
Moved 771.965 475.693 466.3911 0.2008559 0.4536523
Moved 771.98 462.5679 464.946 0.1780693 0.4452893
Moved 771.9963 451.0494 463.5062 0.1580719 0.436957
Moved 772.0117 443.2189 463.317 0.1444773 0.435862
Moved 772.0269 431.9915 460.9981 0.1249854 0.4224428
Moved 772.0419 421.8832 459.5547 0.1074361 0.41409
Moved 772.0576 409.8107 458.1158 0.08647687 0.405763
Moved 772.0739 399.7029 456.6718 0.06892867 0.3974064
Moved 772.0885 392.1633 455.2327 0.05583912 0.3890779
Moved 772.1033 386.1562 453.7891 0.04541002 0.3807237
Moved 772.1204 379.5 452.5 0.03385417 0.3732639
Moved 772.1355 374.1845 451.2369 0.02462581 0.3659542
Moved 772.1504 368.187 449.7968 0.01421355 0.3576201
Moved 772.1661 363.4262 447.3566 0.00594832 0.3434987
Moved 772.1808 357.6656 445.9164 -0.004052743 0.3351642
Moved 772.1967 351.9049 444.4763 -0.01405399 0.3268301
Moved 772.214 346.1771 443.0443 -0.02399817 0.3185431
Moved 772.2291 341.7649 441.5883 -0.03165811 0.3101177
Moved 772.2433 337.5519 442 -0.03897231 0.3125
Moved 772.2581 332.1319 441 -0.04838213 0.3067129
Moved 772.2731 327.8774 439.6258 -0.05576834 0.2987603
