just in time for the party
Basic
0.4 0.4
288 259.2
Began 244.2556 405 434 0.15625 0.1774691
Stationary 244.2728 405 434 0.15625 0.1774691
Stationary 244.2892 405 434 0.15625 0.1774691
Stationary 244.3021 405 434 0.15625 0.1774691
Stationary 244.3189 405 434 0.15625 0.1774691
Stationary 244.3341 405 434 0.15625 0.1774691
Stationary 244.3479 405 434 0.15625 0.1774691
Stationary 244.3631 405 434 0.15625 0.1774691
Stationary 244.3812 405 434 0.15625 0.1774691
Stationary 244.3979 405 434 0.15625 0.1774691
Stationary 244.41 405 434 0.15625 0.1774691
Stationary 244.426 405 434 0.15625 0.1774691
Stationary 244.4413 405 434 0.15625 0.1774691
Stationary 244.4565 405 434 0.15625 0.1774691
Stationary 244.471 405 434 0.15625 0.1774691
Stationary 244.4899 405 434 0.15625 0.1774691
Stationary 244.5036 405 434 0.15625 0.1774691
Stationary 244.5195 405 434 0.15625 0.1774691
Stationary 244.5357 405 434 0.15625 0.1774691
Stationary 244.5506 405 434 0.15625 0.1774691
Stationary 244.5654 405 434 0.15625 0.1774691
Stationary 244.5801 405 434 0.15625 0.1774691
Stationary 244.5959 405 434 0.15625 0.1774691
Moved 244.6111 395.5087 434 0.123294 0.1774691
Stationary 244.6276 396 434 0.125 0.1774691
Stationary 244.6433 396 434 0.125 0.1774691
Moved 244.6579 394.8134 442.3061 0.1208799 0.2095142
Moved 244.6724 395 441 0.1215278 0.2044751
Stationary 244.6901 395 441 0.1215278 0.2044751
Stationary 244.7033 395 441 0.1215278 0.2044751
Moved 244.7185 395 442.2227 0.1215278 0.2091924
Moved 244.7371 393.8885 443.1115 0.1176684 0.2126214
Moved 244.7505 394 443.6615 0.1180555 0.2147433
Moved 244.7649 394 445.1002 0.1180555 0.2202938
Moved 244.7829 392.5 446.5 0.1128472 0.2256944
Stationary 244.796 392.5 446.5 0.1128472 0.2256944
Moved 244.8111 393 448.4221 0.1145834 0.23311
Moved 244.8289 392 449 0.1111111 0.2353394
Moved 244.8435 392 449.9976 0.1111111 0.2391883
Moved 244.8581 390.5635 451.4365 0.1061234 0.2447393
Stationary 244.8736 390.5635 451.4365 0.1061234 0.2447393
Moved 244.8894 390 453.314 0.1041667 0.2519829
Stationary 244.9044 390 453.314 0.1041667 0.2519829
Moved 244.9189 389 455.1948 0.1006944 0.259239
