did you have a good time
Basic
0.6 0.6
432 129.6
Began 164.2327 261 432 -0.2291666 0.3395063
Stationary 164.2535 261 432 -0.2291666 0.3395063
Stationary 164.267 261 432 -0.2291666 0.3395063
Stationary 164.283 261 432 -0.2291666 0.3395063
Stationary 164.3011 261 432 -0.2291666 0.3395063
Stationary 164.3151 261 432 -0.2291666 0.3395063
Stationary 164.3285 261 432 -0.2291666 0.3395063
Stationary 164.3459 261 432 -0.2291666 0.3395063
Moved 164.3607 272.0183 432 -0.2036612 0.3395063
Moved 164.376 279.0635 432 -0.187353 0.3395063
Moved 164.3932 283.1201 432 -0.1779627 0.3395063
Moved 164.4072 287.4388 432 -0.1679658 0.3395063
Moved 164.4225 292.7393 432 -0.1556961 0.3395063
Moved 164.4406 298.0953 432 -0.1432979 0.3395063
Moved 164.4531 303.4035 432 -0.1310104 0.3395063
Moved 164.4688 312.7475 432 -0.1093808 0.3395063
Moved 164.4835 316.3547 432 -0.1010308 0.3395063
Moved 164.4983 325.7182 432 -0.07935608 0.3395063
Moved 164.5151 328.6039 432 -0.07267604 0.3395063
Moved 164.5314 333.9372 432 -0.06033058 0.3395063
Moved 164.5466 335.0617 432 -0.05772759 0.3395063
Moved 164.5604 339.4091 432 -0.04766419 0.3395063
Moved 164.5763 344.9799 432 -0.03476868 0.3395063
Moved 164.5926 346.0785 432 -0.0322258 0.3395063
Moved 164.6062 353.5909 432 -0.01483599 0.3395063
Moved 164.6224 356.9111 439 -0.007150273 0.3935187
Moved 164.6412 361.2337 439 0.002855758 0.3935187
Moved 164.653 364.5584 439 0.01055191 0.3935187
Moved 164.6701 366.7165 439 0.01554747 0.3935187
Moved 164.6847 375.3828 440 0.03560841 0.4012346
Moved 164.6995 382.5 440 0.05208333 0.4012346
Moved 164.7153 387.3513 440 0.06331314 0.4012346
Moved 164.7311 402.6868 440 0.09881198 0.4012346
Moved 164.7464 407.6929 441.099 0.1104002 0.4097146
Moved 164.7618 420.2866 441 0.1395523 0.4089505
Moved 164.7774 426.5 441 0.1539352 0.4089505
Moved 164.7926 428.149 441 0.1577522 0.4089505
Moved 164.8075 435.8379 442 0.1755506 0.4166667
Moved 164.8221 439.6021 442 0.1842642 0.4166667
Moved 164.838 444.277 443.0923 0.1950856 0.4250953
Moved 164.8536 450.6686 443 0.209881 0.4243827
Moved 164.8689 454.2657 443 0.2182075 0.4243827
Moved 164.8843 463.6289 443 0.2398817 0.4243827
Moved 164.8999 467.6011 443 0.2490766 0.4243827
Moved 164.9158 469.742 443 0.2540324 0.4243827
Moved 164.9306 474.8458 443 0.2658468 0.4243827
Moved 164.9458 476.2726 443 0.2691496 0.4243827
Moved 164.9622 478.2822 443 0.2738014 0.4243827
Moved 164.9763 479.7251 443 0.2771414 0.4243827
Stationary 164.9926 480 443 0.2777778 0.4243827
Stationary 165.007 480 443 0.2777778 0.4243827
Stationary 165.0215 480 443 0.2777778 0.4243827
Stationary 165.0364 480 443 0.2777778 0.4243827
Stationary 165.0525 480 443 0.2777778 0.4243827
Moved 165.0683 461.9773 432.9924 0.2360585 0.3471639
Moved 165.0852 451.8149 430.09 0.2125345 0.3247681
Moved 165.1003 446.8304 428.6658 0.2009964 0.3137797
Moved 165.1167 428.8179 423.9636 0.1593007 0.2774965
Moved 165.1327 412.9584 421.0833 0.1225889 0.2552724
Moved 165.1466 406.1428 420.8143 0.1068121 0.2531968
Moved 165.1614 390.5731 417.6533 0.07077108 0.2288065
Moved 165.1777 385.5446 416.9349 0.05913109 0.2232634
Moved 165.1933 370.4375 416 0.02416084 0.2160493
Moved 165.2077 358.3533 415 -0.003811866 0.2083334
Moved 165.223 353.3032 415 -0.01550188 0.2083334
Moved 165.2413 343.7428 414 -0.03763244 0.2006174
Moved 165.2539 337.3904 413.3476 -0.05233715 0.1955833
Moved 165.2788 331.6315 413 -0.06566773 0.1929012
Moved 165.2892 326.4164 412.4721 -0.0777398 0.1888281
Moved 165.3009 324.2704 411.7568 -0.08270745 0.1833086
Moved 165.3175 316.7799 411 -0.1000465 0.1774691
Moved 165.3308 313.5131 409.8783 -0.1076086 0.1688141
Moved 165.3469 309.4348 408.8587 -0.1170491 0.1609469
Moved 165.3617 302.6099 406.305 -0.1328474 0.1412425
Moved 165.3775 299.7162 407 -0.1395457 0.1466051
Moved 165.3934 293.0706 404.7676 -0.1549292 0.1293801
Moved 165.4076 290.6591 404.3295 -0.1605114 0.1259995
Moved 165.4229 286.6628 404 -0.169762 0.123457
Moved 165.4388 284 402.5 -0.1759259 0.1118827
Moved 165.454 281.0001 402.3334 -0.1828701 0.1105971
Moved 165.4764 277.7872 400.8936 -0.1903074 0.09948789
Moved 165.4883 274.9066 400.4533 -0.1969754 0.09609035
Moved 165.5006 273.4638 399.7319 -0.2003153 0.09052371
Moved 165.5169 270.1468 399 -0.2079935 0.08487666
Moved 165.5316 268.7103 397.8552 -0.2113188 0.07604281
Moved 165.5458 266.6971 396.6971 -0.2159789 0.06710712
Moved 165.5658 265.7103 397 -0.2182633 0.06944469
Moved 165.5785 264.9953 397 -0.2199183 0.06944469
Moved 165.5932 263.5 395.5 -0.2233796 0.05787037
Moved 165.6085 262.2897 396 -0.2261813 0.0617284
Moved 165.624 260.8509 394.8509 -0.2295119 0.0528617
Stationary 165.6408 260.8509 394.8509 -0.2295119 0.0528617
Moved 165.6541 259.8447 395 -0.2318409 0.05401247
Moved 165.6697 258.9278 393.9278 -0.2339634 0.04573928
Moved 165.6857 258.3922 394 -0.2352032 0.04629641
Stationary 165.7009 258 394 -0.2361111 0.04629641
Ended 165.7163 258 394 -0.2361111 0.04629641
Began 165.9459 342 457 -0.04166668 0.5324075
Stationary 165.9635 342 457 -0.04166668 0.5324075
Stationary 165.9781 342 457 -0.04166668 0.5324075
Stationary 165.993 342 457 -0.04166668 0.5324075
Stationary 166.0083 342 457 -0.04166668 0.5324075
Moved 166.0246 354.7031 457 -0.01226142 0.5324075
Moved 166.0415 370.7527 457 0.0248905 0.5324075
Moved 166.0556 377.9671 457 0.04159053 0.5324075
