reading week is just about here
Basic
0.4 0.4
288 86.39999
Began 273.8348 374 443 0.04861116 0.6365741
Stationary 273.8542 374 443 0.04861116 0.6365741
Stationary 273.8704 374 443 0.04861116 0.6365741
Stationary 273.8871 374 443 0.04861116 0.6365741
Stationary 273.8993 374 443 0.04861116 0.6365741
Stationary 273.9139 374 443 0.04861116 0.6365741
Stationary 273.9294 374 443 0.04861116 0.6365741
Stationary 273.9451 374 443 0.04861116 0.6365741
Stationary 273.9612 374 443 0.04861116 0.6365741
Stationary 273.9779 374 443 0.04861116 0.6365741
Stationary 273.9918 374 443 0.04861116 0.6365741
Stationary 274.0115 374 443 0.04861116 0.6365741
Moved 274.0239 361.4561 443 0.005056113 0.6365741
Moved 274.0387 357.8789 443 -0.007365047 0.6365741
Moved 274.0548 353.5528 443 -0.02238624 0.6365741
Moved 274.0714 351.6784 443 -0.02889454 0.6365741
Moved 274.0856 347.6771 443 -0.04278794 0.6365741
Moved 274.1004 343.6994 443 -0.0565993 0.6365741
Moved 274.1176 340.9191 436 -0.06625324 0.5555554
Moved 274.1319 338.0333 436 -0.07627331 0.5555554
Moved 274.1466 335.1638 436 -0.08623696 0.5555554
Moved 274.1625 332.2725 436 -0.09627616 0.5555554
Moved 274.1785 331.0168 435.0168 -0.100636 0.5441766
Moved 274.192 328.1672 435 -0.1105306 0.5439817
Moved 274.2103 325.142 434.142 -0.1210347 0.5340505
Moved 274.2238 322.4063 434 -0.1305335 0.5324076
Moved 274.2383 318.5075 433 -0.1440713 0.5208331
Moved 274.2542 314.4532 431.8177 -0.1581486 0.5071499
Moved 274.27 311.1426 431.3809 -0.1696437 0.5020931
Moved 274.2868 308.4314 430.2157 -0.1790576 0.4886074
Moved 274.3003 304.5441 430 -0.1925553 0.4861111
Moved 274.3163 301.2242 429 -0.2040828 0.4745372
Moved 274.3318 297.9596 427.9798 -0.2154182 0.4627295
Moved 274.3479 295.0732 426.5366 -0.2254401 0.4460259
Moved 274.3622 291.1979 426.099 -0.2388961 0.4409608
Moved 274.3777 288.3133 426 -0.2489121 0.4398148
Moved 274.392 287.5 426 -0.2517361 0.4398148
Moved 274.4085 284.1585 424.0793 -0.2633384 0.4175845
Moved 274.4243 281.2811 424 -0.2733294 0.4166668
Moved 274.4399 279.4035 423 -0.2798489 0.4050926
