parking lot is full of trucks
Basic
0.4 0.4
288 259.2
Began 378.8713 492 474 0.4583333 0.3317901
Stationary 378.8914 492 474 0.4583333 0.3317901
Stationary 378.9059 492 474 0.4583333 0.3317901
Stationary 378.9217 492 474 0.4583333 0.3317901
Stationary 378.9401 492 474 0.4583333 0.3317901
Stationary 378.9536 492 474 0.4583333 0.3317901
Stationary 378.9694 492 474 0.4583333 0.3317901
Stationary 378.9856 492 474 0.4583333 0.3317901
Stationary 379.001 492 474 0.4583333 0.3317901
Stationary 379.0149 492 474 0.4583333 0.3317901
Stationary 379.0315 492 474 0.4583333 0.3317901
Stationary 379.0467 492 474 0.4583333 0.3317901
Stationary 379.0623 492 474 0.4583333 0.3317901
Stationary 379.0772 492 474 0.4583333 0.3317901
Stationary 379.093 492 474 0.4583333 0.3317901
Stationary 379.1094 492 474 0.4583333 0.3317901
Stationary 379.1233 492 474 0.4583333 0.3317901
Stationary 379.1354 492 474 0.4583333 0.3317901
Stationary 379.1514 492 474 0.4583333 0.3317901
Stationary 379.1672 492 474 0.4583333 0.3317901
Stationary 379.1828 492 474 0.4583333 0.3317901
Stationary 379.1973 492 474 0.4583333 0.3317901
Stationary 379.2126 492 474 0.4583333 0.3317901
Stationary 379.2289 492 474 0.4583333 0.3317901
Stationary 379.244 492 474 0.4583333 0.3317901
Stationary 379.2603 492 474 0.4583333 0.3317901
Stationary 379.2759 492 474 0.4583333 0.3317901
Stationary 379.2914 492 474 0.4583333 0.3317901
Stationary 379.3068 492 474 0.4583333 0.3317901
Stationary 379.3217 492 474 0.4583333 0.3317901
Stationary 379.337 492 474 0.4583333 0.3317901
Stationary 379.3523 492 474 0.4583333 0.3317901
Stationary 379.3678 492 474 0.4583333 0.3317901
Stationary 379.385 492 474 0.4583333 0.3317901
Stationary 379.3991 492 474 0.4583333 0.3317901
Stationary 379.4144 492 474 0.4583333 0.3317901
Stationary 379.4299 492 474 0.4583333 0.3317901
Stationary 379.4449 492 474 0.4583333 0.3317901
Stationary 379.46 492 474 0.4583333 0.3317901
Stationary 379.4759 492 474 0.4583333 0.3317901
Stationary 379.4913 492 474 0.4583333 0.3317901
Stationary 379.5069 492 474 0.4583333 0.3317901
Stationary 379.5217 492 474 0.4583333 0.3317901
Stationary 379.5379 492 474 0.4583333 0.3317901
